---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss7\PS_ngait_og_ss7-output-euler-leftlegtd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
5.197540229885060e+000 4.072044261539604e-001 8.724609207545764e-002 2.041463593269875e-001 2.874160440890932e-001 1.473384262618257e-002 3.521695464429348e-001
5.205597701149428e+000 3.952378515906770e-001 7.643690358227495e-002 2.054061858770116e-001 2.832525292336264e-001 2.332860773782900e-002 3.541677584498604e-001
5.213655172413796e+000 3.838871371178044e-001 6.607924590793002e-002 2.060360039875225e-001 2.791700746504314e-001 3.150875849534618e-002 3.555454775029092e-001
5.221712643678164e+000 3.730687058017455e-001 5.630869426045027e-002 2.063633386745467e-001 2.753264106636822e-001 3.932874446996115e-002 3.559223072309428e-001
5.229770114942532e+000 3.626227030170182e-001 4.714891887909567e-002 2.066761317969691e-001 2.716955478940211e-001 4.681529253485855e-002 3.550921921105351e-001
5.237827586206900e+000 3.523715454022715e-001 3.853165551746018e-002 2.071566909077832e-001 2.681360971259838e-001 5.397522656315253e-002 3.530498050040298e-001
5.245885057471268e+000 3.421600641364567e-001 3.036399947635737e-002 2.078470684278208e-001 2.644639127493492e-001 6.081064592708747e-002 3.499662758359968e-001
5.253942528735636e+000 3.318691028426834e-001 2.259020483370455e-002 2.086498693342511e-001 2.605062666293919e-001 6.732274997390268e-002 3.461176138581655e-001
5.262000000000004e+000 3.214138667397934e-001 1.521909528473664e-002 2.093612091025981e-001 2.561343057301582e-001 7.350644426472318e-002 3.417947122671902e-001
5.270057471264372e+000 3.107352535108252e-001 8.320589973660697e-003 2.097245786194197e-001 2.512755060129275e-001 7.935703766594453e-002 3.372561116019695e-001
5.278114942528740e+000 2.997913563025539e-001 2.005457367548091e-003 2.094860650953302e-001 2.459157247397708e-001 8.489055069293820e-002 3.327321809496709e-001
5.286172413793108e+000 2.885651305648319e-001 -3.600651394073617e-003 2.084416550659958e-001 2.401020709385143e-001 9.015286804371871e-002 3.284161947523653e-001
5.294229885057476e+000 2.770790647117785e-001 -8.398612423389018e-003 2.064851706636173e-001 2.339278062935269e-001 9.520228215702838e-002 3.244281587226764e-001
5.302287356321844e+000 2.653874766946374e-001 -1.238215822510780e-002 2.036442212265090e-001 2.274833428932035e-001 1.000769440389147e-001 3.208235766489108e-001
5.310344827586212e+000 2.535511579374187e-001 -1.568052624622096e-002 2.000693875118077e-001 2.208138622073712e-001 1.047753679119175e-001 3.176527810647284e-001
5.318402298850580e+000 2.416246790547444e-001 -1.851492831860568e-002 1.959799861823620e-001 2.139261772926139e-001 1.092694021966358e-001 3.149780781369962e-001
5.326459770114948e+000 2.296601468481902e-001 -2.109766211083319e-002 1.916053394696373e-001 2.068265640210830e-001 1.135367145756353e-001 3.128185525808050e-001
5.334517241379316e+000 2.177042583485476e-001 -2.355764577108843e-002 1.871456440871471e-001 1.995516625690043e-001 1.175851596123106e-001 3.110819167813949e-001
5.342574712643684e+000 2.057791076941909e-001 -2.592725806043505e-002 1.827562018193430e-001 1.921750466498415e-001 1.214562981686133e-001 3.095335023992271e-001
5.350632183908052e+000 1.938658990396924e-001 -2.818215064386398e-002 1.785462573282864e-001 1.847829638272721e-001 1.252070612090673e-001 3.078396873139950e-001
5.358689655172420e+000 1.819182987971886e-001 -3.030973743970078e-002 1.745801461462344e-001 1.774358066486723e-001 1.288821091701734e-001 3.057077891337226e-001
5.366747126436787e+000 1.699199410327775e-001 -3.235227647692418e-002 1.708747771282738e-001 1.701608736307838e-001 1.325067924501511e-001 3.030746378465237e-001
5.374804597701155e+000 1.579666944433053e-001 -3.438726365229861e-002 1.673949481219231e-001 1.630005390043253e-001 1.361117981785665e-001 3.002083169886812e-001
5.382862068965523e+000 1.463007516334718e-001 -3.648536607314834e-002 1.640699421189732e-001 1.560730209151080e-001 1.397590793725534e-001 2.975674107694489e-001
5.390919540229891e+000 1.352267204164633e-001 -3.869899742320881e-002 1.608413739225568e-001 1.495696455770125e-001 1.435367292447093e-001 2.954739189050738e-001
5.398977011494259e+000 1.249554410596415e-001 -4.106221247357023e-002 1.576951579092027e-001 1.436786617039917e-001 1.475290267648723e-001 2.939163564000061e-001
5.407034482758627e+000 1.155166463981338e-001 -4.357817131479580e-002 1.546433186761342e-001 1.385153648439391e-001 1.517907770714446e-001 2.926504756897294e-001
5.415091954022995e+000 1.068053326560571e-001 -4.622816333414526e-002 1.516844889543736e-001 1.341139916735519e-001 1.563416846788786e-001 2.914253361565384e-001
5.423149425287363e+000 9.868924852570873e-002 -4.901485488037594e-002 1.487798916161562e-001 1.304560280762681e-001 1.611771265137944e-001 2.901309994986016e-001
5.431206896551731e+000 9.108615272555537e-002 -5.199717840424101e-002 1.458531026121499e-001 1.275003316941193e-001 1.662844761701132e-001 2.888239351134693e-001
5.439264367816099e+000 8.397692153186809e-002 -5.528588156829351e-002 1.428076202637898e-001 1.252002711187737e-001 1.716530410514112e-001 2.876740080099048e-001
5.447321839080467e+000 7.736020442514270e-002 -5.901077612283534e-002 1.395574595082639e-001 1.234958337025544e-001 1.772722386053067e-001 2.868831448575209e-001
5.455379310344835e+000 7.118632454106334e-002 -6.328644237853243e-002 1.360641285255483e-001 1.222906411270478e-001 1.831235114634286e-001 2.866049487208363e-001
5.463436781609203e+000 6.532179385854758e-002 -6.819149196534746e-002 1.323661409373685e-001 1.214429953317287e-001 1.891723484734302e-001 2.868908963224863e-001
5.471494252873571e+000 5.957027017032786e-002 -7.375917737274751e-002 1.285866546277480e-001 1.207869888393027e-001 1.953672845222314e-001 2.876851473401004e-001
5.479551724137939e+000 5.374318965348263e-002 -7.997535899680441e-002 1.249059252938175e-001 1.201831050898996e-001 2.016560122864902e-001 2.888675443369886e-001
5.487609195402307e+000 4.774475620842088e-002 -8.678686652662337e-002 1.214988226356816e-001 1.195837648165877e-001 2.080128308587004e-001 2.903196282453037e-001
5.495666666666675e+000 4.160981529332666e-002 -9.411291664309096e-002 1.184730539468455e-001 1.190730150976571e-001 2.144508466751982e-001 2.919631134216375e-001
5.503724137931043e+000 3.545543535069975e-002 -1.018433530768785e-001 1.158534223744087e-001 1.188369969732359e-001 2.209990624036813e-001 2.937368919169960e-001
5.511781609195411e+000 2.938172765863812e-002 -1.098298983360448e-001 1.136079411578154e-001 1.190746236731650e-001 2.276618858676635e-001 2.955678685896127e-001
5.519839080459779e+000 2.340174541156195e-002 -1.178863916148512e-001 1.116653935289282e-001 1.199130826755769e-001 2.344145558367576e-001 2.974259657095214e-001
5.527896551724147e+000 1.745332944512906e-002 -1.257906847836436e-001 1.099155090869470e-001 1.213874726658955e-001 2.412521881225105e-001 2.994083564384545e-001
5.535954022988515e+000 1.148471860394836e-002 -1.332844593458997e-001 1.082502536354561e-001 1.234893034188409e-001 2.482266017438741e-001 3.016892636171660e-001
5.544011494252882e+000 5.541819084313562e-003 -1.400904385600561e-001 1.066571511818637e-001 1.262285911239377e-001 2.554174219155362e-001 3.043495561140363e-001
5.552068965517250e+000 -2.341814899560848e-004 -1.459523856079668e-001 1.052737631965999e-001 1.296405332529674e-001 2.628763227722570e-001 3.072782244585785e-001
5.560126436781618e+000 -5.702864212738836e-003 -1.506814095152349e-001 1.043282086579971e-001 1.337391781118571e-001 2.705988024034688e-001 3.102243888325112e-001
5.568183908045986e+000 -1.080813675569277e-002 -1.541926143866523e-001 1.040042766612219e-001 1.384960324988533e-001 2.785296792702365e-001 3.129273968136683e-001
5.576241379310354e+000 -1.557514354402542e-002 -1.565126815804994e-001 1.043453182511803e-001 1.438774790887504e-001 2.865866513847621e-001 3.152279725677551e-001
5.584298850574722e+000 -2.006082285953729e-002 -1.577456919091336e-001 1.052685371009485e-001 1.498848908707472e-001 2.946812367276822e-001 3.170878779250592e-001
5.592356321839090e+000 -2.431456422153742e-002 -1.580174536499299e-001 1.066463375678261e-001 1.565536473399389e-001 3.027233431133123e-001 3.185291180419861e-001
5.600413793103458e+000 -2.835322831866888e-002 -1.574349536522020e-001 1.083692060844767e-001 1.639389160030841e-001 3.106208379675369e-001 3.195604976871669e-001
5.608471264367826e+000 -3.214193950769283e-002 -1.560790730324171e-001 1.103532066166573e-001 1.721296746391152e-001 3.182875421367171e-001 3.201472777796335e-001
5.616528735632194e+000 -3.558282687975025e-002 -1.540202064018936e-001 1.125053746533676e-001 1.812834543731349e-001 3.256470968524212e-001 3.202463743482530e-001
5.624586206896562e+000 -3.851449768080401e-002 -1.513297256393662e-001 1.146913668127409e-001 1.916436598080244e-001 3.326236165317987e-001 3.198520261759589e-001
5.632643678160930e+000 -4.071999913870586e-002 -1.480718357164701e-001 1.167489553447274e-001 2.035294261725865e-001 3.391368464112030e-001 3.189850423305388e-001
5.640701149425298e+000 -4.193679015723772e-002 -1.442879446732159e-001 1.185446892154442e-001 2.173171155305289e-001 3.451094880354276e-001 3.176615411460805e-001
5.648758620689666e+000 -4.185925635080130e-002 -1.399892745570637e-001 1.200268994400651e-001 2.334279056393665e-001 3.504664728065027e-001 3.159030205531864e-001
5.656816091954034e+000 -4.013040917333542e-002 -1.351440924548064e-001 1.212378018563004e-001 2.523271573344414e-001 3.551151860866573e-001 3.137640948693342e-001
5.664873563218402e+000 -3.634226019689562e-002 -1.296408085828533e-001 1.222865816523301e-001 2.745257177146840e-001 3.589160875435349e-001 3.113199515707332e-001
5.672931034482770e+000 -3.007564929090924e-002 -1.232590568306404e-001 1.233011588991450e-001 3.005528421488087e-001 3.616454923276194e-001 3.086156274758269e-001
5.680988505747138e+000 -2.099134054019423e-002 -1.156984708384115e-001 1.243832781418684e-001 3.308792216072825e-001 3.629506655254896e-001 3.056192875624323e-001
5.689045977011506e+000 -8.951937736807719e-003 -1.066577640383111e-001 1.255933244347360e-001 3.658008077237591e-001 3.623133163090720e-001 3.022009862496438e-001
5.697103448275874e+000 5.881877973015670e-003 -9.592688108797454e-002 1.269558137782304e-001 4.053224613702967e-001 3.590358981914081e-001 2.981624483137799e-001
5.705160919540242e+000 2.304909647657253e-002 -8.347280374059340e-002 1.284560083890361e-001 4.490929868879351e-001 3.522604296820063e-001 2.933420361292120e-001
5.713218390804610e+000 4.190553457199187e-002 -6.949041230044739e-002 1.300291537026870e-001 4.964252726106770e-001 3.410384679370286e-001 2.877366551865794e-001
5.721275862068977e+000 6.181106049177957e-002 -5.437582125723206e-002 1.315642425847835e-001 5.463925405433869e-001 3.244659486022633e-001 2.815326155193778e-001
5.729333333333345e+000 8.228328198646029e-002 -3.861717369906836e-002 1.329266146237041e-001 5.979564820513790e-001 3.018756798232737e-001 2.750343694916509e-001
5.737390804597713e+000 1.030349753398355e-001 -2.265882912492567e-002 1.339820867264156e-001 6.500766141017614e-001 2.730633517796838e-001 2.685926536038482e-001
5.745448275862081e+000 1.239071208473032e-001 -6.812831497209126e-003 1.346172375068976e-001 7.017772917020172e-001 2.385190464358872e-001 2.626082686476950e-001
5.753505747126449e+000 1.447845501368644e-001 8.749171883508433e-003 1.347770073174337e-001 7.521874009615837e-001 1.996311437436019e-001 2.575860437782693e-001
5.761563218390817e+000 1.655689992190150e-001 2.393504295575188e-002 1.345151009842987e-001 8.005800502015051e-001 1.587922370795591e-001 2.541428733394651e-001
5.769620689655185e+000 1.862170804608744e-001 3.863545034719129e-002 1.340118879922973e-001 8.464187940375763e-001 1.192657096944224e-001 2.528902833898546e-001
5.777678160919553e+000 2.067791451665511e-001 5.265659974105952e-002 1.335395547378901e-001 8.893857837037263e-001 8.464873126401282e-002 2.542310155338081e-001
5.785735632183921e+000 2.273390094733676e-001 6.576394618145365e-002 1.333879408765765e-001 9.293476762431542e-001 5.793625311376680e-002 2.581928640271690e-001
5.793793103448289e+000 2.478272596945856e-001 7.783453812444074e-002 1.337667193422563e-001 9.662291609149856e-001 4.053359013797623e-002 2.643647565172298e-001
5.801850574712657e+000 2.678657042999741e-001 8.897786269411068e-002 1.347293505604841e-001 9.998480944251227e-001 3.178395409539200e-002 2.719194768979241e-001
5.809908045977025e+000 2.868686140078112e-001 9.947810832061421e-002 1.361827475866754e-001 1.029860010599997e+000 2.938511083887154e-002 2.797041598082419e-001
5.817965517241393e+000 3.043790372721484e-001 1.095821381725353e-001 1.379913064845845e-001 1.055877539993027e+000 3.049552900743696e-002 2.864224643113885e-001
5.826022988505761e+000 3.203278633982346e-001 1.193160345827302e-001 1.401042704905467e-001 1.077630616817106e+000 3.282515633643277e-002 2.909175695535855e-001
5.834080459770129e+000 3.349813283366879e-001 1.284814310443192e-001 1.426016058884702e-001 1.095022580613047e+000 3.511408117394341e-002 2.924393002820540e-001
5.842137931034497e+000 3.486777786833432e-001 1.368034282844746e-001 1.456158498246282e-001 1.108092105068713e+000 3.697813476494372e-002 2.907292256366389e-001
5.850195402298865e+000 3.616251766409483e-001 1.440785884095359e-001 1.492114260393791e-001 1.116956964952172e+000 3.849544295431968e-002 2.859116660298113e-001
5.858252873563233e+000 3.739031341908818e-001 1.502252593100943e-001 1.533440065864248e-001 1.121776709123961e+000 3.987853212659976e-002 2.783320506847316e-001
5.866310344827601e+000 3.855757513441246e-001 1.552627527589601e-001 1.579190998267009e-001 1.122732989389431e+000 4.133040328324051e-002 2.684723281482720e-001
5.874367816091969e+000 3.967444044976650e-001 1.592837456803591e-001 1.628531529335131e-001 1.120023016107318e+000 4.300235139929013e-002 2.569679908822424e-001
5.882425287356337e+000 4.075058187203257e-001 1.624337310455171e-001 1.680674685049634e-001 1.113861549415349e+000 4.496251690185366e-002 2.446310467118983e-001
5.890482758620705e+000 4.179024666873913e-001 1.648740916688136e-001 1.734595942153445e-001 1.104477720506560e+000 4.716679637411447e-002 2.323662661831494e-001
5.898540229885072e+000 4.279324421943280e-001 1.667266404045498e-001 1.789122704205409e-001 1.092103620535912e+000 4.949084079792623e-002 2.209995140563141e-001
5.906597701149440e+000 4.375954544701711e-001 1.680419655320384e-001 1.843202860292175e-001 1.076961154977830e+000 5.182920014601393e-002 2.111207819458009e-001
5.914655172413808e+000 4.469077055123084e-001 1.688272961492225e-001 1.895903352336565e-001 1.059248510514074e+000 5.416387677444608e-002 2.030235056451662e-001
5.922712643678176e+000 4.558810656387942e-001 1.691042285877782e-001 1.946108205279545e-001 1.039128515402410e+000 5.652701586915418e-002 1.967642876735708e-001
5.930770114942544e+000 4.645202196981216e-001 1.689509093384196e-001 1.992230981509866e-001 1.016726839543757e+000 5.890016165210438e-002 1.922847510161214e-001
5.938827586206912e+000 4.728528088241182e-001 1.685238717630917e-001 2.032270293595165e-001 9.921491284447219e-001 6.116633670439815e-002 1.895150694193609e-001
5.946885057471280e+000 4.809345518835353e-001 1.680391348535815e-001 2.064381367627006e-001 9.654977380528309e-001 6.316500910650033e-002 1.884230209727910e-001
5.954942528735648e+000 4.887607857927029e-001 1.676610618481786e-001 2.087961121316736e-001 9.368433634268250e-001 6.476177641451839e-002 1.890178609925897e-001
5.963000000000016e+000 4.961367652233517e-001 1.673415568710941e-001 2.104607798378810e-001 9.061664766400707e-001 6.584668251873914e-002 1.913476670924299e-001
5.971057471264384e+000 5.026744974449948e-001 1.667791408067505e-001 2.117748350356084e-001 8.733522619303604e-001 6.629506253503932e-002 1.955040840879070e-001
5.979114942528752e+000 5.079702583364752e-001 1.655921021912081e-001 2.130741892637699e-001 8.382677388892046e-001 6.595933398586376e-002 2.015977842839473e-001
5.987172413793120e+000 5.118080467258391e-001 1.635801300399009e-001 2.145000357260623e-001 8.008509973137706e-001 6.470519730247004e-002 2.096777732558276e-001
5.995229885057488e+000 5.142211090359935e-001 1.608668403445925e-001 2.159717648171959e-001 7.611417711105333e-001 6.246264468027247e-002 2.196332891594404e-001
6.003287356321856e+000 5.153985909545537e-001 1.578404916088227e-001 2.173152519142395e-001 7.192500139622875e-001 5.924648948920389e-002 2.311577563292774e-001
6.011344827586224e+000 5.155395792529626e-001 1.549714781361580e-001 2.184146886752640e-001 6.753053419476424e-001 5.512516691680104e-002 2.438186994269702e-001
6.019402298850592e+000 5.147578415032462e-001 1.526464807656169e-001 2.192795760173465e-001 6.294346611921335e-001 5.017365362705153e-002 2.571931319932258e-001
6.027459770114960e+000 5.130745448486029e-001 1.511088899772626e-001 2.200225983247786e-001 5.817835319289025e-001 4.445182775506358e-002 2.709624356064787e-001
6.035517241379328e+000 5.104699701854640e-001 1.504927010753820e-001 2.208154675787661e-001 5.325540520173377e-001 3.799561308840687e-002 2.848709519682651e-001
6.043574712643696e+000 5.069460046036013e-001 1.508706288795332e-001 2.218740565112048e-001 4.820293216057081e-001 3.080228584068173e-002 2.985668115368511e-001
6.051632183908064e+000 5.025687303153752e-001 1.522567048444723e-001 2.234479942259241e-001 4.305859173576774e-001 2.283663633985327e-002 3.114712318638573e-001
6.059689655172432e+000 4.974765598730825e-001 1.545762334708551e-001 2.257536336916445e-001 3.787077909009395e-001 1.408120388049643e-002 3.227933386447242e-001
6.067747126436800e+000 4.918651832093767e-001 1.576656825109670e-001 2.288637467824147e-001 3.270101016354713e-001 4.611695835247914e-003 3.316579800381278e-001
6.075804597701167e+000 4.859872342058160e-001 1.613299586687627e-001 2.326593719848804e-001 2.762747558736744e-001 -5.336740387510665e-003 3.372537719830558e-001
6.083862068965535e+000 4.801717784843304e-001 1.653976070152732e-001 2.368925463847213e-001 2.274774048377065e-001 -1.534034137120030e-002 3.389650827050726e-001
6.091919540229903e+000 4.748265891622065e-001 1.697102404311592e-001 2.412665130706762e-001 1.817811947017559e-001 -2.479773260333371e-002 3.365052363004517e-001
6.099977011494271e+000 4.704175688509616e-001 1.740782839847168e-001 2.454412741171944e-001 1.404986869013322e-001 -3.296609439940406e-002 3.300609725511401e-001
6.108034482758639e+000 4.674416551387620e-001 1.782705020492679e-001 2.489927462398135e-001 1.050260168287367e-001 -3.904201983214489e-002 3.204080617417504e-001
6.116091954023007e+000 4.663752555082664e-001 1.820372579503506e-001 2.514050256207898e-001 7.672963834110830e-002 -4.232722973898333e-002 3.089307814487218e-001
