Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
0.758333	9.51	21.32	41.25	-5.32	-1.81	-3.64	2.4146	0.158
0.766633	12.26	20.51	36.34	-3.08	-1.9	-3.58	2.4089	0.158
0.775033	16.42	18.67	33.96	-0.19	-1.3	-4.8	2.3893	0.158
0.783333	19.76	16.43	29.37	1.67	0.65	-5.57	2.3697	0.158
0.791633	20.61	14.51	18.64	1.39	3.62	-5.5	2.3662	0.158
0.800033	20.39	13.37	9.41	-0.06	6.07	-5.73	2.3678	0.158
0.808333	20.43	12.69	9.92	-3.17	7.33	-7.32	2.3687	0.158
0.816633	20.36	12.21	16.57	-7.48	7.88	-9.74	2.3675	0.158
0.825033	19.38	11.54	18.32	-10.63	9.22	-10.31	2.3662	0.158
0.833333	17.57	10.83	15.57	-12.53	11.23	-8.83	2.37	0.158
0.841633	15.66	10.57	16.48	-14.72	12.29	-7.41	2.3748	0.158
0.850033	14.57	10.72	22.74	-16.36	11.47	-7.46	2.3833	0.158
0.858333	14.77	11.41	31.54	-16.32	9.49	-8.11	2.4	0.158
0.866633	15.27	12.2	35.05	-15.01	8.21	-7.9	2.4104	0.158
0.875033	15.77	13.07	32.23	-12.99	7.8	-6.65	2.3878	0.158
0.883333	16.35	14.61	27.26	-11.82	7.43	-4.92	2.3651	0.158
0.891633	17.79	17.39	27.8	-12.46	6.1	-3.83	2.3583	0.1577
0.900033	18.42	19.03	31.38	-11.71	5.06	-3.11	2.3604	0.1573
0.908333	17.19	18.12	29.97	-6.61	6.05	-1.12	2.3618	0.157
0.916633	14.8	16.05	23.84	1.3	8.25	1.92	2.361	0.157
0.925033	12.28	15.59	16.35	7.63	9.23	4.67	2.3602	0.157
0.933333	9.38	16.64	9.08	11.73	8.57	6.63	2.372	0.157
0.941633	7.58	18.33	7.42	14.26	8.56	7.62	2.3887	0.157
0.950033	7.48	20.13	12.23	16.44	10.09	7.61	2.3949	0.1569
0.958333	6.7	20.76	16.91	19.54	11.61	7.46	2.379	0.1565
0.966633	5.49	21.75	18.77	21.42	11.24	7.67	2.3632	0.1561
0.975033	4.8	24.24	18.94	20.76	8.88	8.12	2.3589	0.156
0.983333	6.27	28.63	22.43	17.64	7.57	7.84	2.3575	0.156
0.991633	8.42	31.98	28.67	15.31	9.02	7.33	2.357	0.156
1.000033	10.21	33.34	36.33	14.06	11.54	6.66	2.357	0.156
1.008333	9.86	33.13	39.3	13.7	12.33	6.07	2.36	0.156
1.016633	7.11	31.19	34.97	14.08	10.77	5.69	2.385	0.156
1.025033	4.69	27.4	24.99	13.64	8.17	4.99	2.41	0.156
1.033333	3.93	22.5	13.08	11.64	5.41	3.48	2.4147	0.156
1.041633	4.78	18.74	4.42	8.42	3.17	1.24	2.4115	0.156
1.050033	4.96	14.96	0	5.45	-0.48	-0.59	2.4053	0.156
1.058333	4.3	10.81	0	2.53	-5.13	-2.05	2.387	0.156
1.066633	3.36	6.33	0	-1.17	-8.01	-3.31	2.3687	0.156
1.075033	2.64	2.04	0	-5.73	-8.7	-4.43	2.3653	0.1557
1.083333	2.51	-0.67	0	-10.77	-8.91	-5.63	2.3657	0.1553
1.091633	2.65	-0.38	0	-16.01	-8.38	-7.22	2.3704	0.1551
1.100033	3.21	2.71	0	-20.82	-6.65	-8.81	2.3861	0.1556
1.108333	4.23	5.76	0	-24.12	-3.91	-9.63	2.4	0.156
1.116633	5.37	8.12	0	-25.82	-0.5	-9.74	2.4004	0.1556
1.125033	5.65	10.06	0	-25.1	2.71	-9.45	2.4008	0.1552
1.133333	5.52	12.5	10.05	-21.45	4.66	-8.68	2.3937	0.1552
1.141633	5.28	14.81	17.67	-14.86	5.69	-6.9	2.3733	0.1556
1.150033	4.59	15.69	17.68	-5.64	7.63	-3.77	2.3578	0.1559
1.158333	3.69	15.21	12.64	4.99	10.36	0.4	2.3618	0.1555
1.166633	2.96	13.75	10.82	13.19	13.19	4.37	2.3657	0.1551
1.175033	2.12	11.66	15.13	17.79	15.28	7.44	2.3746	0.1553
1.183333	0.4	9.09	19.68	20.34	16.27	9.1	2.3859	0.1557
1.191633	-1.39	6.18	20.81	20.78	16.44	9.5	2.3966	0.1559
1.200033	-2.85	3.47	19.54	19.55	15.98	9.25	2.4057	0.1555
1.208333	-3.62	2.45	21.38	17.38	15.13	8.95	2.4148	0.1551
1.216633	-3.88	3.36	28.08	14.27	13.82	8.38	2.4075	0.155
1.225033	-2.29	5.46	37.85	10.34	12.88	6.91	2.395	0.155
1.233333	0.88	8.42	44.22	8.58	12.71	5.2	2.3847	0.155
1.241633	3.52	10.71	43.61	9.35	12.39	3.31	2.3784	0.155
1.250033	5.71	11.47	39.75	11.15	11.97	1.88	2.372	0.155
1.258333	7.9	11.02	34.76	13.2	11.62	1.1	2.3881	0.1554
1.266633	10.34	10.82	29.81	13.93	11.19	0.4	2.4085	0.1559
1.275033	12.35	9.88	23.1	12.54	10.35	-1.3	2.4155	0.1557
1.283333	13.24	7.22	13.58	9.96	8.96	-3.3	2.4163	0.1553
1.291633	11.08	2.98	0	7.79	6.21	-4.21	2.4153	0.1548
1.300033	6.11	-2.25	0	6.14	2.37	-4.09	2.405	0.1536
1.308333	2.12	-5.4	0	4.29	-0.43	-3.79	2.3947	0.1524
1.316633	0.11	-5.72	0	2.07	-1.75	-3.33	2.3841	0.1525
1.325033	-0.92	-3.72	0	-1.63	-3.47	-3.31	2.3732	0.1534
1.333333	-1.96	-1.43	0	-6.16	-6.39	-4.02	2.3644	0.1532
1.341633	-3.03	0.38	0	-10.65	-9.79	-5.3	2.362	0.1501
1.350033	-3.48	1.05	0	-14.17	-12.02	-7.57	2.3597	0.1469
1.358333	-2.95	1.2	0	-17.23	-13.06	-11.18	2.362	0.1433
1.366633	-1.89	1.46	0	-19.51	-14.31	-14.78	2.3662	0.1396
1.375033	-2.03	0.32	0	-20.7	-16.99	-17.6	2.3614	0.1363
1.383333	-3.02	-1.2	5.76	-20.71	-20.54	-19.66	2.3377	0.1341
1.391633	-3.82	-2.43	15.69	-18.17	-22.77	-20.41	2.3146	0.1321
1.400033	-4.1	-3.48	21.7	-12.84	-22.95	-19.55	2.3042	0.1333
1.408333	-4.1	-4.87	31.68	-7.62	-21.75	-16.93	2.2937	0.1346
1.416633	-3.79	-4.96	46.26	-4.35	-20.68	-12.87	2.2877	0.136
1.425033	-3.32	-2.46	56.84	-2.43	-19.62	-8.58	2.2841	0.1376
1.433333	-2.81	2.02	58	-1.84	-17.53	-5.61	2.2797	0.1391
1.441633	-2.18	8.15	51.3	-3.09	-14.82	-4.05	2.2689	0.1404
1.450033	-1.46	13.55	47.15	-8.32	-13.7	-4.14	2.258	0.1416
1.458333	-0.83	17.66	47.8	-17.59	-14.48	-5.85	2.2547	0.1417
1.466633	-0.25	20.13	51.6	-27.06	-15.32	-7.87	2.2543	0.1413
1.475033	0.52	22.19	50.9	-34.4	-16.08	-10.39	2.2513	0.1406
1.483333	1.46	24.13	44.17	-39.7	-16.98	-13.55	2.2377	0.1389
1.491633	2.69	25.08	37.61	-43.73	-18.42	-16.4	2.2241	0.1371
1.500033	4.28	24.51	34.52	-46.72	-20.42	-18.48	2.2193	0.1352
1.508333	6.43	22.91	39.09	-48.7	-21.44	-19.3	2.2154	0.1332
1.516633	8.82	21.62	44.94	-47.62	-19.84	-18.59	2.2227	0.131
1.525033	10.53	20.4	48.29	-44.16	-16.34	-16.67	2.2468	0.1285
1.533333	10.58	19.5	45.7	-42.66	-13.61	-15.29	2.271	0.126
1.541633	9.32	19.06	39.31	-42.14	-11.36	-14.27	2.2619	0.124
1.550033	7.52	18.93	35.14	-39.78	-8.46	-12.89	2.2527	0.122
1.558333	5.21	18.66	35.5	-35.42	-4.6	-10.92	2.2431	0.1208
1.566633	2.79	18.69	39.02	-30.79	-0.56	-8.34	2.2329	0.1203
1.575033	0.09	18.99	39.56	-25.75	2.3	-5.57	2.229	0.1197
1.583333	-2.79	19.44	37.32	-20.43	3.92	-2.87	2.2386	0.119
1.591633	-4.76	20.14	36.31	-14.31	4.9	-0.29	2.2481	0.1182
1.600033	-4.84	21.36	40.62	-6.62	6.05	2.53	2.2773	0.1177
1.608333	-4.89	20.48	46.41	0.18	5.71	4.29	2.3115	0.1173
1.616633	-5.86	17.01	48.95	3.23	2.8	4.24	2.3396	0.1173
1.625033	-6.78	12.83	51.07	2.86	-1.78	2.88	2.3587	0.1181
1.633333	-6.97	9.53	57.21	1.16	-6.24	0.77	2.3777	0.1189
1.641633	-6.54	7.01	67.7	-1.45	-10.38	-2.12	2.3822	0.1194
1.650033	-6.32	4.44	76.66	-5.68	-14.55	-5.81	2.3847	0.1198
1.658333	-6.51	1.94	83.59	-11.39	-18.67	-9.91	2.3974	0.1206
1.666633	-8.24	-0.72	88.25	-17.13	-22.07	-13.83	2.4212	0.1218
1.675033	-10.28	-1.04	92.31	-21.37	-23.37	-16.36	2.445	0.123
1.683333	-11.91	1.4	96.25	-24.17	-22.61	-17.43	2.498	0.1234
1.691633	-12.82	4.9	97.88	-26.4	-21.28	-17.73	2.5522	0.1239
1.700033	-14.07	7.42	94.13	-28.44	-20.37	-17.81	2.5779	0.1246
1.708333	-16.4	7.43	85.62	-28.79	-19.32	-17.84	2.5966	0.1254
1.716633	-19.19	5.66	78.17	-26.39	-17.61	-17.56	2.6158	0.1263
1.725033	-21.71	3.3	72.52	-22.22	-15.53	-16.85	2.6367	0.1276
1.733333	-21.58	2.67	69.85	-19.53	-14.29	-16.13	2.6575	0.1289
1.741633	-18.53	3.81	70.23	-18.69	-14.07	-15.55	2.6907	0.1304
1.750033	-15.71	3.03	70.51	-17.96	-14.56	-16.26	2.7257	0.132
1.758333	-14.55	-0.01	69.96	-16.72	-15.19	-18.14	2.7491	0.1337
1.766633	-14.91	-4.44	70.18	-14.95	-16.03	-20.49	2.752	0.1358
1.775033	-15.87	-7.62	72.55	-14.09	-17.72	-22.27	2.7549	0.1379
1.783333	-16.73	-9.05	77.28	-14.85	-20.14	-23.54	2.7904	0.1395
1.791633	-16.71	-9.15	84.58	-17.46	-22.47	-24.62	2.8273	0.1411
1.800033	-17.06	-10	93.53	-20.13	-24.17	-25.7	2.8411	0.1418
1.808333	-18.44	-13.14	100.79	-21.21	-24.55	-26.59	2.8253	0.1413
1.816633	-18.82	-16.36	106.18	-20.71	-23.08	-25.87	2.8238	0.1406
1.825033	-17.55	-18.44	110.76	-18.98	-20.1	-23.35	2.859	0.1391
1.833333	-13.86	-18.35	114.62	-16.57	-16.19	-19.49	2.8941	0.1377
1.841633	-7.92	-17.18	115.74	-13.53	-11.27	-15.17	2.9002	0.136
1.850033	-1.69	-15.67	116.06	-11.98	-6.91	-12.11	2.8793	0.1342
1.858333	3.06	-14.64	115.25	-11.15	-3.9	-10.45	2.8709	0.1327
1.866633	6.08	-14.36	112.49	-10.33	-1.74	-9.56	2.8843	0.1319
1.875033	7.69	-13.61	110.07	-10.27	-0.49	-8.87	2.8978	0.1311
1.883333	8.51	-10.98	111.06	-12.5	-0.77	-8.56	2.9266	0.1307
1.891633	9.6	-5.28	114.93	-17.18	-1.16	-9.09	2.9583	0.1302
1.900033	10.15	1.8	120.02	-23.86	-0.93	-10.73	2.9826	0.13
1.908333	10.5	8.88	126.36	-31.2	-0.16	-13	2.9977	0.13
1.916633	12.33	15.09	131.73	-35.37	2.48	-13.64	3.0128	0.13
1.925033	15.9	20.52	135.71	-35.89	7.24	-12.3	3.0224	0.13
1.933333	18.91	25.69	138.19	-35.51	12.55	-9.68	3.0316	0.13
1.941633	21.69	30.92	140.2	-35.16	17.79	-6.56	3.0407	0.13
1.950033	24.67	34.17	140.6	-33.34	22.54	-3.85	3.0499	0.13
1.958333	26.43	32.37	138.53	-29.01	25.57	-1.59	3.059	0.13
1.966633	26.52	26.5	135.15	-23.33	27.34	0.11	3.0603	0.1291
1.975033	23.93	20.43	133.02	-20.16	29.13	0.47	3.0616	0.1282
1.983333	18.36	15.45	132.11	-20.72	31.01	-0.98	3.0713	0.1277
1.991633	12.81	12.22	131.92	-23.91	32.05	-2.11	3.0842	0.1273
2.000033	10.6	10.65	133.28	-27.37	33.1	-2.31	3.0926	0.1267
2.008333	10.55	9.15	136.58	-30.07	33.9	-2.21	3.0914	0.126
2.016633	10.45	7.34	143.6	-31.92	34.45	-1.82	3.0902	0.1252
2.025033	10.15	6.03	154.79	-33.51	34.92	-0.78	3.1	0.125
2.033333	10.75	5.73	170.07	-35.72	35.66	-0.15	3.1125	0.125
2.041633	13.05	4.19	187.02	-36.32	35.61	0.2	3.1214	0.1252
2.050033	16.09	1.65	202.21	-35.86	34.27	0.97	3.125	0.1256
2.058333	15.81	-2.28	212.39	-36.06	32.04	0.78	3.1286	0.126
2.066633	11.7	-7.82	218.19	-37.1	29.23	-0.97	3.1206	0.1264
2.075033	7.57	-13.95	224.9	-38.88	26.77	-4.79	3.111	0.1268
2.083333	5.21	-18.27	231.9	-42.95	25.09	-9.73	3.1136	0.1272
2.091633	3.94	-19.37	236.67	-48.01	24.73	-13.58	3.1294	0.1276
2.100033	2.67	-18.28	236.9	-51.36	25.03	-14.08	3.1423	0.128
2.108333	1.28	-15.46	232.46	-53.25	25.58	-11.67	3.1215	0.128
2.116633	0.79	-12.43	226.88	-56.07	25.32	-10.22	3.1007	0.128
2.125033	2.23	-9.45	223.88	-59.21	24.77	-10.48	3.1091	0.128
2.133333	4.95	-6.5	227.36	-59.65	25.27	-11.4	3.1313	0.128
2.141633	6.32	-2.99	231.63	-58.54	26.13	-11.87	3.1485	0.1281
2.150033	6.18	0.67	234.03	-56.61	26.89	-11.37	3.1393	0.1285
2.158333	5.01	2.68	234.17	-55.95	26.51	-11.58	3.13	0.129
2.166633	3.14	2.41	233.15	-57.19	24.77	-13.59	3.1133	0.129
2.175033	0.89	0.55	229.54	-59.72	22.57	-17.2	3.0967	0.129
2.183333	-1.8	-1.66	223.28	-60.62	21.45	-19.23	3.0926	0.129
2.191633	-4.02	-3.31	220.14	-59.21	22.24	-19.63	3.1022	0.129
2.200033	-4.64	-3.68	220.26	-58.08	24.22	-19.31	3.1102	0.129
2.208333	-3.92	-3	222.04	-57.45	26.94	-18.18	3.1007	0.129
2.216633	-3.1	-2.09	219.69	-57.75	28.45	-16.3	3.0912	0.129
2.225033	-1.99	-0.55	216.08	-58.19	29.26	-14.22	3.0858	0.1285
2.233333	-0.87	-0.24	211.94	-57.75	29.74	-12.65	3.0837	0.1277
2.241633	-0.18	-2.65	208.99	-55.92	29.55	-11.59	3.0819	0.1271
2.250033	0.96	-6.03	210.14	-53.3	29.7	-10.75	3.0815	0.1275
2.258333	2.64	-9.37	212.78	-51.27	30.49	-9.84	3.0811	0.1279
2.266633	4.13	-13.39	212.36	-50.36	31.24	-8.92	3.0819	0.1274
2.275033	5.11	-17.31	207.02	-50.36	31.34	-8.05	3.0833	0.1265
2.283333	6.93	-19.89	205.07	-50.12	33.12	-7.71	3.0922	0.1258
2.291633	8.86	-21.8	205.29	-49.53	36.18	-8.01	3.1093	0.1254
2.300033	10.58	-21.7	206.14	-49.5	39.77	-8.3	3.1263	0.125
2.308333	12.26	-18.55	207.39	-50.64	43.65	-8.14	3.1362	0.125
2.316633	13.76	-13.73	208.67	-52.8	47.18	-7.46	3.1458	0.125
2.325033	14.11	-9.12	206.84	-55.28	49.24	-6.57	3.1353	0.1246
2.333333	12.96	-4.91	202.34	-58.29	49.37	-5.78	3.1091	0.1238
2.341633	10.74	-1.73	198.91	-61.92	48.37	-5.26	3.084	0.123
2.350033	7.5	0.37	196.63	-65.69	46.47	-4.94	3.0844	0.123
2.358333	4.32	1.88	196.32	-66.2	45.43	-4.16	3.0848	0.123
2.366633	1.79	3.3	198.91	-63.55	45.59	-2.83	3.0964	0.1227
2.375033	0.38	5.06	203.35	-62.46	45.39	-1.88	3.1143	0.1223
2.383333	-0.65	6.79	207.04	-62.65	44.4	-1.72	3.1311	0.122
2.391633	-1.34	7.99	209.49	-63.16	42.67	-2.06	3.1399	0.122
2.400033	-1.46	6.85	208.32	-59.96	40.9	-1.4	3.1486	0.122
2.408333	-0.81	3.64	203.43	-53.17	39.37	0.36	3.1473	0.122
2.416633	0.66	2.36	198.98	-48.15	38.54	1.4	3.1454	0.122
2.425033	2.61	3.17	195.37	-48.42	37.06	1.19	3.142	0.1221
2.433333	5.09	4.55	192.42	-52.79	34.21	0.04	3.1318	0.1226
2.441633	7.65	4.66	190.94	-55.42	30.84	-0.86	3.1221	0.123
2.450033	10.22	3.68	190.93	-56.16	27.18	-1.45	3.1253	0.1234
2.458333	12.61	3.61	192.68	-56.24	24.45	-1.96	3.1285	0.1238
2.466633	14.94	6.43	198.13	-59.49	22.42	-3.6	3.1324	0.1242
2.475033	15.79	10.45	204.64	-64.37	20.41	-6.29	3.137	0.1246
2.483333	14.08	10.69	206.47	-65.09	17.37	-8.3	3.1408	0.125
2.491633	11.65	8.52	203.92	-62.26	14.17	-9.64	3.1392	0.125
2.500033	10.78	7.21	197.53	-57.86	12.67	-10.63	3.1376	0.125
2.508333	11.43	8.19	187.45	-52.97	13.52	-11.57	3.1303	0.1253
2.516633	13.16	11.81	177.11	-47.91	15.99	-11.93	3.1192	0.1257
2.525033	15.98	16.82	168.31	-42.57	18.52	-11.54	3.102	0.126
2.533333	18.54	21.43	159.78	-37.49	20.72	-10.81	3.077	0.126
2.541633	20.98	25.51	152.81	-34.49	22.87	-10.08	3.052	0.126
2.550033	24.27	30.06	149.03	-34.46	25.39	-9.37	3.0361	0.126
2.558333	27.74	35.44	147.13	-35.1	27.41	-8.18	3.0246	0.126
2.566633	29.05	39.88	146.72	-35.62	27.81	-6.5	3.0099	0.1262
2.575033	28.38	43.11	148.81	-36.18	26.62	-4.55	2.9925	0.1266
2.583333	26.3	44.37	150.65	-36.54	24.46	-2.98	2.975	0.127
2.591633	23	43.3	150.49	-36.65	21.55	-2.12	2.9329	0.127
2.600033	19.49	40.69	147.87	-37.34	17.77	-2.43	2.8908	0.127
2.608333	17.02	38.18	143.93	-38.12	13.49	-3.57	2.8621	0.1268
2.616633	14.93	35.34	137.2	-36.51	9.27	-4.67	2.8423	0.1264
2.625033	11.74	30.24	128	-33.05	5.38	-5.84	2.8229	0.126
2.633333	7.59	23.18	116.85	-28.36	1.72	-7.23	2.8092	0.1256
2.641633	3.06	16	105.38	-25.67	-2.27	-9.45	2.7954	0.1251
2.650033	-1.96	8.9	92.94	-24.87	-6.64	-12.37	2.7637	0.1245
2.658333	-6.64	2.7	85.34	-23.31	-10.26	-14.63	2.7237	0.1237
2.666633	-10.52	-1.47	85.1	-19.24	-12.44	-15.18	2.6861	0.1229
2.675033	-13.76	-4.05	87.75	-13.25	-13.25	-14.38	2.6615	0.1225
2.683333	-15.88	-5.05	89.98	-8.41	-13.33	-13.44	2.6369	0.1221
2.691633	-16.57	-4.25	92.49	-5.88	-12.96	-12.75	2.6237	0.1216
2.700033	-15.26	-0.21	99.65	-6.46	-11.49	-12.61	2.6121	0.1212
2.708333	-12.66	5.6	109.02	-6.84	-8.36	-12.18	2.6003	0.1212
2.716633	-9.23	12.36	118.24	-5.64	-4.16	-10.97	2.5884	0.1216
2.725033	-6.14	18.71	119.8	-4.36	-0.41	-9.86	2.5765	0.122
2.733333	-3.51	24.53	113.03	-3.43	2.74	-9.04	2.5296	0.1216
2.741633	-1.5	29.58	105.1	-4.56	5.13	-9.1	2.4813	0.1212
2.750033	0.08	34.33	100.83	-7.13	6.83	-9.66	2.4544	0.121
2.758333	2.02	38.71	101.32	-9.69	7.99	-10.46	2.4445	0.121
2.766633	4.05	40.93	102.31	-9.98	8.13	-10.91	2.434	0.121
2.775033	5.85	41.12	103.3	-8.25	7.29	-10.93	2.4086	0.121
2.783333	7.36	40.44	106.12	-6.42	6.13	-10.95	2.3831	0.121
2.791633	8.95	39.52	112.62	-5.54	5.1	-11.37	2.3684	0.1207
2.800033	9.59	38.22	119.17	-4.8	4.43	-11.54	2.3596	0.1203
2.808333	9.58	37.18	122.91	-1.9	4.36	-10.53	2.3375	0.1199
2.816633	9.98	36.94	125.93	2.7	5.21	-8.48	2.2917	0.1194
2.825033	11.33	38.22	129.76	6.95	7.28	-5.84	2.2458	0.119
2.833333	13.1	40.99	133.61	10.01	10.39	-2.81	2.2474	0.1186
2.841633	13.65	43.21	133.34	11.12	11.84	-1.14	2.251	0.1182
2.850033	13.5	44.54	129.48	10.83	11.55	-0.91	2.2442	0.118
2.858333	13.19	44.92	124.71	10.51	10.59	-0.9	2.2242	0.118
2.866633	14.25	44.49	125.01	10.73	9.71	-0.56	2.2039	0.118
2.875033	16.46	43.81	128	10.47	8.76	-0.38	2.1757	0.118
