Main.Studies.InverseDynamicStudy.t,Main.Studies.InverseDynamicStudy.KneeTesterOutput.OutputFile.KneeFlexion,Main.Studies.InverseDynamicStudy.KneeTesterOutput.OutputFile.QcepsForce,Main.Studies.InverseDynamicStudy.KneeTesterOutput.OutputFile.ContactForceX,Main.Studies.InverseDynamicStudy.KneeTesterOutput.OutputFile.ContactForceY
5.321436781609198e+000,1.660696006047212e+001,5.767450802676380e+002,5.590712694041722e+002,1.481618591173451e+003
5.329494252873566e+000,1.646182785714123e+001,5.640512680012732e+002,5.469686282453004e+002,1.467581345211387e+003
5.337551724137934e+000,1.630577955708040e+001,5.461221065981463e+002,5.305419484265240e+002,1.436517950868213e+003
5.345609195402302e+000,1.613276748498824e+001,5.246122853966326e+002,5.111925237505661e+002,1.395492227376171e+003
5.353666666666670e+000,1.593714727572335e+001,5.017664860883791e+002,4.907089343328195e+002,1.353194748102115e+003
5.361724137931038e+000,1.571365392216031e+001,4.762984585999570e+002,4.685621500396882e+002,1.309871396823650e+003
5.369781609195406e+000,1.545901192640869e+001,4.484412527861418e+002,4.447622784139551e+002,1.266970030457400e+003
5.377839080459774e+000,1.517401874995192e+001,4.175403278838306e+002,4.190504117997955e+002,1.222557502395794e+003
5.385896551724142e+000,1.486284807863320e+001,3.875830718249403e+002,3.939336058127184e+002,1.183562745216437e+003
5.393954022988510e+000,1.452915018475722e+001,3.620027708847924e+002,3.714816896043361e+002,1.155551673169501e+003
5.402011494252878e+000,1.417289115484284e+001,3.386105303877332e+002,3.503517004294254e+002,1.133269405677752e+003
5.410068965517246e+000,1.379189629452570e+001,3.139931889303734e+002,3.283800628084755e+002,1.110152753154128e+003
5.418126436781614e+000,1.338697676201099e+001,2.910452367357918e+002,3.069260523233324e+002,1.092617214077267e+003
5.426183908045982e+000,1.296595135342887e+001,2.664816970838354e+002,2.846963843084789e+002,1.072046799151932e+003
5.434241379310350e+000,1.254064627322541e+001,2.418777112981500e+002,2.626183497285337e+002,1.049741146984595e+003
5.442298850574717e+000,1.212016409127528e+001,2.201764068828709e+002,2.428915819980712e+002,1.030519412556086e+003
5.450356321839085e+000,1.170853120591466e+001,2.034300597628631e+002,2.270934461300714e+002,1.019639150265432e+003
5.458413793103453e+000,1.130093064818936e+001,1.879043181323226e+002,2.127052950188035e+002,1.013193713781489e+003
5.466471264367821e+000,1.088863879856233e+001,1.710669473550294e+002,1.979841688103867e+002,1.007438603287331e+003
5.474528735632189e+000,1.046513923220943e+001,1.495247257868698e+002,1.804537798268551e+002,9.942776649367354e+002
5.482586206896557e+000,1.003112193997240e+001,1.210154392824496e+002,1.584118201053554e+002,9.665430934985471e+002
5.490643678160925e+000,9.597206835245297e+000,8.774885684014843e+001,1.331958904073801e+002,9.286048322927769e+002
5.498701149425293e+000,9.181688296301376e+000,5.405531459523678e+001,1.093051792701722e+002,8.922252859526707e+002
5.506758620689661e+000,8.803418284468277e+000,3.149355467520028e+001,1.027603229717328e+002,8.872710863669006e+002
5.514816091954029e+000,8.475468566517497e+000,2.839867797346129e+001,1.188184398850812e+002,9.343399951409728e+002
5.522873563218397e+000,8.203242188395768e+000,2.500300770024614e+001,1.309141031881076e+002,9.740506431349437e+002
5.530931034482765e+000,7.985476373054113e+000,2.136741586320986e+001,1.395882957016766e+002,1.005997003705947e+003
5.538988505747133e+000,7.816938277672969e+000,1.729378012704726e+001,1.456450731751129e+002,1.031027306762448e+003
5.547045977011501e+000,7.692779125161555e+000,1.202341598125715e+001,1.493478217091174e+002,1.048805927488462e+003
5.555103448275869e+000,7.612242486452971e+000,3.811461593644363e+000,1.491007728930774e+002,1.055348294614894e+003
5.563160919540237e+000,7.578674919058781e+000,1.196656330649730e-008,1.533120053139249e+002,1.072713556904376e+003
5.571218390804605e+000,7.595623513459660e+000,1.171299779987020e-008,1.615739067803407e+002,1.095043832032831e+003
5.579275862068973e+000,7.661988645205390e+000,1.167620116394728e-008,1.687468158141548e+002,1.112583474472370e+003
5.587333333333341e+000,7.770251439852183e+000,1.207970650669019e-008,1.751756838919896e+002,1.127714176177222e+003
5.595390804597709e+000,7.909568515819790e+000,1.150212443196349e-008,1.814681017171463e+002,1.142522261471087e+003
5.603448275862077e+000,8.071209055353174e+000,1.199289502851612e-008,1.875335224264450e+002,1.155961656204395e+003
5.611505747126445e+000,8.251956308014776e+000,1.173527466586223e-008,1.914239726977544e+002,1.165658886474912e+003
5.619563218390812e+000,8.453948342723653e+000,1.136738048986873e-008,1.960872422942868e+002,1.169114631640717e+003
5.627620689655180e+000,8.682725710623561e+000,1.137732896980181e-008,1.934983504033364e+002,1.167805891452530e+003
5.635678160919548e+000,8.945040379649718e+000,4.247070811563440e+000,1.899241463034659e+002,1.174042874406546e+003
5.643735632183916e+000,9.246792557904461e+000,9.908481352869837e+000,1.895660330121480e+002,1.185070039813497e+003
5.651793103448284e+000,9.591950808988047e+000,1.473764146366292e+001,1.877211678822307e+002,1.189032671755017e+003
5.659850574712652e+000,9.983208932416021e+000,2.543893249295519e+001,1.923727450320517e+002,1.201752533734882e+003
5.667908045977020e+000,1.042343067850496e+001,4.619872579859404e+001,2.072660604392257e+002,1.236714237526919e+003
5.675965517241388e+000,1.091649061382695e+001,6.629932451768012e+001,2.204097169364015e+002,1.263631509421453e+003
5.684022988505756e+000,1.146763329301019e+001,8.469407265349426e+001,2.313692202060656e+002,1.281385107607297e+003
5.692080459770124e+000,1.208428776002061e+001,1.020638115013199e+002,2.415994296914668e+002,1.291896588867141e+003
5.700137931034492e+000,1.277737796270823e+001,1.187247452659579e+002,2.516450407344367e+002,1.295471077679755e+003
5.708195402298860e+000,1.356217742962200e+001,1.341016490102134e+002,2.612037280692049e+002,1.290420268748346e+003
5.716252873563228e+000,1.445789009851966e+001,1.469700650035755e+002,2.693686466902570e+002,1.273826073901861e+003
5.724310344827596e+000,1.548616840408875e+001,1.568319921358290e+002,2.753672370814269e+002,1.244223238336092e+003
5.732367816091964e+000,1.666975875338894e+001,1.652273612932411e+002,2.810733664921087e+002,1.203651137398247e+003
5.740425287356332e+000,1.803229270146400e+001,1.733875322398126e+002,2.865557672753787e+002,1.152343188078343e+003
5.748482758620700e+000,1.959872236877186e+001,1.847000521908475e+002,2.948830503243711e+002,1.094657072178432e+003
5.756540229885068e+000,2.139438761262010e+001,2.007420510333915e+002,3.048728730026826e+002,1.028693269276526e+003
5.764597701149436e+000,2.344076590484956e+001,2.270729892184290e+002,3.205448189417252e+002,9.601395117446765e+002
5.772655172413804e+000,2.574790782275466e+001,2.669277973936375e+002,3.431353182672765e+002,8.898403934855032e+002
5.780712643678172e+000,2.830636457032127e+001,3.218534884547290e+002,3.749362560888102e+002,8.221546358577764e+002
5.788770114942540e+000,3.108302382773690e+001,3.866142465189868e+002,4.115954567703820e+002,7.542021993080058e+002
5.796827586206907e+000,3.402356095550503e+001,4.514256719639246e+002,4.452597912247628e+002,6.821848899256743e+002
5.804885057471275e+000,3.706020979384969e+001,5.033763631251420e+002,4.650195379267797e+002,6.010957462542509e+002
5.812942528735643e+000,4.012176936999545e+001,5.310686376693808e+002,4.623287282031948e+002,5.100848590380388e+002
5.821000000000011e+000,4.314393443505552e+001,5.281123699477425e+002,4.355238604102988e+002,4.153891825057833e+002
5.829057471264379e+000,4.607806904758668e+001,4.897339455912876e+002,3.827866996640823e+002,3.194509546929393e+002
5.837114942528747e+000,4.889483663025217e+001,4.297507347153688e+002,3.282942099208962e+002,2.370450915806237e+002
5.845172413793115e+000,5.157946207010284e+001,3.523025600112414e+002,2.636632567520780e+002,1.630552221518484e+002
5.853229885057483e+000,5.411969479042931e+001,2.748006428051644e+002,2.004974895802060e+002,1.029599517415157e+002
5.861287356321851e+000,5.649350910574268e+001,9.913578223243519e+001,6.538465248483358e+001,1.171357048436409e+001
5.869344827586219e+000,5.866579225359038e+001,1.344034332623087e+002,9.343418630450685e+001,1.829087849354509e+001
5.877402298850587e+000,6.059682006290582e+001,1.753985478066600e+002,1.269964423690635e+002,2.898482778376713e+001
5.885459770114955e+000,6.225502709158405e+001,2.148789976036922e+002,1.582538919215378e+002,3.959038976608306e+001
5.893517241379323e+000,6.362451451296504e+001,2.473189370626965e+002,1.828371534515413e+002,4.929762010771192e+001
5.901574712643691e+000,6.470503719779123e+001,2.711615980805707e+002,2.012921156645785e+002,6.099074723941065e+001
5.909632183908059e+000,6.550824651779000e+001,2.851521111013455e+002,2.134406810095497e+002,7.475879111793795e+001
5.917689655172427e+000,6.605368923558544e+001,2.874636907776919e+002,2.169235671658535e+002,8.653797912570690e+001
5.925747126436795e+000,6.636506754559231e+001,2.746970578273076e+002,2.073822049741655e+002,8.955025819820109e+001
5.933804597701163e+000,6.646558672626593e+001,2.534294850528675e+002,1.908375610044176e+002,8.573821151932322e+001
5.941862068965531e+000,6.637265096958106e+001,2.306489154055911e+002,1.719979717785341e+002,7.746165956895305e+001
5.949919540229899e+000,6.609490772703477e+001,2.145360245909208e+002,1.581138692545622e+002,7.154462984603137e+001
5.957977011494267e+000,6.563406794196060e+001,2.042497063631188e+002,1.495493428662128e+002,7.118570043947190e+001
5.966034482758635e+000,6.498992330514990e+001,1.904587584897323e+002,1.394084753861865e+002,7.264056636160029e+001
5.974091954023002e+000,6.416463682955838e+001,1.658492157813910e+002,1.217590749798669e+002,7.061905382036429e+001
5.982149425287370e+000,6.316371914995028e+001,1.272837606199999e+002,9.321137634959428e+001,5.934931014710274e+001
5.990206896551738e+000,6.199390398153485e+001,7.961433071494810e+001,5.703020822539656e+001,3.845095177739712e+001
5.998264367816106e+000,6.066048143724584e+001,3.411107641047744e+001,2.199706803727585e+001,1.471780518934209e+001
6.006321839080474e+000,5.916689378225377e+001,1.278420557933451e+001,7.712233080312990e+000,6.953437356954979e+000
6.014379310344842e+000,5.751652863226119e+001,6.107366165640399e+000,4.572464793762704e+000,8.935852297531584e+000
6.022436781609210e+000,5.571398115681716e+001,4.276607641362607e+000,3.392404209300152e+000,1.118225216486064e+001
6.030494252873578e+000,5.376443422881072e+001,5.283722006101120e+000,3.492741639431876e+000,1.314428451976482e+001
6.038551724137946e+000,5.167246786447677e+001,5.225328570031746e+000,2.574497023690159e+000,1.323100924490972e+001
6.046609195402314e+000,4.944152017281063e+001,3.707102251687151e+000,1.077071084803503e+000,1.305674940204939e+001
6.054666666666682e+000,4.707409916704377e+001,1.016149625163895e+000,-3.676802769455660e-001,1.435946344687155e+001
6.062724137931050e+000,4.457260709170428e+001,1.669043454398512e-001,-5.163028605287856e-002,2.050777946548402e+001
6.070781609195418e+000,4.194014474393279e+001,1.137817636927672e-008,7.976377103588472e-001,2.956896672574028e+001
6.078839080459786e+000,3.918063305139177e+001,1.134854449130756e-008,1.514057978415195e+000,3.961934982786147e+001
6.086896551724154e+000,3.629902599374991e+001,1.134856962842147e-008,2.076294595232653e+000,4.988241906301631e+001
6.094954022988522e+000,3.330331804329236e+001,1.134337121486911e-008,2.808532207529304e+000,6.287112015718364e+001
6.103011494252890e+000,3.020894277253221e+001,1.134319582978783e-008,4.376104559677323e+000,8.234578842164045e+001
6.111068965517258e+000,2.704366846313362e+001,1.134644991018616e-008,9.357052158592708e+000,1.109302568069378e+002
6.119126436781626e+000,2.384934728087242e+001,1.134229486203484e-008,2.247102772549372e+001,1.487278303418026e+002
6.127183908045994e+000,2.067800899638016e+001,1.134364123960482e-008,3.497301917554482e+001,1.881432685110407e+002
6.135241379310362e+000,1.758387990608539e+001,1.134225080090086e-008,4.492197934168006e+001,2.287020126567886e+002
6.143298850574730e+000,1.461782597297952e+001,1.135013891383735e-008,5.190589251410665e+001,2.798729111908824e+002
6.151356321839097e+000,1.182954948197583e+001,1.139394220827671e-008,5.855788118635664e+001,3.595809008221679e+002
6.159413793103465e+000,9.275735761327448e+000,1.137246873109932e-008,6.744038885524770e+001,4.819167940775277e+002
6.167471264367833e+000,7.030474463972474e+000,1.139556602426910e-008,7.056350313849006e+001,6.316021147796996e+002
6.175528735632201e+000,5.166839339815415e+000,1.134679311422078e-008,7.237897142587275e+001,7.841200956606277e+002
6.183586206896569e+000,3.746598891578995e+000,1.137049181778661e-008,7.257369886649724e+001,8.959977221849425e+002
6.191643678160937e+000,2.806052102427831e+000,1.135356078839598e-008,7.145985868761602e+001,9.353444834958688e+002
6.199701149425305e+000,2.347655631837832e+000,1.135045005140688e-008,7.024955418882183e+001,9.086000910350583e+002
6.207758620689673e+000,2.339859427170656e+000,1.135070694070965e-008,6.922802021534608e+001,8.379884337774928e+002
6.215816091954041e+000,2.721458718047303e+000,1.135662646730522e-008,6.737086262296339e+001,7.407547172274282e+002
6.223873563218409e+000,3.408728884987571e+000,1.140286310488732e-008,6.140477610192059e+001,6.235964541299354e+002
6.231931034482777e+000,4.305452344475970e+000,1.137645220897406e-008,5.101669180358420e+001,4.933860320866207e+002
6.239988505747145e+000,5.314178036220951e+000,1.136259281479610e-008,4.049020782280286e+001,3.616443586760004e+002
6.248045977011513e+000,6.345232816393224e+000,1.146899536795288e-008,2.803644240442516e+001,2.337852054881917e+002
6.256103448275881e+000,7.321905876719770e+000,1.182509004180421e-008,1.380312498507129e+001,1.136810513547276e+002
6.264160919540249e+000,8.182984726844019e+000,1.244703658439173e-008,8.285898846664509e+000,1.962966091038870e+001
6.272218390804617e+000,8.884423569996542e+000,2.872451787151518e+001,2.017660156004202e+001,3.758819975870897e+001
6.280275862068985e+000,9.406598121414261e+000,5.701310125771064e+001,3.444105372666869e+001,8.475064200340482e+001
6.288333333333353e+000,9.753443721059306e+000,6.367662777415805e+001,3.859425203827865e+001,1.074065907383693e+002
