Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
2.683333	11.48	-16.96	292.57	-23.87	56.49	7.61	3.1355	0.1861
2.691733	10.5	-11.85	276.2	-29.34	55.94	6.73	3.123	0.1823
2.700033	10.72	-6.91	264.56	-34.38	56.34	5.5	3.1141	0.1785
2.708333	11.61	-2.34	257.5	-38.88	56.92	4.13	3.1317	0.1743
2.716733	11.34	2.27	252.03	-43.92	56.46	3.13	3.1493	0.1702
2.725033	9.59	7.09	247.25	-49.86	54.9	2.54	3.1367	0.167
2.733333	7.32	10.95	242.05	-55.82	52.89	1.88	3.1228	0.1638
2.741733	5.36	12.21	237.88	-61.4	49.47	0.28	3.121	0.1607
2.750033	4.01	11.12	233.93	-67.57	44.83	-2.27	3.1348	0.1578
2.758333	2.87	9.03	226.74	-74.42	39.67	-4.81	3.1478	0.1549
2.766733	1.91	6	216.22	-81.94	34.02	-7.29	3.1435	0.1521
2.775033	2.02	3.54	206.81	-86.27	29.98	-7.76	3.1391	0.1493
2.783333	3.89	1.89	198.72	-87.57	28.49	-6.5	3.1409	0.1461
2.791733	6.49	1.21	192.66	-88.98	28.65	-5.62	3.1485	0.1426
2.800033	8.32	2.52	190.36	-93.41	29.07	-6.16	3.156	0.139
2.808333	9.42	5.1	190.47	-99.51	29.46	-7.68	3.151	0.1348
2.816733	9.66	7.12	190.99	-103.49	28.93	-9.16	3.146	0.1307
2.825033	8.77	8.34	192.68	-104.45	27.32	-10.6	3.1422	0.1266
2.833333	7.65	10.35	196.81	-103.78	26.09	-11.33	3.1391	0.1227
2.841733	6.03	11.99	199.19	-105.56	24.02	-13.5	3.1333	0.1189
2.850033	3.87	13.15	200.12	-108.77	21.41	-16.87	3.1216	0.1156
2.858333	2.17	13.55	199.39	-108.76	19.62	-18.95	3.1099	0.1123
2.866733	1.58	13.11	196.57	-103.48	19.24	-18.3	3.0991	0.1094
2.875033	2.11	11.26	192.2	-96.39	18.74	-16.72	3.0884	0.1067
2.883333	3.62	9.54	189.15	-90.37	18.82	-15.17	3.0923	0.1048
2.891733	5.73	8.87	187.45	-84.66	20.13	-13.23	3.1182	0.1044
2.900033	7.13	8.67	185.91	-77.1	21.93	-11.11	3.144	0.104
2.908333	7.87	8.7	184.42	-67.78	23.99	-8.9	3.1186	0.1044
2.916733	9.26	8.12	182.96	-59.91	24.61	-7.59	3.0932	0.1048
2.925033	11.35	7.08	181.08	-55.05	23.32	-7.54	3.0814	0.1056
2.933333	13.23	6.61	179.06	-51.88	21.39	-7.81	3.0843	0.1068
2.941733	14.61	8.31	177.75	-47.93	20.99	-6.84	3.087	0.1081
2.950033	15.52	11.77	177.16	-43.34	22	-4.89	3.087	0.1089
2.958333	16.47	14.07	177.4	-39.64	23.28	-3.73	3.087	0.1098
2.966733	17.87	14.2	178.4	-37.61	24.08	-3.81	3.1076	0.11
2.975033	19.22	12.6	178.11	-36.35	23.56	-4.57	3.1334	0.11
2.983333	19.16	10.27	175.98	-33.57	22.92	-5.2	3.1521	0.1099
2.991733	17.7	7.59	172.69	-29.97	22.52	-5.67	3.1341	0.109
3.000033	15.79	3.95	168.7	-27.64	21.4	-6.82	3.1162	0.1081
3.008333	13.65	-0.91	163.95	-26.92	19.27	-8.91	3.1045	0.108
3.016733	10.97	-4.91	155.97	-28.56	16.37	-12.1	3.0936	0.108
3.025033	7.58	-5.95	144.53	-31.82	13.18	-15.08	3.0971	0.108
3.033333	4.76	-4.4	133.77	-35.66	10.13	-17.21	3.1162	0.108
3.041733	3.89	-0.9	128.99	-39.98	8.52	-18.49	3.1352	0.108
3.050033	4.88	4.41	130.17	-44.9	8.44	-19.03	3.1396	0.1084
3.058333	4.51	8.55	129.89	-50.59	8.74	-20.09	3.1433	0.1088
3.066733	2.76	11.1	127.43	-56.26	9.07	-21.72	3.1303	0.1097
3.075033	1.89	14.28	126.49	-60.91	9.64	-23.01	3.1041	0.1109
3.083333	3.46	17.64	131.61	-63.03	10.4	-23.01	3.0799	0.1121
3.091733	6.67	20.57	140.82	-63.7	11.16	-22.24	3.1028	0.1133
3.100033	8.77	22.48	146.31	-65.94	11.18	-22.28	3.1258	0.1146
3.108333	8.82	23.6	145.2	-70.28	10.2	-23.58	3.1354	0.1158
3.116733	7.38	23.27	142.16	-73.72	8.75	-25.28	3.1376	0.1172
3.125033	7.66	24.08	143.97	-75.4	7.66	-26.21	3.1333	0.1185
3.133333	9.58	25.96	148.58	-75.53	6.45	-26.16	3.1175	0.1198
3.141733	10.81	26.62	150.66	-75.32	4.52	-25.87	3.1026	0.1211
3.150033	10.18	24.89	148.42	-75.18	2.18	-25.7	3.0974	0.1219
3.158333	9.06	21.73	145.5	-73.17	1.93	-24.35	3.0923	0.1227
3.166733	8.93	18.09	145.55	-67.33	4.09	-20.84	3.0979	0.1239
3.175033	9.48	14.66	150.81	-59.65	7.08	-16.51	3.1121	0.1256
3.183333	10.11	12.55	158.36	-54.11	9.52	-12.83	3.1252	0.1273
3.191733	10.88	11.64	166.26	-50.35	11.32	-9.62	3.1327	0.1293
3.200033	12.11	11.59	170.39	-47.04	12.72	-6.47	3.1403	0.1313
3.208333	13.88	12.47	172.35	-43.99	14.09	-3.54	3.1265	0.1333
3.216733	15.26	12.42	174.1	-41.08	16.15	-1.02	3.1006	0.1354
3.225033	15.56	10.67	174.51	-39.05	16.82	0.29	3.0874	0.1376
3.233333	15.11	8.56	174.26	-38.92	15.34	-0.01	3.1141	0.1401
3.241733	14.6	7.14	171.58	-40.19	12.27	-1.18	3.1407	0.1426
3.250033	14.18	6.05	165.02	-41.9	8.48	-2.51	3.1419	0.1451
3.258333	14	4.24	158.58	-42.11	5.92	-3.21	3.1381	0.1476
3.266733	13.83	1.99	158.58	-41.76	5.01	-3.82	3.1337	0.1499
3.275033	13.39	-1.15	162.87	-41.47	5.3	-4.7	3.1286	0.1519
3.283333	13.22	-3.83	167.18	-42.12	5.23	-6.12	3.1234	0.1538
3.291733	13.47	-5.71	171.09	-43.78	4.56	-8.09	3.1295	0.1548
3.300033	13.63	-7.2	177.4	-45.1	4.55	-9.85	3.1366	0.1556
3.308333	13.29	-9.97	185.26	-44.81	6.16	-10.88	3.1408	0.1562
3.316733	12.59	-13.43	192.44	-44.18	9.35	-11.75	3.1424	0.1566
3.325033	11.36	-16.26	196.46	-45.71	12.24	-13.56	3.144	0.157
3.333333	9.6	-18.3	197.34	-49.46	14.64	-16.24	3.1264	0.1565
3.341733	7.98	-18.48	199.57	-53.22	16.84	-17.92	3.1088	0.1561
3.350033	6.76	-16.36	205.14	-56.39	19.26	-18.25	3.106	0.1554
3.358333	4.77	-13.87	209.03	-60.61	21.35	-19.49	3.106	0.1547
3.366733	2.08	-12.1	207.31	-66.35	22.6	-22.2	3.1075	0.154
3.375033	-0.26	-9.47	201.11	-72.92	23.54	-25.42	3.1265	0.154
3.383333	-0.79	-4.2	194.33	-77.99	25.04	-27.14	3.1455	0.154
3.391733	0.45	3.58	187.42	-81.32	27.1	-27.27	3.1499	0.1544
3.400033	2.4	10.53	184.31	-83.44	29.34	-27.26	3.1531	0.1548
3.408333	4.67	16.04	182.7	-85.95	31.94	-28.63	3.1447	0.1553
3.416733	6.34	19.97	181.54	-88.15	34.84	-30.97	3.1188	0.1562
3.425033	7.55	24.09	184.72	-87.7	38.48	-31.53	3.093	0.157
3.433333	8.4	28.58	192.68	-84.45	42.9	-30.12	3.0922	0.1582
3.441733	9.36	32.81	207.11	-80.46	47.04	-28.44	3.0914	0.1594
3.450033	8.9	34.45	226.45	-76.85	50.07	-27.94	3.0958	0.1611
3.458333	7.16	33.31	246.52	-73.18	52.12	-28.54	3.1057	0.1635
3.466733	5.27	32.52	259.88	-68.67	53.67	-28.82	3.1156	0.1659
3.475033	2.75	31.82	267.15	-63.98	54.41	-28.83	3.1024	0.1688
3.483333	-0.72	30.7	270.99	-61.44	53.62	-29.11	3.0882	0.1717
3.491733	-4.13	29.32	272.54	-61.8	51.39	-30.13	3.0967	0.1752
3.500033	-6.03	28.49	273.43	-63.98	49.3	-31.9	3.1231	0.1792
3.508333	-7.76	27.37	271.08	-66.48	48.12	-33.68	3.1391	0.1828
3.516733	-8.71	26.03	264.78	-67.69	48.35	-34.52	3.1287	0.1857
3.525033	-7.87	24.87	257.67	-65.32	50.77	-32.82	3.1182	0.1887
3.533333	-5.32	24.07	253	-59.72	55.28	-28.66	3.1146	0.1911
3.541733	-3.04	23.45	250.47	-56.09	59.53	-25.01	3.1118	0.1935
3.550033	0.12	23.63	248.48	-53	64.19	-21.88	3.1163	0.1962
3.558333	4.1	24.66	248.28	-49.84	69.36	-19.01	3.1338	0.1995
3.566733	7.36	25.76	249.82	-46.89	73.54	-16.07	3.1513	0.2029
3.575033	9.79	26.78	252.87	-44.25	76.53	-13.02	3.1554	0.2068
3.583333	12.17	26.92	258.01	-41.88	78.46	-10.3	3.159	0.2108
3.591733	13.33	25.98	266.27	-42.55	78.45	-9.57	3.1495	0.2148
3.600033	11.94	24.36	274.39	-48.63	75.37	-11.96	3.1232	0.219
3.608333	10.04	22.63	281.02	-55.07	71.53	-14.84	3.0993	0.2232
3.616733	7.87	20.89	286.66	-61.47	67.27	-17.9	3.1322	0.2276
3.625033	6.55	19.83	293.67	-67.26	64.2	-20.25	3.1651	0.2319
3.633333	6.16	19.39	300.45	-73.25	62.22	-22.19	3.1563	0.2347
3.641733	5.78	18.62	306.87	-77.13	60.74	-23.58	3.1343	0.237
3.650033	3.8	18.03	312.92	-80	59.01	-24.91	3.1181	0.2389
3.658333	0.81	17.53	317.5	-82.47	56.83	-26.36	3.144	0.238
3.666733	-1.07	16.64	322.47	-82.9	55.05	-27.04	3.1699	0.2371
3.675033	-1.44	15.23	328.88	-80.54	54.01	-26.61	3.1747	0.2353
3.683333	-0.37	13.89	335.76	-76.15	53.77	-25.2	3.1755	0.2332
3.691733	1.08	11.99	339.45	-70.96	52.67	-24	3.168	0.2301
3.700033	2.34	9.21	341.02	-64.04	50.82	-22.51	3.1497	0.2257
3.708333	4.06	6.43	340.92	-57.5	48.84	-20.75	3.1315	0.2213
3.716733	6.42	3.84	339.19	-51.77	46.83	-18.75	3.15	0.2172
3.725033	9.26	2.02	338.69	-47.76	44.91	-16.99	3.1718	0.213
3.733333	11.81	1.04	340.82	-44.71	43.36	-15.23	3.1619	0.2073
3.741733	13.05	0.86	343.26	-41.82	42.28	-13.14	3.1419	0.2012
3.750033	12.73	0.76	346.01	-38.35	41.43	-10.64	3.122	0.195
3.758333	11.37	0.39	349.3	-34.16	40.51	-7.7	3.1132	0.1894
3.766733	10.65	-0.57	352.45	-29.95	38.83	-4.68	3.1044	0.1839
3.775033	10.75	-2.01	355.12	-26.02	36.35	-1.74	3.1293	0.179
3.783333	10.43	-1.66	357.36	-24.89	35.77	-0.04	3.1607	0.1742
3.791733	9.14	0.19	357.4	-25.28	37.42	0.98	3.1813	0.1702
3.800033	7.03	2.12	355.33	-26.21	40.11	1.8	3.1793	0.1677
3.808333	5.39	2.07	353.62	-27.01	41.93	2.77	3.1772	0.1652
3.816733	4.4	0.04	352.72	-27.81	42.87	3.81	3.1697	0.1646
3.825033	3.27	-0.79	353.79	-31.02	43.61	4.51	3.1618	0.1642
3.833333	0.9	0.22	356.47	-36.83	44.72	4.75	3.1532	0.1647
3.841733	-2.86	2.24	357.75	-44.94	45.9	3.78	3.1436	0.1663
3.850033	-6.9	2.13	354.33	-52.48	44.08	1.94	3.134	0.168
3.858333	-10.79	0.2	347.83	-59.25	39.62	-0.22	3.1455	0.17
3.866733	-13.97	-1.05	341.58	-66.24	34.95	-2.22	3.157	0.172
3.875033	-16.69	0.52	335.46	-74.91	31.87	-4.77	3.1557	0.1737
3.883333	-18.93	2.62	331.87	-82.15	28.93	-7.23	3.1404	0.1751
3.891733	-20.38	1.83	330.08	-84.86	25.39	-9.07	3.1356	0.1765
3.900033	-21.01	-0.56	327.25	-84.19	22.29	-10.22	3.153	0.1781
3.908333	-20.56	-1.79	322.18	-82.17	21.58	-9.81	3.1705	0.1797
3.916733	-18.88	-0.96	318.13	-79.14	23.58	-7.02	3.172	0.182
3.925033	-16.35	1.22	317.46	-76.14	26.06	-4.2	3.1695	0.1845
3.933333	-13.69	3.65	317.31	-73.32	27.54	-2.53	3.1591	0.187
3.941733	-11.42	5.04	318	-69.78	28.4	-1.64	3.1369	0.1893
3.950033	-10.12	6.25	317.47	-67.69	30.45	-1.76	3.1147	0.1917
3.958333	-9.81	7.85	315.14	-67.82	34.04	-3.05	3.1344	0.1935
3.966733	-9.33	11.17	312	-71.65	36.65	-5.41	3.1598	0.1951
3.975033	-8.73	14.35	312.2	-77.57	36.59	-8.95	3.1696	0.196
3.983333	-8.46	15.46	316.48	-82.31	35.44	-13	3.1624	0.196
3.991733	-8.59	14.2	321.04	-84.02	35.25	-15.52	3.1553	0.196
4.000033	-9.11	10.64	325.3	-82.62	36.21	-16.26	3.1657	0.1938
4.008333	-9.32	7.16	327.81	-80.73	36.96	-16.33	3.1768	0.1915
4.016733	-8.64	5.15	328.23	-79.29	37.11	-16.12	3.1793	0.1884
4.025033	-7.05	5.39	329.24	-80.63	35.97	-16	3.1797	0.1851
4.033333	-5.74	5.38	333.02	-82.46	34.93	-16.19	3.1795	0.1819
4.041733	-5.32	4.46	337.79	-83.81	34.4	-16.68	3.167	0.1781
4.050033	-6.34	3.62	339.51	-86.44	33.44	-18.13	3.1545	0.1744
4.058333	-8.69	3.35	338	-91.15	31.65	-20.72	3.1624	0.1719
4.066733	-10.77	4.88	335.86	-96.85	29.54	-23.78	3.1731	0.1695
4.075033	-12.7	7.18	334.3	-101.77	28.1	-26.59	3.1743	0.1674
4.083333	-14.56	9.81	333.24	-106.07	27.13	-29.06	3.1585	0.1657
4.091733	-16.45	11.49	329.93	-107.63	27.02	-30.75	3.1426	0.1641
4.100033	-18.4	12.09	323.99	-106.12	27.91	-31.6	3.1351	0.1629
4.108333	-20.05	11.96	317.67	-102.17	29.86	-32.05	3.128	0.1617
4.116733	-20.4	12.03	314.27	-97.28	32.26	-32.11	3.1207	0.1605
4.125033	-19.31	12.98	314.94	-92.67	34.31	-31.17	3.1132	0.1592
4.133333	-18.24	14.14	318.17	-90.5	34.84	-29.32	3.1072	0.158
4.141733	-17.18	15.16	322.44	-90.12	34.33	-26.99	3.137	0.1568
4.150033	-15.83	15.51	323.32	-89.19	34.63	-25.62	3.1667	0.1556
4.158333	-14.11	15.71	320.89	-87.51	36.03	-25.32	3.181	0.1543
4.166733	-12.67	15.48	316.8	-85.92	37.2	-25.37	3.181	0.153
4.175033	-11.44	14.96	310.98	-84.8	37.44	-25.23	3.1806	0.1513
4.183333	-10.33	14.07	304.12	-84.47	37.04	-24.69	3.1789	0.1484
4.191733	-9.33	11.98	296.6	-84.38	37.33	-23.85	3.1773	0.1455
4.200033	-8.57	8.05	287.36	-83.39	39.07	-23.27	3.1647	0.141
4.208333	-8.43	4.3	276.8	-82.91	40.66	-23.8	3.15	0.1362
4.216733	-9.15	1.8	269.32	-85.18	40.39	-24.18	3.1355	0.1313
4.225033	-10.48	0.12	264.45	-89.21	38.58	-23.77	3.1213	0.1259
4.233333	-11.33	-1.11	259.86	-92.7	37.02	-22.28	3.1071	0.1204
4.241733	-11.58	-1.83	255.22	-95.5	35.94	-19.84	3.1308	0.1182
4.250033	-11.74	-2.6	250.55	-98.45	34.59	-17.83	3.1578	0.1162
4.258333	-11.98	-3.24	244.32	-100.87	32.42	-16.74	3.172	0.115
4.266733	-11.75	-1.89	238.24	-103.44	30	-16.45	3.167	0.115
4.275033	-10.57	0.47	233.99	-105.74	28.61	-15.64	3.162	0.115
4.283333	-8.5	3.51	231.5	-107.52	28.3	-14.22	3.1681	0.1159
4.291733	-7.09	5.32	229.67	-107.82	28.12	-13.28	3.1743	0.1168
4.300033	-6.75	6.58	229.18	-108.11	27.59	-13.79	3.1569	0.1178
4.308333	-7.07	8.48	230.62	-109.79	26.58	-15.01	3.1304	0.119
4.316733	-7.54	11.93	233.43	-112.03	25.56	-15.59	3.1084	0.1201
4.325033	-7.67	16.75	237.23	-114.49	24.96	-15.67	3.1387	0.1209
4.333333	-7.24	20.78	239.78	-115.92	24.87	-15.58	3.1689	0.1218
4.341733	-6.47	23.29	240.41	-116.07	25.08	-15.35	3.1653	0.1213
4.350033	-6.23	24.31	240.98	-114.76	24.79	-15.18	3.1533	0.1205
4.358333	-5.24	26.18	243.1	-113.96	24.61	-14.65	3.1497	0.1192
4.366733	-3.57	28.82	246.51	-113.81	24.81	-13.64	3.1588	0.1171
4.375033	-1.64	30.99	250.47	-113.01	25.66	-12.8	3.168	0.115
4.383333	0.44	32.24	254.72	-111.02	27.17	-12.34	3.1418	0.1154
4.391733	2.2	31.06	258.46	-105.94	28.76	-12.38	3.1155	0.1158
4.400033	2.91	27.77	262.24	-98.32	29.75	-12.71	3.1171	0.1174
4.408333	2.5	23.81	265.48	-90.38	30.34	-13.26	3.1374	0.1198
4.416733	1.9	20.06	266.17	-83.52	31.5	-13.77	3.1556	0.1224
4.425033	1.3	16.3	264.92	-77.32	33.09	-13.99	3.1511	0.1274
4.433333	1.67	11.57	265.09	-69.48	34.28	-12.79	3.1465	0.1324
4.441733	3.05	5.92	266.84	-59.9	34.91	-10.23	3.1428	0.137
4.450033	5.44	1.42	267.03	-49	37.55	-6.94	3.1397	0.1413
4.458333	8.81	-0.22	266.83	-39.03	42.37	-2.64	3.1346	0.1455
4.466733	12.65	0.74	266.31	-31.12	48.62	2.06	3.1193	0.1488
4.475033	16.07	2.39	266.12	-25.04	54.78	6.08	3.104	0.152
4.483333	19.13	4.04	266.56	-19.72	60.74	9.37	3.1332	0.1501
4.491733	22.78	5.76	268.72	-12.2	66.52	13.62	3.1623	0.1482
4.500033	26.16	8.6	269.56	-4.5	72.73	17.66	3.1789	0.1454
4.508333	28.8	12.49	268.03	2.16	79.18	20.67	3.1731	0.1408
4.516733	30.11	15.43	266.05	6.41	83.07	22.25	3.1672	0.1362
