Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
3.1584	20.86	29.37	261.59	-21.32	40.05	3.69	3.0795	0.2456
3.1667	23.98	27.76	262	-17.6	41.15	6.64	3.106	0.2445
3.175	26.37	27.5	260.64	-18.04	41.77	8.68	3.1325	0.2434
3.1834	27.74	28.67	256.32	-22.28	42.11	10.02	3.1279	0.2415
3.1917	28.09	29.72	249.18	-26.51	43.3	11.15	3.1086	0.2393
3.2	28.4	31	240.07	-30.38	45.8	11.78	3.102	0.2357
3.2084	28.27	31.91	228.73	-34.76	48.98	11.56	3.1145	0.2298
3.2167	26.72	32.15	217.96	-41.67	50.84	10.01	3.127	0.224
3.225	23.92	32.33	209	-50.88	51.02	7.33	3.1052	0.2165
3.2334	21.73	33.32	199.92	-57.4	51.21	5.05	3.0833	0.2089
3.2417	20.4	33.68	189.05	-58.28	52.32	3.93	3.0874	0.2006
3.25	18.38	32.31	178.17	-55.49	52.26	2.92	3.1194	0.1914
3.2584	15.44	30.41	168.39	-53.58	49.11	0.92	3.1429	0.1821
3.2667	12.1	28.11	159.06	-53.07	43.61	-1.79	3.1321	0.1726
3.275	10.11	26.26	148.75	-54.43	38.34	-4.12	3.1214	0.163
3.2834	9.9	25.52	137.75	-56.72	33.96	-5.69	3.1004	0.1535
3.2917	12.16	26.36	130.57	-55.65	30.67	-5.34	3.0746	0.1439
3.3	15.55	27.26	129.38	-52.67	27.56	-3.61	3.0529	0.1351
3.3084	18.86	27.59	132.23	-48.63	24.18	-1.13	3.0418	0.1284
3.3167	21.5	27.37	133.86	-43.09	21.83	2.09	3.0307	0.1216
3.325	24.25	27	133.47	-35.35	21.47	6.42	3.016	0.1162
3.3334	27.3	25.08	132.25	-27.57	21.87	10.43	3.0001	0.1112
3.3417	29.29	21.33	131.89	-18.4	21.13	13.37	2.9966	0.1077
3.35	30.6	17.93	133.33	-7.65	19.73	15.92	3.0151	0.1068
3.3584	30.58	16.75	133.49	-0.08	17.89	17.49	3.0311	0.1063
3.3667	28.93	17.06	131.01	2.32	15.43	17.4	3.0193	0.1101
3.375	26.99	17.32	127.92	-1.73	12.61	14.98	3.0076	0.1139
3.3834	26.89	18.61	127.69	-10.7	10.25	11.32	2.9834	0.1177
3.3917	27.65	20.56	129.48	-22.28	8.38	7.01	2.9435	0.1217
3.4	28.07	24.15	132.32	-32.63	7.48	3.48	2.9077	0.1254
3.4084	28.11	29.28	135.54	-42.3	6.96	0.47	2.8934	0.1282
3.4167	27.32	33.55	137.04	-52.45	5.31	-3.13	2.8791	0.131
3.425	25.25	34.17	135.59	-63.36	1.87	-8.19	2.8872	0.1328
3.4334	23.07	32.4	133.84	-73.15	-1.12	-13.2	2.9078	0.1342
3.4417	21.1	30.74	132.76	-79.17	-2.61	-16.4	2.9082	0.1349
3.45	18.97	28.53	131.14	-80.58	-3.25	-17.84	2.8726	0.1345
3.4584	17.11	25.46	128.21	-78.41	-3.86	-18.07	2.837	0.1341
3.4667	16.02	21.83	124.4	-73.99	-4.44	-17.4	2.8346	0.1327
3.475	15.35	18.62	120.06	-70.06	-3.99	-16.55	2.8451	0.131
3.4834	15.14	16.04	116.36	-65.66	-1.5	-15.06	2.8437	0.1291
3.4917	15.48	13.71	114.07	-59.8	2.25	-12.95	2.827	0.127
3.5	15.22	10.43	111.26	-52.99	4.32	-11.5	2.8097	0.1249
3.5084	13.89	5.88	106.82	-45.92	3.98	-11.18	2.7759	0.1225
3.5167	11.87	0.9	101.53	-40.25	2.92	-11.77	2.7422	0.1201
3.525	9.62	-3.68	96.92	-37.02	1.93	-13.2	2.7299	0.1197
3.5334	7.34	-6.48	92.93	-36.75	1.39	-15.05	2.7374	0.1209
3.5417	5.52	-7.42	89.83	-36.61	1.13	-16.05	2.7424	0.1223
3.55	4.23	-7.15	89.09	-36.47	1.21	-16.76	2.7289	0.1251
3.5584	3.51	-6.67	93.1	-37.15	2.59	-18.28	2.7154	0.1279
3.5667	3.29	-5.62	101.13	-39.57	5.98	-20.6	2.6866	0.1306
3.575	1.83	-5.27	110.97	-44.97	9.04	-22.92	2.6475	0.1332
3.5834	-1.31	-6.11	122.49	-52.84	10.19	-25.18	2.6176	0.1368
3.5917	-4.81	-7.02	134.1	-61.68	10.65	-27.2	2.6069	0.1423
3.6	-6.9	-7.76	143.52	-68.56	11.87	-29.09	2.5961	0.1479
3.6084	-7.69	-9.3	150.78	-73.05	13.61	-31.12	2.5763	0.1553
3.6167	-7.37	-11.2	158.99	-78.54	15.9	-33.81	2.5542	0.1633
3.625	-6.06	-12.12	165.59	-85.67	18.6	-36.19	2.5466	0.1709
3.6334	-5.35	-12.74	170.78	-93.67	20.24	-37.79	2.5604	0.178
3.6417	-5.19	-12.54	177.02	-100.36	21.41	-38.97	2.5743	0.1851
3.65	-4.79	-11.12	184.38	-105.44	23.11	-39.98	2.5602	0.1886
3.6584	-3.93	-9.21	192.51	-110.59	25.78	-41.2	2.5423	0.1915
3.6667	-4.56	-8.46	203.76	-118.07	27.58	-42.94	2.5223	0.1943
3.675	-5.75	-7.9	217.45	-126.2	28.13	-44.65	2.4999	0.1969
3.6834	-7.28	-7.22	228.95	-131.55	27.29	-45.21	2.4771	0.1996
3.6917	-9.05	-6.9	238.34	-134.02	25.53	-44.48	2.4525	0.2027
3.7	-9.37	-7.03	246.53	-134.89	25.08	-42.9	2.428	0.2058
3.7084	-6.54	-6.89	253.31	-135.01	27.53	-40.96	2.4169	0.2093
3.7167	-2.31	-7.25	259.26	-133.74	32.15	-39.05	2.407	0.2129
3.725	1.64	-8.59	266.32	-130.82	37.22	-37.03	2.398	0.2167
3.7334	5.06	-10.14	275.09	-127.21	42.33	-35.24	2.3904	0.2211
3.7417	6.6	-11.52	287.31	-126.25	47.18	-34.85	2.3829	0.2255
3.75	6.29	-12.83	302.73	-127.9	51.85	-35.78	2.3851	0.2312
3.7584	5.24	-13.9	317.33	-129.57	56.19	-36.75	2.3887	0.2372
3.7667	3.32	-13.94	330.04	-130.75	59.45	-37.77	2.382	0.2421
3.775	0.83	-13.87	341.84	-131.85	61.61	-39.3	2.357	0.2452
3.7834	-0.78	-13.44	353.15	-133.63	62.96	-41.1	2.333	0.2483
3.7917	-1.41	-12.51	363.79	-136.14	63.65	-43.11	2.321	0.2516
3.8	-1.36	-11.59	372.38	-138.23	64.58	-44.83	2.3089	0.2549
3.8084	-0.23	-12.03	377.86	-138.23	66.45	-45.67	2.2953	0.2579
3.8167	1.77	-13.16	379.5	-137.1	69.01	-45.5	2.281	0.2607
3.825	3.41	-14.44	380.28	-137.33	71.84	-45.55	2.2713	0.2635
3.8334	5.19	-16.02	381.06	-138.13	75.06	-45.7	2.2854	0.2664
3.8417	8.44	-17.52	383.56	-136.58	79.08	-45.16	2.2996	0.2693
3.85	13.03	-18.52	387.29	-132.51	83.92	-43.7	2.2756	0.2718
3.8584	16.18	-17.61	388.71	-130.05	89.39	-41.66	2.2394	0.2742
3.8667	17.87	-14.77	387.89	-130.2	94.98	-39.23	2.2111	0.2769
3.875	19.27	-11.22	386.61	-130.42	100.37	-36.08	2.2074	0.2806
3.8834	21.39	-8.55	387.26	-127.96	105.54	-32.16	2.2036	0.2844
3.8917	24.2	-6.66	389.93	-123.42	110.43	-27.87	2.1919	0.2861
3.9	26.89	-3.76	392.42	-122.03	114.31	-25	2.1788	0.2874
3.9084	27.85	0.67	392.03	-126.31	116.81	-23.91	2.1721	0.2887
3.9167	25.92	5.49	389.87	-133.17	118	-23.69	2.1704	0.29
3.925	23.31	8.6	390.29	-136.77	117.98	-23.55	2.1707	0.2909
3.9334	20.87	9.93	393.25	-137.04	116.85	-23.44	2.1814	0.2905
3.9417	18.33	11.34	394.62	-138.83	115.16	-23.72	2.1921	0.2901
3.95	14.78	13.78	393.04	-144.11	113.15	-24.65	2.1824	0.2897
3.9584	10.14	16.5	390.37	-150.71	111.17	-26.03	2.1611	0.2893
3.9667	4.63	17.7	388.61	-153.67	109.94	-26.22	2.1402	0.2884
3.975	-0.52	17.89	389.04	-152.91	109.71	-25.12	2.1204	0.286
3.9834	-1.54	19.32	393.33	-151.38	110.96	-23.47	2.1006	0.2837
3.9917	2.06	22.52	400.59	-150.82	113.62	-21.78	2.1055	0.2815
4	6.03	24.73	405.23	-150.42	116.5	-20.33	2.1201	0.2794
4.0084	9.47	25.28	409.63	-147.88	119.38	-19.08	2.1283	0.2779
4.0167	13.14	24.68	415.3	-142.94	122.21	-17.97	2.1231	0.2774
4.025	18.35	24.14	422.91	-136.56	124.69	-16.77	2.1175	0.277
4.0334	24.93	23.75	431.87	-129.56	126.63	-15.57	2.1042	0.2766
4.0417	30.17	22.57	441.23	-124.22	127.22	-15.3	2.091	0.2762
4.05	31.45	19.51	448.23	-120.66	125.88	-16.12	2.0797	0.2764
4.0584	30.23	16.69	452.9	-117.81	123.63	-16.87	2.0713	0.2772
4.0667	30.98	17.48	461.49	-115.32	121.95	-16.81	2.0635	0.2781
4.075	33.28	21.22	473.57	-113.32	120.52	-16.15	2.0598	0.2785
4.0834	34.79	24.81	486	-112.51	118.2	-15.79	2.0561	0.2789
4.0917	34.37	27.48	496.47	-113.26	115.07	-15.85	2.0459	0.2776
4.1	33	29.97	502.57	-114.13	112.57	-15.69	2.0332	0.2756
4.1084	32.42	32.87	503.36	-112.61	111.62	-14.32	2.0202	0.2735
4.1167	32.73	36.45	499.83	-109.35	111.85	-11.84	2.006	0.271
4.125	32.93	39.38	494.81	-107.06	111.36	-9.59	1.9918	0.2685
4.1334	32.55	40.87	488.38	-106.16	109.76	-8.02	1.9909	0.2674
4.1417	32.07	40.36	480.22	-104.63	106.12	-7.38	1.9933	0.2666
4.15	33.12	40.3	471.85	-101.73	101.48	-6.89	1.9927	0.2658
4.1584	34.94	40.41	464.74	-97.89	96.65	-6.24	1.9843	0.2649
4.1667	36.24	39.82	462.22	-94.54	90.79	-5.73	1.976	0.2641
4.175	36.87	38.5	463.43	-92.05	83.56	-5.52	1.9515	0.2617
4.1834	36.98	36.73	461.49	-90.18	75.22	-5.58	1.9247	0.2591
4.1917	36.25	33.84	453.82	-87.29	66.74	-5.71	1.9162	0.256
4.2	35.31	29.47	443.71	-83.88	58.46	-6.35	1.92	0.2527
4.2084	34.33	24.67	433.45	-82.13	51.77	-7.22	1.919	0.2496
4.2167	33.06	19.61	422.67	-81.98	46.54	-8.24	1.8987	0.2476
4.225	31.62	14.6	408.67	-82.25	41.17	-9.65	1.8785	0.2456
4.2334	30.52	9.83	390.48	-82.64	35.12	-11.65	1.8864	0.2436
4.2417	30.06	6.98	372.44	-84.24	29.94	-13.93	1.9077	0.2415
4.25	30.1	6.04	361.3	-87.02	26.17	-16.34	1.916	0.239
4.2584	30.29	6.42	355.2	-90.27	22.96	-18.69	1.891	0.2354
4.2667	29.37	7.36	347.52	-92.18	18.42	-20.26	1.866	0.2319
4.275	27.05	8.96	337.12	-92.62	12.55	-20.91	1.8575	0.2291
4.2834	23.59	10.5	329.17	-93.15	7.59	-21.46	1.8541	0.2266
4.2917	19.62	11.96	324.92	-94.57	4.32	-21.97	1.8574	0.2244
4.3	15.65	13.76	323.6	-96.42	2.45	-22.25	1.8723	0.2226
4.3084	11.97	14.63	321.38	-96.96	0.12	-22.36	1.8856	0.221
4.3167	8.58	13.9	317.47	-95.83	-3.1	-22.32	1.8811	0.2206
4.325	6.53	11.64	314.3	-93.66	-6.1	-21.91	1.8765	0.2202
4.3334	6.44	8.93	315.18	-91.75	-7.32	-21.45	1.8736	0.2204
4.3417	6.56	6.23	317.22	-91.2	-6.9	-21.69	1.8727	0.2213
4.35	6.28	4.36	314.92	-91.12	-6.75	-22.14	1.8746	0.2222
4.3584	6.33	3.77	310.06	-91.37	-6.79	-22.53	1.8909	0.2235
4.3667	8.51	5.45	309.02	-92	-6.46	-22.21	1.9071	0.2247
4.375	12.16	8.86	312.77	-93.58	-5.43	-21.42	1.9122	0.2262
4.3834	15.85	12.21	320.18	-94.6	-4.02	-20.47	1.9138	0.2278
4.3917	18.65	15.69	330.51	-94.88	-2.53	-19.81	1.915	0.2294
4.4	20.33	18.99	341.99	-93.96	-1.19	-19.49	1.915	0.2311
4.4084	22.32	21.33	354.91	-90.09	-0.34	-18.75	1.915	0.2327
4.4167	25.18	22.6	370.03	-83.07	-0.02	-17.35	1.9129	0.2341
4.425	27.56	22.8	385.34	-77.3	-0.75	-15.88	1.9104	0.2353
4.4334	27.17	20.5	395.2	-73.2	-2.81	-15.16	1.9059	0.236
4.4417	24.4	15.76	399.69	-68.72	-5.62	-15.04	1.8988	0.236
4.45	20.76	10.53	399.86	-64.22	-8.55	-15.17	1.8926	0.2359
4.4584	16.61	5.17	396.23	-59.94	-11.57	-15.49	1.9072	0.2347
4.4667	12.88	0.16	392.9	-56.01	-14.43	-15.79	1.9218	0.2334
4.475	9.91	-4.09	392.12	-52.97	-16.84	-16	1.9173	0.2317
4.4834	6.98	-6.66	389.76	-52.73	-18.29	-16.12	1.9023	0.2297
4.4917	4.4	-7.61	384.47	-51.82	-18.11	-15.83	1.891	0.2277
4.5	2.34	-7.12	377.14	-49.9	-16.45	-15.21	1.9072	0.2252
4.5084	1.13	-6.03	371.3	-47.69	-14.39	-14.75	1.9235	0.2227
4.5167	0.55	-4.39	366.91	-46.35	-12.24	-14.53	1.9294	0.2197
4.525	0.39	-3.17	361.64	-46.97	-10.45	-15.34	1.9314	0.2165
4.5334	-0.08	-2.81	352.64	-50.14	-9.11	-17.54	1.9313	0.2132
4.5417	-1.44	-2.25	339.85	-55.6	-8.09	-20.26	1.923	0.2095
4.55	-3.51	-1.49	327.37	-61.04	-7.77	-22.68	1.9147	0.2057
4.5584	-5.73	-1.08	317.45	-65.17	-8.2	-24.75	1.9197	0.2022
4.5667	-6.22	-2.14	313.91	-64.77	-8.21	-25.98	1.928	0.1987
4.575	-5.69	-3.9	313.14	-61.18	-7.29	-26.04	1.9324	0.1951
4.5834	-4.79	-6.06	312.62	-56.51	-6.12	-25.4	1.9333	0.1913
4.5917	-3.83	-7.44	312.67	-51.09	-4.75	-23.57	1.935	0.1876
4.6	-2.85	-7.84	314.24	-45.14	-3.07	-20.69	1.9438	0.184
4.6084	-1.54	-8.38	319.2	-40.79	-1.29	-18.88	1.9525	0.1804
4.6167	0.67	-10.02	327.59	-38.28	0.48	-18.94	1.9732	0.177
4.625	4.37	-11.93	337.23	-35.29	2.69	-19.31	2.002	0.1737
4.6334	7.97	-12.51	342.65	-34.05	4.56	-19.64	2.0231	0.1704
4.6417	10.85	-12.05	344.07	-34.91	5.82	-20.32	2.0136	0.1677
4.65	12.08	-11.58	344.51	-36.61	6.42	-21.89	2.004	0.1649
4.6584	12.09	-11.32	345.67	-37.75	6.81	-24.06	2.0137	0.1632
4.6667	11.15	-11.95	346.64	-37.9	6.89	-26.07	2.0325	0.1619
4.675	9.54	-13.39	345.6	-35.18	6.72	-26.65	2.0433	0.1608
4.6834	8.14	-14.19	342.83	-31.11	6.51	-25.95	2.0336	0.1599
4.6917	7.68	-12.43	340.37	-31.14	6.03	-25.83	2.024	0.159
4.7	7.55	-8.69	338.94	-36.15	4.98	-26.89	2.0456	0.1579
4.7084	6.41	-5.69	338.34	-40.44	3.43	-26.89	2.0672	0.1567
4.7167	5.83	-2.69	338.04	-43.15	2.1	-24.83	2.0846	0.1557
4.725	5.93	-0.61	335.29	-44.78	1.61	-21.87	2.0947	0.1548
4.7334	6.58	0.85	329.22	-45.5	2.38	-19	2.1048	0.154
4.7417	8.02	2.26	321.21	-45.63	4.33	-16.16	2.1143	0.1544
4.75	10.66	5.24	318.23	-45.27	6.99	-12.99	2.1239	0.1549
4.7584	12.91	7.22	319.77	-41.74	9.97	-9.23	2.1346	0.1555
4.7667	13.14	6.12	320.57	-36.52	12.77	-6.24	2.1457	0.1563
4.775	12.76	4.22	318.97	-35.26	15.45	-6.26	2.1543	0.1574
4.7834	12.15	1.36	315.75	-37.02	18.36	-8.78	2.1497	0.1599
4.7917	12.42	-2.05	316.07	-38.3	21.97	-11.09	2.1451	0.1624
4.8	13.5	-5.6	321.24	-38.87	26	-12.64	2.1654	0.1657
4.8084	16.03	-5.61	329.69	-41.04	30.61	-13.65	2.1936	0.1693
4.8167	18.86	-4.34	334.15	-43.7	36.11	-14.38	2.2174	0.1728
4.825	20.43	-3.52	332.58	-46.33	42.21	-15.06	2.2274	0.1761
4.8334	21.3	-2.16	328.68	-47.53	49.18	-14.65	2.2374	0.1795
4.8417	22.46	0.25	325.23	-46.86	56.93	-12.8	2.2316	0.1829
4.85	25.77	2.59	327.42	-44.6	63.73	-10.02	2.2229	0.1865
4.8584	30	5.4	332.83	-43.76	68.46	-7.86	2.2281	0.1892
4.8667	33.8	10.37	336.81	-46.62	71.55	-6.51	2.2443	0.1912
4.875	35.5	14.2	336.94	-51.85	73.12	-5.87	2.2598	0.1931
4.8834	34.89	15.43	333.49	-58.19	72.92	-6.09	2.2713	0.1939
4.8917	33.38	13.67	329.24	-63.75	70.57	-7.51	2.2829	0.1947
4.9	32.2	10.27	325.8	-68.92	66.28	-9.96	2.2974	0.1953
4.9084	31.76	5.94	324.36	-73.92	61.62	-13.07	2.3137	0.1957
4.9167	30.1	2.13	319.88	-79.41	58.48	-16.69	2.3345	0.1958
4.925	26.65	-0.3	311.81	-85.33	56.11	-20.22	2.3698	0.195
4.9334	21.48	-1.22	303.66	-89.18	52.58	-22.29	2.4051	0.1942
4.9417	15.46	-1.74	297.78	-89.72	47.71	-22.83	2.433	0.1931
4.95	10.22	-5.03	288.06	-87.92	43.55	-22.24	2.458	0.1918
4.9584	5.92	-8.96	273.72	-86.18	40.79	-19.97	2.4782	0.1904
4.9667	3.41	-12.35	260.59	-84.39	38.99	-17.38	2.4883	0.1887
4.975	2.34	-15.01	249.63	-82.37	36.63	-15.6	2.4986	0.187
4.9834	2.13	-16.88	239.73	-80.33	33.38	-14.53	2.5132	0.187
4.9917	1.35	-17.07	230.07	-79.91	31.13	-13.1	2.5277	0.187
5	1.28	-17.41	221.81	-81.33	31.44	-12.54	2.5388	0.186
5.0084	2.42	-19.95	214.78	-83.86	31.93	-13.44	2.548	0.1844
5.0167	3.4	-21.73	214.69	-87.02	29.89	-15.47	2.5595	0.1831
5.025	4.51	-22.09	220.9	-90.23	26.72	-18.43	2.5891	0.1844
5.0334	5.47	-20.81	226.21	-92.39	25.84	-20.53	2.6187	0.1856
5.0417	5.82	-18.55	227.36	-93.59	27.5	-20.99	2.6432	0.1869
5.05	4.9	-17.49	225.13	-94.55	29.56	-20.88	2.6657	0.1881
5.0584	4.66	-19.55	220.94	-93.77	30.66	-21.91	2.6878	0.1903
5.0667	5.29	-23.84	216.82	-90.77	31.06	-23.28	2.709	0.1945
5.075	6.49	-26.87	216.25	-85.51	33.46	-23.11	2.7303	0.1987
5.0834	8.05	-27.78	219.39	-78.25	38.76	-21.15	2.7473	0.2019
5.0917	8.78	-27.65	221.45	-72.91	44.69	-19.4	2.764	0.2051
5.1	7.94	-27.95	223.05	-71.15	48.14	-18.51	2.7826	0.2084
5.1084	6.58	-28.92	226.56	-71.71	49.35	-18.5	2.804	0.212
5.1167	6.71	-28.91	233.9	-72.3	50.55	-18.54	2.8254	0.2156
5.125	8.42	-27.74	245.04	-72.84	51.9	-18.57	2.8317	0.2193
5.1334	11.37	-25.88	253.66	-72.41	54.44	-17.53	2.8358	0.223
5.1417	15.27	-24.6	256.53	-71.69	57.84	-16.58	2.8395	0.2271
5.15	19.36	-22.97	254.58	-72.9	60.02	-16.6	2.8427	0.2315
5.1584	24.37	-20.34	253.45	-73.25	61.34	-16.01	2.8459	0.2358
5.1667	30.07	-16.97	253.63	-71.71	62.25	-14.5	2.854	0.2396
5.175	34.56	-13.43	252.05	-68.06	63.4	-11.89	2.8623	0.2433
5.1834	36.73	-9.47	246.17	-63.65	64.54	-8.2	2.8777	0.2459
5.1917	36.54	-5.05	238.45	-62.11	64.35	-5.02	2.8947	0.2483
5.2	34.11	-0.59	233.51	-65.33	61.36	-4.44	2.9182	0.2502
5.2084	30.28	3.96	231.79	-71.84	56.38	-5.75	2.9582	0.2511
5.2167	27.27	7.77	232.87	-76.74	53.06	-6.66	2.9982	0.2519
5.225	25.27	10.61	236.5	-79.47	51.93	-6.96	3.017	0.2517
5.2334	23.44	12.12	240.74	-80.71	52.94	-7.43	3.0328	0.2513
5.2417	22.61	13.12	246.2	-81.94	55.24	-8.25	3.04	0.2511
5.25	21.85	13.59	251.1	-84.86	57.37	-9.73	3.0317	0.2516
5.2584	20.77	13.5	252.12	-86.64	59.97	-10.39	3.0233	0.252
5.2667	19.42	12.88	249.05	-86.74	63.23	-9.99	3.0344	0.2537
5.275	18.25	13.02	244.96	-85.39	66.51	-9.08	3.0462	0.2554
5.2834	15.8	13.79	239.37	-85.3	68.25	-9.06	3.066	0.2565
5.2917	12.99	14.32	233.87	-84.68	68.47	-10.39	3.0895	0.2573
5.3	11.29	14.99	231.22	-82.85	66.87	-12.5	3.1121	0.258
5.3084	10.8	16.34	232.24	-80.01	63.99	-14.71	3.1143	0.2575
5.3167	12.58	19.31	240	-74.83	62.29	-15.53	3.1165	0.2571
5.325	17.06	23.91	255.37	-66.5	62.45	-14.82	3.1053	0.2554
5.3334	23.06	29.62	270.65	-55.7	64.44	-12.92	3.0899	0.2533
5.3417	29.11	35.05	281.08	-43.82	68	-10.15	3.0874	0.2511
5.35	35.33	39.72	289.23	-32.38	71.8	-7.28	3.1081	0.2488
5.3584	41	43.91	296.77	-25.12	74.14	-4.88	3.1287	0.2464
5.3667	45.81	47.91	303.19	-22.6	75.01	-2.8	3.1162	0.2446
5.375	47.73	51.04	304.4	-22.75	75.88	-0.72	3.0975	0.2429
5.3834	46.47	52.38	298.82	-25.07	75.94	0.25	3.09	0.2417
5.3917	43.21	51.39	288.02	-27.88	75.38	0.6	3.0967	0.2409
5.4	40.13	48.04	281	-29.01	74.41	1.12	3.1035	0.2401
5.4084	37.26	42.68	278.93	-28.94	72.69	1.56	3.1178	0.2396
5.4167	33.82	36.71	278.37	-28.06	70.46	1.77	3.1328	0.2392
5.425	29.64	30.72	276.04	-24.41	69.4	2.77	3.1418	0.239
5.4334	25.76	25.42	273.17	-21.35	69.48	3.67	3.1453	0.239
5.4417	24.37	21.1	273.35	-21.36	68.66	3.35	3.1428	0.2387
5.45	25.08	17.26	275.61	-22.19	66.92	2.38	3.1211	0.2375
5.4584	25.51	13.36	275.69	-20.31	64.36	1.7	3.0995	0.2362
5.4667	24.58	9.91	272.16	-17.27	60.83	0.84	3.1083	0.2347
5.475	23.73	8.16	272.92	-16.3	57.02	-0.76	3.123	0.2331
5.4834	23.71	7.37	279.53	-15.85	54.04	-2.23	3.1367	0.2312
5.4917	24.3	7.94	288.05	-16.48	52.07	-3.7	3.1484	0.2287
5.5	24.16	9.78	291.34	-15.73	51.37	-4.53	3.1601	0.2262
5.5084	23.08	12.77	289.18	-12.94	51.96	-4.54	3.1347	0.2242
5.5167	21.58	14.46	285.74	-9.38	51.7	-4.4	3.1061	0.2222
5.525	20.9	15.93	283.69	-10.24	50.29	-5.54	3.0977	0.2203
5.5334	20.63	18.56	283.52	-15.33	49.11	-7.17	3.1193	0.2187
5.5417	19.39	21.33	277.77	-20.74	48.35	-8.09	3.141	0.217
5.55	17.07	23.84	265.24	-26.57	47.44	-8.64	3.1274	0.2179
5.5584	13.86	25.12	248.74	-33.15	45.11	-9.47	3.1138	0.2188
5.5667	10.07	24.57	234.17	-39.63	41.11	-10.39	3.1253	0.2196
5.575	6.48	21.19	221.76	-44.9	36.29	-10.69	3.1466	0.2204
5.5834	3.32	17.67	208.65	-49.88	32.86	-10.17	3.1605	0.2202
5.5917	0.35	15.36	195.12	-54.98	30.33	-9.09	3.1589	0.2179
5.6	-2.41	14.84	181.11	-61.04	26.62	-8.62	3.1573	0.2155
5.6084	-4.82	15.57	166.44	-68.13	21.18	-9.08	3.1283	0.211
5.6167	-5.96	16.5	151.3	-72.95	16.52	-9.59	3.0925	0.206
5.625	-5.7	17.98	136.77	-74.21	14.05	-9.29	3.0662	0.2011
5.6334	-4.31	19.97	123.61	-72.9	13.31	-8.45	3.0543	0.1963
5.6417	-2.86	23.4	112.42	-71.21	12.96	-8.13	3.0424	0.1916
5.65	-1.54	28.53	103.15	-69.41	12.77	-8.49	3.034	0.1888
5.6584	-0.36	33.84	96.15	-66.83	13.97	-8.9	3.0261	0.1863
5.6667	1.04	37.34	91	-62.8	17.29	-8.97	3.0199	0.1854
5.675	2.23	38.4	88.26	-57.96	21.28	-9.06	3.0155	0.1862
5.6834	1.95	37.88	88.68	-55.68	22.81	-9.95	3.0112	0.187
5.6917	0.47	36.38	92.34	-55.61	22.18	-11.33	2.9866	0.1882
5.7	-0.92	35.13	98.55	-54.9	21.27	-12.02	2.9612	0.1894
5.7084	-1.95	34.15	106.5	-52.46	20.57	-11.71	2.9414	0.1895
5.7167	-3.02	33.03	114.8	-49.93	19.79	-10.71	2.9261	0.1886
5.725	-3.93	31.87	122.62	-47.78	18.13	-9.43	2.9152	0.1874
5.7334	-4.33	30.76	130.61	-45.69	15.85	-7.97	2.9161	0.1853
5.7417	-3.17	30.49	139.43	-42.44	14.92	-6.1	2.9169	0.1833
5.75	-0.11	31.54	148.65	-37.51	16.48	-3.53	2.9027	0.1813
5.7584	3.9	33.69	156.89	-32.74	19.28	-0.72	2.8864	0.1793
5.7667	7.83	35.82	164.01	-30.05	21.85	1.45	2.864	0.1774
