Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
2.649933	0.16	-26.99	184.79	-42.47	24.33	-6.93	3.0953	0.1332
2.658333	-1.95	-25.71	186.89	-44.41	27.17	-7.52	3.0967	0.1326
2.666633	-5.22	-23.17	188.34	-50.18	27.18	-8.23	3.0979	0.1318
2.674933	-7.63	-20.01	190.47	-53.62	27.53	-8.46	3.0998	0.131
2.683333	-8.56	-17.11	194.2	-53.35	29.31	-8.26	3.1192	0.13
2.691633	-8.19	-15.63	199.35	-51.8	32.07	-8.18	3.1387	0.1291
2.699933	-7.44	-15.32	204.59	-52.4	34.12	-8.57	3.1319	0.1283
2.708333	-7.19	-12.71	209.1	-55.57	33.79	-8.79	3.1216	0.1275
2.716633	-6.23	-8.92	214.1	-59.23	32.51	-9.49	3.1229	0.1267
2.724933	-4.85	-4.59	218.81	-64.28	30.59	-10.98	3.145	0.1259
2.733333	-3.52	-0.44	223.1	-69.23	30.05	-12.87	3.1671	0.125
2.741633	-2.19	3.52	227.11	-73.61	31.14	-15.01	3.1432	0.1235
2.749933	-0.15	7.74	231.25	-76.05	33.26	-16.6	3.1174	0.1219
2.758333	1.62	13.71	234	-78.51	34.74	-17.47	3.1149	0.1205
2.766633	2.46	20.45	232.8	-81.9	34.54	-17.56	3.142	0.1192
2.774933	2.7	23.55	226.13	-86.56	33.47	-17.45	3.1669	0.118
2.783333	2.1	23.4	216.12	-92.13	32.38	-17.51	3.1391	0.1172
2.791633	0.44	21.59	207.26	-97.11	32.35	-18	3.1113	0.1164
2.799933	-1.92	18.92	200.52	-100.34	32.97	-18.49	3.1091	0.1155
2.808333	-3.04	15.82	195.09	-99.69	33.36	-17.41	3.1304	0.1146
2.816633	-3.83	12.77	189.59	-97.21	32.99	-15.18	3.1449	0.1137
2.824933	-5.4	8.96	183.21	-94.72	31.63	-12.95	3.1472	0.1129
2.833333	-8.52	4.29	177.53	-93.62	30	-12.25	3.1496	0.1121
2.841633	-12.6	-0.33	174.91	-93.05	29.02	-13.15	3.1325	0.1117
2.849933	-16.13	-3.21	173.55	-92.6	28.25	-14.35	3.1117	0.1112
2.858333	-18.53	-5.1	169.77	-92.8	26.32	-15.14	3.1028	0.1112
2.866633	-19.55	-6.69	164.21	-93.31	23.37	-15.5	3.1091	0.1116
2.874933	-20.99	-9.05	158.25	-96.04	20.42	-17.02	3.1155	0.112
2.883333	-23.22	-12.23	152.04	-101.4	17.62	-20	3.1102	0.1124
2.891633	-24.88	-13.55	147.86	-107.49	14.79	-23.34	3.104	0.1128
2.899933	-24.53	-11.93	146.73	-111.97	12.22	-25.57	3.1146	0.1132
2.908333	-22.65	-8.7	148.17	-113.87	10.42	-26.45	3.1408	0.1136
2.916633	-20.67	-6.59	151.72	-113.54	9.23	-26.86	3.167	0.114
2.924933	-18.61	-5.68	157.37	-111.08	8.66	-26.82	3.1367	0.1144
2.933333	-16.01	-4	164.54	-107.27	8.83	-25.76	3.1065	0.1149
2.941633	-13.08	-0.9	172.62	-102.44	9.61	-23.7	3.1103	0.1153
2.949933	-10.61	2.15	180.54	-97.78	9.6	-22.05	3.1273	0.1157
2.958333	-9.06	2.91	186.52	-93.73	8.86	-21.11	3.1436	0.116
2.966633	-7.83	2.14	189.79	-89.9	7.89	-20.12	3.1506	0.1165
2.974933	-4.91	3.17	188.8	-86.33	7.49	-17.38	3.1576	0.1169
2.983333	-0.11	6.51	183.74	-83.41	7.46	-12.99	3.1384	0.1176
2.991633	5.99	11.57	176.98	-79.81	8.14	-8.71	3.1126	0.1184
2.999933	12.7	17.07	168.43	-75.07	9.22	-5.14	3.0879	0.1192
3.008333	18.28	21.61	158.99	-70.96	9.81	-3.05	3.0659	0.1201
3.016633	22.41	25.7	150.35	-67.43	10.67	-1.55	3.044	0.121
3.024933	25.28	29.66	142.7	-63.85	12.05	-0.17	3.0303	0.1222
3.033333	26.3	31.74	135.9	-57.02	12.11	1.59	3.0165	0.1235
3.041633	23.94	29.95	131.98	-47.89	9.56	1.78	3.0136	0.1245
3.049933	19.41	25.84	130.48	-40.17	4.71	-0.36	3.018	0.1253
3.058333	13.79	20.62	128.81	-36.92	-2.67	-3.49	3.0195	0.1261
3.066633	7.12	14.4	127.14	-37.59	-12.11	-7.42	2.9878	0.1269
3.074933	1.46	9.12	125.36	-37.52	-20.31	-10.34	2.9561	0.1277
3.083333	-2.06	5.71	122.87	-35.56	-26.67	-11.78	2.9325	0.1285
3.091633	-4.04	3.88	118.68	-32.88	-32.05	-12.01	2.9127	0.1293
3.099933	-4.69	4.45	113.38	-33.36	-35.43	-12.37	2.8897	0.1301
3.108333	-3.97	7.46	105.95	-37.23	-36.78	-13.01	2.8501	0.131
3.116633	-3.07	11.42	95.74	-41.05	-36.38	-13.32	2.8105	0.1318
3.124933	-2.56	15.57	82.97	-43.07	-34.38	-12.94	2.794	0.1323
3.133333	-1.6	19.79	69.46	-41.31	-30.69	-10.98	2.7848	0.1328
3.141633	-0.34	23.53	54.8	-38.2	-27.62	-8.26	2.7707	0.1328
3.149933	0.53	26.49	39.43	-35.69	-26.1	-5.62	2.7514	0.1324
3.158333	1.09	28.8	24.78	-34.48	-25.89	-3.52	2.7321	0.1321
3.166633	1.47	30.61	11.9	-33.82	-26.25	-1.76	2.6988	0.1309
3.174933	1.33	32.01	5.59	-30.98	-24.97	0.49	2.6628	0.1296
3.183333	0.66	32.96	6.96	-25.7	-22.09	3.38	2.6437	0.1285
3.191633	0.66	32.75	12.84	-19.26	-18.88	6.31	2.6379	0.1277
3.199933	1.12	31.01	19.46	-14.93	-16.55	7.86	2.6258	0.1269
3.208333	1.26	27.88	26.09	-13.16	-15.55	7.78	2.581	0.1265
3.216633	-0.23	24.07	31.18	-11.99	-16	6.74	2.5361	0.1261
3.224933	-2.78	19.82	34.38	-9.85	-17.15	5.4	2.5024	0.1255
3.233333	-5.47	15.78	36.74	-7.73	-17.71	3.75	2.4749	0.1246
3.241633	-7.61	12.09	35.15	-8.3	-19.24	1.15	2.4527	0.1238
3.249933	-9.07	8.61	30.15	-11.38	-22.17	-2.41	2.4471	0.123
3.258333	-10.73	5.75	26.08	-15.3	-26.18	-6.3	2.4416	0.1222
3.266633	-13.3	3.89	24.58	-19.24	-30.54	-10.13	2.425	0.1217
3.274933	-16.32	2.62	22.6	-21.24	-34.96	-12.63	2.4042	0.1213
3.283333	-17.83	1.52	21.24	-21.29	-38.37	-13.64	2.3782	0.121
3.291633	-17.38	1.82	23.84	-21.21	-40.27	-13.95	2.3414	0.121
3.299933	-15.6	3.52	30.48	-21.48	-42.1	-14.12	2.305	0.121
3.308333	-13.2	6.06	39.3	-21.9	-44.68	-14.21	2.2804	0.1206
3.316633	-13.03	7.42	41.1	-22.52	-48.63	-14.29	2.2559	0.1202
3.324933	-15.39	7.9	34.74	-23.71	-53.02	-14.38	2.2307	0.1195
3.333333	-17.95	8.8	24.52	-24.59	-56.23	-13.9	2.2053	0.1187
3.341633	-19.63	10.92	15.48	-26.75	-57.58	-13.83	2.1809	0.1179
3.349933	-20.17	14.24	8.05	-30.3	-57.09	-14.1	2.1639	0.1175
3.358333	-18.98	17.47	0.66	-33.87	-55.28	-13.57	2.1468	0.1171
3.366633	-16.46	19.9	0	-36.44	-52.47	-11.86	2.1406	0.1161
3.374933	-15.67	20.66	0	-37.65	-49.24	-10.11	2.1386	0.115
3.383333	-13.9	21.92	0	-37.65	-44.54	-8.25	2.1293	0.114
3.391633	-10.36	23.89	0	-37.54	-38.81	-6.34	2.0909	0.114
3.399933	-6.63	25.46	0	-39.35	-34.14	-5.1	2.0534	0.114
3.408333	-3.69	26.15	1.9	-43.13	-31.12	-4.78	2.0396	0.1132
3.416633	-2.41	25.97	7.41	-46.54	-29.46	-5.61	2.0257	0.1124
3.424933	-3.83	24.99	13.08	-49.16	-29.12	-7.93	2.0209	0.112
3.433333	-6.91	23.61	18.52	-50.44	-29.99	-10.94	2.0247	0.112
3.441633	-7.64	23.22	21.99	-50.4	-31.28	-12.99	2.0257	0.112
3.449933	-6.3	23.92	23.47	-49.53	-32.85	-14.02	2.0062	0.1124
3.458333	-4.81	25.99	26.53	-48.74	-33.61	-13.76	1.9868	0.1128
3.466633	-3.93	29.23	34.47	-46.99	-33.14	-12.15	1.9643	0.1137
3.474933	-2.71	33.15	47.01	-43.55	-31.61	-10.06	1.9397	0.115
3.483333	-0.11	37.53	59.55	-40.18	-29.37	-7.77	1.9186	0.1161
3.491633	2.98	41.45	68.99	-37.22	-27.09	-5.38	1.9114	0.1165
3.499933	4.88	43.71	72.76	-35.52	-25.47	-3.76	1.9043	0.1169
3.508333	4.99	44.08	71.07	-35.46	-24.58	-3.39	1.9017	0.1183
3.516633	5.58	45.8	70.73	-36.38	-22.73	-2.7	1.9012	0.1201
3.524933	7.79	48.41	71.78	-36.28	-20.52	-1.88	1.8853	0.1214
3.533333	10.18	49.33	71.13	-34.61	-19.44	-1.88	1.8552	0.1222
3.541633	10.94	47.3	66.37	-32.06	-20.35	-2.41	1.825	0.123
3.549933	9.71	42.82	57.49	-29.32	-23.03	-2.97	1.8287	0.1242
3.558333	7.96	40.04	49.24	-28.31	-24.88	-2.39	1.8325	0.1255
3.566633	6.47	39.81	44.49	-28.73	-25.3	-0.58	1.8245	0.127
3.574933	5.5	41.6	42.51	-29.4	-24.52	2.4	1.8086	0.1285
3.583333	3.15	41.78	36.15	-29.9	-24.48	4.87	1.7931	0.1301
3.591633	-0.42	40.15	25.98	-30.38	-25.33	6.61	1.7814	0.1309
3.599933	-2.93	38.29	18.15	-32.16	-26.37	7.4	1.7697	0.1317
3.608333	-3.41	37.93	14.7	-35.6	-26.61	7.86	1.753	0.132
3.616633	-2.72	39.97	15.33	-38.18	-25.03	8.86	1.734	0.132
3.624933	-1.7	41.57	18.31	-36.92	-23.19	9.64	1.7192	0.1319
3.633333	-0.56	42.1	22.06	-32.53	-21.47	9.93	1.7267	0.1315
3.641633	-0.25	40.13	22.27	-28.5	-20.82	8.92	1.7342	0.1311
3.649933	-0.88	35.92	19.28	-25.36	-21.15	6.64	1.7209	0.1304
3.658333	-0.37	33.54	16.43	-23.47	-21.49	4.26	1.7011	0.1296
3.666633	0.52	34.17	10.82	-22.06	-21	2.98	1.6837	0.1287
3.674933	0.65	36.79	4.7	-20.25	-19.23	2.94	1.674	0.1274
3.683333	-0.09	39.39	0.05	-19.63	-17.01	3.31	1.6644	0.1261
3.691633	-1.42	41.58	0	-20.94	-14.74	3.77	1.6644	0.1248
3.699933	-2.22	43.8	0	-23.63	-13.12	4.1	1.6648	0.1236
3.708333	-1.79	48.02	0	-25.39	-10.92	5.17	1.6603	0.1226
3.716633	0.32	54.12	3.5	-24.81	-8.15	7.9	1.652	0.1218
3.724933	2.14	58.15	9.3	-20.59	-5.62	11.85	1.6439	0.121
3.733333	3.43	59.96	14.25	-13.07	-3.32	16.77	1.6418	0.121
3.741633	4.43	60.65	17.57	-5.74	-1.43	20.8	1.6397	0.121
3.749933	6.02	61.04	17.47	0.71	-0.31	23.82	1.6494	0.1213
3.758333	8.18	60.85	13.64	5.5	-0.58	25.66	1.6657	0.1217
3.766633	10.01	60.16	8.42	8.51	-1.42	26.72	1.6796	0.122
3.774933	11.6	59.24	2.79	10.97	-2.52	27.64	1.6763	0.1225
3.783333	12.65	58.58	0	13.07	-3.46	28.33	1.6729	0.1229
3.791633	12.91	58.26	0	13.84	-4.2	28.21	1.6597	0.1236
3.799933	13.09	58.96	4.32	10.36	-3.75	25.85	1.6426	0.1245
3.808333	14.11	60.61	11.7	5.2	-2.38	22.96	1.6414	0.1252
3.816633	14.75	61.96	18.59	-0.73	-1.03	19.98	1.6606	0.1256
3.824933	13.88	62.16	22.33	-5.84	0.11	17.54	1.6785	0.126
3.833333	11.82	61.51	23.7	-9.53	1.25	15.82	1.6654	0.126
3.841633	10.87	61.17	26.12	-11.03	1.69	14.88	1.6523	0.126
3.849933	10.9	60.79	28.35	-11.92	0.99	13.91	1.6454	0.126
3.858333	10.63	60.9	28.21	-15.16	-0.27	12.04	1.6441	0.126
3.866633	8.64	61.21	23.14	-19.5	-2.73	10.31	1.6435	0.126
3.874933	5.18	61.05	14.2	-24.43	-6.67	8.64	1.6479	0.1256
3.883333	2.38	59.12	9.02	-28.82	-12.33	6.2	1.6523	0.1252
3.891633	1.4	56.55	10.67	-33.48	-18.84	2.57	1.648	0.125
3.899933	0.98	54.94	14.4	-37.27	-24.52	-0.93	1.638	0.125
3.908333	-1.32	53	15.42	-42.07	-28.84	-4.89	1.6312	0.125
3.916633	-5.14	50.69	14.1	-48.04	-31.81	-9.34	1.6374	0.125
3.924933	-8.19	47.3	13.54	-52.43	-33.97	-13.48	1.6435	0.125
3.933333	-9.66	42.49	15.14	-53.17	-35.75	-16.67	1.6506	0.125
3.941633	-9.37	37.67	18.02	-51.3	-36.38	-18.57	1.6578	0.125
3.949933	-8.26	35.42	17.91	-48.84	-34.71	-18.8	1.6603	0.1249
3.958333	-7.12	35.73	12.73	-46.5	-31.53	-17.72	1.6506	0.1244
3.966633	-5.58	36.8	5.31	-46.19	-29	-16.98	1.641	0.124
3.974933	-3.59	38.34	0	-47.75	-27.14	-16.62	1.6477	0.1219
3.983333	-1.71	38.93	0	-47.78	-24.68	-15.64	1.6543	0.1198
3.991633	-0.97	38.71	0	-45.92	-21.64	-13.92	1.6594	0.118
3.999933	0.88	38.87	0	-43.38	-18.78	-11.98	1.6633	0.1165
4.008333	3.65	38.73	0	-39.74	-16.63	-10.15	1.6674	0.1147
4.016633	7.14	38.42	0	-35.29	-15.28	-8.45	1.673	0.1115
4.024933	11.22	38.62	8.33	-30.85	-14.39	-6.69	1.6786	0.1083
4.033333	16.44	39.33	24.9	-25.95	-13.46	-4.64	1.6833	0.106
4.041633	21.34	39.59	43.83	-19.93	-11.43	-2.35	1.688	0.1038
4.049933	26.12	40.89	58.69	-16.06	-9.62	-0.8	1.6933	0.1018
4.058333	30.24	42.02	67.44	-14.06	-8.26	-0.21	1.7011	0.1004
4.066633	30.49	39.65	68.86	-12.21	-7.01	-0.42	1.709	0.099
4.074933	26.86	34.38	64.8	-11.01	-6.02	-1.52	1.7215	0.0982
4.083333	20.31	28.87	61.38	-12.47	-6.06	-3.87	1.734	0.0975
4.091633	11.77	22.45	56.22	-15.09	-6.69	-7.3	1.7488	0.0972
4.099933	1.89	14.7	46.92	-17.74	-7.64	-11.57	1.7678	0.0976
4.108333	-7.39	6.37	35.88	-20.5	-9.84	-16.5	1.7859	0.0982
4.116633	-15.68	-2.3	23.76	-23.39	-12.86	-21.85	1.8003	0.0994
4.124933	-20.59	-8.87	16.09	-26.9	-14.2	-26.18	1.8147	0.1005
4.133333	-21.13	-11.2	16.48	-31.54	-13.45	-29.1	1.8376	0.1017
4.141633	-18.39	-10.43	21.63	-35.47	-11.69	-30.49	1.8672	0.103
4.149933	-13.63	-9.57	24.03	-35.64	-8.8	-29.92	1.8945	0.1041
4.158333	-7.62	-7.86	22.49	-34.13	-4.49	-27.86	1.9104	0.1049
4.166633	-1.85	-4.02	18.14	-34.29	1.28	-25.07	1.9263	0.1057
4.174933	3.17	2.28	12.87	-37	8.3	-21.75	1.9513	0.1063
4.183333	8.21	9.11	10.82	-41.04	14.02	-18.43	1.9814	0.1068
4.191633	11.41	15.12	8.71	-46.15	16.07	-16.34	1.997	0.1072
4.199933	12.88	20.52	6.85	-50.62	15.61	-15	1.997	0.1076
4.208333	13.57	25.85	7.18	-54.38	14.85	-14.05	1.997	0.108
4.216633	13.97	31.36	10.54	-58.15	14.51	-13.51	2.0394	0.1084
4.224933	14.65	35.97	15.84	-60.32	14.2	-12.99	2.0836	0.1088
4.233333	16.46	38.84	24.38	-58.65	13.62	-11.98	2.1137	0.1092
4.241633	17.91	39.34	32.3	-53.84	12.61	-11.05	2.1327	0.1096
4.249933	17.06	38.83	32.62	-47.48	13.22	-10.19	2.1519	0.1101
4.258333	14.13	37.36	25.92	-39.24	15.48	-9.17	2.174	0.1117
4.266633	10.93	34.66	17.57	-28.21	17.93	-6.73	2.196	0.1134
4.274933	7.39	30.58	7.31	-15.72	19.65	-3.24	2.2037	0.1148
4.283333	2.9	24.73	0	-6.15	19.47	-1.39	2.2033	0.116
4.291633	-2.46	17.33	0	0.12	17.28	-1.61	2.2078	0.1172
4.299933	-8.32	9.35	0	4.3	13.81	-3.28	2.2477	0.119
4.308333	-12.71	2.66	0	8.64	10.16	-5.1	2.2876	0.1207
4.316633	-14.8	-2.38	0	13.52	6.4	-6.76	2.3122	0.122
4.324933	-14.75	-6.49	0	17.27	2.56	-8.67	2.3339	0.1233
4.333333	-14.46	-9.64	9.62	17.13	-1.05	-12.59	2.3463	0.1245
4.341633	-14.52	-11.98	22.96	13.42	-4.72	-18.17	2.3471	0.1257
4.349933	-14.84	-13.26	32.86	10.82	-7.54	-22.38	2.3479	0.1269
4.358333	-15.29	-13.4	39.19	10.15	-9.31	-24.72	2.3833	0.1274
4.366633	-15.83	-13.32	42.14	7.71	-10.51	-26.68	2.4216	0.1278
4.374933	-16.94	-14.28	41.17	1.96	-12.08	-29.01	2.4447	0.128
4.383333	-17.53	-15.47	37.99	-4	-13.51	-30.9	2.4539	0.128
4.391633	-16.96	-15.65	34.51	-6.78	-14.41	-31.59	2.463	0.128
4.399933	-15.91	-14.86	31.04	-7.01	-14.71	-31.21	2.4701	0.1272
4.408333	-15.18	-13.22	29.99	-6.6	-13.92	-30.37	2.4772	0.1263
4.416633	-14.24	-10.56	33.15	-5.84	-11.78	-29.4	2.495	0.126
4.424933	-12.98	-7.64	38.33	-5.54	-9.06	-28.63	2.52	0.126
4.433333	-11.77	-4.85	43.86	-3.59	-6.37	-27.32	2.5406	0.1256
4.441633	-10.41	-1.99	50.13	-0.16	-3.47	-25.52	2.552	0.1245
4.449933	-9.46	0.64	56.4	1.11	-0.3	-24.26	2.5634	0.1234
4.458333	-9.65	2.51	61.54	-1.84	2.81	-24.07	2.5775	0.1224
4.466633	-10.03	3.06	65.05	-5.14	5.8	-23.83	2.5929	0.1216
4.474933	-9.16	2.43	66.4	-6.79	8.51	-23.12	2.6071	0.1207
4.483333	-7.51	0.97	66.05	-8.93	10.59	-22.87	2.6184	0.1194
4.491633	-5.53	-0.33	66.49	-12.21	12.6	-23.38	2.6296	0.1182
4.499933	-3.36	-1.01	68.61	-16.33	14.73	-24.35	2.6295	0.1168
4.508333	-1.59	-0.79	71.54	-21.53	16.06	-25.17	2.6277	0.1155
4.516633	-0.75	-0.17	74.27	-27.3	15.99	-25.67	2.6492	0.1145
4.524933	-0.02	0.94	76.48	-31.52	15.87	-25.48	2.6863	0.1137
4.533333	0.67	3.27	78.26	-36.34	16.3	-25.47	2.7164	0.113
4.541633	1.21	6.61	80.46	-42.37	16.6	-25.88	2.7184	0.113
4.549933	1.92	9.87	84.76	-47.99	15.29	-26.06	2.7204	0.113
4.558333	3.1	12.79	90.87	-51.76	12.6	-25.4	2.7414	0.1133
4.566633	4.01	15.87	96	-54.33	10.15	-23.66	2.7714	0.1137
4.574933	4.77	18.85	99.77	-55.51	9.08	-21.28	2.8019	0.1142
4.583333	5.81	21.37	103.51	-54.94	8.89	-18.62	2.8336	0.115
4.591633	7.06	22.74	109.94	-54.08	7.37	-16.69	2.8654	0.1158
4.599933	8.11	22.87	118.95	-53.96	3.95	-15.66	2.874	0.1166
4.608333	8.4	21.45	126.52	-54.93	0.09	-15.48	2.8752	0.1175
4.616633	8.11	19.24	130.53	-56.46	-2.4	-15.87	2.8864	0.1185
4.624933	6.57	16.28	130.3	-58.18	-3.13	-16.63	2.9154	0.1198
4.633333	3.75	11.97	127.86	-58.88	-3.03	-17.85	2.9431	0.121
4.641633	0.32	6.3	124.97	-58.19	-2.59	-19.47	2.9563	0.1214
4.649933	-2.09	0.55	124.76	-55.74	-1.55	-20.3	2.9696	0.1218
4.658333	-4.23	-4.67	124.85	-52.18	0.96	-19.68	2.9886	0.1222
4.666633	-5.85	-8.37	123.15	-48.67	4.15	-18.09	3.0149	0.1226
4.674933	-6.3	-9.63	122.09	-45.03	7.02	-15.63	3.0387	0.123
4.683333	-5.46	-8.41	122.85	-41.1	10.06	-12.29	3.0496	0.123
4.691633	-2.29	-4.52	129.82	-36.73	14.5	-8.27	3.0604	0.123
4.699933	4.08	2.01	143.88	-32.38	19.81	-3.85	3.0509	0.1236
4.708333	10.13	7.06	155.37	-29.75	23.25	-0.49	3.0351	0.1244
4.716633	13.67	9.53	159.44	-29.66	24.93	0.89	3.031	0.1251
4.724933	15.06	10.09	158.01	-31.55	24.9	0.6	3.0643	0.1255
4.733333	14.6	8.63	155.88	-33.55	23.92	-0.55	3.0977	0.126
4.741633	12.26	4.93	153.8	-35.29	22.27	-2.39	3.0895	0.1264
4.749933	8.71	0.18	150.64	-37.57	20.45	-4.59	3.0796	0.1268
4.758333	3.58	-5.82	142.68	-40.9	16.85	-7.17	3.0718	0.1272
4.766633	-3.82	-13.58	129.27	-46.85	11.47	-11.18	3.0668	0.1276
4.774933	-11.03	-19.62	118.61	-55.3	7.13	-16.26	3.0632	0.128
4.783333	-17.22	-23.51	112.18	-64.48	4.1	-21.55	3.0925	0.1284
4.791633	-21.57	-25.42	110.03	-71.88	2.66	-25.86	3.1219	0.1288
4.799933	-24.55	-26.2	109.74	-78.18	2.75	-29.56	3.1259	0.129
4.808333	-25.72	-25.66	111.08	-83.84	4.78	-32.14	3.1064	0.129
4.816633	-25.57	-24.93	113.85	-88.57	8.04	-33.57	3.0983	0.1289
4.824933	-25.02	-24.65	116.75	-92.75	11.65	-34.57	3.1103	0.1285
4.833333	-24.58	-25.14	118.74	-95.33	14.49	-35	3.1222	0.1281
4.841633	-23.58	-25.92	120.45	-94.87	16.55	-33.89	3.1303	0.1274
4.849933	-21.56	-27.42	124.79	-91.94	18.46	-31.43	3.1359	0.1265
4.858333	-19.6	-30.14	130.14	-89.5	19.97	-29.01	3.1395	0.1258
4.866633	-17.21	-32.42	135	-88.07	20.99	-26.89	3.1407	0.1254
