---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss8\PS_ngait_og_ss8-output-euler-leftlegtd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
3.442190476190469e+000 2.040558892151523e-001 -3.944717377684337e-002 1.422761128133820e-001 2.156088124436037e-001 1.494151968567874e-001 3.198753822285668e-001
3.450238095238088e+000 1.918468857488341e-001 -4.352282534294538e-002 1.383631104510852e-001 2.078206357178080e-001 1.539378105721663e-001 3.258146348973856e-001
3.458285714285707e+000 1.796169161711723e-001 -4.767962628186795e-002 1.347720255455513e-001 2.003449527879367e-001 1.584809694128238e-001 3.311343096598766e-001
3.466333333333326e+000 1.673567160235504e-001 -5.189259079900443e-002 1.315558068569104e-001 1.933521908894551e-001 1.631579702817441e-001 3.357003401956698e-001
3.474380952380944e+000 1.554153705325274e-001 -5.621105425634254e-002 1.288201800434364e-001 1.869477607656327e-001 1.680098012132449e-001 3.395980536208323e-001
3.482428571428563e+000 1.440001803068688e-001 -6.066293528676003e-002 1.265843569779919e-001 1.811577508668692e-001 1.730530654173858e-001 3.428631950703098e-001
3.490476190476182e+000 1.331825016284856e-001 -6.522625894520973e-002 1.248373641472517e-001 1.759719717912611e-001 1.782905193165424e-001 3.454174066160867e-001
3.498523809523801e+000 1.228788041351677e-001 -6.982536951620499e-002 1.235304768627524e-001 1.713486423046242e-001 1.837241188110824e-001 3.471173999407113e-001
3.506571428571420e+000 1.128910738305198e-001 -7.436976287241048e-002 1.225679184486464e-001 1.671940469357318e-001 1.893485797017027e-001 3.478555322001372e-001
3.514619047619039e+000 1.029623051049794e-001 -7.880241780858910e-002 1.218123987659083e-001 1.633371434335954e-001 1.951340529013341e-001 3.476291619386102e-001
3.522666666666658e+000 9.283037751345706e-002 -8.311371697391135e-002 1.211026658493729e-001 1.595397780595237e-001 2.010233750385996e-001 3.465487678781708e-001
3.530714285714276e+000 8.227587605037218e-002 -8.732422400819151e-002 1.202674687370158e-001 1.555494784014893e-001 2.069486136360258e-001 3.448367652556781e-001
3.538761904761895e+000 7.116102106896709e-002 -9.147547890561936e-002 1.191390823843558e-001 1.511691534857798e-001 2.128465297508908e-001 3.428372945366600e-001
3.546809523809514e+000 5.948865872339785e-002 -9.563961655392461e-002 1.176070224819242e-001 1.463689693996238e-001 2.186697449326208e-001 3.409337062671171e-001
3.554857142857133e+000 4.748397249057942e-002 -9.992376751605225e-002 1.156998671693370e-001 1.414336707273707e-001 2.244119302739762e-001 3.393583939875349e-001
3.562904761904752e+000 3.558146051895185e-002 -1.044518856412700e-001 1.135919910317142e-001 1.369541486836720e-001 2.301303074442144e-001 3.380974573035103e-001
3.570952380952371e+000 2.424364978929789e-002 -1.093249890872552e-001 1.114951015549971e-001 1.335449091725437e-001 2.359288495810797e-001 3.370120213289574e-001
3.578999999999990e+000 1.376512479537052e-002 -1.145827092230189e-001 1.095302328493777e-001 1.315351004212987e-001 2.419223069076047e-001 3.360460653617498e-001
3.587047619047608e+000 4.230488196479539e-003 -1.201984502031244e-001 1.076855232276114e-001 1.309120267893367e-001 2.482136970312137e-001 3.353394867639157e-001
3.595095238095227e+000 -4.413381917563677e-003 -1.260964067222203e-001 1.058813642003637e-001 1.314591260953327e-001 2.548605593401407e-001 3.351463178367679e-001
3.603142857142846e+000 -1.227813510495010e-002 -1.321512280273836e-001 1.040812430647398e-001 1.329115932360507e-001 2.618338499027284e-001 3.356048229025906e-001
3.611190476190465e+000 -1.947502199924421e-002 -1.381773038429177e-001 1.023485907619828e-001 1.350759479203193e-001 2.690379439546218e-001 3.365861668028173e-001
3.619238095238084e+000 -2.608164695792738e-002 -1.439406506918253e-001 1.008117561637109e-001 1.378900980367077e-001 2.763892635902990e-001 3.377666452186672e-001
3.627285714285703e+000 -3.215077514870313e-002 -1.491907880466674e-001 9.959190926100137e-002 1.413909939585355e-001 2.838610271628219e-001 3.387989059024648e-001
3.635333333333322e+000 -3.774797863677314e-002 -1.536883984838862e-001 9.875283922363450e-002 1.456310733752507e-001 2.914612893355673e-001 3.394181912967504e-001
3.643380952380940e+000 -4.298558488999171e-002 -1.572170890860418e-001 9.828505537149601e-002 1.506244661004702e-001 2.991977950744514e-001 3.394610128540591e-001
3.651428571428559e+000 -4.803193728145772e-002 -1.595814672845097e-001 9.811711029416180e-002 1.563537759074892e-001 3.070646454471877e-001 3.388356118731938e-001
3.659476190476178e+000 -5.308496265305993e-002 -1.606034012550726e-001 9.814440744931884e-002 1.628175515098002e-001 3.150387894414031e-001 3.374767854277110e-001
3.667523809523797e+000 -5.831237241644827e-002 -1.601319549447764e-001 9.825631668082438e-002 1.700859609450371e-001 3.230744349884342e-001 3.353181119732464e-001
3.675571428571416e+000 -6.377704266639052e-002 -1.580736258066926e-001 9.834682749889059e-002 1.783421552301118e-001 3.311024172115092e-001 3.323184313063844e-001
3.683619047619035e+000 -6.936322563045713e-002 -1.544311450308835e-001 9.831989093127723e-002 1.879068759843970e-001 3.390382581246764e-001 3.285274753742685e-001
3.691666666666654e+000 -7.471939673109623e-002 -1.493266145252723e-001 9.810222287441653e-002 1.992511282504297e-001 3.467885719671865e-001 3.241090382827677e-001
3.699714285714272e+000 -7.924831863927948e-002 -1.429939479491367e-001 9.764770726667554e-002 2.129907678614406e-001 3.542486892073348e-001 3.192978099313982e-001
3.707761904761891e+000 -8.216599183598873e-002 -1.357436132580734e-001 9.692387907119858e-002 2.298461698584344e-001 3.612900644633197e-001 3.143568574862523e-001
3.715809523809510e+000 -8.261491519685743e-002 -1.279025560327807e-001 9.590996805589955e-002 2.505615790060347e-001 3.677366125411739e-001 3.095584071384065e-001
3.723857142857129e+000 -7.978985558241659e-002 -1.197178936279328e-001 9.463234231552116e-002 2.758146507095330e-001 3.733424757148455e-001 3.051391474877618e-001
3.731904761904748e+000 -7.305719012436109e-002 -1.112295380879567e-001 9.320956160488046e-002 3.061398775261048e-001 3.777808199857693e-001 3.012189065519381e-001
3.739952380952367e+000 -6.209688768620769e-002 -1.021837876086877e-001 9.184636883075055e-002 3.418251539135545e-001 3.806238566117485e-001 2.977479602254780e-001
3.747999999999986e+000 -4.705234295513019e-002 -9.209426294759671e-002 9.075346049365517e-002 3.827660826231927e-001 3.812974935738905e-001 2.945341912583522e-001
3.756047619047604e+000 -2.869736749512837e-002 -8.053860712649352e-002 9.009146816744272e-002 4.282974600977809e-001 3.790172129378795e-001 2.913692726953197e-001
3.764095238095223e+000 -7.758208240701553e-003 -6.715778130311967e-002 8.971554154615517e-002 4.776637313215479e-001 3.728720277984466e-001 2.878474972348488e-001
3.772142857142842e+000 1.462213288025853e-002 -5.216684489897006e-002 8.949041795244274e-002 5.297078484374220e-001 3.617952364386602e-001 2.837908104362985e-001
3.780190476190461e+000 3.762999040969031e-002 -3.603885518258299e-002 8.918590353227701e-002 5.833997750498755e-001 3.447863485378969e-001 2.791415292943091e-001
3.788238095238080e+000 6.080350449378484e-002 -1.935917871412740e-002 8.859988633945894e-002 6.378246360505546e-001 3.210763586997971e-001 2.740645613022202e-001
3.796285714285699e+000 8.398822702964057e-002 -2.647843815523743e-003 8.759809946757825e-002 6.921383469654602e-001 2.903176123580596e-001 2.688830734251307e-001
3.804333333333318e+000 1.071706806606794e-001 1.370076137779286e-002 8.612750127292830e-002 7.454928515316374e-001 2.527917529624945e-001 2.640172986380998e-001
3.812380952380936e+000 1.303004293193723e-001 2.938615755134322e-002 8.423334847820385e-002 7.970093125345208e-001 2.096436172895941e-001 2.599911823920956e-001
3.820428571428555e+000 1.531954930320972e-001 4.416043940852421e-002 8.207396386158307e-002 8.458298576633520e-001 1.631010550562930e-001 2.573955059423173e-001
3.828476190476174e+000 1.755659677738909e-001 5.782562746704500e-002 7.989574950455020e-002 8.912415061494143e-001 1.165433616664320e-001 2.567077065207083e-001
3.836523809523793e+000 1.971306016812559e-001 7.026621252603116e-002 7.795035265496290e-002 9.328302273496516e-001 7.418710977145016e-002 2.580404114590970e-001
3.844571428571412e+000 2.177430981769642e-001 8.148009430996295e-002 7.639624713708672e-002 9.705576871279629e-001 4.022659803835973e-002 2.609810971453835e-001
3.852619047619031e+000 2.374297370409745e-001 9.156681023540170e-002 7.525775112258951e-002 1.004643233950846e+000 1.757985201277329e-002 2.646382143357883e-001
3.860666666666650e+000 2.563188045997124e-001 1.006663697442607e-001 7.446241221083298e-002 1.035278203480587e+000 6.772517935881654e-003 2.679172287669909e-001
3.868714285714269e+000 2.745608816562575e-001 1.088811651552000e-001 7.390657159191660e-002 1.062402341009301e+000 5.632174818070080e-003 2.699211497359024e-001
3.876761904761887e+000 2.923398020323640e-001 1.162257044589361e-001 7.349556275334518e-002 1.085759586261125e+000 1.013878482681299e-002 2.702605732212035e-001
3.884809523809506e+000 3.099045539553580e-001 1.226430719101610e-001 7.316504885200546e-002 1.105135802584994e+000 1.608732839576020e-002 2.691008059727326e-001
3.892857142857125e+000 3.274546416819723e-001 1.280881313901610e-001 7.293292611542332e-002 1.120459188908328e+000 2.068577350281633e-002 2.669322511591942e-001
3.900904761904744e+000 3.449379365904982e-001 1.325966655961721e-001 7.296258029803289e-002 1.131688809112891e+000 2.323608220474467e-002 2.642527415000534e-001
3.908952380952363e+000 3.620594773276167e-001 1.362541457434570e-001 7.352915748831899e-002 1.138751007435738e+000 2.460249299849851e-002 2.614225668690045e-001
3.916999999999982e+000 3.785409370922524e-001 1.391203657524032e-001 7.488413008802911e-002 1.141642851973870e+000 2.601893704407494e-002 2.586799067244434e-001
3.925047619047601e+000 3.942996188223528e-001 1.412327766201491e-001 7.715667500044937e-002 1.140517364251884e+000 2.821913473534840e-002 2.561088861132502e-001
3.933095238095219e+000 4.093902885542436e-001 1.426649750003561e-001 8.034649777753564e-002 1.135636041720821e+000 3.131715274471060e-002 2.535723312278490e-001
3.941142857142838e+000 4.238854676212185e-001 1.435303546986861e-001 8.434875442599389e-002 1.127279725441704e+000 3.506635381057001e-002 2.507639336161022e-001
3.949190476190457e+000 4.378254830791856e-001 1.439317531534963e-001 8.898591000014398e-002 1.115704355469363e+000 3.907376753017332e-002 2.473852363313366e-001
3.957238095238076e+000 4.512000402093135e-001 1.439345221963244e-001 9.405144376830311e-002 1.101134340012011e+000 4.294833088222180e-002 2.433054098061116e-001
3.965285714285695e+000 4.639255338675237e-001 1.435817863665605e-001 9.934536389260663e-002 1.083761354346724e+000 4.643994879613683e-002 2.385966274228905e-001
3.973333333333314e+000 4.758472311908960e-001 1.429155949214676e-001 1.046808789342943e-001 1.063742474652310e+000 4.947937211372160e-002 2.334893920069540e-001
3.981380952380933e+000 4.867768629379426e-001 1.419853004183658e-001 1.098789996876115e-001 1.041200871010296e+000 5.208439033851302e-002 2.283189068741771e-001
3.989428571428551e+000 4.965313027241403e-001 1.408505945411416e-001 1.147825357460567e-001 1.016221303922328e+000 5.423767989180436e-002 2.234500088350034e-001
3.997476190476170e+000 5.049530183080571e-001 1.395837052256872e-001 1.192768504935776e-001 9.888458655570802e-001 5.584531397405401e-002 2.191673170533871e-001
4.005523809523790e+000 5.119296646697049e-001 1.382655576678284e-001 1.232813187166213e-001 9.590904412184661e-001 5.677855750657350e-002 2.155913854846138e-001
4.013571428571408e+000 5.174270741745172e-001 1.369686492079509e-001 1.267174697909790e-001 9.269732051258648e-001 5.691876962734765e-002 2.127055545993736e-001
4.021619047619027e+000 5.215123460840748e-001 1.357372684305145e-001 1.294976964502322e-001 8.925183572059028e-001 5.616294958856876e-002 2.104910923860694e-001
4.029666666666646e+000 5.243247851458237e-001 1.345931051832370e-001 1.315673539358561e-001 8.557251231076217e-001 5.442074129962082e-002 2.090598687079329e-001
4.037714285714265e+000 5.259994375071765e-001 1.335684504707846e-001 1.329725356869981e-001 8.165390215684032e-001 5.162641361766730e-002 2.086591084407270e-001
4.045761904761884e+000 5.266070291355279e-001 1.327298541365167e-001 1.338755997516045e-001 7.748685490029065e-001 4.774663185052343e-002 2.095439376855220e-001
4.053809523809503e+000 5.261484306818218e-001 1.321655063548299e-001 1.344876603890436e-001 7.306463408817279e-001 4.276714228343771e-002 2.118688097928206e-001
4.061857142857122e+000 5.245806626346012e-001 1.319582499674090e-001 1.349772465045185e-001 6.838919175495118e-001 3.667334864207169e-002 2.157053107693950e-001
4.069904761904740e+000 5.218541454556241e-001 1.321852422967840e-001 1.354261745438655e-001 6.347439244180231e-001 2.945377336170502e-002 2.210953384437948e-001
4.077952380952359e+000 5.179579592594714e-001 1.329437666965607e-001 1.358446753165716e-001 5.834649813587521e-001 2.113400528713553e-002 2.280261800785002e-001
4.085999999999978e+000 5.129474508146789e-001 1.343538987797794e-001 1.362120844149755e-001 5.304271354105097e-001 1.180856918469279e-002 2.363759237942967e-001
4.094047619047597e+000 5.069355866156320e-001 1.365126393412171e-001 1.365080026639560e-001 4.760797750753327e-001 1.632028471568673e-003 2.459137328294369e-001
4.102095238095216e+000 5.000776148031166e-001 1.394449517444278e-001 1.367201748318845e-001 4.209212321714393e-001 -9.217795561836429e-003 2.563190085061264e-001
4.110142857142835e+000 4.925829559725576e-001 1.431041571331158e-001 1.368402160504217e-001 3.655083620364326e-001 -2.054864101259237e-002 2.671482355724910e-001
4.118190476190454e+000 4.847431135095781e-001 1.474090993861958e-001 1.368763587612559e-001 3.105128205396810e-001 -3.210234658955038e-002 2.777678798730050e-001
4.126238095238072e+000 4.769383007585546e-001 1.522709727774401e-001 1.368998130989605e-001 2.567951426411517e-001 -4.346374418793233e-002 2.873118442840824e-001
4.134285714285691e+000 4.696099015753820e-001 1.575890212247726e-001 1.370941041912337e-001 2.054563738598959e-001 -5.399036807595891e-002 2.946779930901456e-001
4.142333333333310e+000 4.632303503926384e-001 1.632215873580147e-001 1.377376968546589e-001 1.578471678849484e-001 -6.283391940037054e-002 2.985878254287299e-001
4.150380952380929e+000 4.582851589079932e-001 1.689479218800833e-001 1.390729189815081e-001 1.155205879821524e-001 -6.907975353902927e-002 2.978172481983722e-001
4.158428571428548e+000 4.552239019194698e-001 1.744497578041122e-001 1.411080841175717e-001 8.009419821662746e-002 -7.197457005771803e-002 2.916684814403987e-001
4.166476190476167e+000 4.543719240605867e-001 1.793452220721443e-001 1.434937829537566e-001 5.301421723632897e-002 -7.118956197275587e-002 2.804953996149403e-001
4.174523809523786e+000 4.558601086410139e-001 1.832657373781066e-001 1.455925316903813e-001 3.528522292870645e-002 -6.702236767709535e-002 2.659156819884602e-001
4.182571428571404e+000 4.595924669073862e-001 1.859248658421273e-001 1.467181552422650e-001 2.725270435407360e-002 -6.040191790781468e-002 2.505012751364282e-001
4.190619047619023e+000 4.652281265606626e-001 1.871597887262602e-001 1.464088774604670e-001 2.850137036956823e-002 -5.263452224269329e-002 2.370446535921847e-001
4.198666666666642e+000 4.721840665101781e-001 1.869674383379503e-001 1.446032049569888e-001 3.789838347859371e-002 -4.499346349923254e-002 2.277112568670041e-001
4.206714285714261e+000 4.796895854984346e-001 1.855305510066889e-001 1.416472744357029e-001 5.376197978611319e-002 -3.838448964886788e-002 2.234140353009429e-001
4.214761904761880e+000 4.868998555215769e-001 1.831907677685700e-001 1.381069987041133e-001 7.408409735970045e-002 -3.327781231949625e-002 2.236565601647845e-001
