Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosX.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosY.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisPosZ.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[0],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[1],Main.HumanModel.BodyModel.Interface.Trunk.PelvisRotVec.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsLumbar.SacrumPelvisJnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsLumbar.SacrumPelvisJnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsLumbar.SacrumPelvisJnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L5SacrumJnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L5SacrumJnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L5SacrumJnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L4L5Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L4L5Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L4L5Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L3L4Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L3L4Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L3L4Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L2L3Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L2L3Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L2L3Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L1L2Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L1L2Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsLumbar.L1L2Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsLumbar.T12L1Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsLumbar.T12L1Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsLumbar.T12L1Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.T1C7Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.T1C7Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.T1C7Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C7C6Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C7C6Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C7C6Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C6C5Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C6C5Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C6C5Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C5C4Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C5C4Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C5C4Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C4C3Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C4C3Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C4C3Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C3C2Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C3C2Jnt.Pos[1],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C3C2Jnt.Pos[2],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C2C1Jnt.Pos[0],Main.HumanModel.BodyModel.Trunk.JointsCervicalSpine.C1C0Jnt.Pos[0]
  8.166666666666667e-01,  4.609836414947164e-01,  4.682304254036733e-01,  1.050745943042382e+00,  1.582869087052591e+00, -1.842411050974588e-01,  1.350104426160323e-01,  6.508616962076172e-04, -7.688295033107895e-15, -1.187678993404861e-03,  2.085470456864779e-03,  5.075877409867440e-03, -3.805523458269388e-03,  3.682705974506499e-03,  1.118809069961052e-02, -6.720125873652990e-03,  5.298698057313174e-03,  1.753224186621232e-02, -9.668954882126156e-03,  6.835160911537453e-03,  2.379074278277767e-02, -1.247266059527442e-02,  8.364469029690659e-03,  2.951465827090273e-02, -1.526331049367352e-02,  9.159820854388816e-03,  3.571736865760779e-02, -1.671465209215984e-02,  2.363560736018399e-16, -1.387778780781445e-17, -2.636779683484746e-16,  6.795779217139140e-16, -5.551115123125781e-17, -2.498001805406602e-16,  1.257674520083185e-16,  1.387778780781445e-17, -2.775557561562891e-16, -7.628446485608007e-16, -2.775557561562891e-17, -4.440892098500625e-16,  1.275021754842953e-16,  4.163336342344336e-17, -2.498001805406602e-16,  1.517883041479706e-17,  0.000000000000000e+00, -3.053113317719180e-16, -5.551115123125781e-17, -7.494005416219807e-16
  8.250000000000000e-01,  4.610387563006589e-01,  4.682235418357661e-01,  1.050741172219273e+00,  1.582897463312257e+00, -1.841987158814969e-01,  1.348551148569357e-01,  6.501098034164303e-04, -7.674417244606667e-15, -1.188573898913255e-03,  2.083061265767323e-03,  5.066022977563757e-03, -3.808390886189294e-03,  3.678451614336683e-03,  1.116636986722888e-02, -6.725189428448249e-03,  5.292576859986249e-03,  1.749820434389641e-02, -9.676240353228564e-03,  6.827264751338828e-03,  2.374455485401331e-02, -1.248205863357801e-02,  8.354806171963327e-03,  2.945735779288957e-02, -1.527481126173817e-02,  9.149239185020322e-03,  3.564802608624339e-02, -1.672724643314991e-02, -2.090341788552052e-16, -2.775557561562891e-17, -3.469446951953613e-16,  9.024898883769339e-16, -1.387778780781446e-17, -1.804112415015879e-16, -7.628446485608009e-16,  0.000000000000000e+00, -3.885780586188048e-16,  1.474514954580286e-17,  0.000000000000000e+00, -3.191891195797325e-16,  1.474514954580286e-17, -1.387778780781446e-17, -3.053113317719180e-16,  6.787105599759256e-16, -1.387778780781445e-17, -1.942890293094023e-16, -2.775557561562891e-17, -8.049116928532383e-16
  8.333333333333333e-01,  4.610936969641643e-01,  4.682176485661131e-01,  1.050735578414829e+00,  1.582922658995973e+00, -1.841494320584420e-01,  1.347141030358186e-01,  6.495942050253473e-04, -7.313594734642860e-15, -1.189728428664909e-03,  2.081409201717765e-03,  5.057076773005674e-03, -3.812090193895626e-03,  3.675534255269996e-03,  1.114665092212172e-02, -6.731721989265207e-03,  5.288379347363298e-03,  1.746730386907391e-02, -9.685639438452834e-03,  6.821850086471045e-03,  2.370262380754527e-02, -1.249418317044246e-02,  8.348180022679074e-03,  2.940533837849955e-02, -1.528964855882787e-02,  9.141982975427836e-03,  3.558507443069434e-02, -1.674349456352421e-02,  1.244664094013359e-16,  1.387778780781445e-17, -2.498001805406602e-16, -4.302114220422481e-16,  1.387778780781445e-17, -3.747002708109902e-16,  5.715913853343578e-16,  1.387778780781445e-17, -2.359223927328457e-16, -5.399326818977811e-16,  4.163336342344336e-17, -3.608224830031758e-16,  7.914675859144178e-16, -2.775557561562890e-17, -2.081668171172168e-16, -7.641456911677832e-16,  0.000000000000000e+00, -3.469446951953613e-16, -6.938893903907227e-17, -7.771561172376094e-16
  8.416666666666668e-01,  4.611484956092138e-01,  4.682124031540469e-01,  1.050729162946945e+00,  1.582943993301912e+00, -1.840924384953700e-01,  1.345859638575808e-01,  6.492504294213513e-04, -6.938894435938963e-15, -1.191069380529104e-03,  2.080307686804290e-03,  5.049388546294566e-03, -3.816386829437864e-03,  3.673589103977451e-03,  1.112970477255611e-02, -6.739309363773558e-03,  5.285580652749728e-03,  1.744074848970945e-02, -9.696556195545429e-03,  6.818239854709975e-03,  2.366658892935947e-02, -1.250826545830849e-02,  8.343762032795268e-03,  2.936063371647173e-02, -1.530688163676834e-02,  9.137144892372896e-03,  3.553097477351007e-02, -1.676236628223635e-02,  1.240327285323417e-16, -2.775557561562891e-17, -2.914335439641036e-16, -9.801187639268960e-17, -4.163336342344337e-17, -3.469446951953614e-16,  1.387778780781446e-17,  2.775557561562891e-17, -2.636779683484747e-16,  2.359223927328457e-16, -1.387778780781445e-17, -2.914335439641035e-16,  1.387778780781445e-17,  0.000000000000000e+00, -3.053113317719180e-16,  3.486794186713381e-16,  1.387778780781445e-17, -2.636779683484746e-16, -6.938893903907227e-17, -7.771561172376096e-16
  8.500000000000001e-01,  4.612031890565191e-01,  4.682075614305982e-01,  1.050721946470271e+00,  1.582961130892378e+00, -1.840268530460835e-01,  1.344689910068274e-01,  6.490224867236819e-04, -6.522560770646104e-15, -1.192526478467510e-03,  2.079577320027521e-03,  5.043206831217553e-03, -3.821055616556351e-03,  3.672299358500994e-03,  1.111607922895435e-02, -6.747553916055709e-03,  5.283724959708684e-03,  1.741939664939980e-02, -9.708418503713158e-03,  6.815846066574503e-03,  2.363761510247381e-02, -1.252356747858451e-02,  8.340832655274954e-03,  2.932468895395863e-02, -1.532560735169236e-02,  9.133936969287630e-03,  3.548747596955242e-02, -1.678287256822626e-02, -8.756016744992932e-16, -1.387778780781445e-17, -4.163336342344336e-16,  2.385244779468110e-16,  0.000000000000000e+00, -2.914335439641036e-16,  3.478120569333498e-16,  2.775557561562891e-17, -2.220446049250313e-16,  3.456436525883787e-16, -1.387778780781445e-17, -2.359223927328457e-16,  1.387778780781445e-17, -1.387778780781445e-17, -3.053113317719180e-16,  3.469446951953613e-16, -2.775557561562891e-17, -2.636779683484746e-16, -2.775557561562891e-17, -8.187894806610528e-16
  8.583333333333334e-01,  4.612578250939501e-01,  4.682029637503179e-01,  1.050713968431828e+00,  1.582974037940913e+00, -1.839520166307294e-01,  1.343612094274738e-01,  6.488646090505364e-04, -6.286638360683539e-15, -1.194036954452805e-03,  2.079071453383143e-03,  5.038686214104179e-03, -3.825895435924371e-03,  3.671406054975701e-03,  1.110611502568453e-02, -6.756100492030125e-03,  5.282439669575954e-03,  1.740378229424110e-02, -9.720715365267007e-03,  6.814188081012692e-03,  2.361642687622547e-02, -1.253943005964076e-02,  8.338803709788458e-03,  2.929840296268904e-02, -1.534501904802158e-02,  9.131715097567938e-03,  3.545566579468591e-02, -1.680413006349923e-02,  1.734723475976807e-17,  4.163336342344337e-17, -2.775557561562891e-16,  1.431146867680866e-17,  1.387778780781446e-17, -2.775557561562891e-16,  3.469446951953613e-16,  0.000000000000000e+00, -2.498001805406602e-16,  1.301042606982605e-17, -2.775557561562891e-17, -3.053113317719180e-16, -2.072994553792284e-16,  1.387778780781445e-17, -3.191891195797325e-16,  1.301042606982605e-17, -1.387778780781445e-17, -2.775557561562891e-16, -5.551115123125781e-17, -8.743006318923106e-16
  8.666666666666667e-01,  4.613124519262469e-01,  4.681985006768863e-01,  1.050705275755620e+00,  1.582982939816766e+00, -1.838676008289990e-01,  1.342603725004913e-01,  6.487369485321932e-04, -6.064593739542233e-15, -1.195546409800507e-03,  2.078662407590435e-03,  5.035892695863744e-03, -3.830731984997665e-03,  3.670683726171551e-03,  1.109995763989266e-02, -6.764641293032328e-03,  5.281400378831258e-03,  1.739413339347123e-02, -9.733003917758632e-03,  6.812847427255639e-03,  2.360333359824646e-02, -1.255528192225666e-02,  8.337163096350854e-03,  2.928215951755092e-02, -1.536441762775230e-02,  9.129918483206391e-03,  3.543600867675590e-02, -1.682537319495631e-02,  1.647987302177966e-17,  2.775557561562890e-17, -2.775557561562890e-16,  5.689893001203924e-16, -1.387778780781445e-17, -2.220446049250312e-16,  1.647987302177967e-17,  0.000000000000000e+00, -3.608224830031759e-16,  2.354887118638516e-16, -2.775557561562891e-17, -2.775557561562891e-16, -6.513886652292910e-16,  0.000000000000000e+00, -3.747002708109902e-16,  1.647987302177966e-17,  4.163336342344336e-17, -2.775557561562891e-16, -8.326672684688673e-17, -9.020562075079395e-16
  8.750000000000000e-01,  4.613670967106689e-01,  4.681940853109386e-01,  1.050695910993741e+00,  1.582988318504029e+00, -1.837735063571598e-01,  1.341640968623705e-01,  6.486035840536925e-04, -5.898060273827808e-15, -1.197009306962490e-03,  2.078235085351408e-03,  5.034816240201773e-03, -3.835419353805274e-03,  3.669929123222595e-03,  1.109758494989063e-02, -6.772918658484953e-03,  5.280314651866752e-03,  1.739041528140919e-02, -9.744913437700351e-03,  6.811446872170112e-03,  2.359828822821520e-02, -1.257064484429921e-02,  8.335449179182519e-03,  2.927590026059240e-02, -1.538321787068624e-02,  9.128041594885653e-03,  3.542843399348184e-02, -1.684596109559724e-02,  2.380907970778168e-16, -1.387778780781446e-17, -2.914335439641036e-16,  1.257674520083185e-17, -4.163336342344337e-17, -3.469446951953614e-16,  3.486794186713381e-16,  2.775557561562891e-17, -2.359223927328457e-16,  2.376571162088225e-16,  1.387778780781445e-17, -2.914335439641035e-16, -3.157196726277788e-16,  4.163336342344336e-17, -3.330669073875469e-16,  2.359223927328457e-16, -2.775557561562891e-17, -3.191891195797325e-16, -2.775557561562891e-17, -8.604228440844961e-16
  8.833333333333333e-01,  4.614217486765390e-01,  4.681896387561625e-01,  1.050685913942516e+00,  1.582990914164399e+00, -1.836697208715654e-01,  1.340700966390933e-01,  6.484317535270964e-04, -5.925815852349082e-15, -1.198390856173449e-03,  2.077684511415444e-03,  5.035390355219579e-03, -3.839846070081241e-03,  3.668956871653396e-03,  1.109885039631033e-02, -6.780735740919895e-03,  5.278915770845633e-03,  1.739239829292581e-02, -9.756160699848903e-03,  6.809642357784342e-03,  2.360097911722444e-02, -1.258515347373366e-02,  8.333240920315005e-03,  2.927923856197681e-02, -1.540097268043230e-02,  9.125623359422765e-03,  3.543247386208236e-02, -1.686540415599988e-02,  1.517883041479706e-17,  1.387778780781446e-17, -3.053113317719180e-16,  2.372234353398283e-16,  0.000000000000000e+00, -2.914335439641035e-16,  1.647987302177966e-17,  1.387778780781445e-17, -3.330669073875469e-16,  7.932023093903948e-16, -2.775557561562891e-17, -2.498001805406602e-16, -3.148523108897904e-16,  5.551115123125781e-17, -3.330669073875469e-16,  4.614364446098306e-16,  0.000000000000000e+00, -3.053113317719180e-16, -1.387778780781445e-17, -9.159339953157539e-16
  8.916666666666666e-01,  4.614763657332872e-01,  4.681850919108668e-01,  1.050675336034709e+00,  1.582991651096969e+00, -1.835562481958886e-01,  1.339763883124001e-01,  6.481908073127272e-04, -6.009082586325113e-15, -1.199666583191238e-03,  2.076912479182196e-03,  5.037508146507062e-03, -3.843933714233741e-03,  3.667593549671121e-03,  1.110351836582542e-02, -6.787954060169321e-03,  5.276954215517634e-03,  1.739971321133053e-02, -9.766546458159889e-03,  6.807112010486008e-03,  2.361090524895371e-02, -1.259855078916423e-02,  8.330144429701212e-03,  2.929155286374703e-02, -1.541736752928061e-02,  9.122232432969791e-03,  3.544737609987889e-02, -1.688335794097478e-02,  3.491130995403323e-16, -2.775557561562891e-17, -3.469446951953613e-16, -3.165870343657673e-16,  0.000000000000000e+00, -3.608224830031759e-16,  9.050919735908989e-16,  0.000000000000000e+00, -2.220446049250313e-16, -9.454242944073599e-17,  0.000000000000000e+00, -3.747002708109903e-16, -3.157196726277789e-16,  1.387778780781446e-17, -3.747002708109904e-16,  1.517883041479706e-17, -2.775557561562891e-17, -3.469446951953613e-16,  2.775557561562891e-17, -9.298117831235686e-16
  8.999999999999999e-01,  4.615309079848889e-01,  4.681804034935209e-01,  1.050664254128053e+00,  1.582991481593477e+00, -1.834331110378740e-01,  1.338814244743698e-01,  6.478529238085914e-04, -6.217249420172407e-15, -1.200818335683114e-03,  2.075829843551810e-03,  5.041039039680885e-03, -3.847624123132243e-03,  3.665681737070106e-03,  1.111130105045166e-02, -6.794470906693443e-03,  5.274203488800451e-03,  1.741190902855427e-02, -9.775922933571470e-03,  6.803563655867080e-03,  2.362745461855760e-02, -1.261064616005074e-02,  8.325802161436061e-03,  2.931208391622164e-02, -1.543216913475735e-02,  9.117477271668858e-03,  3.547222189559793e-02, -1.689956698592991e-02,  7.958043946043601e-16,  1.387778780781445e-17, -2.498001805406602e-16, -4.276093368282829e-16, -1.387778780781445e-17, -4.163336342344336e-16,  3.495467804093265e-16,  2.775557561562891e-17, -2.914335439641035e-16,  3.486794186713381e-16, -1.387778780781445e-17, -2.914335439641035e-16,  1.778091562876227e-17,  0.000000000000000e+00, -3.608224830031758e-16, -9.237402509576495e-17,  4.163336342344336e-17, -3.747002708109902e-16,  0.000000000000000e+00, -9.992007221626409e-16
  9.083333333333334e-01,  4.615853700180020e-01,  4.681755715628830e-01,  1.050652773682046e+00,  1.582991199132788e+00, -1.833004198591008e-01,  1.337842054102078e-01,  6.473962694590847e-04, -6.453171831702304e-15, -1.201833162399613e-03,  2.074366646137504e-03,  5.045846513612559e-03, -3.850875798792767e-03,  3.663097895212861e-03,  1.112189753457591e-02, -6.800212999727183e-03,  5.270485842614703e-03,  1.742851419628156e-02, -9.784184689305366e-03,  6.798768004254289e-03,  2.364998734867351e-02, -1.262130357612559e-02,  8.319933524264788e-03,  2.934003789123580e-02, -1.544521105547414e-02,  9.111050603704793e-03,  3.550605059257300e-02, -1.691384902307293e-02,  1.322726650432315e-16,  2.775557561562891e-17, -3.747002708109902e-16,  1.292368989602721e-16,  0.000000000000000e+00, -3.330669073875469e-16, -9.410874857174176e-17, -4.163336342344336e-17, -4.440892098500625e-16,  3.538835890992685e-16,  2.775557561562891e-17, -3.330669073875469e-16,  1.275021754842953e-16, -4.163336342344337e-17, -3.469446951953614e-16,  1.821459649775647e-17,  1.387778780781446e-17, -3.330669073875470e-16,  5.551115123125783e-17, -1.124100812432971e-15
  9.166666666666667e-01,  4.616397798661870e-01,  4.681706163878712e-01,  1.050641025389313e+00,  1.582991263177246e+00, -1.831584855681088e-01,  1.336843615919408e-01,  6.468084849574306e-04, -6.800116554218655e-15, -1.202709955001494e-03,  2.072483285634763e-03,  5.051792139183021e-03, -3.853685189910573e-03,  3.659772092659429e-03,  1.113500269704963e-02, -6.805174068065345e-03,  5.265700659205099e-03,  1.744905057593538e-02, -9.791322702317464e-03,  6.792595261775918e-03,  2.367785461914564e-02, -1.263051139793315e-02,  8.312379684060584e-03,  2.937460986624618e-02, -1.545647904774773e-02,  9.102778491895653e-03,  3.554788810819900e-02, -1.692618845433280e-02,  1.951563910473907e-17,  0.000000000000000e+00, -4.440892098500624e-16, -3.131175874138136e-16,  2.775557561562891e-17, -4.163336342344336e-16,  6.860831347488270e-16,  2.775557561562891e-17, -3.053113317719180e-16, -2.016616040823038e-16, -1.387778780781445e-17, -4.440892098500625e-16, -4.241398898763293e-16,  4.163336342344337e-17, -4.163336342344337e-16,  4.653395724307785e-16,  0.000000000000000e+00, -3.608224830031759e-16,  6.938893903907227e-17, -1.054711873393899e-15
  9.250000000000000e-01,  4.616941779016258e-01,  4.681655451151198e-01,  1.050629166079045e+00,  1.582991701344700e+00, -1.830079446955494e-01,  1.335821350403441e-01,  6.460873296466031e-04, -7.049916754431260e-15, -1.203467726979537e-03,  2.070172582603969e-03,  5.058707135108495e-03, -3.856113218910371e-03,  3.655691651328998e-03,  1.115024451543043e-02, -6.809461693849535e-03,  5.259829697281986e-03,  1.747293519159760e-02, -9.797491762397359e-03,  6.785021897712984e-03,  2.371026534859244e-02, -1.263846929964063e-02,  8.303111845313495e-03,  2.941481843025354e-02, -1.546621746111246e-02,  9.092629402652182e-03,  3.559654678114069e-02, -1.693685286369508e-02,  1.322726650432315e-16,  2.775557561562891e-17, -3.747002708109902e-16,  2.125036258071588e-17,  1.387778780781445e-17, -4.024558464266190e-16, -6.448834521943779e-16,  6.938893903907227e-17, -4.440892098500625e-16,  6.873841773558096e-16, -1.387778780781445e-17, -3.747002708109902e-16, -9.150666335777655e-17, -1.387778780781445e-17, -4.163336342344336e-16,  3.530162273612802e-16,  0.000000000000000e+00, -4.024558464266192e-16,  9.714451465470120e-17, -1.165734175856414e-15
  9.333333333333333e-01,  4.617486093874253e-01,  4.681603227409368e-01,  1.050617380975202e+00,  1.582992117150499e+00, -1.828498859604585e-01,  1.334782377862029e-01,  6.452388548804217e-04, -7.063794543476876e-15, -1.204147101849773e-03,  2.067453926605153e-03,  5.066338021253195e-03, -3.858290050377246e-03,  3.650890810993339e-03,  1.116706427670855e-02, -6.813305733079331e-03,  5.252922221222812e-03,  1.749929251482553e-02, -9.803022587648940e-03,  6.776111461631660e-03,  2.374603147035682e-02, -1.264560389764144e-02,  8.292207776248881e-03,  2.945918967461600e-02, -1.547494836368959e-02,  9.080688498948235e-03,  3.565024295061997e-02, -1.694641396114425e-02, -5.355958732078391e-16, -2.775557561562891e-17, -4.857225732735059e-16,  5.793976409762535e-16,  4.163336342344336e-17, -3.747002708109902e-16,  1.994931997373328e-17, -1.387778780781445e-17, -3.885780586188047e-16, -5.316927453868913e-16,  2.775557561562891e-17, -4.857225732735059e-16,  3.534499082302744e-16, -1.387778780781446e-17, -3.885780586188048e-16,  2.211772431870428e-17,  0.000000000000000e+00, -4.302114220422481e-16,  1.387778780781445e-16, -1.207367539279858e-15
  9.416666666666667e-01,  4.618031251960118e-01,  4.681548619655597e-01,  1.050605866185522e+00,  1.582991789756657e+00, -1.826858902047808e-01,  1.333735827381729e-01,  6.442770859858214e-04, -6.952772232480004e-15, -1.204803845395271e-03,  2.064372257145132e-03,  5.074321993098403e-03, -3.860394367269208e-03,  3.645448929766062e-03,  1.118466229847636e-02, -6.817021719735705e-03,  5.245092411923302e-03,  1.752686940728149e-02, -9.808369170138310e-03,  6.766011243449036e-03,  2.378345251212630e-02, -1.265250082802803e-02,  8.279847721632259e-03,  2.950561400319076e-02, -1.548338842257985e-02,  9.067153164469977e-03,  3.570642367421575e-02, -1.695565655946848e-02, -8.890457814381138e-17,  4.163336342344338e-17, -4.024558464266193e-16,  1.335737076502141e-16,  0.000000000000000e+00, -4.579669976578771e-16, -8.543513119185775e-17,  4.163336342344337e-17, -4.718447854656915e-16,  1.348747502571968e-16,  1.387778780781446e-17, -4.440892098500626e-16,  4.644722106927900e-16,  0.000000000000000e+00, -3.469446951953613e-16,  2.298508605669269e-17,  4.163336342344337e-17, -4.302114220422482e-16,  6.938893903907228e-17, -1.235123114895487e-15
  9.500000000000002e-01,  4.618577691642847e-01,  4.681490418852623e-01,  1.050594782399302e+00,  1.582989941425116e+00, -1.825178504306359e-01,  1.332688871934291e-01,  6.432238200908540e-04, -6.813994343697147e-15, -1.205496518133960e-03,  2.060997415887816e-03,  5.082227592046933e-03, -3.862613807345541e-03,  3.639489340157857e-03,  1.120208757314904e-02, -6.820941000971610e-03,  5.236517720898008e-03,  1.755417559726075e-02, -9.814008254011207e-03,  6.754950150271229e-03,  2.382050621850017e-02, -1.265977507639032e-02,  8.266311804554245e-03,  2.955158261759211e-02, -1.549229022107835e-02,  9.052330158359307e-03,  3.576205291214044e-02, -1.696540480281054e-02,  2.211772431870429e-17,  1.387778780781446e-17, -4.163336342344337e-16,  2.255140518769849e-17,  0.000000000000000e+00, -4.440892098500626e-16,  2.298508605669269e-17,  1.387778780781446e-17, -4.440892098500626e-16,  5.776629175002768e-16, -1.387778780781446e-17, -4.024558464266192e-16, -3.122502256758253e-16,  1.387778780781446e-17, -4.440892098500626e-16,  2.428612866367529e-17,  2.775557561562891e-17, -4.579669976578770e-16,  9.714451465470120e-17, -1.262878690511116e-15
  9.583333333333335e-01,  4.619125611830007e-01,  4.681427523294096e-01,  1.050584210958384e+00,  1.582986112766313e+00, -1.823476704775537e-01,  1.331643296673953e-01,  6.421045845083972e-04, -6.619705299394690e-15, -1.206274417290925e-03,  2.057411196642731e-03,  5.089610280494795e-03, -3.865106327215359e-03,  3.633156480829678e-03,  1.121836026480233e-02, -6.825342510369974e-03,  5.227405967296995e-03,  1.757967563775416e-02, -9.820341170475443e-03,  6.743196262548432e-03,  2.385510903250171e-02, -1.266794434789875e-02,  8.251928086145012e-03,  2.959451066905289e-02, -1.550228729640850e-02,  9.036578736077435e-03,  3.581400259170923e-02, -1.697635246951455e-02,  2.211772431870428e-17,  0.000000000000000e+00, -4.579669976578770e-16,  2.558717127065790e-17,  5.551115123125781e-17, -4.302114220422481e-16,  2.298508605669269e-17,  4.163336342344337e-17, -4.302114220422482e-16, -4.224051664003525e-16, -2.775557561562891e-17, -5.134781488891349e-16,  1.344410693882026e-16,  0.000000000000000e+00, -4.579669976578772e-16,  8.005748841632963e-16,  1.387778780781445e-17, -3.469446951953613e-16,  8.326672684688673e-17, -1.401656568589260e-15
  9.666666666666668e-01,  4.619674937282059e-01,  4.681359255376905e-01,  1.050574151407793e+00,  1.582980289884971e+00, -1.821770949173202e-01,  1.330595277228547e-01,  6.409452263035225e-04, -6.883383288455098e-15, -1.207173383011960e-03,  2.053696417755805e-03,  5.096036385694269e-03, -3.867986764740142e-03,  3.626596599648398e-03,  1.123252448549014e-02, -6.830429038662400e-03,  5.217967573381356e-03,  1.760187160931082e-02, -9.827659695974763e-03,  6.731021018655202e-03,  2.388522832096179e-02, -1.267738502537894e-02,  8.237028736766525e-03,  2.963187648458759e-02, -1.551384024379700e-02,  9.020262653051066e-03,  3.585922109284814e-02, -1.698900395140109e-02,  4.657732532997726e-16,  0.000000000000000e+00, -3.885780586188047e-16, -4.211041237933698e-16,  2.775557561562891e-17, -4.857225732735059e-16,  2.471980953266949e-17,  4.163336342344336e-17, -4.579669976578770e-16,  8.005748841632965e-16,  0.000000000000000e+00, -3.608224830031759e-16, -6.431487287184011e-16,  4.163336342344336e-17, -4.996003610813203e-16,  6.882515390937980e-16, -4.163336342344336e-17, -4.302114220422481e-16,  1.526556658859590e-16, -1.207367539279858e-15
  9.750000000000001e-01,  4.620225348276472e-01,  4.681285279634441e-01,  1.050564553517893e+00,  1.582972657017698e+00, -1.820076686879502e-01,  1.329537749939620e-01,  6.397748545946361e-04, -7.091550122076257e-15, -1.208215621315098e-03,  2.049946349749602e-03,  5.101092624363016e-03, -3.871326271739763e-03,  3.619974401858271e-03,  1.124366928908904e-02, -6.836326231949785e-03,  5.208439517973039e-03,  1.761933601834155e-02, -9.836144610826285e-03,  6.718730114139248e-03,  2.390892701655746e-02, -1.268833030999464e-02,  8.221987848701449e-03,  2.966127694964887e-02, -1.552723444115032e-02,  9.003791572858556e-03,  3.589480026980022e-02, -1.700367176209024e-02,  2.298508605669269e-17,  0.000000000000000e+00, -4.579669976578770e-16, -2.025289658202922e-16, -4.163336342344336e-17, -4.579669976578770e-16,  2.385244779468110e-17,  4.163336342344337e-17, -3.885780586188048e-16,  2.476317761956892e-16,  4.163336342344336e-17, -4.579669976578770e-16,  2.471980953266950e-16,  2.775557561562891e-17, -4.440892098500625e-16, -8.847089727481716e-17,  1.387778780781446e-17, -4.440892098500626e-16,  8.326672684688673e-17, -1.318389841742373e-15
