Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos[0]
  8.833333333333333e-01,  4.355525093661230e-02,  2.602353587205575e-02,  2.457559826712551e-01,  2.257008278770836e-01, -1.186246560830527e-01,  5.519181754830441e-02
  8.916666666666666e-01,  4.364989432426893e-02,  2.604190418789698e-02,  2.457947834609049e-01,  2.257297577730278e-01, -1.186978224571343e-01,  5.514091593187960e-02
  8.999999999999999e-01,  4.375521534330976e-02,  2.606075796388541e-02,  2.458211821352086e-01,  2.257628728491583e-01, -1.187719323874572e-01,  5.510069416484915e-02
  9.083333333333334e-01,  4.387097608949355e-02,  2.607887701501999e-02,  2.458349200616968e-01,  2.257983381153160e-01, -1.188452588996101e-01,  5.507222647938419e-02
  9.166666666666667e-01,  4.399631983675951e-02,  2.609557493435566e-02,  2.458364183286386e-01,  2.258343492016381e-01, -1.189163576689503e-01,  5.505521179730301e-02
  9.250000000000000e-01,  4.412981164765296e-02,  2.611088093976055e-02,  2.458267561902936e-01,  2.258693569384932e-01, -1.189841632985245e-01,  5.504807114191380e-02
  9.333333333333333e-01,  4.426945880063744e-02,  2.612555629974289e-02,  2.458077317952539e-01,  2.259021117744641e-01, -1.190479314763065e-01,  5.504805944017967e-02
  9.416666666666667e-01,  4.441282803477631e-02,  2.614095191020027e-02,  2.457818655418273e-01,  2.259315752240587e-01, -1.191071212227321e-01,  5.505153051440189e-02
  9.500000000000002e-01,  4.455747164930977e-02,  2.615860641654755e-02,  2.457521933648205e-01,  2.259569140697951e-01, -1.191613139490909e-01,  5.505449670831201e-02
  9.583333333333335e-01,  4.470146996286747e-02,  2.617964867663258e-02,  2.457218803098672e-01,  2.259776473485040e-01, -1.192102198883020e-01,  5.505338397117932e-02
  9.666666666666668e-01,  4.484365197888273e-02,  2.620450049757839e-02,  2.456938128468808e-01,  2.259938351433942e-01, -1.192538281548782e-01,  5.504565803572671e-02
  9.750000000000001e-01,  4.498350351131068e-02,  2.623313126004412e-02,  2.456702099100054e-01,  2.260061841959313e-01, -1.192926398956341e-01,  5.503017842355473e-02
  9.833333333333334e-01,  4.512110002711706e-02,  2.626546457117973e-02,  2.456522185285979e-01,  2.260160026240828e-01, -1.193277559634634e-01,  5.500738914900268e-02
  9.916666666666667e-01,  4.525704926959361e-02,  2.630155653776090e-02,  2.456397154688388e-01,  2.260249654755890e-01, -1.193607786672824e-01,  5.497931744438583e-02
  1.000000000000000e+00,  4.539224697092404e-02,  2.634156785852637e-02,  2.456315581120958e-01,  2.260347358844306e-01, -1.193937129614792e-01,  5.494930593523269e-02
  1.008333333333334e+00,  4.552761921882599e-02,  2.638565706014928e-02,  2.456260981082045e-01,  2.260467025657356e-01, -1.194288523467030e-01,  5.492159068302836e-02
  1.016666666666667e+00,  4.566412118104522e-02,  2.643385786551700e-02,  2.456215936309427e-01,  2.260621138043133e-01, -1.194685582786308e-01,  5.490086047537312e-02
  1.025000000000000e+00,  4.580283810106970e-02,  2.648598489213749e-02,  2.456163830107173e-01,  2.260823851494018e-01, -1.195150396153749e-01,  5.489182257038107e-02
  1.033333333333333e+00,  4.594483593596272e-02,  2.654162197258647e-02,  2.456089363070857e-01,  2.261090145199215e-01, -1.195701597480162e-01,  5.489872000362280e-02
  1.041666666666667e+00,  4.609072222888694e-02,  2.660020556970144e-02,  2.455980321282281e-01,  2.261430181764258e-01, -1.196352055578211e-01,  5.492479483441182e-02
  1.050000000000000e+00,  4.624023549261195e-02,  2.666110995005022e-02,  2.455831536735970e-01,  2.261844048005122e-01, -1.197107592741239e-01,  5.497186254958021e-02
  1.058333333333333e+00,  4.639218781467253e-02,  2.672363035166803e-02,  2.455649114612165e-01,  2.262321348809469e-01, -1.197968278245514e-01,  5.504016847410994e-02
  1.066666666666667e+00,  4.654478581764809e-02,  2.678691684892431e-02,  2.455452111538902e-01,  2.262845149682473e-01, -1.198931065821934e-01,  5.512851208435613e-02
  1.075000000000000e+00,  4.669609165627014e-02,  2.685000100599866e-02,  2.455270083702259e-01,  2.263397017702143e-01, -1.199991043815861e-01,  5.523450608334286e-02
  1.083333333333333e+00,  4.684435359610122e-02,  2.691191158828743e-02,  2.455137807486836e-01,  2.263960405639339e-01, -1.201140254093628e-01,  5.535491039038360e-02
  1.091666666666667e+00,  4.698804525663441e-02,  2.697173107690176e-02,  2.455089898569704e-01,  2.264520442992940e-01, -1.202366410116398e-01,  5.548615527140194e-02
  1.100000000000000e+00,  4.712562616635851e-02,  2.702854419849809e-02,  2.455156272994161e-01,  2.265060646830260e-01, -1.203653573510327e-01,  5.562497835303314e-02
  1.108333333333333e+00,  4.725528597448926e-02,  2.708140468906728e-02,  2.455358383223572e-01,  2.265561190795076e-01, -1.204983564827798e-01,  5.576876680479011e-02
  1.116666666666667e+00,  4.737499804407762e-02,  2.712940182618850e-02,  2.455707266318046e-01,  2.266002149576092e-01, -1.206337057534253e-01,  5.591552352746184e-02
  1.125000000000000e+00,  4.748288777089272e-02,  2.717171776426786e-02,  2.456203870096046e-01,  2.266369135993977e-01, -1.207695211604047e-01,  5.606384809012119e-02
  1.133333333333333e+00,  4.757767761020267e-02,  2.720756840580107e-02,  2.456839037682577e-01,  2.266657816049599e-01, -1.209042102886715e-01,  5.621311290897122e-02
  1.141666666666667e+00,  4.765900702220786e-02,  2.723609696514440e-02,  2.457591628002403e-01,  2.266876213441170e-01, -1.210366494141079e-01,  5.636359722601998e-02
  1.150000000000000e+00,  4.772746893201646e-02,  2.725629971477872e-02,  2.458429062995871e-01,  2.267043594323651e-01, -1.211662005817174e-01,  5.651638083125228e-02
  1.158333333333333e+00,  4.778433770850045e-02,  2.726696732959200e-02,  2.459314667247695e-01,  2.267185996456828e-01, -1.212927297440490e-01,  5.667305224350019e-02
  1.166666666666667e+00,  4.783115357015929e-02,  2.726675456074568e-02,  2.460219091950108e-01,  2.267331260352043e-01, -1.214167080189580e-01,  5.683518489098758e-02
  1.175000000000000e+00,  4.786929533345757e-02,  2.725456706171658e-02,  2.461128112340027e-01,  2.267506067896506e-01, -1.215391602804736e-01,  5.700351602595712e-02
  1.183333333333333e+00,  4.789965401334873e-02,  2.723001575459083e-02,  2.462040642142497e-01,  2.267734797332189e-01, -1.216613615024520e-01,  5.717742331198200e-02
  1.191666666666667e+00,  4.792251977161380e-02,  2.719347297863539e-02,  2.462958495541865e-01,  2.268037680411550e-01, -1.217844585188017e-01,  5.735535222429557e-02
  1.200000000000000e+00,  4.793758886857086e-02,  2.714587328930307e-02,  2.463878298913180e-01,  2.268426816911069e-01, -1.219091242877709e-01,  5.753553408267416e-02
  1.208333333333333e+00,  4.794406117121771e-02,  2.708869281130455e-02,  2.464793873921406e-01,  2.268903266589538e-01, -1.220353103894711e-01,  5.771584299908433e-02
  1.216666666666667e+00,  4.794024433301772e-02,  2.702400135808203e-02,  2.465702821529394e-01,  2.269458276221260e-01, -1.221619653183822e-01,  5.789220548852404e-02
  1.225000000000000e+00,  4.792715566840905e-02,  2.695463588083191e-02,  2.466607590741180e-01,  2.270079256996346e-01, -1.222885289084151e-01,  5.806272692837398e-02
  1.233333333333333e+00,  4.790364132244996e-02,  2.688350492681058e-02,  2.467506766175326e-01,  2.270749979327877e-01, -1.224135146381738e-01,  5.822284770708101e-02
  1.241666666666667e+00,  4.787035774493759e-02,  2.681347242764254e-02,  2.468391775242555e-01,  2.271457123348860e-01, -1.225359684047315e-01,  5.836996577510214e-02
  1.250000000000000e+00,  4.782872239850330e-02,  2.674708158431383e-02,  2.469249850352263e-01,  2.272190296488450e-01, -1.226551953171933e-01,  5.850226888245898e-02
  1.258333333333333e+00,  4.778051003340332e-02,  2.668646455746027e-02,  2.470068656634862e-01,  2.272941007159737e-01, -1.227708517088849e-01,  5.861855967529931e-02
  1.266666666666667e+00,  4.772636971285322e-02,  2.663346181528858e-02,  2.470839506714492e-01,  2.273698542435225e-01, -1.228831404325650e-01,  5.871876365393945e-02
  1.275000000000000e+00,  4.767156390998595e-02,  2.658949464195959e-02,  2.471542466793520e-01,  2.274471245348579e-01, -1.229928676963686e-01,  5.880310006438189e-02
  1.283333333333333e+00,  4.761843150139304e-02,  2.655613701083626e-02,  2.472162993903754e-01,  2.275262193749701e-01, -1.231016369700141e-01,  5.887384886058874e-02
  1.291666666666667e+00,  4.757242796610813e-02,  2.653470371169542e-02,  2.472681861502467e-01,  2.276090527384701e-01, -1.232115924918598e-01,  5.893352083128359e-02
  1.300000000000000e+00,  4.753435107051476e-02,  2.652634939127552e-02,  2.473096251724515e-01,  2.276965426160970e-01, -1.233249378293861e-01,  5.898487665910702e-02
  1.308333333333333e+00,  4.750863852562510e-02,  2.653134292784487e-02,  2.473405998766879e-01,  2.277906498327764e-01, -1.234436175730547e-01,  5.903024467137516e-02
  1.316666666666667e+00,  4.749733724646660e-02,  2.654915638905653e-02,  2.473622272431909e-01,  2.278920856372468e-01, -1.235689729905656e-01,  5.907188339295445e-02
  1.325000000000000e+00,  4.750142172902774e-02,  2.657831058052174e-02,  2.473755612005947e-01,  2.280004405390163e-01, -1.237016012769145e-01,  5.911238608960843e-02
  1.333333333333333e+00,  4.752094992211366e-02,  2.661642327668789e-02,  2.473810900096478e-01,  2.281141548862607e-01, -1.238411562173425e-01,  5.915486322982390e-02
  1.341666666666667e+00,  4.755526790360364e-02,  2.666048884413352e-02,  2.473789564785678e-01,  2.282307100855145e-01, -1.239862185973222e-01,  5.920246222795229e-02
  1.350000000000000e+00,  4.760332635070313e-02,  2.670732552951915e-02,  2.473691779604606e-01,  2.283470571327933e-01, -1.241345423753300e-01,  5.925799636909004e-02
  1.358333333333333e+00,  4.766388189690790e-02,  2.675400005360284e-02,  2.473515082263652e-01,  2.284600333641875e-01, -1.242835790029714e-01,  5.932407842847202e-02
  1.366666666666667e+00,  4.773550610591515e-02,  2.679808709721687e-02,  2.473253867862411e-01,  2.285665543128602e-01, -1.244308496274719e-01,  5.940312419338942e-02
  1.375000000000000e+00,  4.781660711980432e-02,  2.683773160208469e-02,  2.472904625723371e-01,  2.286638224300521e-01, -1.245740898719178e-01,  5.949670289532641e-02
  1.383333333333333e+00,  4.790817367115686e-02,  2.687157902292325e-02,  2.472469950851746e-01,  2.287504855097753e-01, -1.247118485690052e-01,  5.960564289244523e-02
  1.391666666666667e+00,  4.800397818271832e-02,  2.689858473140050e-02,  2.471977074213176e-01,  2.288240684198588e-01, -1.248417905649093e-01,  5.972637469637064e-02
  1.400000000000000e+00,  4.810476719358896e-02,  2.691807661924139e-02,  2.471450114048685e-01,  2.288849245856735e-01, -1.249633577865162e-01,  5.985657712182511e-02
  1.408333333333333e+00,  4.820928017937309e-02,  2.692963261271775e-02,  2.470918009961253e-01,  2.289333007402250e-01, -1.250760004081242e-01,  5.999262488742192e-02
  1.416666666666667e+00,  4.831616057710149e-02,  2.693305255508771e-02,  2.470407350473049e-01,  2.289697056205680e-01, -1.251795875687759e-01,  6.013097396871047e-02
  1.425000000000000e+00,  4.842398599351334e-02,  2.692831436130416e-02,  2.469940865129502e-01,  2.289948499164726e-01, -1.252743304893304e-01,  6.026847334181822e-02
  1.433333333333333e+00,  4.853134438746792e-02,  2.691555434689730e-02,  2.469537823825626e-01,  2.290095963697846e-01, -1.253605950125601e-01,  6.040229549252359e-02
  1.441666666666667e+00,  4.863688290189334e-02,  2.689502386615450e-02,  2.469214960256689e-01,  2.290148201785869e-01, -1.254387403971808e-01,  6.052980886024140e-02
  1.450000000000000e+00,  4.873926633814891e-02,  2.686704078162849e-02,  2.468987405489884e-01,  2.290112118555695e-01, -1.255089893326885e-01,  6.064856420431475e-02
  1.458333333333333e+00,  4.883713339867536e-02,  2.683202972448950e-02,  2.468870107111775e-01,  2.289992322407128e-01, -1.255714055546571e-01,  6.075629556878207e-02
  1.466666666666667e+00,  4.892921106569012e-02,  2.679064649903307e-02,  2.468877628020275e-01,  2.289793889527706e-01, -1.256260883793161e-01,  6.085097950737458e-02
  1.475000000000000e+00,  4.901455323869074e-02,  2.674385244571864e-02,  2.469020385990158e-01,  2.289526629494068e-01, -1.256734283767236e-01,  6.093106444959869e-02
  1.483333333333333e+00,  4.909269778270407e-02,  2.669285347994466e-02,  2.469300356093762e-01,  2.289207763772953e-01, -1.257141934245397e-01,  6.099577101311159e-02
  1.491666666666667e+00,  4.916371101498951e-02,  2.663896248957109e-02,  2.469709658419111e-01,  2.288862656405320e-01, -1.257495047815315e-01,  6.104532334725423e-02
  1.500000000000000e+00,  4.922820030646842e-02,  2.658348374859631e-02,  2.470231365363653e-01,  2.288524160360262e-01, -1.257808914851395e-01,  6.108106773750067e-02
  1.508333333333333e+00,  4.928711027017543e-02,  2.652764562736931e-02,  2.470841839210203e-01,  2.288228990200928e-01, -1.258103498433356e-01,  6.110539995195179e-02
  1.516666666666667e+00,  4.934106414182346e-02,  2.647256624281491e-02,  2.471516031262048e-01,  2.288010457369408e-01, -1.258402997033622e-01,  6.112149266404714e-02
  1.525000000000000e+00,  4.938963486134898e-02,  2.641925218155383e-02,  2.472233925133765e-01,  2.287891432133786e-01, -1.258734793959584e-01,  6.113298135360570e-02
  1.533333333333333e+00,  4.943142675354970e-02,  2.636866519191572e-02,  2.472982361692436e-01,  2.287882999662708e-01, -1.259126915011304e-01,  6.114358605699722e-02
  1.541666666666667e+00,  4.946508326796500e-02,  2.632186072793075e-02,  2.473751183910369e-01,  2.287988953053372e-01, -1.259603853225993e-01,  6.115653745000663e-02
  1.550000000000000e+00,  4.948871836125684e-02,  2.628004546145091e-02,  2.474529569950017e-01,  2.288207031567791e-01, -1.260182135107950e-01,  6.117383990583828e-02
  1.558333333333333e+00,  4.950605062335813e-02,  2.624445204994608e-02,  2.475306444173214e-01,  2.288542710911655e-01, -1.260874695096063e-01,  6.119707163674903e-02
  1.566666666666667e+00,  4.951626401376807e-02,  2.621611495368570e-02,  2.476074912813541e-01,  2.288986427955552e-01, -1.261684533459756e-01,  6.122606979630753e-02
  1.575000000000000e+00,  4.952011416796259e-02,  2.619569988749570e-02,  2.476832694436745e-01,  2.289527249891262e-01, -1.262612537224599e-01,  6.126025404432001e-02
  1.583333333333333e+00,  4.951789376193809e-02,  2.618336698440071e-02,  2.477580589201088e-01,  2.290148550057387e-01, -1.263657492730557e-01,  6.129906897991531e-02
  1.591666666666667e+00,  4.950914730385297e-02,  2.617871512120029e-02,  2.478320772920189e-01,  2.290827659223697e-01, -1.264814794107929e-01,  6.134244746514523e-02
