Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
3.708367	1.13	10.62	214.95	-55.23	12.12	2.8	2.9903	0.1321
3.716667	-2.2	4.37	213.98	-58.41	12.01	-0.91	2.9818	0.138
3.725067	-5.83	-1.94	215.45	-62.62	11.91	-5.51	2.9953	0.1451
3.733367	-8.46	-6.42	219.87	-67.86	13.57	-9.75	3.0088	0.1523
3.741667	-9.82	-8.88	226.89	-74.31	16.98	-13.8	3.024	0.1606
3.750067	-9.34	-9.57	239.14	-81.05	21.14	-17.81	3.0399	0.1694
3.758367	-6.81	-7.82	259.47	-88.7	26.6	-21.72	3.0427	0.1793
3.766667	-4.04	-5.41	281.97	-97.29	32.76	-25.18	3.0226	0.1911
3.775067	-2.05	-3.79	300.86	-104.56	39.19	-26.34	3.0031	0.2032
3.783367	-0.7	-2.92	316.06	-109.71	46.23	-24.94	2.9918	0.2187
3.791667	0.47	-2.5	331.07	-112.74	54.91	-23.21	2.9806	0.2341
3.800067	0.61	-3.91	344.3	-114.16	63.64	-22.75	2.9943	0.2482
3.808367	0.03	-5.93	354.28	-113.51	70.78	-22.9	3.0197	0.2617
3.816667	-1.65	-7.69	359.04	-111.78	76.97	-23.31	3.0399	0.2749
3.825067	-4.52	-9.57	358.86	-109.5	82.28	-23.94	3.0328	0.287
3.833367	-7.13	-11.04	360.56	-108.41	87.5	-25.04	3.0257	0.2991
3.841667	-8.61	-11.26	366.91	-108.49	92.9	-26.79	3.03	0.3101
3.850067	-8.38	-12.13	376.27	-107.27	99.06	-29.4	3.038	0.3209
3.858367	-7.22	-15.09	384.07	-104.57	104.23	-31.63	3.0381	0.3312
3.866667	-5.39	-18.19	390.26	-102.03	107.96	-33.24	3.0135	0.3404
3.875067	-3.42	-21.05	396.16	-101.48	111.7	-34.68	2.9889	0.3495
3.883367	-1.43	-24.05	402.17	-103.12	116	-36.15	3.0108	0.3576
3.891667	0.81	-27.27	408.28	-104.96	120.28	-36.77	3.0415	0.3655
3.900067	3.67	-29.53	413.6	-105.15	124.32	-36.59	3.0488	0.3724
3.908367	7.75	-31.03	418.94	-103.05	128.66	-35.61	3.0379	0.3785
3.916667	12.63	-30.18	425.52	-100.83	132.66	-33.39	3.0269	0.3845
3.925067	17.87	-26.65	433.22	-99.31	136.09	-29.91	3.0175	0.3902
3.933367	21.62	-22.2	439.82	-99.28	139.12	-26.08	3.0083	0.3959
3.941667	24.06	-18.38	445.37	-99.47	142.06	-22.06	3.0103	0.4016
3.950067	25.88	-15	450.34	-100.47	144.67	-18.31	3.0187	0.4071
3.958367	27.23	-11.51	454.67	-103.95	147.37	-15.87	3.0249	0.4126
3.966667	27.98	-8.33	458.62	-108.83	150.36	-14.64	3.0157	0.4171
3.975067	27.02	-7.04	462.51	-110.97	153.73	-13.82	3.0066	0.4217
3.983367	24.01	-7.52	465.9	-110.72	157.21	-13.38	3.0114	0.4253
3.991667	19.94	-8.41	467	-110.48	160.65	-13.07	3.0217	0.4285
4.000067	16.98	-9.78	467.88	-108.06	164.32	-12.22	3.0304	0.4314
4.008367	15.31	-11.18	469.29	-103.63	167.78	-11.25	3.0326	0.4336
4.016667	14.5	-12.16	471.89	-96.81	170.64	-10.34	3.0348	0.4358
4.025067	14.28	-12.77	475.5	-87.37	173	-9.33	3.0394	0.436
4.033367	13.94	-12.1	478.84	-78.5	175.24	-7.37	3.0441	0.436
4.041667	13.99	-8.36	480.8	-75	176.73	-5.23	3.0478	0.435
4.050067	14.67	-2.74	481.12	-76.76	177.36	-4.2	3.0499	0.4325
4.058367	15.45	2.56	481.72	-80.98	177.26	-5.29	3.052	0.43
4.066667	16.06	7.72	482.84	-87.15	176.53	-8.16	3.0428	0.4254
4.075067	15.43	13.39	483.96	-93.96	175.99	-10.94	3.0337	0.4208
4.083367	13.31	18.93	483.92	-101.17	176.3	-13	3.0178	0.4153
4.091667	11.23	23.21	485.1	-109.04	176.43	-15.07	2.9973	0.409
4.100067	10.76	25.24	489.61	-115.71	175.34	-18.53	2.9807	0.403
4.108367	10.99	24.79	496.53	-120.91	173.13	-23.33	2.9791	0.3983
4.116667	9.29	22.51	503.81	-124.06	170.1	-28.05	2.9775	0.3935
4.125067	5.49	19.2	511.64	-125.22	166.32	-31.83	2.9821	0.3906
4.133367	1.85	16.99	519.66	-126.02	163.55	-34.15	2.9896	0.3885
4.141667	-0.12	15.51	527.54	-128.02	162	-36.17	2.9956	0.3867
4.150067	-0.4	13.4	535.75	-130.53	160.66	-38.31	2.9975	0.3855
4.158367	-0.55	10.89	542.26	-132.8	159.9	-40.11	2.9995	0.3843
4.166667	-1.33	8.62	546.1	-134.78	160.21	-41.26	3.0091	0.3844
4.175067	-2.25	8.1	549.78	-137.44	161.59	-42.11	3.0212	0.3848
4.183367	-0.95	9.9	555.62	-141.45	163.83	-42.8	3.031	0.3855
4.191667	2.03	13.09	560.67	-146.35	166	-43.44	3.0393	0.3863
4.200067	4.44	14.84	563.84	-150.56	165.81	-44.94	3.0452	0.387
4.208367	5.48	14.36	565.34	-153.77	162.73	-47.65	3.0227	0.387
4.216667	4.47	12.7	565.37	-157.27	158.15	-51.45	3.0002	0.387
4.225067	1.39	10.77	563.6	-161.54	152.76	-56.08	3.0076	0.3859
4.233367	-1.69	9.59	564.93	-163.83	147.98	-59.68	3.029	0.3843
4.241667	-3.71	8.23	569.31	-162.6	144.2	-61.36	3.0433	0.3825
4.250067	-5.61	5.45	572.37	-157.97	141.11	-61.55	3.0204	0.3791
4.258367	-7.88	0.86	572.36	-150.54	139.28	-60.6	2.9975	0.3758
4.266667	-10.15	-4.91	571.02	-140.57	139.2	-58.43	2.9863	0.3723
4.275067	-10.6	-9.48	572.46	-128.46	141.07	-54.48	2.9789	0.3688
4.283367	-8.54	-12.54	575.99	-113.61	144.52	-48.47	2.9884	0.3668
4.291667	-4.5	-13.76	580.88	-97.61	149.56	-40.96	3.0163	0.3664
4.300067	-1.57	-13.54	580.54	-86.49	154.8	-35.04	3.0402	0.3662
4.308367	-0.3	-12.62	573.4	-80.76	159.57	-31.19	3.0173	0.3687
4.316667	0.71	-11.73	564.01	-78.46	163.08	-28.58	2.9945	0.3713
4.325067	2.48	-9.57	557.1	-79.47	165.67	-26.77	2.986	0.3749
4.333367	4.47	-7.1	553.59	-82.56	167.19	-25.54	3.0077	0.3809
4.341667	4.79	-7.13	550	-86.55	167.29	-25.24	3.0269	0.3871
4.350067	3.44	-9.1	546.78	-91.52	166.42	-25.78	3.0324	0.3943
4.358367	0.88	-11.64	546.12	-96.14	166	-26.3	3.038	0.4014
4.366667	-1.81	-15.46	549.59	-97.05	165.99	-25.55	3.0389	0.4085
4.375067	-3.63	-19.24	558.91	-97.08	165.47	-24.71	3.0373	0.4156
4.383367	-5.02	-20.97	573.99	-98.17	165.51	-24.26	3.0361	0.4222
4.391667	-6.27	-20.56	592.24	-100.43	165.9	-24.07	3.0365	0.427
4.400067	-7.65	-16.98	606.9	-105.29	166.33	-24.13	3.037	0.4318
4.408367	-8.92	-9.88	617.34	-113.33	166.87	-24.56	3.0319	0.4349
4.416667	-9.76	-1.99	625.26	-122.01	167.11	-24.88	3.0266	0.4379
4.425067	-10.13	4.97	629.22	-131.06	165.59	-25.38	3.0248	0.4399
4.433367	-9.66	9.52	627.91	-139.81	161.99	-26.9	3.0305	0.4394
4.441667	-9.22	9.85	618.82	-145.36	157.23	-28.79	3.0355	0.4388
4.450067	-8.81	6.29	602.47	-147.74	151.8	-30.85	3.0221	0.4342
4.458367	-7.87	1.47	585.68	-147.67	149.17	-32.1	3.0088	0.4297
4.466667	-5.75	-4.86	573.91	-144.93	149.77	-32.8	2.9974	0.4242
4.475067	-2	-10.98	569.11	-140.86	152.07	-33.63	2.9871	0.4182
4.483367	3.25	-14.1	569.9	-138.38	155.43	-35.42	2.981	0.4123
4.491667	9.23	-15.42	574.32	-136.08	159.91	-37.49	3.006	0.4065
4.500067	14.56	-15.03	581.2	-132.83	165.9	-38.16	3.031	0.4006
4.508367	19.06	-12.08	591.27	-129.03	173.6	-36.95	3.0156	0.3965
4.516667	22.77	-7.45	605.14	-124.52	182.03	-33.89	2.9844	0.393
4.525067	25.47	-4	618.85	-118.44	187.8	-30.04	2.9757	0.3902
4.533367	27.21	-0.54	631.86	-112.89	190.6	-26.58	2.9954	0.3883
4.541667	27.56	2.39	641.61	-108.56	191.64	-23.92	3.0151	0.3864
4.550067	26.36	4.15	647.33	-105	191.51	-21.8	3.0085	0.3864
4.558367	24.21	3.09	647.22	-99.71	191.56	-19	2.9953	0.3868
4.566667	22.12	0.73	643.8	-94.52	191.7	-16.35	2.9997	0.3884
4.575067	19.36	-1.92	637.95	-91.4	190.18	-15.17	3.0204	0.3912
4.583367	15.34	-3.71	629.09	-91.73	186.35	-16.48	3.041	0.394
4.591667	10.15	-4.4	617.37	-95.56	180.51	-20.19	3.0106	0.3965
4.600067	4.91	-3.83	608.69	-101.26	174.97	-23.82	2.9802	0.399
4.608367	-0.43	-3.09	603.56	-106.91	170.04	-26.29	2.9766	0.4002
4.616667	-4.18	-3.29	597.3	-109.09	165.92	-27.21	2.9909	0.4006
4.625067	-5.39	-2.05	591.48	-110.12	161.32	-28.31	3.0054	0.401
4.633367	-4.8	0.39	586.23	-111.01	155.77	-30.06	3.0224	0.4006
4.641667	-5.6	1.7	581.52	-115.09	148.45	-33.62	3.0395	0.4001
4.650067	-7.33	1.24	576.75	-121.04	140.52	-38.11	3.024	0.3995
4.658367	-7.33	-0.75	573.57	-122.31	135.44	-40.48	2.993	0.3987
4.666667	-6.77	-5.59	566.66	-118.39	131.22	-42.08	2.9694	0.3977
4.675067	-5.45	-11.23	555.67	-112.21	127.8	-43.23	2.9847	0.3959
4.683367	-4.81	-14.37	544.88	-110.3	124.94	-44.71	3	0.394
4.691667	-5.69	-14.69	536.74	-113.9	122.48	-46.69	3.0087	0.3936
4.700067	-7.78	-14.63	534.12	-118.1	120.39	-48.58	3.0175	0.3932
4.708367	-7.14	-12.84	536.16	-117.55	121.26	-47.91	3.0134	0.3932
4.716667	-4.03	-9.66	541.77	-112.38	125.03	-44.44	2.9955	0.3936
4.725067	-1.37	-5.72	547.95	-109.18	128.07	-41.12	2.9811	0.3941
4.733367	0.9	-0.85	554.24	-108.41	130.55	-38.07	3.0073	0.3957
4.741667	2.94	3.85	558.56	-109.51	133.48	-35.6	3.0335	0.3973
4.750067	4.51	6.16	561.3	-109.34	136.91	-33.34	3.027	0.3987
4.758367	5.94	6.45	563.59	-105.01	140.39	-30.56	2.9949	0.4
4.766667	7.8	7.44	563.22	-98.61	144.15	-26.96	2.9727	0.4009
4.775067	9.89	7.81	559.2	-91.57	147.81	-22.91	3.0021	0.4005
4.783367	12.22	6.46	551.58	-85.33	150.98	-19.04	3.0314	0.4001
4.791667	14.96	3.64	541.24	-79.79	153.7	-15.55	3.0432	0.3988
4.800067	17.42	0.37	529.68	-74.33	156.52	-12.28	3.045	0.397
4.808367	19.22	-4.22	519.37	-66.61	158.49	-8.57	3.0399	0.395
4.816667	20.22	-9.32	511.93	-58.96	158.85	-5.75	3.0272	0.3931
4.825067	20.04	-14.43	507.22	-56.5	157.47	-5.58	3.0145	0.3911
4.833367	18.55	-19.63	504.38	-60.9	154.68	-8.39	3.0272	0.3914
4.841667	16.54	-24.24	502.87	-67.45	152.21	-12.09	3.041	0.3918
4.850067	14.27	-26.82	503.73	-74.59	150.5	-16.28	3.0361	0.3927
4.858367	11.28	-27.45	506.89	-82.67	149.04	-20.92	3.0167	0.3939
4.866667	7.95	-27.37	511.23	-92.07	146.85	-26.01	2.9976	0.3951
4.875067	5	-26.54	515.72	-101.79	144.62	-31.24	2.9867	0.3967
4.883367	3.76	-25.69	516.95	-107.7	144.46	-34.73	2.9759	0.3984
4.891667	4.34	-25.45	513.66	-107.94	146.98	-35.46	2.9813	0.4001
4.900067	4.42	-25.78	510.01	-106.29	149.47	-34.29	2.9957	0.4019
4.908367	3.33	-26.05	507.71	-106.2	150.47	-33.01	3	0.4038
4.916667	1.48	-26.17	505.9	-107.2	150.29	-31.61	2.9863	0.4058
4.925067	0.97	-25.63	501.19	-107.11	150.66	-30.14	2.9725	0.4079
4.933367	2.06	-24.38	493.87	-105.79	151.85	-28.62	2.9932	0.4087
4.941667	4.01	-22.01	490.17	-105.78	153.23	-27.23	3.0153	0.4094
4.950067	5.61	-18.65	491.88	-108.85	153.49	-26.55	3.0276	0.4101
4.958367	5.43	-15.14	495.27	-115.2	152.07	-26.82	3.0008	0.4106
4.966667	4.43	-12.3	492.78	-121.38	151.12	-27.51	2.9761	0.411
4.975067	3.53	-9.8	486.23	-126.73	150.71	-28.35	3.0031	0.411
4.983367	4.88	-6.78	482.82	-130.12	150.37	-28.63	3.03	0.411
4.991667	6.79	-3.66	486	-133.39	148.88	-28.36	3.0318	0.4099
5.000067	8.28	-1.12	492.56	-136.45	146.91	-27.81	3.0103	0.4077
5.008367	8.98	0.11	496.11	-137.76	144.65	-27.19	2.9964	0.4057
5.016667	8.97	0.21	495.15	-137.4	142.27	-26.09	3.0063	0.4045
5.025067	9.85	0.41	490.23	-135.36	140.73	-23.32	3.0162	0.4033
5.033367	12.93	1.51	484.8	-131.45	140.56	-18.64	3.022	0.403
5.041667	17.44	3.11	482.93	-125.13	141.4	-12.96	3.0262	0.403
5.050067	20.81	4.21	479.83	-117.72	143.31	-7.17	3.0216	0.4035
5.058367	23.2	4.71	475.07	-109.58	145.8	-1.17	2.9986	0.4051
5.066667	25.9	5.13	471	-101.28	147.43	5.45	2.9756	0.4067
5.075067	29.14	5.68	468.47	-92.94	147.99	12.68	2.9723	0.408
5.083367	31.62	5.82	466.65	-85.46	147.81	19.11	2.974	0.4093
5.091667	33.19	5.18	468.74	-78.64	146.5	23.86	2.9746	0.4105
5.100067	33.53	3.4	475.6	-72.72	144.18	26.89	2.9738	0.4118
5.108367	32.42	0.34	481.74	-68.9	141.32	28.9	2.9767	0.4132
5.116667	29.87	-3.81	485.62	-67.52	137.99	30.02	3.0077	0.4148
5.125067	25.93	-6.91	487.38	-69.28	134.33	29.86	3.0386	0.4164
5.133367	20.33	-8.81	487.64	-73.66	131.06	28.28	3.0474	0.4177
5.141667	14.85	-10.06	489.21	-78.96	128.65	26.16	3.0415	0.4189
5.150067	11.45	-10.6	495.58	-83.47	126.85	24.83	3.0356	0.4199
5.158367	9.56	-10.56	504.71	-87.07	125.5	23.57	3.0301	0.4186
5.166667	8.6	-9.82	512.71	-89.37	124.26	21.29	3.0247	0.4174
5.175067	8.79	-8.14	519.01	-90.22	123.05	18.03	3.0278	0.4155
5.183367	10.54	-4.5	524.89	-91.45	120.89	15.79	3.0348	0.4133
5.191667	13.65	-0.92	530.65	-91.99	118.14	14.88	3.0365	0.411
5.200067	17.97	1.63	535.37	-90.96	115.71	14.8	3.0302	0.4085
5.208367	21.78	2.67	535.59	-88.96	114.02	14.2	3.024	0.406
5.216667	24.31	2.5	530.13	-86.7	112.83	12.75	3.0375	0.4028
5.225067	26.71	3.48	522.97	-83.74	111.39	12.58	3.051	0.3997
5.233367	29.9	5.94	517.23	-80.22	109.88	14.83	3.0483	0.394
5.241667	32.7	8.14	509.79	-76.88	108.24	18.51	3.028	0.3857
5.250067	33.76	7.55	496.89	-72.36	107.46	20.81	3.0078	0.3773
5.258367	33.1	4.22	478.88	-66.68	107.58	21.72	3.0258	0.369
5.266667	31.12	0.34	465.05	-61.15	108.62	21.24	3.0454	0.3607
5.275067	27.96	-3.02	456.38	-56.74	109.63	19.9	3.0438	0.3519
5.283367	25.16	-3.7	449.28	-53.54	110.66	19.47	3.0255	0.3428
5.291667	22.37	-3.62	441.3	-52.16	112.61	18.73	3.0083	0.3337
5.300067	19.23	-3.64	432.33	-52.94	114.8	17.1	3.0147	0.3268
5.308367	15.83	-4.46	425.47	-56.22	114.91	13.85	3.0212	0.3198
5.316667	13.06	-4.75	423.16	-61.42	113	9.77	3.0347	0.3153
5.325067	9.86	-3.44	422.56	-69.24	109.85	5.05	3.0491	0.3112
5.333367	5.76	-1.53	414.81	-79.4	104.69	0.25	3.0562	0.3074
5.341667	1.77	0.88	401.99	-90.38	97.76	-4.14	3.0404	0.3049
5.350067	-1.45	1.46	392.08	-98.87	89.48	-8.79	3.0245	0.3024
5.358367	-4.33	0.06	385.45	-104.78	79.99	-13.88	3.019	0.3003
5.366667	-7.53	-1.87	381.48	-107.46	70.7	-18.53	3.0154	0.2983
5.375067	-9.98	-1.9	380.24	-105.88	63.96	-21.02	3.0124	0.2958
5.383367	-12.21	-1.43	380.02	-103.03	59.39	-22.67	3.0106	0.2921
5.391667	-13.43	-2.36	382.37	-99.88	55.97	-24.4	3.0137	0.2882
5.400067	-13.06	-4.45	387.4	-96.18	53.38	-25.91	3.0431	0.2835
5.408367	-10.92	-6.2	391.88	-93.06	50.86	-26.72	3.0724	0.2787
5.416667	-9.19	-7.45	391.41	-93.77	47.94	-27.9	3.083	0.2741
5.425067	-8.24	-8.99	386.16	-95.7	45.06	-28.58	3.083	0.2695
5.433367	-7.27	-11.8	376.75	-98.13	41.77	-28.74	3.0757	0.2651
5.441667	-5.9	-15.11	364.14	-101.59	38.54	-28.58	3.0451	0.2616
5.450067	-2.78	-15.93	352.02	-104.14	36.76	-27.19	3.0146	0.258
5.458367	2.39	-13.48	341.36	-104.09	36.63	-23.84	3.0105	0.2543
5.466667	7.17	-11.87	330.88	-100.83	36.72	-19.49	3.0168	0.2505
5.475067	9.82	-13.44	321.35	-94.54	37.13	-15.32	3.0266	0.2475
5.483367	10.57	-15.81	312.27	-87.88	37.43	-12.12	3.044	0.2459
5.491667	10.1	-17	303.31	-85	36.77	-11.26	3.0615	0.2443
5.500067	8.64	-16.74	294.47	-86.94	34.94	-13.11	3.072	0.244
5.508367	6.33	-15.93	285.72	-89.25	32.77	-15.29	3.0808	0.244
5.516667	2.4	-16.19	275.19	-90.32	29.43	-17.11	3.0817	0.2442
5.525067	-2.76	-17.96	262.67	-91.04	24.74	-18.97	3.0781	0.2446
5.533367	-6.98	-17.75	249.7	-92.52	20.25	-20.36	3.0744	0.245
5.541667	-9.47	-14.42	237.64	-94.74	16.6	-21.09	3.0524	0.245
5.550067	-9.42	-9.53	230.78	-94.31	15.16	-20.25	3.0279	0.245
5.558367	-6.96	-4.4	229.42	-89.74	16.19	-17.36	3.019	0.2447
5.566667	-3.51	-0.4	229.7	-81.88	18.72	-12.83	3.0162	0.2443
5.575067	0.05	2.27	229.76	-74.87	21.17	-8.91	3.0173	0.2438
