---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.UpdData = 1773
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FileName = "..\Trials\jw_stairupf1\FullBody-jw_stairupf1-euler-rightfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
6.116666666666666e+000 -9.694141980690875e-002 2.630370371968318e-001 7.452975887367089e-001 1.261457779433591e+000 -9.028911277359719e-002 3.045223743626224e+000 -2.527888390595552e-001 3.273418035955777e-001 7.333571726888792e-001 -3.006323195085718e-001 2.726849954781843e-001 7.182558410756170e-001
6.125000000000000e+000 -1.054416916555908e-001 2.634685921238262e-001 7.440398001709047e-001 1.268641512248375e+000 -9.153070174999733e-002 3.046566912613969e+000 -2.614400899693812e-001 3.273780989177966e-001 7.319497518010208e-001 -3.092028430004158e-001 2.725218203012347e-001 7.173236234414975e-001
6.133333333333333e+000 -1.134771098102898e-001 2.639012799356511e-001 7.427078599482545e-001 1.275837031986545e+000 -9.108852634510889e-002 3.048246620913652e+000 -2.696271347276774e-001 3.273579659474196e-001 7.301973314459976e-001 -3.172648728808336e-001 2.722867746850011e-001 7.159767369387284e-001
6.141666666666667e+000 -1.210193427624241e-001 2.643224657821073e-001 7.412996547581661e-001 1.282931648697690e+000 -8.903131042393508e-002 3.050214759350028e+000 -2.773161527332350e-001 3.272791657582752e-001 7.281142186348626e-001 -3.247904387671928e-001 2.719824823490828e-001 7.142259328853455e-001
6.150000000000000e+000 -1.280434056094353e-001 2.647184892455913e-001 7.398139453723353e-001 1.289804884103577e+000 -8.547024109881996e-002 3.052416297573348e+000 -2.844758246919933e-001 3.271399123105731e-001 7.257228557329848e-001 -3.317546238687920e-001 2.716123025371072e-001 7.120914503470257e-001
6.158333333333333e+000 -1.345289249407616e-001 2.650752711666399e-001 7.382513022095786e-001 1.296333239350897e+000 -8.054800644896054e-002 3.054792326946691e+000 -2.910792000138601e-001 3.269389139689171e-001 7.230527602245012e-001 -3.381370159747356e-001 2.711800843499963e-001 7.096017235331805e-001
6.166666666666666e+000 -1.404614942809449e-001 2.653789463286763e-001 7.366150402633667e-001 1.302394703123127e+000 -7.442722283159098e-002 3.057282382677311e+000 -2.971055992295285e-001 3.266755321780981e-001 7.201393747907893e-001 -3.439232793066014e-001 2.706901127313217e-001 7.067919723049085e-001
6.175000000000000e+000 -1.458340753820707e-001 2.656164346115487e-001 7.349119549577596e-001 1.307871546094852e+000 -6.728131025993900e-002 3.059824910869513e+000 -3.025423967240324e-001 3.263501876122815e-001 7.170231910727634e-001 -3.491067941411021e-001 2.701474545402882e-001 7.037030859690422e-001
6.183333333333333e+000 -1.506482664896733e-001 2.657759549714865e-001 7.331527414264635e-001 1.312652676360108e+000 -5.928816890673705e-002 3.062356821619354e+000 -3.073865469421320e-001 3.259648395264428e-001 7.137490247325087e-001 -3.536901642227947e-001 2.695584548858527e-001 7.003807671775972e-001
6.191666666666666e+000 -1.549152470162051e-001 2.658475621887327e-001 7.313521684305965e-001 1.316636710627416e+000 -5.062446955804956e-002 3.064814193954581e+000 -3.116457437867546e-001 3.255232627978842e-001 7.103651070935161e-001 -3.576863246714881e-001 2.689309843328303e-001 6.968745755442838e-001
6.200000000000000e+000 -1.586562822390004e-001 2.658238138076229e-001 7.295291368562715e-001 1.319734690416474e+000 -4.145809884686225e-002 3.067134957015790e+000 -3.153390684954567e-001 3.250311329282975e-001 7.069217827837812e-001 -3.611190201510445e-001 2.682744211107884e-001 6.932364913500196e-001
6.208333333333333e+000 -1.619026262033501e-001 2.657006896971957e-001 7.277066322547937e-001 1.321872002642924e+000 -3.193863293092858e-002 3.069263256252572e+000 -3.184969130579405e-001 3.244961093211914e-001 7.034698304764403e-001 -3.640224409072171e-001 2.675995745203376e-001 6.895189827154371e-001
6.216666666666667e+000 -1.646946343709204e-001 2.654787080043812e-001 7.259113678017748e-001 1.322990397851857e+000 -2.218947543547167e-002 3.071154852289808e+000 -3.211600372465379e-001 3.239279555534890e-001 7.000587515199261e-001 -3.664399436483810e-001 2.669186019826188e-001 6.857731226145344e-001
6.225000000000000e+000 -1.670800158491332e-001 2.651639270092016e-001 7.241727525446357e-001 1.323050922453583e+000 -1.230671724172905e-002 3.072782554928906e+000 -3.233778162532082e-001 3.233385408333305e-001 6.967354330698019e-001 -3.684220369926925e-001 2.662447950476821e-001 6.820474147661948e-001
6.233333333333333e+000 -1.691112129353587e-001 2.647685494153597e-001 7.225209621013452e-001 1.322037414854987e+000 -2.365800939781781e-003 3.074140485751783e+000 -3.252057346845085e-001 3.227416528837527e-001 6.935431402568740e-001 -3.700237886288913e-001 2.655922172991883e-001 6.783872976687883e-001
6.241666666666666e+000 -1.708419873740599e-001 2.643109291356378e-001 7.209842668930633e-001 1.319958333706141e+000 7.568383738343343e-003 3.075245536979204e+000 -3.267020877463642e-001 3.221527427924755e-001 6.905203815609919e-001 -3.713016687103428e-001 2.649754085946168e-001 6.748345489909746e-001
6.250000000000000e+000 -1.723237330415739e-001 2.638146674823039e-001 7.195860840403959e-001 1.316845173958518e+000 1.743308190765713e-002 3.076134364179529e+000 -3.279242033934872e-001 3.215885871942150e-001 6.876993715712858e-001 -3.723101685722448e-001 2.644092298801410e-001 6.714259974942762e-001
6.258333333333333e+000 -1.736024460144083e-001 2.633064373593210e-001 7.183423102777813e-001 1.312748583826131e+000 2.716281763890893e-002 3.076855443407750e+000 -3.289250171993413e-001 3.210665279714148e-001 6.851042986391944e-001 -3.730990121622235e-001 2.639085090443984e-001 6.681917425665952e-001
6.266666666666667e+000 -1.747171554434364e-001 2.628124878833157e-001 7.172594326558102e-001 1.307733871155648e+000 3.668836910055084e-002 3.077457326792684e+000 -3.297508164835410e-001 3.206029932773740e-001 6.827497813173226e-001 -3.737116881201722e-001 2.634871173972225e-001 6.651533612569380e-001
6.275000000000000e+000 -1.757000136559362e-001 2.623544963148096e-001 7.163338266025472e-001 1.301877789468656e+000 4.593977624262080e-002 3.077976503563243e+000 -3.304404896925472e-001 3.202113635225766e-001 6.806398131329398e-001 -3.741854210767802e-001 2.631563633657848e-001 6.623225140184973e-001
6.283333333333333e+000 -1.765774798090254e-001 2.619460191101896e-001 7.155525004882003e-001 1.295270061360203e+000 5.485166216139725e-002 3.078429887399203e+000 -3.310260181341718e-001 3.198995572538233e-001 6.787675710936387e-001 -3.745520578475118e-001 2.629228058453999e-001 6.597006054890600e-001
6.291666666666666e+000 -1.773716584076789e-001 2.615906564462050e-001 7.148953204584899e-001 1.288019597008850e+000 6.336779686376692e-002 3.078814603481744e+000 -3.315335154381174e-001 3.196680648844930e-001 6.771166085863045e-001 -3.748390831575262e-001 2.627861005487233e-001 6.572801409230675e-001
6.300000000000000e+000 -1.781011349660100e-001 2.612823916789461e-001 7.143383554748896e-001 1.280258377545329e+000 7.144326628301467e-002 3.079113605744507e+000 -3.319841572795622e-001 3.195093451336099e-001 6.756636616850492e-001 -3.750702071044367e-001 2.627379800228408e-001 6.550476502982922e-001
6.308333333333334e+000 -1.787811147468789e-001 2.610079054381324e-001 7.138573751444514e-001 1.272135819247706e+000 7.904392749874512e-002 3.079303874113735e+000 -3.323946898536457e-001 3.194090883074675e-001 6.743824972208544e-001 -3.752653692825849e-001 2.627631576096528e-001 6.529871965164884e-001
6.316666666666666e+000 -1.794230111761428e-001 2.607501687126463e-001 7.134304659774853e-001 1.263804777400352e+000 8.614356636624132e-002 3.079364164112458e+000 -3.327775227151912e-001 3.193490599940113e-001 6.732476545288406e-001 -3.754403243316148e-001 2.628420173484367e-001 6.510833814471531e-001
6.325000000000000e+000 -1.800339561481069e-001 2.604923470355883e-001 7.130395984907972e-001 1.255407767007392e+000 9.272098441434817e-002 3.079280531055351e+000 -3.331406908063311e-001 3.193105662353247e-001 6.722371537457753e-001 -3.756061971272841e-001 2.629540768414885e-001 6.493233503151299e-001
6.333333333333333e+000 -1.806167788544455e-001 2.602211650246030e-001 7.126716202137063e-001 1.247071094948259e+000 9.875962578013642e-002 3.079049807452263e+000 -3.334880968527166e-001 3.192774456650016e-001 6.713338595692711e-001 -3.757694127714850e-001 2.630809675683965e-001 6.476978344113512e-001
6.341666666666667e+000 -1.811706427635023e-001 2.599292355436956e-001 7.123188485847452e-001 1.238907897932593e+000 1.042497642315188e-001 3.078681956897360e+000 -3.338202330027460e-001 3.192379427300713e-001 6.705256140081481e-001 -3.759321705124162e-001 2.632081949502286e-001 6.462013957378817e-001
6.350000000000000e+000 -1.816921689786940e-001 2.596160642709113e-001 7.119790266760250e-001 1.231025084888907e+000 1.091911137403889e-001 3.078201115337097e+000 -3.341352761527273e-001 3.191853563667179e-001 6.698044713252759e-001 -3.760933932941809e-001 2.633256482391920e-001 6.448319879605324e-001
6.358333333333333e+000 -1.821767962524905e-001 2.592876114533067e-001 7.116545285355879e-001 1.223528346626333e+000 1.135941910241347e-001 3.077644144673719e+000 -3.344303239739203e-001 3.191176831948750e-001 6.691654662197251e-001 -3.762499864801882e-001 2.634272346386665e-001 6.435899842297239e-001
6.366666666666666e+000 -1.826201763479047e-001 2.589546113736841e-001 7.113510073820136e-001 1.216522361712461e+000 1.174805757950030e-001 3.077055808281443e+000 -3.347025270087358e-001 3.190366526127614e-001 6.686052293130096e-001 -3.763981798039845e-001 2.635101363883247e-001 6.424768147896184e-001
6.375000000000000e+000 -1.830193821983301e-001 2.586302115305224e-001 7.110757489839455e-001 1.210106545270963e+000 1.208831989940773e-001 3.076481339818141e+000 -3.349498921337044e-001 3.189465721982139e-001 6.681205235592689e-001 -3.765346490807670e-001 2.635740805471290e-001 6.414932692968598e-001
6.383333333333333e+000 -1.833736012863103e-001 2.583277103870613e-001 7.108359439590795e-001 1.204369502199886e+000 1.238466026129208e-001 3.075959311539405e+000 -3.351715907335793e-001 3.188532368742470e-001 6.677067699823094e-001 -3.766571118677304e-001 2.636206960203766e-001 6.406377197846360e-001
6.391666666666667e+000 -1.836840501999596e-001 2.580588921786969e-001 7.106371554424990e-001 1.199385338411624e+000 1.264247043262532e-001 3.075517272276936e+000 -3.353677477406113e-001 3.187629630682404e-001 6.673570643781762e-001 -3.767643367573172e-001 2.636528532881491e-001 6.399050384172575e-001
6.400000000000000e+000 -1.839532172323833e-001 2.578329007491271e-001 7.104822940628932e-001 1.195211768917007e+000 1.286738262755973e-001 3.075169888990345e+000 -3.355389022700216e-001 3.186817517399991e-001 6.670623443915351e-001 -3.768558494488317e-001 2.636740020496591e-001 6.392869440995677e-001
6.408333333333333e+000 -1.841839670935414e-001 2.576554589298081e-001 7.103712496858509e-001 1.191888362137844e+000 1.306433625141392e-001 3.074918175772058e+000 -3.356854974937291e-001 3.186146432923864e-001 6.668125681980822e-001 -3.769317024808775e-001 2.636876560340092e-001 6.387734498733749e-001
6.416666666666666e+000 -1.843791477847332e-001 2.575283990435055e-001 7.103011022031064e-001 1.189434082796210e+000 1.323693930822898e-001 3.074748987729667e+000 -3.358077664822231e-001 3.185653619431045e-001 6.665980450552831e-001 -3.769925596908417e-001 2.636971615379892e-001 6.383543040810752e-001
