---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.UpdData = 963
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FileName = "..\Trials\jw_2legsquat1\FullBody-jw_2legsquat1-euler-rightfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
1.250000000000000e+00 -1.347523181797947e-01 2.654791910978503e-01 8.445289807112012e-02 1.370117375309826e+00 9.691107804699750e-02 -1.510814827140129e+00 -1.715866677310397e-01 1.090009768971953e-01 3.741141460970787e-02 -1.083178691798605e-01 7.374352431557135e-02 2.114493268611546e-02
1.258333333333333e+00 -1.347652254806241e-01 2.655086492182364e-01 8.445253251010837e-02 1.370018923998349e+00 9.680888876649085e-02 -1.510726773237896e+00 -1.715886182282564e-01 1.090217675290451e-01 3.743130753365342e-02 -1.083178710998123e-01 7.376873350057062e-02 2.116282830474513e-02
1.266666666666667e+00 -1.347757689659417e-01 2.655352625450866e-01 8.444954684104898e-02 1.369902643903688e+00 9.671062703259525e-02 -1.510641443242978e+00 -1.715892038854125e-01 1.090398876306500e-01 3.744879543897557e-02 -1.083168363992391e-01 7.379125437091019e-02 2.117708278047806e-02
1.275000000000000e+00 -1.347816093277347e-01 2.655561855067348e-01 8.444137945821269e-02 1.369750260088918e+00 9.661790868585340e-02 -1.510566561151809e+00 -1.715878756919740e-01 1.090527351328768e-01 3.746190766529318e-02 -1.083147236432526e-01 7.380811572701659e-02 2.118455224184770e-02
1.283333333333333e+00 -1.347813941619962e-01 2.655697151801922e-01 8.442649798391848e-02 1.369548917269007e+00 9.653170871175165e-02 -1.510507101119089e+00 -1.715844678429874e-01 1.090587536897456e-01 3.746955287984306e-02 -1.083117085288205e-01 7.381752745739181e-02 2.118332651406792e-02
1.291666666666667e+00 -1.347748791585907e-01 2.655754951853228e-01 8.440471574702209e-02 1.369294875532029e+00 9.645259721394450e-02 -1.510465177066380e+00 -1.715791855150513e-01 1.090576673468255e-01 3.747162939125349e-02 -1.083081208235535e-01 7.381910742842690e-02 2.117305477543360e-02
1.300000000000000e+00 -1.347629453046663e-01 2.655745389867928e-01 8.437729632102041e-02 1.368995929653892e+00 9.638058896194135e-02 -1.510440466778709e+00 -1.715726119397418e-01 1.090505278733951e-01 3.746904140008740e-02 -1.083044348278465e-01 7.381388752410301e-02 2.115511456875101e-02
1.308333333333333e+00 -1.347474784488883e-01 2.655690290797023e-01 8.434672926953160e-02 1.368670192347000e+00 9.631489143398464e-02 -1.510430595367189e+00 -1.715656863863981e-01 1.090395084369499e-01 3.746356892213014e-02 -1.083012751803439e-01 7.380408545245484e-02 2.113241744157887e-02
1.316666666666667e+00 -1.347310816282082e-01 2.655618926041400e-01 8.431621069016595e-02 1.368341062239064e+00 9.625405790308905e-02 -1.510431205125100e+00 -1.715595873453747e-01 1.090274567922303e-01 3.745755552137680e-02 -1.082993660897111e-01 7.379268177648063e-02 2.110878483059697e-02
1.325000000000000e+00 -1.347166089156522e-01 2.655562038586760e-01 8.428898351378876e-02 1.368031037363538e+00 9.619659677170467e-02 -1.510436178372722e+00 -1.715554983494172e-01 1.090172950008877e-01 3.745343898359669e-02 -1.082993845625993e-01 7.378284692147261e-02 2.108807910506488e-02
1.333333333333333e+00 -1.347065319563260e-01 2.655544882955485e-01 8.426766596079215e-02 1.367756941826077e+00 9.614172234979668e-02 -1.510438834675138e+00 -1.715543141802661e-01 1.090113721821552e-01 3.745318385081430e-02 -1.083017712519325e-01 7.377725460986637e-02 2.107331697628934e-02
1.341666666666667e+00 -1.347022795103959e-01 2.655580780567814e-01 8.425371698758868e-02 1.367528005365650e+00 9.608988864486823e-02 -1.510434082552236e+00 -1.715563786211434e-01 1.090109121125412e-01 3.745775342125710e-02 -1.083065701110800e-01 7.377741174359426e-02 2.106600421571321e-02
1.350000000000000e+00 -1.347038155597066e-01 2.655667509832654e-01 8.424723435738443e-02 1.367347413730317e+00 9.604292722482266e-02 -1.510420374196513e+00 -1.715613195885984e-01 1.090157407170100e-01 3.746681565559517e-02 -1.083133133422459e-01 7.378325657700388e-02 2.106593049621168e-02
1.358333333333333e+00 -1.347096494530138e-01 2.655788059300059e-01 8.424709189847955e-02 1.367214594276699e+00 9.600381143347270e-02 -1.510400160022292e+00 -1.715680575640531e-01 1.090243817779233e-01 3.747881180962481e-02 -1.083210165640184e-01 7.379321016490190e-02 2.107138610235798e-02
1.366666666666666e+00 -1.347172718472354e-01 2.655915426237264e-01 8.425128975978460e-02 1.367125135199766e+00 9.597614849954650e-02 -1.510378551036892e+00 -1.715750331608364e-01 1.090344633178169e-01 3.749138874735244e-02 -1.083283599602019e-01 7.380465935877314e-02 2.107960917031687e-02
1.375000000000000e+00 -1.347238458942786e-01 2.656019792902357e-01 8.425749026712953e-02 1.367070317047327e+00 9.596356927453531e-02 -1.510361176534059e+00 -1.715805759209280e-01 1.090433248250910e-01 3.750205040880073e-02 -1.083339870754943e-01 7.381469179431710e-02 2.108743250202470e-02
1.383333333333333e+00 -1.347269104879750e-01 2.656075598650831e-01 8.426365070918627e-02 1.367039104647652e+00 9.596935124972483e-02 -1.510352464882462e+00 -1.715832747041316e-01 1.090486561909336e-01 3.750875695832753e-02 -1.083367884209030e-01 7.382082723185254e-02 2.109201835162433e-02
1.391666666666667e+00 -1.347248987141670e-01 2.656066217969044e-01 8.426852901793168e-02 1.367021685851320e+00 9.599655862803536e-02 -1.510354840459159e+00 -1.715822595553922e-01 1.090489649827978e-01 3.751024593101914e-02 -1.083361092757164e-01 7.382152003123255e-02 2.109138897291069e-02
1.400000000000000e+00 -1.347174132601491e-01 2.655985740677598e-01 8.427193870127012e-02 1.367012111687361e+00 9.604834341537360e-02 -1.510368536669267e+00 -1.715773657106081e-01 1.090437784701908e-01 3.750611920355394e-02 -1.083318731337086e-01 7.381636465596178e-02 2.108466215820805e-02
1.408333333333333e+00 -1.347052819641958e-01 2.655838905301799e-01 8.427478458367350e-02 1.367008421138320e+00 9.612772167327499e-02 -1.510391511538963e+00 -1.715691714310589e-01 1.090336242984361e-01 3.749690745479181e-02 -1.083246146616161e-01 7.380607744842324e-02 2.107213199840914e-02
1.416666666666667e+00 -1.346903966799715e-01 2.655639996936728e-01 8.427895649244785e-02 1.367011139822070e+00 9.623693611438688e-02 -1.510419552832694e+00 -1.715588988203715e-01 1.090198849347045e-01 3.748413117175702e-02 -1.083154029804440e-01 7.379234158677911e-02 2.105526357715916e-02
1.425000000000000e+00 -1.346753440657016e-01 2.655410632906258e-01 8.428710972328694e-02 1.367022711310213e+00 9.637706734083040e-02 -1.510447033480579e+00 -1.715481797728953e-01 1.090045823295883e-01 3.747016719406181e-02 -1.083056411940967e-01 7.377754040668669e-02 2.103654013558709e-02
1.433333333333333e+00 -1.346628895260567e-01 2.655175963320789e-01 8.430227432475974e-02 1.367047998903654e+00 9.654810149111426e-02 -1.510468280794943e+00 -1.715387387689907e-01 1.089900548122385e-01 3.745782448375151e-02 -1.082967910222940e-01 7.376434611477214e-02 2.101906665990601e-02
1.441666666666666e+00 -1.346554128753476e-01 2.654959194758648e-01 8.432727900991853e-02 1.367093918052574e+00 9.674930026190953e-02 -1.510479089617030e+00 -1.715320780321783e-01 1.089784802940745e-01 3.744972797079862e-02 -1.082901164496637e-01 7.375515504412733e-02 2.100591696611072e-02
1.450000000000000e+00 -1.346544152350477e-01 2.654775592532471e-01 8.436409219464432e-02 1.367166952620862e+00 9.697965625999316e-02 -1.510477677779938e+00 -1.715292133030812e-01 1.089713173309960e-01 3.744770380684002e-02 -1.082864858227711e-01 7.375148829372141e-02 2.099935038584082e-02
1.458333333333333e+00 -1.346601979681076e-01 2.654628071421153e-01 8.441324273758745e-02 1.367268802486216e+00 9.723822517862568e-02 -1.510464597989848e+00 -1.715304766850971e-01 1.089688487109891e-01 3.745234927900706e-02 -1.082862282457836e-01 7.375356869026461e-02 2.100010447065143e-02
1.466666666666667e+00 -1.346717466364194e-01 2.654505951377146e-01 8.447354058084131e-02 1.367392713065076e+00 9.752432571115377e-02 -1.510442159558939e+00 -1.715354260793723e-01 1.089700212542380e-01 3.746289149401492e-02 -1.082890701633503e-01 7.376021972883531e-02 2.100702303588325e-02
1.475000000000000e+00 -1.346868464084937e-01 2.654387240649143e-01 8.454227407573432e-02 1.367523425421996e+00 9.783764973386488e-02 -1.510414002783951e+00 -1.715428959689523e-01 1.089726626034421e-01 3.747736980438235e-02 -1.082941715566012e-01 7.376911212163079e-02 2.101723127183222e-02
1.483333333333333e+00 -1.347024871740692e-01 2.654243877446386e-01 8.461586012660688e-02 1.367641439585038e+00 9.817820757326512e-02 -1.510384586780067e+00 -1.715511881958536e-01 1.089740105861345e-01 3.749309797805849e-02 -1.083002432011394e-01 7.377730342006289e-02 2.102685891848111e-02
1.491666666666666e+00 -1.347155068252139e-01 2.654048190126483e-01 8.469066245780826e-02 1.367729491701470e+00 9.854610010713638e-02 -1.510358252143137e+00 -1.715583640137930e-01 1.089713552714704e-01 3.750721950734860e-02 -1.083057218189074e-01 7.378190243450511e-02 2.103199777207322e-02
1.500000000000000e+00 -1.347232576832601e-01 2.653778316826342e-01 8.476361179071230e-02 1.367777224063469e+00 9.894124068614607e-02 -1.510337988339097e+00 -1.715625696526565e-01 1.089625527133538e-01 3.751715593290869e-02 -1.083089920238409e-01 7.378063187613376e-02 2.102944444268946e-02
1.508333333333333e+00 -1.347240906474386e-01 2.653421773639285e-01 8.483253278023906e-02 1.367781663336272e+00 9.936305461511052e-02 -1.510324513718564e+00 -1.715623604878030e-01 1.089463373177036e-01 3.752095825619815e-02 -1.083086720395489e-01 7.377219084402284e-02 2.101709251616707e-02
1.516666666666667e+00 -1.347175940642013e-01 2.652977611395630e-01 8.489630239390655e-02 1.367744344225426e+00 9.981010649691502e-02 -1.510316058756331e+00 -1.715569955747011e-01 1.089224937059780e-01 3.751765505185339e-02 -1.083039375647658e-01 7.375644865096620e-02 2.099412049031507e-02
1.525000000000000e+00 -1.347045563279046e-01 2.652457702348445e-01 8.495503055064979e-02 1.367664280108954e+00 1.002811778667669e-01 -1.510307760199258e+00 -1.715465301227686e-01 1.088919682415118e-01 3.750759055998241e-02 -1.082946848256315e-01 7.373464926139950e-02 2.096086111083185e-02
1.533333333333333e+00 -1.346870482079574e-01 2.651883901518840e-01 8.500971993732871e-02 1.367550503686832e+00 1.007699337651626e-01 -1.510295103278862e+00 -1.715320263740694e-01 1.088565410389654e-01 3.749232807483197e-02 -1.082816952624260e-01 7.370871034337187e-02 2.091967353528772e-02
1.541666666666667e+00 -1.346676767060745e-01 2.651287337677995e-01 8.506279492053333e-02 1.367403368003387e+00 1.012733236891552e-01 -1.510271038582416e+00 -1.715149694190366e-01 1.088189239867021e-01 3.747474622695755e-02 -1.082661997454173e-01 7.368174146802509e-02 2.087357740520471e-02
1.550000000000000e+00 -1.346492390121304e-01 2.650700472130795e-01 8.511732608487084e-02 1.367227410480515e+00 1.017873104958675e-01 -1.510230820565567e+00 -1.714972606089401e-01 1.087820269180834e-01 3.745832893625645e-02 -1.082498716821211e-01 7.365686511131395e-02 2.082648992748566e-02
