Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
4.825	-10.6	-4.45	61.1	-4.56	-10.48	-3.92	2.0396	0
4.8333	-11.36	-5.46	54.96	-0.79	-3.37	-3.18	2.0495	0
4.8417	-10.35	-6.07	48.68	3.68	3.88	-2.62	2.0594	0
4.85	-7.62	-6.39	42.23	9.23	11.76	-2.11	2.0629	0
4.8583	-4.55	-5.68	36.71	14.53	20.81	-1.38	2.0653	0
4.8667	-2.79	-4.97	31.18	17.4	29.16	-1.32	2.0976	0
4.875	-2.92	-5.11	23.33	17.04	34.58	-2.56	2.144	0
4.8833	-0.85	-3.6	21.68	15.59	38.15	-4.12	2.1852	0.0001
4.8917	3.85	-0.04	27.8	13.96	40.23	-5.58	2.1989	0.0005
4.9	7.16	3.98	34.96	13.09	41.33	-6.22	2.2127	0.0009
4.9083	7.69	7.93	40.27	12.76	41.61	-5.99	2.2244	0.0007
4.9167	7.35	10.68	42.76	11.69	41.46	-5.6	2.2356	0.0003
4.925	6.96	10.75	40.67	9.76	39.38	-5.91	2.2507	0
4.9333	6.16	8.49	34.16	6.58	35.53	-7.03	2.2786	0
4.9417	4.83	5.5	25.84	2.12	32.42	-8.56	2.3065	0
4.95	3.4	2	16.9	-2.32	30.92	-9.94	2.3377	0.0003
4.9583	3.64	-2.22	9.92	-1.82	31.85	-9.54	2.3694	0.0007
4.9667	6.66	-6.73	5.5	2.24	35.08	-7.98	2.4106	0.001
4.975	11.95	-9.03	4.17	6.94	40.34	-5.65	2.4717	0.001
4.9833	17.41	-6.86	6.89	11.95	46.76	-2.23	2.5292	0.0009
4.9917	22.28	-0.85	13.07	16.93	53.94	1.76	2.5681	0.0005
5	25.62	6.11	20.25	20.36	60.8	4.42	2.607	0.0001
5.0083	28.16	13.26	28.11	23.09	67.04	5.99	2.6253	0.0003
5.0167	28.48	18.49	35.24	24.51	70.6	6.71	2.6319	0.0007
5.025	24.73	21.27	38.87	19.43	69.91	4.98	2.649	0.0009
5.0333	18.06	22.6	41.6	8.3	66.25	0.94	2.699	0.0005
5.0417	11.36	22.13	48.4	-5.02	62.62	-4.74	2.749	0.0001
5.05	4.93	18.5	58.9	-18.83	59.22	-11.8	2.7708	0.0003
5.0583	-0.61	13.65	71.79	-31.09	57.27	-18.63	2.7816	0.0007
5.0667	-3.97	10.1	89.37	-39.91	57.66	-23.23	2.7973	0.001
5.075	-4.77	8.39	109.25	-44.28	59.28	-25.7	2.8232	0.001
5.0833	-1.61	10.98	131.03	-44.05	63.37	-26.68	2.8495	0.001
5.0917	5.59	18.12	154.47	-39.56	70.38	-26.38	2.8879	0.001
5.1	13.18	24.26	172.3	-32.42	77.17	-24.71	2.9262	0.001
5.1083	18.75	27.27	179.02	-23.56	80.99	-21.94	2.9182	0.0007
5.1167	22.78	29.17	176.24	-14.08	81.82	-18.13	2.884	0.0003
5.125	25.24	29.62	166.59	-5.8	78.72	-14.26	2.8526	0.0002
5.1333	26.36	28.6	151.16	1.57	71.85	-10.33	2.8414	0.0014
5.1417	26.63	25.49	136.75	8.23	62.9	-6.31	2.8302	0.0026
5.15	25.83	19.99	124.69	13.62	52.5	-2.15	2.8341	0.0144
5.1583	22.34	13.49	115.23	15.13	40.02	1.78	2.8441	0.0303
5.1667	18.2	10.7	112.92	13.26	27.14	5.16	2.8471	0.0469
5.175	14.17	10.47	116.83	8.85	15	8.05	2.8225	0.0665
5.1833	10.46	9.66	124.57	3.71	4.71	10.56	2.7979	0.0861
5.1917	6.9	7.47	135.54	-1.78	-3.75	12.69	2.7916	0.1132
5.2	3.89	5.07	154	-9.04	-10.84	13.3	2.7898	0.1421
5.2083	0.54	2.56	175.54	-19.27	-17.12	12.43	2.7942	0.1863
5.2167	-3.76	-0.55	199.27	-32.69	-20.71	10.05	2.8041	0.2447
5.225	-7.73	-5.54	224.59	-46.77	-18.69	6.44	2.814	0.303
5.2333	-10.86	-12.38	251.29	-60.74	-10.95	1.85	2.7969	0.3141
5.2417	-13.76	-17.04	276.71	-74.39	-0.17	-1.98	2.7799	0.3252
5.25	-17.12	-18.47	301.7	-88.5	12.6	-5.12	2.78	0.3278
5.2583	-18.78	-17.25	326.32	-101.32	27.06	-8.11	2.7988	0.3211
5.2667	-18.83	-14.66	345.21	-111.26	43.47	-9.94	2.8153	0.3159
5.275	-17.94	-11.38	357.4	-118.29	61.06	-10.67	2.8061	0.3278
5.2833	-17.2	-8.64	361.29	-122.12	75.97	-10.38	2.7968	0.3396
5.2917	-15.95	-5.91	357.86	-122.49	86.16	-9.02	2.7969	0.3528
5.3	-12.6	-2.42	352.27	-120.24	94.1	-6.22	2.7993	0.3663
5.3083	-7.11	-0.87	348.77	-116.52	101.6	-3.71	2.7982	0.3776
5.3167	-0.36	-0.91	345.55	-112.42	108.46	-2.36	2.7882	0.3835
5.325	3.89	-1.35	339.38	-111.67	114.65	-3.15	2.7782	0.3893
5.3333	5.12	-2.05	330.26	-114.69	120.23	-5.93	2.7913	0.3893
5.3417	6.73	-2.9	324.2	-113.21	126.46	-6.88	2.8076	0.3885
5.35	10.57	-2.22	323.92	-106.94	135.32	-5.7	2.8135	0.3869
5.3583	16.09	-0.13	327.5	-98.18	146.53	-3.48	2.801	0.384
5.3667	21.05	2.13	327.66	-89.08	157.42	-2.15	2.7885	0.3811
5.375	24.34	3.9	323.57	-80.01	166.98	-1.84	2.7987	0.378
5.3833	24.58	3.48	316.57	-71.04	173.67	-1.88	2.8098	0.3748
5.3917	23.36	0.25	309.83	-60.22	177.83	-0.74	2.8309	0.372
5.4	22.36	-2.68	307.63	-48.53	180.22	1.79	2.8647	0.3697
5.4083	19.79	-2.99	307.3	-44.82	180.82	2.04	2.8839	0.3669
5.4167	15.34	-1.36	307.08	-48.85	179.62	-0.08	2.8657	0.3632
5.425	8.91	0.17	303.94	-56.4	177.01	-3.36	2.8475	0.3594
5.4333	1.18	1.79	300.33	-64.55	173.33	-6.39	2.8482	0.3561
5.4417	-4.43	4.24	296.51	-72.34	169.9	-9.12	2.8595	0.3532
5.45	-4.69	8.96	292.98	-78.39	168.69	-11.38	2.8738	0.3505
5.4583	-1.56	15.47	291.82	-81.78	168.65	-12.44	2.898	0.3485
5.4667	1.69	20.28	290.43	-80.81	168.18	-11.91	2.9222	0.3466
5.475	4.1	21.64	286.32	-75.07	166.8	-10.05	2.927	0.3453
5.4833	5.43	20.07	279.22	-68.68	163.59	-10.41	2.9242	0.3444
5.4917	6.31	17.76	274.08	-63.59	158.44	-13.13	2.931	0.3444
5.5	7.93	15	272.29	-58.24	153.81	-16.43	2.9453	0.3452
5.5083	8.45	11.76	274.52	-52.28	150.47	-19.3	2.9583	0.346
5.5167	6.91	8.12	280.12	-46.3	147.88	-21.72	2.9408	0.3464
5.525	5.39	5.88	282.48	-44.02	145.11	-24.45	2.9233	0.3469
5.5333	5.46	5.41	279.96	-46.15	142.99	-28.07	2.9409	0.347
5.5417	7.24	5.76	277.22	-48.79	142.15	-31.96	2.9782	0.347
5.55	11.17	6.72	277.9	-46.96	143.71	-32.42	3.0113	0.3472
5.5583	16.87	8.48	281.27	-41.13	147.71	-29.68	3.0138	0.3489
5.5667	21.58	11.43	283.12	-34.74	151.87	-26.42	3.0163	0.3505
5.575	24.68	15.43	282.78	-28.63	154.73	-23.56	2.9953	0.353
5.5833	27.88	20.98	283.65	-21.94	154.93	-19.42	2.9651	0.3558
5.5917	31.05	26.78	290.24	-11.88	154.47	-13.98	2.9454	0.3592
5.6	33.34	32.2	301.19	-0.84	153.29	-8.89	2.9677	0.3652
5.6083	33.86	37.63	310.62	5.2	150.76	-6.12	2.9885	0.3712
5.6167	32.68	43.33	316.94	5.23	146.68	-5.66	2.977	0.376
5.625	31.05	48.37	322.2	3.03	141.13	-5.72	2.9655	0.3807
5.6333	30.51	52.03	329.24	0.5	133.94	-5.42	2.9678	0.3854
5.6417	30.17	53.91	336.48	-1.9	125.38	-4.64	2.9828	0.39
5.65	27.77	53.06	340.15	-4.32	117.19	-4.95	2.9947	0.3945
5.6583	23.47	49.8	340.61	-7.37	109.2	-6.47	2.9836	0.3984
5.6667	18.82	45.95	340.69	-11.09	100.65	-8.05	2.9724	0.4024
5.675	14.62	42.09	341.66	-13.26	91.61	-8.17	2.9785	0.4072
5.6833	10.41	37.97	342.58	-14.06	82.97	-7.99	2.996	0.4127
5.6917	5.19	34.19	341.74	-16.66	75.03	-9.49	3.0098	0.4171
5.7	-0.06	31.45	339.01	-19.4	67.9	-11.52	3.009	0.4175
5.7083	-3.63	30.77	335.75	-21.26	61.51	-13.2	3.0083	0.4179
5.7167	-4.95	32.4	332.93	-22.56	55.72	-14.66	2.9806	0.4161
5.725	-3.94	35.54	332.34	-23.89	49.77	-15.42	2.9403	0.4133
5.7333	-1.19	38.82	333.21	-23.21	44.14	-14.91	2.9287	0.4069
5.7417	1.43	42.27	332.77	-21.32	37.94	-13.77	2.9436	0.3971
5.75	3.02	46.28	329.93	-19.05	29.67	-11.51	2.9584	0.3873
5.7583	3.85	50.84	324.74	-16.26	19.04	-7.68	2.9163	0.3702
5.7667	4.39	53.23	313.89	-11.38	7.76	-3.3	2.8561	0.3508
5.775	3.74	52.82	297.49	-5.92	-4.28	0.57	2.8203	0.3256
5.7833	1.95	50.84	281.32	-2.52	-16.83	3.83	2.8009	0.2967
5.7917	-1.21	48.4	265.95	-1.19	-28.79	6.11	2.7778	0.2667
5.8	-6.15	45.18	248.86	-1.52	-39.93	7.09	2.7133	0.2255
5.8083	-12.66	38.62	223.25	-2.57	-49.61	6.43	2.6487	0.1842
5.8167	-19.48	28.68	190.96	-3.8	-57.25	4.55	2.6064	0.1454
5.825	-23.99	19.55	160.59	-3.61	-61.25	2.65	2.5747	0.1077
5.8333	-27.22	13.8	136.7	-4.98	-63.21	0.74	2.536	0.0721
5.8417	-29.33	10.56	117.91	-9.23	-63.67	-1.47	2.461	0.0475
5.85	-30.64	7.05	95.98	-16.15	-63.83	-4.41	2.386	0.0229
5.8583	-31.17	2.69	68.2	-24.48	-63.83	-8.04	2.3323	0.013
5.8667	-31.69	-0.94	47.42	-31.84	-62.96	-12.03	2.2815	0.0051
5.875	-30.64	-1.24	43.71	-38.27	-60.95	-15.37	2.2394	0
5.8833	-27.24	2.09	50.78	-43.03	-57.06	-17.52	2.2127	0
5.8917	-23.34	5.45	52.37	-47.07	-52.13	-19	2.1861	0
5.9	-19.4	8.12	47.49	-50.67	-46.54	-20.01	2.1606	0
5.9083	-17.99	6.8	41.04	-53.04	-43.67	-20.96	2.1352	0
5.9167	-18.84	3.02	35.48	-51.8	-42.56	-21.34	2.1098	0
5.925	-20.06	-0.95	33.54	-48.17	-41.99	-21.69	2.0844	0
5.9333	-19.95	-5.51	25.03	-44.96	-42.22	-22.33	2.0594	0
5.9417	-18.36	-10.4	9.9	-41.91	-42.47	-23.02	2.0431	0.0005
5.95	-15.67	-14.98	0	-38.62	-40.85	-23.45	2.0269	0.0009
5.9583	-12.82	-19.67	0	-36.02	-38.3	-24.31	2.0188	0.001
5.9667	-11.73	-25.02	0	-34.93	-36.63	-25.08	2.0132	0.001
5.975	-10.08	-27	0	-34.95	-32.31	-24.93	2.0115	0.0009
5.9833	-7.78	-25.73	0	-36.32	-26.06	-24.43	2.0219	0.0005
5.9917	-6.54	-23.67	0	-38.32	-20.6	-24.2	2.0323	0.0001
6	-6.96	-21.55	0	-40.58	-16.31	-24.05	2.0703	0
6.0083	-8.15	-19.59	0	-41.5	-11.63	-23.12	2.1136	0
6.0167	-10.37	-18.76	0	-42.06	-8.91	-22.14	2.1531	0.0001
6.025	-13.24	-18.72	0	-42.45	-8.15	-21.25	2.1848	0.0005
6.0333	-14.18	-18.28	0	-42.11	-7.31	-21.13	2.2165	0.001
6.0417	-13.18	-17.47	0	-41.19	-6.23	-21.93	2.2493	0.0006
6.05	-11.53	-16.8	0	-40.4	-4.92	-23.18	2.2822	0.0002
6.0583	-9.4	-16.05	0	-39.23	-1.85	-23.69	2.3161	0
6.0667	-5.94	-14.5	0	-36.63	3.79	-22.69	2.3513	0
6.075	-1.79	-11.92	0	-34.14	9.94	-21.01	2.3869	0.0001
6.0833	2.92	-8.37	0	-31.69	16.14	-18.93	2.4238	0.0005
6.0917	7.76	-4.28	0	-28.61	21.87	-16.74	2.4607	0.0009
6.1	12.17	-0.13	3.2	-24.6	27.09	-14.23	2.4923	0.0007
6.1083	16.09	3.76	3.91	-20.07	32.47	-11.29	2.5219	0.0003
6.1167	20.64	7.89	2.62	-14.26	38.84	-7.82	2.5555	0.0001
6.125	25.06	12.22	1.6	-8.07	44.89	-4.52	2.5975	0.0005
6.1333	27.34	16.02	3.7	-3.89	47.83	-3.21	2.6396	0.0009
6.1417	27.15	18.99	8.7	-2.12	47.34	-4.19	2.6767	0.0007
6.15	25.24	21.22	18.44	-2.79	46.2	-6.36	2.7125	0.0002
6.1583	21.74	22.83	33.07	-6.37	45.26	-9.18	2.7443	0.0002
6.1667	17.55	23	48.08	-12.95	44.99	-12.81	2.7701	0.0006
6.175	13.42	21.89	64.11	-21.86	45.13	-17.37	2.7959	0.001
6.1833	9.68	20.46	83.55	-32.35	45.79	-22.67	2.8059	0.0006
6.1917	7.95	21.98	111.28	-41.16	49.21	-27.19	2.8138	0.0001
6.2	9.36	26.5	143.91	-46.95	57.34	-29.87	2.8357	0
6.2083	11.94	31.69	168.05	-50.8	67.39	-30.18	2.8631	0
6.2167	14.46	36.95	178.44	-53.18	76.11	-28.86	2.889	0
6.225	16.85	41.8	175.66	-53.88	83.06	-26.32	2.909	0
6.2333	18.33	44.55	168.55	-51.64	87.14	-23.92	2.929	0
6.2417	18.57	45.51	158.87	-46.42	88.17	-21.58	2.913	0.0003
6.25	18.08	45.36	149.83	-39.89	86.21	-18.75	2.888	0.0007
6.2583	16	40.82	134.23	-34.41	80.33	-16.23	2.8689	0.0009
6.2667	12.66	33.13	111.5	-30.01	70.17	-13.93	2.8804	0.0005
6.275	10.38	25.92	94.37	-25.65	58.14	-12.29	2.892	0
6.2833	9.57	19.6	86.18	-20.95	45.13	-11.38	2.8575	0.0004
6.2917	9.32	12.68	86.13	-14.84	33.53	-10.18	2.823	0.0008
6.3	9.5	7.69	89.85	-8.49	23.94	-7.21	2.8092	0.0008
6.3083	10.57	6.26	100.3	-3.74	15.72	-3	2.818	0.0004
6.3167	12.11	8.18	114.79	-0.93	8.11	1.24	2.8268	0
6.325	13.76	12.98	132.58	-0.48	1.34	5.3	2.8371	0.0004
6.3333	13.25	16.88	150.42	-4.68	-2.96	8.03	2.8475	0.0008
6.3417	10.21	18.53	168.96	-13.47	-4.41	9.32	2.8452	0.0008
6.35	6.56	18.57	192.76	-24.95	-0.32	9.31	2.8331	0.0003
6.3583	4.26	19.22	224.35	-39.28	8.68	7.39	2.8212	0.0001
6.3667	2.73	20.31	258.36	-56.15	21.29	3.8	2.8101	0.0005
6.375	0.93	20.04	286	-73.4	36.73	-0.68	2.799	0.0009
6.3833	-1.5	17.11	304.94	-89.6	55.49	-5.62	2.7938	0.001
6.3917	-1.2	12.78	318.44	-101.23	76.88	-9.09	2.792	0.001
6.4	3.89	9.62	330.43	-105.84	99.59	-9.98	2.7969	0.001
6.4083	11.75	7.84	341.31	-105.33	122.32	-9.36	2.8092	0.001
6.4167	18.94	7.12	346.79	-103.19	141.11	-8.26	2.8215	0.001
6.425	24.43	7.21	344.31	-100.55	154.35	-6.8	2.8104	0.0006
6.4333	28.14	8.28	340.73	-99.08	162.48	-4.79	2.7983	0.0002
6.4417	30.64	10.5	342.02	-99.2	166.86	-2.41	2.804	0.0002
6.45	32.98	12.42	346.4	-97.88	168.11	0.19	2.8237	0.0006
6.4583	32.53	12.8	350.8	-97.22	166.9	1.26	2.8434	0.001
6.4667	29.11	12.61	355.46	-98.14	163.5	0.53	2.8365	0.0006
6.475	24.64	14.86	361.04	-101.26	160.06	-1.64	2.8272	0.0001
6.4833	20.7	19.4	367.26	-105.1	157.61	-4.4	2.8316	0.0003
6.4917	16.16	21.23	370.74	-108.07	154.14	-7.02	2.8404	0.0007
6.5	11.44	19.39	369.38	-108.55	150.09	-9.81	2.8494	0.001
6.5083	7.81	15.59	363.98	-105.63	146.71	-12.4	2.8594	0.001
6.5167	6.81	14.86	358.28	-100.79	145.8	-13.82	2.8694	0.001
