Time(sec),PM,AM,AL,PL,GON,GRFz
6.200000,-5.022560,47.009212,16.605340,31.978262,6.429969,0.001019,
6.208333,-5.011423,47.841661,17.056692,32.767297,6.428375,0.000950,
6.216667,-4.983834,48.099682,17.366575,33.090777,6.450508,0.000332,
6.225000,-4.222126,47.226279,17.971043,32.885613,6.437872,-0.001051,
6.233333,-3.238782,45.777055,18.367997,32.231008,6.402373,0.002507,
6.241667,-2.513928,44.625645,18.388386,31.579248,6.382785,0.014317,
6.250000,-1.117505,44.102206,19.518028,31.984744,6.393773,0.026300,
6.258333,0.898700,44.564912,21.274989,33.496486,6.421026,0.036575,
6.266667,2.750688,46.007759,22.058783,35.278403,6.436519,0.047202,
6.275000,4.051574,46.502916,22.112776,35.950895,6.431284,0.053777,
6.283333,4.982334,45.194542,22.147568,35.231760,6.410436,0.053266,
6.291667,6.267757,43.232510,22.654547,34.323128,6.391326,0.047040,
6.300000,8.221792,40.884941,22.777482,33.125487,6.401369,0.038683,
6.308333,10.775926,38.072246,21.565828,31.161733,6.450732,0.032150,
6.316667,13.412396,35.498053,20.341430,29.384129,6.473001,0.028896,
6.325000,15.957444,33.910118,19.762003,28.572461,6.461107,0.029206,
6.333333,18.690650,33.859318,19.276683,28.953008,6.480971,0.032648,
6.341667,21.720000,35.250000,18.660000,30.380000,6.512000,0.038000,
6.350000,25.017906,37.386645,18.054973,32.400166,6.502819,0.044054,
6.358333,28.494136,38.802164,18.106359,34.212579,6.501373,0.051535,
6.366667,31.989709,39.083872,19.030432,35.581204,6.527093,0.060798,
6.375000,35.439294,39.122547,20.401892,36.956768,6.545188,0.071215,
6.383333,39.671707,38.942559,21.819694,38.369578,6.568488,0.082222,
6.391667,45.013469,38.594921,23.107756,39.852729,6.602130,0.092754,
6.400000,50.019836,38.853873,24.528514,41.755975,6.599328,0.100720,
6.408333,53.852455,39.409230,26.207953,43.719282,6.583568,0.106230,
6.416667,56.507323,39.384660,28.096881,45.083898,6.616193,0.110932,
6.425000,59.565577,39.587707,29.895418,46.663910,6.653920,0.115825,
6.433333,64.220897,40.786748,31.293880,49.155378,6.645823,0.121481,
6.441667,69.162151,41.992979,32.244937,51.530184,6.625704,0.128055,
6.450000,73.248064,42.558048,33.317921,53.300871,6.612580,0.135296,
6.458333,76.284172,42.537079,35.017978,54.673449,6.608237,0.142672,
6.466667,79.905480,42.803766,36.053509,56.105669,6.629352,0.149584,
6.475000,84.808997,43.793741,36.092925,57.932517,6.671015,0.155439,
6.483333,89.169239,44.767729,37.233261,60.093483,6.684265,0.159800,
6.491667,92.607048,45.488547,38.652851,61.982388,6.680315,0.163451,
6.500000,95.564394,46.148052,38.683685,63.130164,6.687265,0.167228,
6.508333,97.744864,47.005417,38.856679,64.302015,6.667702,0.170045,
6.516667,99.452508,48.032835,39.470400,65.676665,6.633274,0.171795,
6.525000,101.575835,48.930604,39.118124,66.652228,6.649268,0.173626,
