Time(sec),Fx,Fy,Fz,Tx,Ty,Tz,GON,GRFz
5.475033,6.940000,-6.650000,292.040000,-74.550000,147.890000,-22.310000,2.614000,0.377000,
5.483333,10.470000,-5.760000,297.990000,-71.710000,153.900000,-18.360000,2.625900,0.373400,
5.491733,14.460000,-2.380000,307.920000,-65.600000,162.690000,-13.050000,2.635100,0.370300,
5.500033,18.180000,2.410000,319.480000,-58.750000,172.160000,-7.530000,2.638400,0.368200,
5.508333,20.160000,6.420000,328.900000,-54.650000,178.580000,-4.230000,2.641700,0.366200,
5.516733,20.390000,9.350000,336.650000,-52.240000,182.060000,-2.860000,2.621600,0.366000,
5.525033,19.710000,11.110000,345.100000,-48.310000,183.160000,-1.630000,2.599300,0.366000,
5.533333,19.550000,12.760000,355.780000,-42.600000,181.740000,0.380000,2.588200,0.366200,
5.541733,20.250000,15.230000,364.510000,-36.840000,179.100000,2.520000,2.593800,0.366600,
5.550033,19.930000,15.680000,364.190000,-35.400000,174.050000,2.850000,2.597100,0.367400,
5.558333,18.560000,13.950000,355.950000,-38.310000,166.310000,1.280000,2.593600,0.369000,
5.566733,17.210000,11.290000,345.560000,-42.390000,157.690000,-0.890000,2.590000,0.370600,
5.575033,17.000000,9.340000,336.540000,-43.820000,151.370000,-1.940000,2.607900,0.372800,
5.583333,17.790000,8.640000,328.490000,-44.120000,147.720000,-2.200000,2.634100,0.375300,
5.591733,19.400000,9.880000,319.800000,-46.550000,146.220000,-3.010000,2.644900,0.377900,
5.600033,21.220000,12.430000,310.880000,-50.320000,146.010000,-4.200000,2.622700,0.380700,
5.608333,21.990000,14.440000,306.520000,-52.530000,144.440000,-4.920000,2.600400,0.383400,
5.616733,21.600000,15.560000,308.350000,-52.510000,141.000000,-4.910000,2.599000,0.385300,
5.625033,21.710000,17.470000,312.500000,-50.300000,138.180000,-3.400000,2.602800,0.387000,
5.633333,22.250000,20.230000,315.250000,-46.480000,136.590000,-0.420000,2.604700,0.388300,
5.641733,23.100000,22.840000,318.670000,-42.490000,135.390000,2.680000,2.603900,0.389100,
5.650033,24.270000,24.580000,323.460000,-38.340000,133.680000,5.270000,2.603100,0.389900,
5.658333,25.800000,25.360000,329.590000,-33.910000,131.310000,7.330000,2.609500,0.390400,
5.666733,26.700000,25.900000,335.050000,-28.620000,129.330000,8.710000,2.616900,0.390900,
5.675033,27.840000,27.150000,339.150000,-23.600000,129.060000,9.190000,2.636500,0.392300,
5.683333,29.690000,28.970000,340.750000,-19.790000,130.190000,9.000000,2.660800,0.394100,
5.691733,30.540000,29.550000,341.810000,-17.680000,130.270000,7.370000,2.685000,0.395900,
5.700033,30.060000,28.690000,343.780000,-17.660000,129.160000,4.010000,2.680200,0.396900,
5.708333,28.140000,27.510000,347.500000,-19.190000,128.170000,-0.090000,2.674200,0.397800,
5.716733,24.860000,26.390000,352.160000,-21.730000,127.620000,-4.430000,2.659000,0.397000,
5.725033,22.380000,25.960000,357.730000,-22.980000,126.560000,-7.400000,2.641600,0.395900,
5.733333,22.300000,26.140000,365.810000,-24.300000,124.820000,-9.000000,2.631300,0.395400,
5.741733,24.070000,27.200000,373.760000,-25.630000,122.890000,-8.840000,2.639700,0.396700,
5.750033,26.570000,29.600000,379.810000,-25.900000,121.580000,-6.710000,2.648000,0.398000,
5.758333,29.640000,33.280000,384.700000,-25.230000,120.920000,-2.970000,2.666300,0.398800,
5.766733,32.830000,37.420000,392.260000,-27.350000,119.850000,-0.860000,2.684500,0.399600,
5.775033,36.380000,41.910000,399.590000,-31.370000,117.910000,0.030000,2.691400,0.398400,
5.783333,40.130000,46.670000,404.890000,-35.570000,114.230000,0.910000,2.686000,0.395100,
5.791733,41.740000,51.020000,406.780000,-40.900000,109.070000,1.170000,2.681200,0.391800,
5.800033,41.250000,54.820000,404.740000,-46.970000,102.810000,0.840000,2.683100,0.389000,
5.808333,39.290000,56.960000,398.800000,-51.870000,96.820000,-0.260000,2.685100,0.386200,
5.816733,36.530000,57.160000,391.850000,-55.710000,90.590000,-2.580000,2.687900,0.382400,
5.825033,33.610000,56.160000,384.910000,-59.230000,82.110000,-5.500000,2.691200,0.377800,
5.833333,31.390000,55.140000,373.790000,-58.980000,71.070000,-5.460000,2.688900,0.373000,
5.841733,29.940000,53.610000,360.500000,-55.150000,58.610000,-2.610000,2.657200,0.367100,
5.850033,29.470000,51.120000,349.040000,-49.670000,46.820000,1.660000,2.625400,0.361100,
5.858333,30.120000,47.720000,340.810000,-43.900000,36.390000,6.370000,2.619900,0.355400,
5.866733,31.660000,46.050000,333.160000,-37.990000,26.830000,11.060000,2.629200,0.349900,
5.875033,33.930000,47.880000,327.560000,-33.880000,16.230000,15.360000,2.632100,0.342800,
5.883333,36.400000,51.590000,323.630000,-30.450000,4.170000,19.470000,2.628100,0.334100,
5.891733,38.050000,55.230000,319.670000,-25.690000,-7.560000,23.270000,2.624100,0.325400,
5.900033,38.610000,58.440000,314.790000,-19.070000,-17.730000,26.600000,2.601700,0.313300,
5.908333,39.610000,62.490000,305.140000,-11.860000,-25.750000,30.300000,2.572000,0.299900,
5.916733,40.990000,67.900000,288.530000,-3.850000,-32.850000,34.540000,2.559900,0.284900,
5.925033,40.370000,72.480000,266.160000,4.110000,-40.630000,37.690000,2.561500,0.268600,
5.933333,36.670000,72.500000,241.890000,11.310000,-49.860000,39.260000,2.561800,0.252200,
5.941733,30.380000,67.510000,217.220000,17.650000,-60.130000,39.470000,2.531400,0.231300,
5.950033,25.060000,62.870000,194.580000,21.900000,-68.490000,38.440000,2.500900,0.210500,
5.958333,21.140000,59.830000,174.260000,23.170000,-74.610000,35.990000,2.466100,0.188300,
5.966733,18.260000,56.620000,154.900000,22.200000,-77.540000,33.370000,2.428800,0.165300,
5.975033,14.690000,51.770000,137.780000,20.720000,-78.600000,30.400000,2.394900,0.142100,
5.983333,10.200000,45.480000,124.210000,18.730000,-78.180000,26.750000,2.386200,0.117900,
5.991733,6.140000,40.740000,118.260000,17.060000,-76.160000,22.800000,2.377500,0.093800,
6.000033,3.850000,38.800000,119.240000,16.200000,-71.630000,19.440000,2.329600,0.073600,
6.008333,3.120000,38.010000,118.430000,14.890000,-66.120000,16.380000,2.266500,0.054900,
6.016733,0.950000,34.550000,113.040000,13.120000,-62.300000,13.260000,2.212100,0.037900,
6.025033,-2.410000,28.510000,105.620000,11.270000,-59.450000,10.550000,2.192300,0.027400,
6.033333,-6.440000,21.720000,99.930000,9.050000,-57.950000,7.420000,2.172600,0.016800,
6.041733,-11.030000,14.860000,96.550000,6.190000,-58.200000,3.380000,2.158000,0.010200,
6.050033,-15.700000,9.400000,92.450000,0.860000,-59.960000,-2.090000,2.143800,0.004000,
6.058333,-19.460000,4.550000,82.360000,-6.940000,-61.730000,-7.710000,2.124600,0.001000,
6.066733,-21.810000,0.450000,68.220000,-16.080000,-62.960000,-13.460000,2.100800,0.001000,
6.075033,-22.620000,-1.670000,59.760000,-24.540000,-62.100000,-19.080000,2.077000,0.001000,
6.083333,-21.950000,-1.780000,58.030000,-32.090000,-59.090000,-24.350000,2.059100,0.001000,
6.091733,-20.240000,-0.630000,64.050000,-37.410000,-55.110000,-27.540000,2.041200,0.001000,
6.100033,-17.730000,1.670000,75.480000,-40.860000,-50.800000,-29.090000,2.026900,0.001000,
6.108333,-14.850000,5.660000,81.920000,-45.150000,-46.240000,-29.980000,2.015000,0.001000,
6.116733,-11.860000,9.680000,84.190000,-48.650000,-41.320000,-29.460000,2.005200,0.001000,
6.125033,-9.490000,13.000000,82.980000,-50.500000,-36.290000,-27.940000,2.020500,0.001000,
6.133333,-10.200000,13.550000,78.190000,-49.580000,-32.360000,-26.480000,2.035800,0.001000,
6.141733,-13.750000,11.740000,69.650000,-46.710000,-29.780000,-24.840000,2.038700,0.000700,
6.150033,-16.000000,11.370000,65.480000,-42.520000,-27.400000,-21.230000,2.040600,0.000300,
6.158333,-16.730000,13.120000,62.120000,-38.690000,-24.760000,-17.860000,2.038200,0.000100,
6.166733,-16.680000,15.310000,55.330000,-34.920000,-22.110000,-15.470000,2.024800,0.000600,
6.175033,-16.780000,14.490000,47.970000,-27.970000,-19.770000,-14.390000,2.012200,0.001000,
6.183333,-16.980000,11.160000,41.640000,-18.030000,-17.670000,-14.370000,2.005700,0.001000,
6.191733,-16.540000,8.260000,38.390000,-7.790000,-15.150000,-14.340000,1.999200,0.001000,
6.200033,-13.520000,7.710000,36.400000,0.520000,-11.570000,-13.250000,2.010200,0.001000,
6.208333,-8.340000,8.680000,35.600000,7.900000,-6.790000,-10.660000,2.052300,0.001000,
6.216733,-5.060000,7.280000,28.060000,15.290000,-1.770000,-8.170000,2.084400,0.001000,
6.225033,-3.380000,3.600000,14.520000,22.140000,3.370000,-6.190000,2.076500,0.001000,
6.233333,-1.760000,-0.490000,1.100000,26.740000,8.580000,-5.030000,2.068500,0.001000,
6.241733,1.130000,-2.030000,0.000000,28.530000,14.270000,-3.400000,2.100800,0.001000,
6.250033,4.110000,-0.690000,0.000000,28.160000,19.790000,-1.800000,2.152100,0.001000,
6.258333,6.810000,1.620000,0.540000,27.500000,24.570000,-1.040000,2.195100,0.001000,
6.266733,9.080000,4.080000,7.650000,26.180000,28.190000,-0.660000,2.216900,0.001000,
6.275033,10.540000,5.640000,14.630000,22.630000,29.650000,-0.650000,2.238800,0.001000,
6.283333,11.140000,6.450000,20.970000,16.390000,28.790000,-1.330000,2.242700,0.001000,
6.291733,11.560000,7.770000,25.000000,10.400000,28.840000,-2.380000,2.241100,0.001000,
6.300033,11.220000,9.640000,24.630000,6.510000,30.710000,-2.770000,2.258900,0.001000,
6.308333,10.450000,11.720000,21.880000,5.370000,32.790000,-2.300000,2.311200,0.001000,
6.316733,10.590000,12.990000,18.120000,7.100000,34.930000,-0.490000,2.363600,0.001000,
6.325033,12.000000,13.070000,13.840000,11.570000,37.230000,2.710000,2.379800,0.001000,
6.333333,14.680000,12.240000,11.910000,18.780000,39.760000,6.700000,2.389000,0.001000,
6.341733,18.870000,11.900000,14.070000,29.380000,43.260000,10.700000,2.402500,0.001000,
6.350033,22.280000,11.730000,18.100000,39.800000,47.690000,13.670000,2.418000,0.001000,
6.358333,23.210000,10.270000,24.270000,46.530000,49.930000,15.350000,2.435300,0.001000,
6.366733,22.220000,7.930000,33.660000,49.570000,49.600000,16.040000,2.461900,0.001000,
6.375033,21.340000,7.200000,47.070000,49.630000,48.940000,16.520000,2.488600,0.001000,
6.383333,20.420000,8.230000,63.570000,46.400000,48.690000,16.670000,2.511600,0.001000,
6.391733,20.330000,10.520000,84.300000,41.840000,48.700000,16.700000,2.533400,0.001000,
6.400033,21.380000,14.470000,107.640000,36.670000,49.300000,16.830000,2.552300,0.001000,
6.408333,22.270000,19.490000,130.350000,30.020000,50.490000,16.810000,2.561900,0.001000,
6.416733,22.520000,24.680000,147.680000,23.630000,52.370000,17.160000,2.571500,0.001000,
6.425033,23.110000,30.010000,160.900000,18.950000,54.900000,18.110000,2.577700,0.001000,
6.433333,24.620000,34.110000,172.090000,17.270000,57.680000,18.840000,2.583200,0.001000,
6.441733,24.710000,34.860000,178.420000,17.190000,60.060000,18.380000,2.591400,0.000900,
6.450033,24.160000,33.060000,179.470000,18.160000,61.410000,17.200000,2.605300,0.000400,
6.458333,23.330000,30.550000,173.130000,17.430000,61.030000,15.850000,2.617200,0.000100,
6.466733,21.320000,27.090000,160.040000,14.240000,58.910000,13.850000,2.618300,0.000400,
6.475033,17.100000,22.190000,146.400000,8.150000,54.870000,10.000000,2.619300,0.000800,
6.483333,13.410000,17.110000,139.150000,1.010000,48.860000,4.830000,2.603700,0.000800,
6.491733,10.760000,13.430000,135.370000,-6.010000,41.390000,-0.170000,2.563000,0.000400,
6.500033,8.080000,12.420000,131.160000,-14.010000,32.810000,-3.950000,2.530900,0.000100,
6.508333,5.540000,13.190000,127.200000,-22.560000,23.480000,-6.710000,2.526100,0.000500,
6.516733,2.660000,13.030000,125.320000,-30.110000,14.690000,-9.330000,2.521300,0.000900,
6.525033,-1.770000,10.730000,126.120000,-35.820000,7.370000,-12.520000,2.520900,0.000700,
6.533333,-7.740000,6.960000,128.800000,-39.620000,-0.080000,-15.870000,2.522100,0.000300,
6.541733,-13.120000,2.880000,130.450000,-40.320000,-7.930000,-17.970000,2.532700,0.000000,
6.550033,-16.900000,-0.970000,132.090000,-38.750000,-15.320000,-18.520000,2.562800,0.000000,
6.558333,-18.320000,-5.250000,137.600000,-37.690000,-21.440000,-18.510000,2.593000,0.000000,
