Time(sec),Fx,Fy,Fz,Tx,Ty,Tz,GON,GRFz
8.150000,22.810000,-5.940000,373.160000,-56.110000,108.640000,-10.830000,2.681300,0.387900,
8.158400,19.320000,-6.890000,374.180000,-53.750000,98.320000,-10.250000,2.708400,0.387000,
8.166700,19.300000,-5.510000,377.940000,-49.990000,90.890000,-9.460000,2.735500,0.386200,
8.175000,23.020000,-0.830000,386.190000,-45.400000,86.680000,-8.170000,2.719700,0.384700,
8.183400,26.740000,4.790000,395.500000,-42.590000,83.400000,-6.760000,2.690300,0.382900,
8.191700,27.930000,10.680000,401.270000,-43.840000,78.950000,-6.550000,2.679400,0.383600,
8.200000,26.880000,17.590000,405.760000,-49.370000,72.810000,-7.460000,2.688600,0.386900,
8.208400,24.990000,24.980000,409.490000,-58.120000,65.420000,-9.560000,2.696100,0.391100,
8.216700,22.900000,32.110000,411.140000,-68.890000,57.300000,-12.580000,2.685400,0.405400,
8.225000,20.670000,36.350000,407.210000,-77.470000,48.890000,-14.110000,2.674700,0.419700,
8.233400,16.960000,37.060000,399.020000,-83.790000,39.160000,-13.490000,2.677200,0.426700,
8.241700,13.010000,35.690000,389.180000,-89.110000,28.530000,-11.570000,2.690200,0.428000,
8.250000,12.640000,35.130000,381.580000,-92.040000,19.020000,-8.700000,2.697600,0.428000,
8.258400,14.870000,34.980000,375.020000,-92.460000,9.800000,-5.000000,2.676100,0.421600,
8.266700,16.310000,33.130000,363.470000,-89.700000,-1.310000,-0.880000,2.654700,0.415300,
8.275000,16.740000,29.020000,345.110000,-83.590000,-13.910000,3.570000,2.663800,0.403100,
8.283400,18.330000,25.260000,323.550000,-74.920000,-24.200000,8.010000,2.690100,0.387700,
8.291700,19.880000,23.990000,303.600000,-67.870000,-33.400000,10.640000,2.704100,0.371700,
8.300000,21.400000,25.110000,287.380000,-62.200000,-43.110000,12.200000,2.679500,0.353700,
8.308400,21.960000,27.290000,274.170000,-56.270000,-54.860000,14.090000,2.655000,0.335700,
8.316700,20.910000,29.660000,262.350000,-49.380000,-68.810000,16.680000,2.630000,0.312200,
8.325000,16.530000,29.080000,247.280000,-43.750000,-84.430000,17.480000,2.605000,0.288400,
8.333400,11.930000,26.900000,232.710000,-39.830000,-99.010000,16.800000,2.584400,0.262200,
8.341700,9.160000,25.270000,220.320000,-35.570000,-108.520000,16.050000,2.567400,0.234000,
8.350000,6.940000,23.140000,208.340000,-29.850000,-114.740000,16.010000,2.550100,0.205800,
8.358400,5.030000,20.330000,196.970000,-22.940000,-118.270000,16.450000,2.528500,0.175800,
8.366700,2.370000,16.220000,186.300000,-17.240000,-120.610000,14.950000,2.506800,0.145800,
8.375000,-1.070000,10.880000,174.670000,-12.930000,-120.500000,10.950000,2.490100,0.118500,
8.383400,-5.570000,6.190000,156.840000,-10.490000,-117.110000,6.340000,2.476200,0.092700,
8.391700,-8.500000,6.050000,137.610000,-7.950000,-109.980000,4.090000,2.458100,0.068100,
8.400000,-9.710000,9.110000,120.250000,-4.770000,-99.520000,3.710000,2.409000,0.051800,
8.408400,-10.930000,10.370000,110.020000,-1.840000,-90.610000,2.820000,2.359900,0.035600,
8.416700,-13.290000,8.620000,105.980000,-0.320000,-85.520000,0.650000,2.324700,0.026000,
8.425000,-15.990000,5.930000,102.880000,-1.850000,-83.350000,-2.070000,2.292100,0.017700,
8.433400,-17.920000,3.180000,98.060000,-4.480000,-80.950000,-3.600000,2.255200,0.011700,
8.441700,-19.440000,1.000000,91.800000,-8.450000,-77.660000,-4.030000,2.208900,0.010900,
8.450000,-20.700000,-1.430000,90.020000,-13.550000,-73.330000,-5.330000,2.162700,0.010100,
8.458400,-21.470000,-4.710000,92.890000,-19.160000,-68.010000,-7.840000,2.134500,0.008900,
8.466700,-21.450000,-8.380000,94.350000,-24.220000,-60.940000,-11.050000,2.108000,0.007700,
8.475000,-20.960000,-9.590000,87.500000,-29.870000,-51.290000,-13.980000,2.091600,0.006300,
8.483400,-20.110000,-8.430000,73.920000,-36.530000,-42.090000,-16.770000,2.090700,0.004400,
8.491700,-19.630000,-6.890000,59.180000,-42.420000,-35.030000,-19.990000,2.091000,0.002900,
8.500000,-19.610000,-4.890000,44.550000,-47.020000,-29.380000,-23.440000,2.095400,0.002500,
8.508400,-19.760000,-2.480000,31.520000,-49.370000,-24.190000,-26.440000,2.099800,0.002100,
8.516700,-19.540000,-0.600000,19.650000,-49.120000,-20.430000,-28.840000,2.091100,0.001700,
8.525000,-19.070000,-0.360000,11.640000,-45.020000,-17.240000,-30.110000,2.077300,0.001300,
8.533400,-18.810000,-1.210000,10.740000,-38.220000,-14.750000,-30.160000,2.073800,0.001000,
8.541700,-18.170000,-2.190000,14.590000,-29.670000,-12.970000,-29.140000,2.092100,0.001000,
8.550000,-16.180000,-1.710000,18.060000,-20.350000,-8.920000,-27.140000,2.110300,0.001000,
8.558400,-12.770000,0.240000,20.550000,-10.090000,-1.390000,-24.120000,2.106300,0.001000,
8.566700,-8.210000,2.800000,26.870000,-1.150000,6.950000,-20.960000,2.096700,0.001000,
8.575000,-2.470000,5.350000,36.040000,5.500000,14.240000,-18.310000,2.094800,0.001000,
8.583400,3.050000,7.150000,45.670000,11.050000,20.810000,-15.690000,2.104300,0.001000,
8.591700,7.370000,9.140000,52.330000,14.510000,25.960000,-13.310000,2.113900,0.001000,
8.600000,10.700000,11.760000,55.040000,15.010000,29.390000,-11.470000,2.150500,0.001000,
8.608400,13.270000,14.360000,54.090000,11.800000,30.860000,-10.610000,2.190900,0.001000,
8.616700,14.190000,15.470000,53.000000,6.270000,30.430000,-10.480000,2.207500,0.001000,
8.625000,13.940000,15.730000,52.450000,0.570000,28.460000,-10.540000,2.208300,0.001000,
8.633400,13.040000,16.080000,47.090000,-2.390000,27.050000,-9.880000,2.212700,0.001000,
8.641700,11.290000,15.920000,37.830000,-2.350000,26.490000,-8.480000,2.231400,0.001000,
8.650000,9.530000,14.310000,31.320000,-0.550000,26.570000,-7.010000,2.250000,0.001000,
8.658400,8.690000,11.700000,29.160000,2.240000,27.070000,-5.780000,2.277500,0.001000,
8.666700,9.680000,10.530000,27.800000,5.050000,28.270000,-4.520000,2.309200,0.001000,
8.675000,12.010000,11.240000,28.040000,9.130000,30.490000,-2.610000,2.341700,0.001000,
8.683400,15.020000,13.120000,31.420000,14.360000,32.920000,-0.300000,2.376200,0.001000,
8.691700,17.020000,14.210000,40.040000,18.380000,33.740000,1.360000,2.410700,0.001000,
8.700000,17.760000,14.210000,53.560000,20.180000,32.790000,2.100000,2.426000,0.001000,
8.708400,18.090000,14.220000,66.180000,20.240000,30.660000,2.230000,2.435100,0.001000,
8.716700,18.680000,16.000000,72.840000,18.660000,27.320000,1.980000,2.442100,0.001000,
8.725000,18.610000,18.600000,73.510000,14.950000,23.990000,1.080000,2.445300,0.001000,
8.733400,15.600000,18.330000,72.230000,9.850000,22.010000,-0.950000,2.448500,0.001000,
8.741700,9.710000,14.960000,71.230000,4.060000,21.230000,-4.020000,2.496600,0.001300,
8.750000,3.870000,12.200000,73.910000,-0.940000,22.170000,-7.210000,2.553300,0.001800,
8.758400,-0.700000,11.340000,77.500000,-4.930000,26.270000,-10.040000,2.581500,0.002000,
8.766700,-4.190000,10.890000,82.360000,-7.430000,32.430000,-12.300000,2.573600,0.002000,
8.775000,-7.270000,9.950000,92.710000,-8.780000,39.650000,-14.150000,2.569300,0.002000,
8.783400,-10.010000,8.740000,107.910000,-9.170000,47.910000,-15.490000,2.583400,0.002000,
8.791700,-11.440000,9.160000,123.390000,-8.480000,56.290000,-15.590000,2.597600,0.002000,
8.800000,-10.370000,12.420000,139.170000,-6.050000,63.250000,-14.100000,2.619100,0.002000,
8.808400,-7.510000,15.790000,151.010000,-4.780000,67.560000,-12.690000,2.642900,0.002000,
8.816700,-5.140000,15.860000,153.330000,-6.530000,69.300000,-12.290000,2.653200,0.001800,
