Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
5.833333	31.39	55.14	373.79	-58.98	71.07	-5.46	2.6889	0.373
5.841733	29.94	53.61	360.5	-55.15	58.61	-2.61	2.6572	0.3671
5.850033	29.47	51.12	349.04	-49.67	46.82	1.66	2.6254	0.3611
5.858333	30.12	47.72	340.81	-43.9	36.39	6.37	2.6199	0.3554
5.866733	31.66	46.05	333.16	-37.99	26.83	11.06	2.6292	0.3499
5.875033	33.93	47.88	327.56	-33.88	16.23	15.36	2.6321	0.3428
5.883333	36.4	51.59	323.63	-30.45	4.17	19.47	2.6281	0.3341
5.891733	38.05	55.23	319.67	-25.69	-7.56	23.27	2.6241	0.3254
5.900033	38.61	58.44	314.79	-19.07	-17.73	26.6	2.6017	0.3133
5.908333	39.61	62.49	305.14	-11.86	-25.75	30.3	2.572	0.2999
5.916733	40.99	67.9	288.53	-3.85	-32.85	34.54	2.5599	0.2849
5.925033	40.37	72.48	266.16	4.11	-40.63	37.69	2.5615	0.2686
5.933333	36.67	72.5	241.89	11.31	-49.86	39.26	2.5618	0.2522
5.941733	30.38	67.51	217.22	17.65	-60.13	39.47	2.5314	0.2313
5.950033	25.06	62.87	194.58	21.9	-68.49	38.44	2.5009	0.2105
5.958333	21.14	59.83	174.26	23.17	-74.61	35.99	2.4661	0.1883
5.966733	18.26	56.62	154.9	22.2	-77.54	33.37	2.4288	0.1653
5.975033	14.69	51.77	137.78	20.72	-78.6	30.4	2.3949	0.1421
5.983333	10.2	45.48	124.21	18.73	-78.18	26.75	2.3862	0.1179
5.991733	6.14	40.74	118.26	17.06	-76.16	22.8	2.3775	0.0938
6.000033	3.85	38.8	119.24	16.2	-71.63	19.44	2.3296	0.0736
6.008333	3.12	38.01	118.43	14.89	-66.12	16.38	2.2665	0.0549
6.016733	0.95	34.55	113.04	13.12	-62.3	13.26	2.2121	0.0379
6.025033	-2.41	28.51	105.62	11.27	-59.45	10.55	2.1923	0.0274
6.033333	-6.44	21.72	99.93	9.05	-57.95	7.42	2.1726	0.0168
6.041733	-11.03	14.86	96.55	6.19	-58.2	3.38	2.158	0.0102
6.050033	-15.7	9.4	92.45	0.86	-59.96	-2.09	2.1438	0.004
6.058333	-19.46	4.55	82.36	-6.94	-61.73	-7.71	2.1246	0.001
6.066733	-21.81	0.45	68.22	-16.08	-62.96	-13.46	2.1008	0.001
6.075033	-22.62	-1.67	59.76	-24.54	-62.1	-19.08	2.077	0.001
6.083333	-21.95	-1.78	58.03	-32.09	-59.09	-24.35	2.0591	0.001
6.091733	-20.24	-0.63	64.05	-37.41	-55.11	-27.54	2.0412	0.001
6.100033	-17.73	1.67	75.48	-40.86	-50.8	-29.09	2.0269	0.001
6.108333	-14.85	5.66	81.92	-45.15	-46.24	-29.98	2.015	0.001
6.116733	-11.86	9.68	84.19	-48.65	-41.32	-29.46	2.0052	0.001
6.125033	-9.49	13	82.98	-50.5	-36.29	-27.94	2.0205	0.001
6.133333	-10.2	13.55	78.19	-49.58	-32.36	-26.48	2.0358	0.001
6.141733	-13.75	11.74	69.65	-46.71	-29.78	-24.84	2.0387	0.0007
6.150033	-16	11.37	65.48	-42.52	-27.4	-21.23	2.0406	0.0003
6.158333	-16.73	13.12	62.12	-38.69	-24.76	-17.86	2.0382	0.0001
6.166733	-16.68	15.31	55.33	-34.92	-22.11	-15.47	2.0248	0.0006
6.175033	-16.78	14.49	47.97	-27.97	-19.77	-14.39	2.0122	0.001
6.183333	-16.98	11.16	41.64	-18.03	-17.67	-14.37	2.0057	0.001
6.191733	-16.54	8.26	38.39	-7.79	-15.15	-14.34	1.9992	0.001
6.200033	-13.52	7.71	36.4	0.52	-11.57	-13.25	2.0102	0.001
6.208333	-8.34	8.68	35.6	7.9	-6.79	-10.66	2.0523	0.001
6.216733	-5.06	7.28	28.06	15.29	-1.77	-8.17	2.0844	0.001
6.225033	-3.38	3.6	14.52	22.14	3.37	-6.19	2.0765	0.001
6.233333	-1.76	-0.49	1.1	26.74	8.58	-5.03	2.0685	0.001
6.241733	1.13	-2.03	0	28.53	14.27	-3.4	2.1008	0.001
6.250033	4.11	-0.69	0	28.16	19.79	-1.8	2.1521	0.001
6.258333	6.81	1.62	0.54	27.5	24.57	-1.04	2.1951	0.001
6.266733	9.08	4.08	7.65	26.18	28.19	-0.66	2.2169	0.001
6.275033	10.54	5.64	14.63	22.63	29.65	-0.65	2.2388	0.001
6.283333	11.14	6.45	20.97	16.39	28.79	-1.33	2.2427	0.001
6.291733	11.56	7.77	25	10.4	28.84	-2.38	2.2411	0.001
6.300033	11.22	9.64	24.63	6.51	30.71	-2.77	2.2589	0.001
6.308333	10.45	11.72	21.88	5.37	32.79	-2.3	2.3112	0.001
6.316733	10.59	12.99	18.12	7.1	34.93	-0.49	2.3636	0.001
6.325033	12	13.07	13.84	11.57	37.23	2.71	2.3798	0.001
6.333333	14.68	12.24	11.91	18.78	39.76	6.7	2.389	0.001
6.341733	18.87	11.9	14.07	29.38	43.26	10.7	2.4025	0.001
6.350033	22.28	11.73	18.1	39.8	47.69	13.67	2.418	0.001
6.358333	23.21	10.27	24.27	46.53	49.93	15.35	2.4353	0.001
6.366733	22.22	7.93	33.66	49.57	49.6	16.04	2.4619	0.001
6.375033	21.34	7.2	47.07	49.63	48.94	16.52	2.4886	0.001
6.383333	20.42	8.23	63.57	46.4	48.69	16.67	2.5116	0.001
6.391733	20.33	10.52	84.3	41.84	48.7	16.7	2.5334	0.001
6.400033	21.38	14.47	107.64	36.67	49.3	16.83	2.5523	0.001
6.408333	22.27	19.49	130.35	30.02	50.49	16.81	2.5619	0.001
6.416733	22.52	24.68	147.68	23.63	52.37	17.16	2.5715	0.001
6.425033	23.11	30.01	160.9	18.95	54.9	18.11	2.5777	0.001
6.433333	24.62	34.11	172.09	17.27	57.68	18.84	2.5832	0.001
6.441733	24.71	34.86	178.42	17.19	60.06	18.38	2.5914	0.0009
6.450033	24.16	33.06	179.47	18.16	61.41	17.2	2.6053	0.0004
6.458333	23.33	30.55	173.13	17.43	61.03	15.85	2.6172	0.0001
6.466733	21.32	27.09	160.04	14.24	58.91	13.85	2.6183	0.0004
6.475033	17.1	22.19	146.4	8.15	54.87	10	2.6193	0.0008
6.483333	13.41	17.11	139.15	1.01	48.86	4.83	2.6037	0.0008
6.491733	10.76	13.43	135.37	-6.01	41.39	-0.17	2.563	0.0004
6.500033	8.08	12.42	131.16	-14.01	32.81	-3.95	2.5309	0.0001
6.508333	5.54	13.19	127.2	-22.56	23.48	-6.71	2.5261	0.0005
6.516733	2.66	13.03	125.32	-30.11	14.69	-9.33	2.5213	0.0009
6.525033	-1.77	10.73	126.12	-35.82	7.37	-12.52	2.5209	0.0007
6.533333	-7.74	6.96	128.8	-39.62	-0.08	-15.87	2.5221	0.0003
6.541733	-13.12	2.88	130.45	-40.32	-7.93	-17.97	2.5327	0
6.550033	-16.9	-0.97	132.09	-38.75	-15.32	-18.52	2.5628	0
6.558333	-18.32	-5.25	137.6	-37.69	-21.44	-18.51	2.593	0
