---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_rightturn6\PS_rightturn6-output-euler-leftlegfootpostd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
5.190483870967736e+000 -5.096194416087322e-001 9.642618831674613e-002 7.367059430233877e-002 -6.299398122844685e-001 -9.399169238203631e-002 1.529747538904835e+000
5.198602150537628e+000 -5.077600613846317e-001 9.610854749392740e-002 7.209795264240693e-002 -6.337663617596070e-001 -7.501200984158207e-002 1.531985537048014e+000
5.206720430107520e+000 -5.062075458610746e-001 9.600604030228691e-002 7.099048977756775e-002 -6.361114870937249e-001 -5.969747118449509e-002 1.535998602163589e+000
5.214838709677412e+000 -5.049773455113229e-001 9.603845602087224e-002 7.031845579908895e-002 -6.376740890895312e-001 -4.797622963436732e-002 1.540231626813782e+000
5.222956989247304e+000 -5.040446308565484e-001 9.611972554467432e-002 7.000573763946294e-002 -6.387995325832133e-001 -3.934888189794372e-002 1.543782028688574e+000
5.231075268817197e+000 -5.033616016746817e-001 9.618159606500441e-002 6.993715250361188e-002 -6.395876016912161e-001 -3.315912478679883e-002 1.546492072805064e+000
5.239193548387089e+000 -5.028786496679528e-001 9.618284757599445e-002 6.998014857831680e-002 -6.400552086507557e-001 -2.880025725587854e-002 1.548730591764607e+000
5.247311827956981e+000 -5.025581221955359e-001 9.610816145332787e-002 7.001442585937116e-002 -6.402393451206041e-001 -2.581432002771500e-002 1.551067527205422e+000
5.255430107526873e+000 -5.023755853730025e-001 9.596340972893711e-002 6.995900469707009e-002 -6.402224777079236e-001 -2.388898530239225e-002 1.554007081628571e+000
5.263548387096765e+000 -5.023118417254501e-001 9.576962955875586e-002 6.978598846466888e-002 -6.401146422981757e-001 -2.279613730827013e-002 1.557826323778402e+000
5.271666666666658e+000 -5.023436735365779e-001 9.555522285288998e-002 6.951584308036099e-002 -6.400224487548760e-001 -2.232748145175045e-002 1.562514204313770e+000
5.279784946236550e+000 -5.024404140438065e-001 9.534795018555761e-002 6.919797187089895e-002 -6.400202235476756e-001 -2.226524864655710e-002 1.567804516897681e+000
5.287903225806442e+000 -5.025675043927302e-001 9.517012816594715e-002 6.888575954547094e-002 -6.401346546146425e-001 -2.240039114848713e-002 1.573266631785960e+000
5.296021505376334e+000 -5.026919990491117e-001 9.503804669829123e-002 6.861623631461897e-002 -6.403524018723552e-001 -2.257684183306497e-002 1.578410301629027e+000
5.304139784946226e+000 -5.027859091379666e-001 9.496354484900228e-002 6.840196960785588e-002 -6.406485268293177e-001 -2.271643088607012e-002 1.582794719745212e+000
5.312258064516119e+000 -5.028280566941558e-001 9.495516362695308e-002 6.823578694091860e-002 -6.410176274091948e-001 -2.279847196468232e-002 1.586130002567097e+000
5.320376344086011e+000 -5.028056185301794e-001 9.501746693333626e-002 6.810158632985970e-002 -6.414873067928819e-001 -2.281439474821667e-002 1.588335254073253e+000
5.328494623655903e+000 -5.027145910588010e-001 9.514926109930777e-002 6.798338827970614e-002 -6.421100531810627e-001 -2.273683213918720e-002 1.589540989166530e+000
5.336612903225795e+000 -5.025589372506648e-001 9.534271039284933e-002 6.786972847570105e-002 -6.429453758134269e-001 -2.252103261075056e-002 1.590064145238389e+000
5.344731182795687e+000 -5.023496202930328e-001 9.558390861682178e-002 6.775526277580031e-002 -6.440421415570224e-001 -2.212453730583230e-002 1.590376176730770e+000
5.352849462365580e+000 -5.021042606386732e-001 9.585346493194481e-002 6.764103553311032e-002 -6.454192429823110e-001 -2.152077764398763e-002 1.591050922525965e+000
5.360967741935472e+000 -5.018461784190199e-001 9.612625163944580e-002 6.753206540497943e-002 -6.470431771913080e-001 -2.070187767576637e-002 1.592672582137506e+000
5.369086021505364e+000 -5.016005074332663e-001 9.637272081660668e-002 6.743292912822022e-002 -6.488190114687277e-001 -1.968090327862226e-002 1.595697075763155e+000
5.377204301075256e+000 -5.013874050451442e-001 9.656538816853796e-002 6.734590732477309e-002 -6.506146727776249e-001 -1.849108573856051e-002 1.600285450472913e+000
5.385322580645148e+000 -5.012162708904411e-001 9.668836995753317e-002 6.727294636707866e-002 -6.523066407759116e-001 -1.717539898490794e-002 1.606192147081150e+000
5.393440860215041e+000 -5.010850052234805e-001 9.674223267969473e-002 6.721691869146387e-002 -6.538109019911068e-001 -1.577615697550927e-002 1.612818105924721e+000
5.401559139784933e+000 -5.009842764121929e-001 9.674122385845588e-002 6.717981217558559e-002 -6.550861956782508e-001 -1.433130784415182e-002 1.619424881226783e+000
5.409677419354825e+000 -5.009027940998657e-001 9.670704748610186e-002 6.716093950090429e-002 -6.561266442848363e-001 -1.287056605659198e-002 1.625370592192571e+000
5.417795698924717e+000 -5.008296720386352e-001 9.666179483340311e-002 6.715772542472709e-002 -6.569538847739523e-001 -1.141290797623418e-002 1.630249645361140e+000
5.425913978494609e+000 -5.007547730239150e-001 9.662089115975492e-002 6.716786634927295e-002 -6.576057944584455e-001 -9.969200011782808e-003 1.633924448743255e+000
5.434032258064502e+000 -5.006702744388402e-001 9.658982990304502e-002 6.719052529269860e-002 -6.581243177582735e-001 -8.543006452896407e-003 1.636482367866786e+000
5.442150537634394e+000 -5.005728594910519e-001 9.656701683336207e-002 6.722565009926859e-002 -6.585453784535791e-001 -7.130160018072873e-003 1.638153521245671e+000
5.450268817204286e+000 -5.004643848200300e-001 9.654933427736397e-002 6.727267741715232e-002 -6.588900977495343e-001 -5.722643461888000e-003 1.639229683254893e+000
5.458387096774178e+000 -5.003509125090248e-001 9.653547776863926e-002 6.732991385692712e-002 -6.591631283665084e-001 -4.313969102695214e-003 1.640001701242836e+000
5.466505376344070e+000 -5.002399882770097e-001 9.652597650242627e-002 6.739383457940341e-002 -6.593652905909667e-001 -2.905148585444772e-003 1.640708555926294e+000
5.474623655913963e+000 -5.001369526165076e-001 9.652197785777061e-002 6.745824566985324e-002 -6.595140322131883e-001 -1.510262418008113e-003 1.641514870640778e+000
5.482741935483855e+000 -5.000432706634344e-001 9.652405153749541e-002 6.751519557341135e-002 -6.596555335343962e-001 -1.536419370644637e-004 1.642544437618729e+000
5.490860215053747e+000 -4.999578603885723e-001 9.653136985505902e-002 6.755757657557956e-002 -6.598592251613930e-001 1.140829998301340e-003 1.643939685492736e+000
5.498978494623639e+000 -4.998786573756219e-001 9.654217547607563e-002 6.758105133106941e-002 -6.602004775881892e-001 2.357011835746770e-003 1.645882276525744e+000
5.507096774193531e+000 -4.998027714077936e-001 9.655557021480878e-002 6.758430057216228e-002 -6.607443536995601e-001 3.488203311071025e-003 1.648564104186475e+000
5.515215053763424e+000 -4.997270398407306e-001 9.657278587068749e-002 6.756867364444870e-002 -6.615335338967274e-001 4.539098266377550e-003 1.652139187526573e+000
5.523333333333316e+000 -4.996498054724438e-001 9.659579791643941e-002 6.753851029922295e-002 -6.625721328567872e-001 5.525314201672238e-003 1.656663089961375e+000
5.531451612903208e+000 -4.995722581633939e-001 9.662320546630496e-002 6.750172755544731e-002 -6.638016863108175e-001 6.462987692890332e-003 1.662010065487215e+000
5.539569892473100e+000 -4.994989243921739e-001 9.664647461948522e-002 6.746852201927658e-002 -6.650861969718254e-001 7.352350382385353e-003 1.667814929931152e+000
5.547688172042992e+000 -4.994370105712879e-001 9.665088239114471e-002 6.744692334117707e-002 -6.662424641594200e-001 8.170181573839530e-003 1.673558457555979e+000
5.555806451612884e+000 -4.993928875205574e-001 9.662209513214257e-002 6.743816381786660e-002 -6.671208398859019e-001 8.881169417707113e-003 1.678801036818796e+000
5.563924731182777e+000 -4.993672741019376e-001 9.655451937872533e-002 6.743726180949151e-002 -6.676777830631030e-001 9.465109000768468e-003 1.683360350892881e+000
5.572043010752669e+000 -4.993539223502497e-001 9.645614962129269e-002 6.743898612432957e-002 -6.679831347491019e-001 9.944745125461729e-003 1.687289298215475e+000
5.580161290322561e+000 -4.993439629978946e-001 9.634577036620033e-002 6.744278646839438e-002 -6.681647812839382e-001 1.039085064083301e-002 1.690749040768425e+000
5.588279569892453e+000 -4.993324426980021e-001 9.624329759168467e-002 6.745234659475285e-002 -6.683349529729438e-001 1.089204037568048e-002 1.693916979836496e+000
5.596397849462345e+000 -4.993204030304967e-001 9.616056622110857e-002 6.747215597400481e-002 -6.685480386134036e-001 1.150648947102106e-002 1.696953499130443e+000
5.604516129032238e+000 -4.993113186708472e-001 9.609892953893419e-002 6.750519146148794e-002 -6.688070233833330e-001 1.223369065846347e-002 1.699996058641404e+000
5.612634408602130e+000 -4.993084435549495e-001 9.605334841792439e-002 6.755262087218548e-002 -6.690921732056350e-001 1.303506529091170e-002 1.703158935993488e+000
5.620752688172022e+000 -4.993154481974180e-001 9.601796470275961e-002 6.761380456866441e-002 -6.693833746391267e-001 1.388180371062320e-002 1.706528065485255e+000
5.628870967741914e+000 -4.993355199720071e-001 9.598787782514864e-002 6.768519716251960e-002 -6.696709089254231e-001 1.477119112563230e-002 1.710158062136503e+000
5.636989247311806e+000 -4.993684636574391e-001 9.595684768147007e-002 6.775945419155101e-002 -6.699574611613216e-001 1.570053160999585e-002 1.714086432404594e+000
5.645107526881699e+000 -4.994104127666028e-001 9.591608312945518e-002 6.782727962673844e-002 -6.702540314587763e-001 1.664735582012811e-002 1.718354497150697e+000
5.653225806451591e+000 -4.994568724362021e-001 9.585730863542399e-002 6.788163183827164e-002 -6.705744850455445e-001 1.758016401421902e-002 1.723006835385181e+000
5.661344086021483e+000 -4.995059479303315e-001 9.577686497839309e-002 6.792078511856603e-002 -6.709292726576293e-001 1.847641974473713e-002 1.728067046023833e+000
5.669462365591375e+000 -4.995591840364066e-001 9.567670502854879e-002 6.794805859313070e-002 -6.713183866079642e-001 1.932773020579126e-002 1.733514887053069e+000
5.677580645161267e+000 -4.996195259329445e-001 9.556313627856962e-002 6.796978681574342e-002 -6.717330772779597e-001 2.013787176773185e-002 1.739287050222818e+000
5.685698924731160e+000 -4.996887209230253e-001 9.544509725398574e-002 6.799384178152154e-002 -6.721674098062043e-001 2.092394870325554e-002 1.745309663793925e+000
5.693817204301052e+000 -4.997669548513722e-001 9.533042814514309e-002 6.802846372496534e-002 -6.726202847884084e-001 2.171718939935086e-002 1.751542981502095e+000
5.701935483870944e+000 -4.998540009818702e-001 9.522087962314012e-002 6.808050332026007e-002 -6.730834896362662e-001 2.255786611414434e-002 1.758000463703566e+000
5.710053763440836e+000 -4.999492080705544e-001 9.511068103394341e-002 6.815397556400420e-002 -6.735379133073034e-001 2.348930274131544e-002 1.764731359245900e+000
5.718172043010728e+000 -5.000501981175337e-001 9.498988744149840e-002 6.824991103435157e-002 -6.739646198250816e-001 2.455302830451589e-002 1.771784010562457e+000
5.726290322580621e+000 -5.001521018012585e-001 9.484914899230817e-002 6.836671773833505e-002 -6.743553563530559e-001 2.577876159772474e-002 1.779169272219797e+000
5.734408602150513e+000 -5.002480659137676e-001 9.468363480750175e-002 6.849995715140952e-002 -6.747155014352162e-001 2.717146639976065e-002 1.786842782957692e+000
5.742526881720405e+000 -5.003304060746281e-001 9.449556843097695e-002 6.864270569478820e-002 -6.750643896632513e-001 2.871035755220608e-002 1.794712599195877e+000
5.750645161290297e+000 -5.003915303170846e-001 9.429531511666581e-002 6.878838731957186e-002 -6.754384122506654e-001 3.036660923303680e-002 1.802656010992349e+000
5.758763440860189e+000 -5.004246871837592e-001 9.410051843314561e-002 6.893445248247068e-002 -6.758914162043423e-001 3.212512022036806e-002 1.810530393874818e+000
5.766881720430082e+000 -5.004249483602825e-001 9.393168581513291e-002 6.908317918789232e-002 -6.764785041533409e-001 3.399130837294306e-002 1.818184048706700e+000
5.774999999999974e+000 -5.003894667849286e-001 9.380482843691745e-002 6.923903035108368e-002 -6.772315554839172e-001 3.598259012710825e-002 1.825479944639597e+000
5.783118279569866e+000 -5.003169017361056e-001 9.372461239176576e-002 6.940614413012385e-002 -6.781498340558174e-001 3.812214816736370e-002 1.832342740157084e+000
5.791236559139758e+000 -5.002083396917713e-001 9.368130340354623e-002 6.958940857126958e-002 -6.792043690263881e-001 4.044961030769745e-002 1.838820974905311e+000
5.799354838709650e+000 -5.000692313514586e-001 9.365370107099195e-002 6.979782787613346e-002 -6.803447547962964e-001 4.303839347382477e-002 1.845113619407076e+000
5.807473118279543e+000 -4.999082960414474e-001 9.361671875872882e-002 7.004603334003250e-002 -6.815090950308115e-001 4.599352681447444e-002 1.851519168481369e+000
5.815591397849435e+000 -4.997333954264756e-001 9.354859572971083e-002 7.035334857081425e-002 -6.826357908620896e-001 4.942979167142347e-002 1.858334959554152e+000
5.823709677419327e+000 -4.995484582869631e-001 9.343406498762202e-002 7.074318428150331e-002 -6.836755167729646e-001 5.346024551064699e-002 1.865765767088476e+000
5.831827956989219e+000 -4.993524719846375e-001 9.326363567384410e-002 7.124316428651840e-002 -6.846056204742068e-001 5.820491526899385e-002 1.873885652346961e+000
5.839946236559111e+000 -4.991385656712965e-001 9.303183630509879e-002 7.188372710690731e-002 -6.854398599761552e-001 6.379370052374611e-002 1.882656268614140e+000
5.848064516129004e+000 -4.988942122481939e-001 9.273706573513564e-002 7.269412242130609e-002 -6.862192982800984e-001 7.034411701071774e-002 1.891946870115687e+000
5.856182795698896e+000 -4.986066578634327e-001 9.238285766857593e-002 7.369707021772004e-002 -6.869768192972426e-001 7.792687415657618e-002 1.901507416915995e+000
5.864301075268788e+000 -4.982717332642964e-001 9.197639540698659e-002 7.490640651307833e-002 -6.876885877517222e-001 8.655689391846710e-002 1.910951763711976e+000
5.872419354838680e+000 -4.978963868439097e-001 9.151940645865610e-002 7.633233713710050e-002 -6.882504875358116e-001 9.624034784171776e-002 1.919869255351594e+000
5.880537634408572e+000 -4.974913672835060e-001 9.099491589867183e-002 7.799034311505410e-002 -6.885000963996397e-001 1.070470407201436e-001 1.928026248679350e+000
5.888655913978464e+000 -4.970616954852017e-001 9.036170356290210e-002 7.990381700929380e-002 -6.882586204962463e-001 1.191340544900865e-001 1.935456681582243e+000
5.896774193548357e+000 -4.966001498894928e-001 8.956420426745834e-002 8.209983999821255e-002 -6.873730682752918e-001 1.327032484118340e-001 1.942374925940824e+000
5.904892473118249e+000 -4.960797504281946e-001 8.855755156214824e-002 8.460800336432008e-002 -6.857928427969615e-001 1.479569108222669e-001 1.949023550060293e+000
5.913010752688141e+000 -4.954440069503044e-001 8.734028599977209e-002 8.746903815753034e-002 -6.837018212534113e-001 1.651203605289953e-001 1.955521576483889e+000
5.921129032258033e+000 -4.946083433558741e-001 8.596989232312477e-002 9.074714825858649e-002 -6.815851204409151e-001 1.845234140738177e-001 1.961743368870779e+000
5.929247311827925e+000 -4.934870486490250e-001 8.452444396934088e-002 9.452483420819827e-002 -6.800189296880819e-001 2.066155536984053e-001 1.967374845325515e+000
5.937365591397818e+000 -4.920328433239009e-001 8.301533697498877e-002 9.886514204362008e-002 -6.792131887323409e-001 2.317983576143783e-001 1.972241101094913e+000
5.945483870967710e+000 -4.902527503202355e-001 8.133453420497659e-002 1.037695121728877e-001 -6.787492079440703e-001 2.602045600622156e-001 1.976650366153574e+000
5.953602150537602e+000 -4.881843653685279e-001 7.930391185208720e-002 1.091782964864911e-001 -6.778486064754538e-001 2.916693456263004e-001 1.981377687085089e+000
5.961720430107494e+000 -4.858609088433019e-001 7.676840519394791e-002 1.150069445012939e-001 -6.758593286067497e-001 3.258524502842708e-001 1.987328318418898e+000
5.969838709677386e+000 -4.832997903648253e-001 7.363725276750267e-002 1.211691659338871e-001 -6.724658044156795e-001 3.622739842834561e-001 1.995234292817391e+000
5.977956989247279e+000 -4.805130149235709e-001 6.987270032651562e-002 1.275730827612140e-001 -6.676356392921120e-001 4.002413950907708e-001 2.005511088301888e+000
5.986075268817171e+000 -4.775178170943498e-001 6.547349315660594e-002 1.341137822303210e-001 -6.615766501701119e-001 4.388246346325451e-001 2.018169473805372e+000
5.994193548387063e+000 -4.743377160489040e-001 6.046808074575111e-002 1.406792589281893e-001 -6.547983070391088e-001 4.769485408116112e-001 2.032714114600649e+000
6.002311827956955e+000 -4.709952815654309e-001 5.491242818726474e-002 1.471683894910648e-001 -6.482425827568619e-001 5.135445031302042e-001 2.047983371127918e+000
6.010430107526847e+000 -4.675012225886852e-001 4.888479979789245e-002 1.535059156662242e-001 -6.434133998923893e-001 5.476590004795519e-001 2.061939115170475e+000
6.018548387096740e+000 -4.638464569582507e-001 4.246848618038766e-002 1.596388039974222e-001 -6.423798488451116e-001 5.784664722549189e-001 2.071595738188599e+000
6.026666666666632e+000 -4.600019684437466e-001 3.572186665641028e-002 1.655137865378119e-001 -6.475076887067177e-001 6.052507463435548e-001 2.073386439688891e+000
6.034784946236524e+000 -4.559258773979362e-001 2.864680317781012e-002 1.710488743017137e-001 -6.608476039545741e-001 6.274603428599219e-001 2.064123629781606e+000
6.042903225806416e+000 -4.515747598264996e-001 2.117453504949851e-002 1.761161018911036e-001 -6.833638301336116e-001 6.448267898659874e-001 2.042250043694352e+000
6.051021505376308e+000 -4.469189937430044e-001 1.318384887276132e-002 1.805518417533561e-001 -7.144491115586812e-001 6.574066474541480e-001 2.008661817894643e+000
6.059139784946201e+000 -4.419606538407739e-001 4.541169238438103e-003 1.841935423219521e-001 -7.520155249470921e-001 6.654570640163282e-001 1.966644510702373e+000
6.067258064516093e+000 -4.367435987397532e-001 -4.864904165611739e-003 1.869184253255967e-001 -7.930229631162458e-001 6.692329966218122e-001 1.921105579829840e+000
6.075376344085985e+000 -4.313432000224092e-001 -1.510654300877024e-002 1.886632508099482e-001 -8.341756270067101e-001 6.688764926977653e-001 1.877478753513151e+000
6.083494623655877e+000 -4.258382041817153e-001 -2.621020643117928e-002 1.894256980750966e-001 -8.726205031505532e-001 6.644653028056080e-001 1.840538182742876e+000
6.091612903225769e+000 -4.202830286988176e-001 -3.815834955431592e-002 1.892541892895099e-001 -9.064845323804281e-001 6.561333448425284e-001 1.813386582255297e+000
