---- AnyBody Output File ---------------------------------
Study: Main.Studies.InverseDynamicStudy
Operation: Main.Studies.InverseDynamicStudy.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.InverseDynamicStudy.OutputFile.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_rightturn6\Results.txt"
Main.Studies.InverseDynamicStudy.OutputFile.NumberFormat.Digits = 15
Main.Studies.InverseDynamicStudy.OutputFile.NumberFormat.Width = 22
Main.Studies.InverseDynamicStudy.OutputFile.NumberFormat.Style = ScientificNumber
Main.Studies.InverseDynamicStudy.OutputFile.NumberFormat.FormatStr = "%22.15e"
Main.Studies.InverseDynamicStudy.OutputFile.Search = 
Main.Studies.InverseDynamicStudy.OutputFile.SepSign = " "
Main.Studies.InverseDynamicStudy.OutputFile.LineSepSign = ""
Main.Studies.InverseDynamicStudy.OutputFile.Header.TitleSectionOnOff = On
Main.Studies.InverseDynamicStudy.OutputFile.Header.ConstSectionOnOff = On
Main.Studies.InverseDynamicStudy.OutputFile.Header.VarSectionOnOff = On
Main.Studies.InverseDynamicStudy.OutputFile.Header.ColumnNamesOnOff = On
Main.Studies.InverseDynamicStudy.OutputFile.Header.LinePrefix = ""
Main.Studies.InverseDynamicStudy.OutputFile.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.InverseDynamicStudy.t
col1  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceEst[0]
col2  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceEst[1]
col3  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceEst[2]
col4  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentEst[0]
col5  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentEst[1]
col6  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentEst[2]
col7  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceMeas[0]
col8  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceMeas[1]
col9  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceMeas[2]
col10  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentMeas[0]
col11  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentMeas[1]
col12  Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentMeas[2]
----------------------------------------------------------
Main.Studies.InverseDynamicStudy.t Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceEst[0] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceEst[1] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceEst[2] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentEst[0] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentEst[1] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentEst[2] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceMeas[0] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceMeas[1] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaForceMeas[2] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentMeas[0] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentMeas[1] Main.Studies.InverseDynamicStudy.OutputFile.eTibiaMomentMeas[2]
5.100000000000005e+000 3.311473062692656e+001 9.669762015297238e+000 3.937523290546252e+002 -1.767621884920103e+000 -1.796972301555725e+000 -5.117937070441492e-002 6.514929043797265e+001 1.246723069216279e+002 7.078027823851392e+002 -3.312083195552710e-001 3.765831240350308e+000 -3.108152526132638e-001
5.108333333333339e+000 3.076537448124070e+001 9.202079510037265e+000 3.623781477332756e+002 -1.607355876943079e+000 -1.427504587249410e+000 -5.810317084092675e-002 5.737111260383441e+001 1.167557522928705e+002 6.785281392738837e+002 -7.026461438745674e-001 3.515279363097734e+000 -6.533470632159951e-001
5.116666666666673e+000 2.944380201132871e+001 9.192275214294000e+000 3.422823689784411e+002 -1.486744624900555e+000 -1.147117228618476e+000 -5.131595711032810e-002 3.780757193749497e+001 9.114683512996969e+001 6.321245730149670e+002 -1.190663686818225e+000 3.064470380347941e+000 -1.125649549508479e+000
5.125000000000006e+000 2.985327397072197e+001 9.246386787236816e+000 3.247183007601593e+002 -1.374716129954245e+000 -6.683005317756080e-001 -3.494754463265543e-002 7.076599249874547e+000 5.678393078286977e+001 5.853964159642814e+002 -1.673448947852448e+000 2.491635910444125e+000 -1.566537248122662e+000
5.133333333333340e+000 3.167825421859268e+001 8.864945111626994e+000 2.975001741079120e+002 -1.234607077967845e+000 4.196495982108373e-001 -3.102428467576233e-002 -2.832781746354924e+001 2.112868709487728e+001 5.443165764810395e+002 -2.037891667752731e+000 1.886685581142044e+000 -1.857096665504239e+000
5.141666666666674e+000 1.345869775419980e+001 5.726817596565049e+000 1.981161969823257e+002 -8.276464582371628e-001 -3.885329363926838e+000 2.102380645014550e-001 -5.890331786774500e+001 -1.016081089894989e+001 5.044522108655421e+002 -2.249959208182753e+000 1.311599584938730e+000 -1.966550649385360e+000
5.150000000000008e+000 8.716490457595590e+000 8.140059380160729e+000 2.232962064453103e+002 -7.965254522715553e-001 -5.673026243531433e+000 2.722459192995950e-001 -8.226046407967837e+001 -3.668169384769841e+001 4.619044771612270e+002 -2.452493997379323e+000 7.159715714022179e-001 -2.009997828228730e+000
5.158333333333341e+000 3.887082543872275e+000 1.362692096735692e+001 2.898318693380333e+002 -8.003281405950575e-001 -8.201531011271046e+000 4.037451710735744e-001 -9.726847081415819e+001 -5.445150293758425e+001 4.359565565645527e+002 -2.703150359154174e+000 7.094923188210921e-002 -2.049355123625620e+000
5.166666666666675e+000 -5.319090239168958e-001 2.136616938382903e+001 3.925100427703454e+002 -8.803009518641454e-001 -1.153504518073944e+001 6.012104147050676e-001 -1.049205020761046e+002 -6.204728523954429e+001 4.389450928356282e+002 -2.794760090266206e+000 -5.794475253160445e-001 -1.984407607186382e+000
5.175000000000009e+000 -2.579325815865886e+000 2.962169336308818e+001 5.210813468569851e+002 -1.126820701754974e+000 -1.495675296706762e+001 8.000126556755109e-001 -1.066158825040311e+002 -6.217543801093115e+001 4.681413723648300e+002 -2.686983510098391e+000 -1.255352774428954e+000 -1.796852157570246e+000
5.183333333333343e+000 -5.740287981866118e+000 3.569504383381310e+001 6.432354472803139e+002 -1.485046907328660e+000 -1.779629226002215e+001 9.222462972184142e-001 -1.000869519332222e+002 -5.572768629947721e+001 5.189127707732798e+002 -2.422848239480243e+000 -1.945587456002307e+000 -1.506186795907347e+000
5.191666666666676e+000 -1.276013421463171e+001 3.627567472934831e+001 7.217323054335838e+002 -1.894644042310165e+000 -1.949473797602599e+001 8.952612156444473e-001 -8.295246354109878e+001 -4.057659289012634e+001 5.928748775246697e+002 -2.151641003452208e+000 -2.545230630520957e+000 -1.156081021230603e+000
5.200000000000010e+000 -1.716325083257817e+001 2.930363010784166e+001 7.737494857149036e+002 -2.669665584828831e+000 -2.050330395521283e+001 6.652053170353582e-001 -6.417462681784801e+001 -2.007639774465594e+001 6.966084865496557e+002 -2.385286672433129e+000 -2.827948644441806e+000 -9.231297068940568e-001
5.208333333333344e+000 -9.049814408381707e+000 1.741612797539733e+001 8.867724169435542e+002 -4.188694789463662e+000 -2.160426538536026e+001 3.643145114377209e-001 -5.315674258774163e+001 -1.513816293528464e+000 8.298998585389062e+002 -3.351743450045038e+000 -2.772344637579892e+000 -9.514373617014241e-001
5.216666666666677e+000 2.079077756925898e+000 7.141562360029298e+000 1.022054962335116e+003 -5.740335395907567e+000 -1.904157871952457e+001 1.800018327303592e-001 -4.629545886224657e+001 9.499466708763052e+000 9.828605428164669e+002 -4.635558790771789e+000 -2.346011198597055e+000 -1.133270857795164e+000
5.225000000000011e+000 1.443874778118507e+001 -3.773539465762553e+000 1.136950597692608e+003 -7.225827565858008e+000 -1.538407281219202e+001 5.818881632548356e-002 -3.828309065062229e+001 5.713625062413302e+000 1.133228340076026e+003 -5.706701605632973e+000 -1.464402487848008e+000 -1.273355426326580e+000
5.233333333333345e+000 2.607851571703662e+001 -1.383129104524247e+001 1.223345251265382e+003 -8.477938893389784e+000 -1.152083338431071e+001 -3.524215745145387e-003 -3.016931488550441e+001 -1.401434252710529e+001 1.266037920757725e+003 -6.482798140165079e+000 -1.396240726961468e-001 -1.320578833695260e+000
5.241666666666679e+000 3.547527823126910e+001 -2.200274696261948e+001 1.277812597414414e+003 -9.399836042498416e+000 -8.058462494423319e+000 -2.270439716868333e-002 -2.906078401038480e+001 -4.203532786278453e+001 1.365838345659602e+003 -7.199056974772375e+000 1.478429893607294e+000 -1.306372233437488e+000
5.250000000000012e+000 4.185020266289592e+001 -2.764169154080342e+001 1.302629256199429e+003 -9.959459248111655e+000 -5.383142218524506e+000 -1.678946244463742e-002 -3.414332657662136e+001 -7.180021967584365e+001 1.437290591812429e+003 -7.942920351485006e+000 3.383601477724382e+000 -1.237511751575786e+000
5.258333333333346e+000 4.596733982204754e+001 -2.985518537968373e+001 1.313597272294918e+003 -1.019653916510329e+001 -3.610234134288747e+000 -9.598832293447046e-004 -3.973949132518574e+001 -9.687863774084038e+001 1.489918753206871e+003 -8.704394518590320e+000 5.414179494895688e+000 -1.136513580744678e+000
5.266666666666680e+000 4.762924922415445e+001 -2.923073512074066e+001 1.310629430541273e+003 -1.014721876466391e+001 -2.799302410829966e+000 -2.908766255151019e-003 -3.777657814321201e+001 -1.125801228866220e+002 1.526445994364338e+003 -9.147076091874816e+000 7.193028419612617e+000 -9.510768764404707e-001
5.275000000000014e+000 4.710174189982820e+001 -2.561201837955402e+001 1.303044784264087e+003 -9.860973110338092e+000 -2.876200159557426e+000 -2.741545050493421e-002 -2.704659028558126e+001 -1.182318798228791e+002 1.544979820320484e+003 -9.148597802437871e+000 8.603952368013717e+000 -6.661486836955057e-001
5.283333333333347e+000 4.506073273742865e+001 -1.915653073048880e+001 1.296541195285297e+003 -9.386376889528034e+000 -3.628874012358385e+000 -7.050338457596506e-002 -1.341360666825438e+001 -1.128523898249827e+002 1.540375339082317e+003 -8.869269447955441e+000 9.559959962353744e+000 -3.729598112712988e-001
5.291666666666681e+000 4.218020055277216e+001 -1.081208067972601e+001 1.290698246404115e+003 -8.786408567318288e+000 -4.713071130178629e+000 -1.149105642169335e-001 -4.393459565705278e+000 -9.535894978511102e+001 1.516858635490372e+003 -8.741149788379522e+000 1.000283042329514e+001 -2.018186563275877e-001
5.300000000000015e+000 3.918665764387043e+001 -1.992116849199142e+000 1.280973713329495e+003 -8.128891300389004e+000 -5.717321560089502e+000 -1.450776957600746e-001 -3.452477306058303e+000 -7.183747389450446e+001 1.487284429330147e+003 -8.950176721770216e+000 9.942171339426512e+000 -1.963295296763507e-001
5.308333333333349e+000 3.692887272925808e+001 6.401272888418355e+000 1.267127395405910e+003 -7.479620875916426e+000 -6.269104649856030e+000 -1.519265465834807e-001 -3.220065389611245e+000 -4.843426673130237e+001 1.472780234133883e+003 -9.307273599084905e+000 9.554227034307926e+000 -3.291393489215620e-001
5.316666666666682e+000 3.659033970445100e+001 1.394265681576621e+001 1.250882289415026e+003 -6.886140219293214e+000 -6.195263241037281e+000 -1.222776712053251e-001 -1.294102281652493e+000 -2.622819985341456e+001 1.470979074354673e+003 -9.753193045434760e+000 9.003124469938960e+000 -6.096685576482702e-001
5.325000000000016e+000 3.770417153566845e+001 2.013910358670058e+001 1.230837265010783e+003 -6.363677539577977e+000 -5.447312110269549e+000 -7.302436061955508e-002 -6.471415729911523e-001 -8.049521002251247e+000 1.463177779554351e+003 -1.024261097093027e+001 8.501548117235991e+000 -1.042013108316231e+000
5.333333333333350e+000 4.043159707442487e+001 2.513507124850035e+001 1.210496573013750e+003 -5.927906680503584e+000 -4.090182603694343e+000 -7.406662071810399e-003 -4.406828001511769e+000 9.958183346621410e-001 1.443543620004993e+003 -1.066194835324290e+001 8.180292900514788e+000 -1.564574146045848e+000
5.341666666666684e+000 4.447886840170767e+001 2.925710143287711e+001 1.191707875462799e+003 -5.567037138308121e+000 -2.295793554999402e+000 7.131786790347972e-002 -1.235888630099086e+001 -3.396408767177838e+000 1.434243445800354e+003 -1.089056230550661e+001 8.139638851396203e+000 -2.057478606794396e+000
5.350000000000017e+000 4.911960796625448e+001 3.283620051571008e+001 1.176952720424728e+003 -5.266752011192076e+000 -3.829924849550215e-001 1.505985250466377e-001 -2.367557163466762e+001 -1.972025459284279e+001 1.450415124848307e+003 -1.111649298541127e+001 8.432854955616598e+000 -2.505829490159358e+000
5.358333333333351e+000 5.375973121262601e+001 3.647990151004149e+001 1.167373615894820e+003 -4.992831249854087e+000 1.483393501088468e+000 2.227161857373304e-001 -3.439977084448561e+001 -4.081276354230590e+001 1.479390465668677e+003 -1.137974866156236e+001 9.068269879007795e+000 -2.894750269340984e+000
5.366666666666685e+000 5.804277191160000e+001 4.060521911481389e+001 1.164790789107194e+003 -4.725212425868302e+000 3.167175225844411e+000 2.750976605969071e-001 -3.676712581000287e+001 -5.435313486369950e+001 1.497061554537658e+003 -1.154928342868445e+001 1.005675441680445e+001 -3.185512206193234e+000
5.375000000000019e+000 6.144855317508686e+001 4.520821058549581e+001 1.164674962719022e+003 -4.434965796835086e+000 4.509235162044263e+000 3.087789014724049e-001 -2.974550529775194e+001 -5.773319317895818e+001 1.497760285555372e+003 -1.156821758152664e+001 1.139636450091170e+001 -3.358465229943767e+000
5.383333333333352e+000 6.735607972982518e+001 4.605184296347318e+001 1.182549033318255e+003 -4.508039863203305e+000 5.737894040223425e+000 4.223294596021252e-001 -1.893484677608576e+001 -5.435331100666312e+001 1.484627370152446e+003 -1.140108908632998e+001 1.296709490253168e+001 -3.358686857140062e+000
5.391666666666686e+000 7.263184628139356e+001 4.622576553171496e+001 1.201086111164675e+003 -4.623463448633157e+000 6.539196876134259e+000 5.491215295944509e-001 -7.640081640914898e+000 -4.805549588513743e+001 1.467645535829843e+003 -1.101238012180709e+001 1.456764389580923e+001 -3.159305607898415e+000
5.400000000000020e+000 7.529088637785677e+001 4.728609778371215e+001 1.221176459581988e+003 -4.681964056413812e+000 6.655351058427971e+000 6.261303263698596e-001 1.410277673526095e+000 -4.214957874552221e+001 1.452820962148967e+003 -1.046235069408848e+001 1.592985962243454e+001 -2.897250005637808e+000
5.408333333333354e+000 7.801534460651402e+001 4.859815327507137e+001 1.230252838318445e+003 -4.652643302838649e+000 6.643334506051070e+000 7.323967529081219e-001 6.406538921574426e+000 -3.448461216530634e+001 1.423952702907732e+003 -9.948088499884777e+000 1.684695972891709e+001 -2.749628644555757e+000
5.416666666666687e+000 8.028352797715482e+001 4.980974919405021e+001 1.233125165980928e+003 -4.593648333499682e+000 6.599062775869335e+000 8.529381596934775e-001 8.779964243534140e+000 -2.374113042151189e+001 1.376505833264004e+003 -9.536625215328492e+000 1.733965779870810e+001 -2.729263374084644e+000
5.425000000000021e+000 8.243465482887467e+001 5.040927510954119e+001 1.231583033403078e+003 -4.548797491446448e+000 6.551726284989367e+000 9.888893326452802e-001 1.059105913225628e+001 -1.312537509101048e+001 1.324556971409615e+003 -9.191094385142119e+000 1.755726371519344e+001 -2.755534036914785e+000
5.433333333333355e+000 8.448458255272803e+001 5.065942220450636e+001 1.226638676191059e+003 -4.505448423687203e+000 6.526661563548450e+000 1.134275608302321e+000 9.930555427802599e+000 -8.114776700696570e+000 1.285366337870364e+003 -8.889613088751238e+000 1.755013428410583e+001 -2.800825306866880e+000
5.441666666666689e+000 8.673986814891509e+001 5.069810791844659e+001 1.218998809340454e+003 -4.460740861671364e+000 6.612097191738468e+000 1.292682537151592e+000 8.421537567308262e+000 -7.801226520335682e+000 1.263817525042039e+003 -8.654322194359763e+000 1.737287370528822e+001 -2.813560251999555e+000
5.450000000000022e+000 8.943523146275531e+001 5.071061908619371e+001 1.210001503129637e+003 -4.411225656706703e+000 6.921151535238201e+000 1.469300163538555e+000 1.095391361271300e+001 -9.640286218529875e+000 1.261900541449359e+003 -8.491858401164384e+000 1.707153877472468e+001 -2.794014208080801e+000
5.458333333333356e+000 9.199328406321583e+001 5.068315545219083e+001 1.200155546366327e+003 -4.359712911255787e+000 7.186928439930480e+000 1.647422377655326e+000 1.673506841687100e+001 -1.426696285627340e+001 1.275229937403559e+003 -8.409174946210856e+000 1.672080565001608e+001 -2.766707932342584e+000
5.466666666666690e+000 9.441915994895722e+001 5.077573413626795e+001 1.191517605638101e+003 -4.305560600450684e+000 7.414442295001613e+000 1.828741548523969e+000 2.334077281144372e+001 -2.133430610160910e+001 1.289261909180699e+003 -8.393193327743861e+000 1.657686129181409e+001 -2.686030197008131e+000
5.475000000000024e+000 9.649319841775949e+001 5.100223059081708e+001 1.184675935869977e+003 -4.253325792559169e+000 7.554341737895870e+000 2.014410757582955e+000 3.215867435236046e+001 -2.751822645445754e+001 1.301946902371624e+003 -8.363695728049651e+000 1.678894980952446e+001 -2.478064749306069e+000
5.483333333333357e+000 9.812352231102068e+001 5.155168456175256e+001 1.180884742550985e+003 -4.199887841816948e+000 7.591547021550110e+000 2.199180867545490e+000 4.688119804391380e+001 -2.379430045821633e+001 1.328407160451842e+003 -8.041553672415791e+000 1.743907994153923e+001 -2.049814551893868e+000
5.491666666666691e+000 9.922166346063423e+001 5.237064399387417e+001 1.177620217386261e+003 -4.129118094780048e+000 7.509255498272975e+000 2.378940166304229e+000 6.401909968538334e+001 -9.649403334608184e+000 1.370620677068981e+003 -7.402223198121598e+000 1.838817258702389e+001 -1.474136122385093e+000
5.500000000000025e+000 9.980059607208469e+001 5.353207749977413e+001 1.174654360058912e+003 -4.035458537757963e+000 7.339212461785148e+000 2.547230406236630e+000 7.952821943027007e+001 1.006410089284744e+001 1.419345712725313e+003 -6.692105330565093e+000 1.939046245931728e+001 -8.945631747108650e-001
5.508333333333359e+000 9.992360688101712e+001 5.505578823149656e+001 1.171421051546045e+003 -3.913817431275267e+000 7.072554911381602e+000 2.693614355106854e+000 8.836912015254954e+001 2.772670050752968e+001 1.461707288331972e+003 -6.207164720730946e+000 2.012037355747352e+001 -5.147857575174799e-001
5.516666666666692e+000 9.962057752778895e+001 5.694198978500022e+001 1.167790922301331e+003 -3.762445190963771e+000 6.714898036189663e+000 2.815552345882460e+000 9.003047310088262e+001 4.066133394243286e+001 1.497798516155422e+003 -5.875831927139316e+000 2.052365696388830e+001 -3.266468386447851e-001
5.525000000000026e+000 1.014351481119663e+002 5.832002723515429e+001 1.191369341664472e+003 -3.814268761248510e+000 5.998624005448068e+000 2.960537897172759e+000 8.806740688022725e+001 4.930803343346450e+001 1.536565451376875e+003 -5.426941891973856e+000 2.064691727589615e+001 -1.702042792083661e-001
5.533333333333360e+000 1.030801792824004e+002 5.961761014979638e+001 1.217791683677787e+003 -3.891471437541057e+000 5.276433590629300e+000 3.052645349358450e+000 8.759796909242188e+001 5.734931396545888e+001 1.581058154085470e+003 -4.813479661215903e+000 2.051133762864859e+001 4.492367036882272e-002
5.541666666666694e+000 1.041974783277112e+002 6.093702822656542e+001 1.241800765724920e+003 -3.951160781361440e+000 4.467543657249174e+000 3.106920890171640e+000 8.931518323232761e+001 6.621006081411190e+001 1.614599896809178e+003 -4.246138071606889e+000 2.019277974566823e+001 2.498044559011406e-001
5.550000000000027e+000 1.055811758532548e+002 6.197375010272391e+001 1.265485936614184e+003 -4.026247287383988e+000 3.882850143440909e+000 3.124134750703044e+000 8.788952560462984e+001 6.814317002322069e+001 1.614201595538190e+003 -4.081250657902124e+000 1.961722496183102e+001 2.865050512335003e-001
5.558333333333361e+000 1.078655094935059e+002 6.248485757577049e+001 1.289615431173503e+003 -4.138412596287123e+000 3.548930487946031e+000 3.137769785448614e+000 8.258565448761812e+001 6.138230849067622e+001 1.581831573035830e+003 -4.349708661150873e+000 1.877574348084860e+001 1.337352585921879e-001
5.566666666666695e+000 1.111437040086346e+002 6.287812576910318e+001 1.314920054238856e+003 -4.268067098798773e+000 3.503482711317784e+000 3.152831411779476e+000 7.741978259742973e+001 5.080783523223359e+001 1.538400017999159e+003 -4.737668567833913e+000 1.786491312188817e+001 -7.838180998169896e-002
5.575000000000029e+000 1.151534715913617e+002 6.318857837768941e+001 1.342241606001504e+003 -4.417378433035297e+000 3.662433964769664e+000 3.170580239824857e+000 7.635604412188751e+001 4.249658024332402e+001 1.497874614727043e+003 -4.929326813894663e+000 1.715503354418902e+001 -2.040192895764443e-001
5.583333333333362e+000 1.189806052911082e+002 6.354859171554030e+001 1.369172615613781e+003 -4.561118488752231e+000 3.873324069934948e+000 3.175976488447812e+000 7.973135176407583e+001 3.986856029897000e+001 1.460794666702751e+003 -5.024699049955289e+000 1.673117473797765e+001 -2.588054443639357e-001
5.591666666666696e+000 1.222713617336480e+002 6.393177903888656e+001 1.393278988221197e+003 -4.684725566284716e+000 4.065647456057773e+000 3.159442360112757e+000 8.640582911354251e+001 4.486959078480004e+001 1.422603699437219e+003 -5.282596482525459e+000 1.654551059466611e+001 -3.465687796074911e-001
