---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_rightturn6\PS_rightturn6-output-euler-leftlegtd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
5.190483870967736e+000 3.802978227437165e-001 2.520979547043183e-001 -1.242706598981070e-001 1.193097995645889e-001 -1.000442780693385e-001 5.205964725896212e-002
5.198602150537628e+000 3.827434319500725e-001 2.489015465150999e-001 -1.251257543348445e-001 1.307111691357011e-001 -1.061545233675237e-001 6.063730804756039e-002
5.206720430107520e+000 3.875626062434453e-001 2.447256416604275e-001 -1.241293272518836e-001 1.461055819515935e-001 -1.064028074995963e-001 6.906775224518916e-002
5.214838709677412e+000 3.938733721579381e-001 2.399358405347032e-001 -1.213705292761707e-001 1.645740428859675e-001 -1.015286663925618e-001 7.593202578781552e-002
5.222956989247304e+000 4.004787996571149e-001 2.350893973399435e-001 -1.170037780637865e-001 1.846025851744938e-001 -9.289688649914520e-002 8.078956440667924e-002
5.231075268817197e+000 4.061437871209958e-001 2.307268966805305e-001 -1.112447236724336e-001 2.044324118147984e-001 -8.202440582150619e-002 8.404946133144882e-002
5.239193548387089e+000 4.098664924797088e-001 2.271696987304201e-001 -1.043356070364492e-001 2.224234487063300e-001 -7.022362393509933e-002 8.659471727306858e-002
5.247311827956981e+000 4.110642871344672e-001 2.244354373268120e-001 -9.651642029943745e-002 2.373384163778576e-001 -5.842558438517678e-002 8.937662122395292e-002
5.255430107526873e+000 4.096328052987221e-001 2.222817078968848e-001 -8.803173419366978e-002 2.484900224445217e-001 -4.717391574162815e-002 9.312863966862378e-002
5.263548387096765e+000 4.058808454573690e-001 2.203353239770223e-001 -7.913476939963555e-002 2.557377886354266e-001 -3.673199923080138e-002 9.822608870251873e-002
5.271666666666658e+000 4.003765714761551e-001 2.182404172264127e-001 -7.006287088333726e-002 2.593768585245268e-001 -2.721700608623176e-002 1.046641568921642e-001
5.279784946236550e+000 3.937584793203287e-001 2.157670231721833e-001 -6.101024240724997e-002 2.599840064313754e-001 -1.868665818762710e-002 1.121245451079502e-001
5.287903225806442e+000 3.865666753828261e-001 2.128712632416523e-001 -5.211175911676273e-002 2.582618780929387e-001 -1.115726464233601e-002 1.200807407432626e-001
5.296021505376334e+000 3.791376257486050e-001 2.097063575716136e-001 -4.342895503380991e-002 2.549016639595847e-001 -4.584813237872910e-003 1.279065800949334e-001
5.304139784946226e+000 3.715853101923862e-001 2.065585396319996e-001 -3.495180610156554e-002 2.504890145342215e-001 1.145783119266190e-003 1.349996616152804e-001
5.312258064516119e+000 3.638630078067303e-001 2.037202766292383e-001 -2.663358327829566e-002 2.454716268808408e-001 6.200919151674419e-003 1.409153856782584e-001
5.320376344086011e+000 3.558662201571103e-001 2.013707830954594e-001 -1.843705856752624e-002 2.401713119835362e-001 1.075523860697886e-002 1.454623227578480e-001
5.328494623655903e+000 3.475180320394876e-001 1.995137824969431e-001 -1.035558034938804e-002 2.348013987863855e-001 1.495163996085622e-002 1.487295512899902e-001
5.336612903225795e+000 3.388016843229953e-001 1.979660186372936e-001 -2.402561149109379e-003 2.294762023249103e-001 1.889173570444899e-002 1.510668926979043e-001
5.344731182795687e+000 3.297592576330983e-001 1.963754669018043e-001 5.408413230643581e-003 2.242319027532169e-001 2.265750079535465e-002 1.530429154149025e-001
5.352849462365580e+000 3.204895483180947e-001 1.942728568951162e-001 1.307770909366382e-002 2.190635011873711e-001 2.633255117637137e-002 1.553772034253495e-001
5.360967741935472e+000 3.111420920234633e-001 1.911771060049654e-001 2.063123514237422e-002 2.139492395141347e-001 2.999656598773560e-002 1.588281755544020e-001
5.369086021505364e+000 3.018969707804786e-001 1.867497512817684e-001 2.812253303624784e-002 2.088530199040230e-001 3.369873360938372e-002 1.640182142080519e-001
5.377204301075256e+000 2.929423636201782e-001 1.809409304238894e-001 3.561547011615433e-002 2.037406042678206e-001 3.743424267109941e-002 1.712125007836503e-001
5.385322580645148e+000 2.844478765494024e-001 1.740463872533749e-001 4.316804860295179e-002 1.986214262577233e-001 4.114573680208781e-002 1.801599134831337e-001
5.393440860215041e+000 2.765160879531859e-001 1.666353035451531e-001 5.083448102539950e-002 1.935689317442960e-001 4.475534654574728e-002 1.901397038013825e-001
5.401559139784933e+000 2.691334304551151e-001 1.593805067286376e-001 5.866642075845314e-002 1.886921812174052e-001 4.820571082318895e-002 2.002162890149936e-001
5.409677419354825e+000 2.621733378146328e-001 1.528685561596452e-001 6.669994808238645e-002 1.840914399595512e-001 5.147953652338249e-002 2.095373639732219e-001
5.417795698924717e+000 2.554639557156968e-001 1.474679810872783e-001 7.494146551618680e-002 1.798295069058497e-001 5.459154611807254e-002 2.175266489552750e-001
5.425913978494609e+000 2.488703121763904e-001 1.432956195645136e-001 8.336343546966397e-002 1.759213476547661e-001 5.756817334774346e-002 2.239447847202195e-001
5.434032258064502e+000 2.423304567154505e-001 1.402688276894590e-001 9.191271872721482e-002 1.723398827489883e-001 6.042997857906427e-002 2.288498113101613e-001
5.442150537634394e+000 2.358284137796682e-001 1.381935908528438e-001 1.005295983323585e-001 1.690303917938018e-001 6.318661700470352e-002 2.324976994175612e-001
5.450268817204286e+000 2.293478695284813e-001 1.368316792011002e-001 1.091631062423055e-001 1.659239080871830e-001 6.584497781111601e-002 2.352371131600131e-001
5.458387096774178e+000 2.228625476577614e-001 1.359364036868607e-001 1.177789814431892e-001 1.629520266203489e-001 6.841977250177703e-002 2.374273433864500e-001
5.466505376344070e+000 2.163475459929626e-001 1.352897220264846e-001 1.263755459511770e-001 1.600592253365452e-001 7.093792071536405e-002 2.393707453570654e-001
5.474623655913963e+000 2.097616376927169e-001 1.347341744331492e-001 1.349891601493304e-001 1.572014251253147e-001 7.343753057257156e-002 2.412777534193897e-001
5.482741935483855e+000 2.030260790280190e-001 1.341567218889870e-001 1.436447703642144e-001 1.543355485168557e-001 7.596325748992489e-002 2.433030587694012e-001
5.490860215053747e+000 1.960516801831868e-001 1.334436912929280e-001 1.522836392433833e-001 1.514109680388360e-001 7.855898088277717e-002 2.456188926041059e-001
5.498978494623639e+000 1.887843634195852e-001 1.324714408972536e-001 1.607609319919663e-001 1.483659089825449e-001 8.126228255671888e-002 2.484408487182149e-001
5.507096774193531e+000 1.812144914602989e-001 1.311317649211485e-001 1.689155959879214e-001 1.451320674424458e-001 8.410225455084865e-002 2.519930552200663e-001
5.515215053763424e+000 1.733643122742988e-001 1.293403147610044e-001 1.766302029017153e-001 1.416506328821914e-001 8.709553871115296e-002 2.564571023168755e-001
5.523333333333316e+000 1.652997424740174e-001 1.270232979027710e-001 1.838498836441077e-001 1.378970064842219e-001 9.023812041361792e-002 2.619126780887319e-001
5.531451612903208e+000 1.571715108444736e-001 1.241282959838228e-001 1.905968106142072e-001 1.339103262090829e-001 9.349928737850326e-002 2.682485827380243e-001
5.539569892473100e+000 1.492300851928758e-001 1.206697447914453e-001 1.970013377977656e-001 1.298118670476083e-001 9.682942244998685e-002 2.750893704658096e-001
5.547688172042992e+000 1.417364633793718e-001 1.167502869332229e-001 2.033037693324878e-001 1.257735816990529e-001 1.001855707559009e-001 2.818735398153976e-001
5.555806451612884e+000 1.348050116954636e-001 1.125198415732014e-001 2.097680386578335e-001 1.219385562107992e-001 1.035552612407609e-001 2.881018154678352e-001
5.563924731182777e+000 1.283520835636242e-001 1.081185347150273e-001 2.165403382821874e-001 1.183738244618613e-001 1.069518009061734e-001 2.935380020278369e-001
5.572043010752669e+000 1.222263255770818e-001 1.036564284090662e-001 2.235579899819215e-001 1.151076589823452e-001 1.103855833495228e-001 2.981977708605007e-001
5.580161290322561e+000 1.163887892059416e-001 9.921920814142604e-002 2.305738075493811e-001 1.121994685410890e-001 1.138459500778779e-001 3.022212467478075e-001
5.588279569892453e+000 1.109705867674756e-001 9.486713219152465e-002 2.372764702099181e-001 1.097581269095792e-001 1.173133776690574e-001 3.057793418710627e-001
5.596397849462345e+000 1.061667976592107e-001 9.062210156766426e-002 2.434288386694284e-001 1.078849225643985e-001 1.207849145453656e-001 3.090377438912232e-001
5.604516129032238e+000 1.020811860162023e-001 8.645457172680215e-002 2.489459311299102e-001 1.065997319655038e-001 1.242848526616768e-001 3.121472255598689e-001
5.612634408602130e+000 9.865135595761930e-002 8.228216250641451e-002 2.538914255239799e-001 1.058202980732082e-001 1.278465044807227e-001 3.152447524317102e-001
5.620752688172022e+000 9.566598689391444e-002 7.799179660328015e-002 2.584218022950880e-001 1.053914486674572e-001 1.314785543828549e-001 3.184513190650219e-001
5.628870967741914e+000 9.282737608959230e-002 7.348090338998126e-002 2.627082666701450e-001 1.051203277844975e-001 1.351535498447058e-001 3.218622432596275e-001
5.636989247311806e+000 8.984461088098206e-002 6.868688925172073e-002 2.668531773151293e-001 1.048113969186201e-001 1.388316058108344e-001 3.255488501495918e-001
5.645107526881699e+000 8.653517088095133e-002 6.358265387072182e-002 2.708303118807245e-001 1.043137841298545e-001 1.424878313322227e-001 3.295743577534885e-001
5.653225806451591e+000 8.287223137585358e-002 5.815324118926157e-002 2.744923153745923e-001 1.035594590455569e-001 1.461185484715064e-001 3.339953361683026e-001
5.661344086021483e+000 7.893625352333118e-002 5.238512396552131e-002 2.776615362404745e-001 1.025590189193791e-001 1.497348640224222e-001 3.388388064633656e-001
5.669462365591375e+000 7.481108032296936e-002 4.628323618940788e-002 2.802552708513206e-001 1.013639997900673e-001 1.533581043134374e-001 3.440775834967322e-001
5.677580645161267e+000 7.053172691383498e-002 3.989529792824431e-002 2.823348603761658e-001 1.000447249538361e-001 1.570177477748346e-001 3.496278031083027e-001
5.685698924731160e+000 6.613181742573042e-002 3.330093969400094e-002 2.840175669822747e-001 9.869899923398592e-002 1.607438561217194e-001 3.553859851574679e-001
5.693817204301052e+000 6.168540470818255e-002 2.656079811403678e-002 2.853563705846135e-001 9.744072556040086e-002 1.645521676123495e-001 3.612929918093834e-001
5.701935483870944e+000 5.726198552280600e-002 1.968189672315379e-002 2.863212137350816e-001 9.635202419292874e-002 1.684329573077748e-001 3.673715918052662e-001
5.710053763440836e+000 5.288676071404420e-002 1.264378923632714e-002 2.868545691547175e-001 9.546163387211834e-002 1.723535713088298e-001 3.737049995776789e-001
5.718172043010728e+000 4.857183214672936e-002 5.460505776958113e-003 2.869196704921958e-001 9.477374802059874e-002 1.762715248118413e-001 3.803754947398048e-001
5.726290322580621e+000 4.434261624761799e-002 -1.768253794779184e-003 2.865343757567738e-001 9.429834802876261e-002 1.801521562003329e-001 3.874000908141483e-001
5.734408602150513e+000 4.021179398570170e-002 -8.839942610856300e-003 2.857945393782181e-001 9.405485849527942e-002 1.839860925857532e-001 3.946957476784730e-001
5.742526881720405e+000 3.615007811079418e-002 -1.548145585763905e-002 2.848668570145809e-001 9.406683094221392e-002 1.877960461648223e-001 4.020888737405630e-001
5.750645161290297e+000 3.209907728651665e-002 -2.142197402714974e-002 2.839441830196942e-001 9.436865286960205e-002 1.916278174191606e-001 4.093510636391191e-001
5.758763440860189e+000 2.800999039279465e-002 -2.645638435075126e-002 2.831950819043342e-001 9.502235722751330e-002 1.955364954763418e-001 4.162320380365701e-001
5.766881720430082e+000 2.386810994982402e-002 -3.045540077856512e-002 2.827618866131446e-001 9.612303705333995e-002 1.995781692741628e-001 4.224838224136751e-001
5.774999999999974e+000 1.968379534008279e-002 -3.333091763256779e-002 2.827959465792430e-001 9.777706310344819e-002 2.038019354947695e-001 4.278911803857854e-001
5.783118279569866e+000 1.546641397282747e-002 -3.501019417586115e-002 2.834425854360664e-001 1.000691602489792e-001 2.082345351835371e-001 4.323330818421036e-001
5.791236559139758e+000 1.122471330809341e-002 -3.545477530571817e-002 2.847571384962269e-001 1.030558961361838e-001 2.128632590804608e-001 4.358711401877891e-001
5.799354838709650e+000 7.001754770232626e-003 -3.469833971993031e-002 2.866508658012857e-001 1.067884500227037e-001 2.176298513243591e-001 4.387903703737625e-001
5.807473118279543e+000 2.892468509439519e-003 -3.286164458777252e-002 2.889266960227393e-001 1.113227498448284e-001 2.224397539394114e-001 4.415286652397692e-001
5.815591397849435e+000 -9.828310086091704e-004 -3.014097153999584e-002 2.913398686089728e-001 1.167040142554610e-001 2.271772207652521e-001 4.445354291424794e-001
5.823709677419327e+000 -4.503920444272714e-003 -2.678911801633732e-002 2.936053290864825e-001 1.229627830184371e-001 2.317122356193666e-001 4.481477379917577e-001
5.831827956989219e+000 -7.532774351479553e-003 -2.309218777790023e-002 2.953619889702130e-001 1.301415881566264e-001 2.358995848736264e-001 4.525418989733135e-001
5.839946236559111e+000 -9.878167568822333e-003 -1.932000478569540e-002 2.961806832114322e-001 1.383299593336132e-001 2.395904962261718e-001 4.577494062300498e-001
5.848064516129004e+000 -1.131226278987739e-002 -1.563829603885081e-002 2.957151471579831e-001 1.476753405378493e-001 2.426726434940374e-001 4.636554710026494e-001
5.856182795698896e+000 -1.169238418049871e-002 -1.201214983414856e-002 2.940203026918852e-001 1.583433246773074e-001 2.451245972626963e-001 4.699265595175866e-001
5.864301075268788e+000 -1.111397023426026e-002 -8.172997269566995e-003 2.918147040157707e-001 1.704515166972238e-001 2.470358972256410e-001 4.759721183462737e-001
5.872419354838680e+000 -9.875962509822846e-003 -3.728590892002170e-003 2.902723902044355e-001 1.840698564370236e-001 2.485443775303665e-001 4.811290355369853e-001
5.880537634408572e+000 -8.217032722294296e-003 1.634223726859396e-003 2.903700199749024e-001 1.993106671835215e-001 2.497221376170825e-001 4.850004211268533e-001
5.888655913978464e+000 -6.108419140324299e-003 8.042515758941216e-003 2.924160733830594e-001 2.163943148668265e-001 2.505129204119738e-001 4.876158184892083e-001
5.896774193548357e+000 -3.302550456013128e-003 1.549947412878239e-002 2.961142324363679e-001 2.356125582033589e-001 2.507646338575519e-001 4.892940778600222e-001
5.904892473118249e+000 4.992213679700915e-004 2.398924885986142e-002 3.008473848547101e-001 2.572511919180075e-001 2.502962820270991e-001 4.903984780583937e-001
5.913010752688141e+000 5.561115589268533e-003 3.350575989034055e-002 3.058307955322362e-001 2.815627084169335e-001 2.489253213079023e-001 4.911260844730756e-001
5.921129032258033e+000 1.212943867146000e-002 4.401238560498033e-002 3.101752162229663e-001 3.087928812338683e-001 2.464354650871910e-001 4.913824986627031e-001
5.929247311827925e+000 2.044388674964663e-002 5.539865142011924e-002 3.130675536662863e-001 3.391605098195691e-001 2.425272525339554e-001 4.908860331725338e-001
5.937365591397818e+000 3.067490989036753e-002 6.747647905987719e-002 3.140739528708098e-001 3.727081611656806e-001 2.368206139969611e-001 4.895608048004135e-001
5.945483870967710e+000 4.284814419555009e-002 8.000730957066482e-002 3.132691162619039e-001 4.091490155130976e-001 2.289250561433057e-001 4.878898942379170e-001
5.953602150537602e+000 5.685644236916652e-002 9.272683925259950e-002 3.109872645281250e-001 4.479180162456373e-001 2.185289267627959e-001 4.868189996719561e-001
5.961720430107494e+000 7.252139949037784e-002 1.053543666911447e-001 3.074802134990863e-001 4.883657586935634e-001 2.054769909231971e-001 4.873178739899243e-001
5.969838709677386e+000 8.957502290432649e-002 1.176034709687082e-001 3.028656044221261e-001 5.298486203744435e-001 1.898418666726453e-001 4.900335977291618e-001
5.977956989247279e+000 1.075763141513876e-001 1.292055374076659e-001 2.972884622918453e-001 5.716792213114734e-001 1.719761317757755e-001 4.951754620725885e-001
5.986075268817171e+000 1.259234123895501e-001 1.399322426285710e-001 2.910010661891532e-001 6.131081956916085e-001 1.525163908341450e-001 5.025088044367292e-001
5.994193548387063e+000 1.440281300123537e-001 1.496042818576742e-001 2.842827329775877e-001 6.534303916860720e-001 1.323386538861163e-001 5.113670749787314e-001
6.002311827956955e+000 1.615255534880213e-001 1.580881404496406e-001 2.773032992754275e-001 6.921377238037134e-001 1.124943172232119e-001 5.206050709792905e-001
6.010430107526847e+000 1.783493270998816e-001 1.652846142302835e-001 2.700484564279060e-001 7.289844025317611e-001 9.416058932935632e-002 5.284817634023746e-001
6.018548387096740e+000 1.946401223243324e-001 1.711180716719816e-001 2.623606871511641e-001 7.639163333255196e-001 7.859449033703794e-002 5.326456488896164e-001
6.026666666666632e+000 2.105919996719894e-001 1.755310947048565e-001 2.540553572423969e-001 7.969218124549610e-001 6.698573347545590e-002 5.304711301472650e-001
6.034784946236524e+000 2.263432730795974e-001 1.784716810623117e-001 2.450302646864552e-001 8.278788257820724e-001 6.010366291383941e-002 5.198282804117798e-001
6.042903225806416e+000 2.419361967649689e-001 1.798838314422517e-001 2.353103153019364e-001 8.564652006199838e-001 5.788060904740845e-002 4.999846035998419e-001
6.051021505376308e+000 2.573208820290566e-001 1.797411892041572e-001 2.250206095185865e-001 8.821985586282678e-001 5.932710829040228e-002 4.720853984367242e-001
6.059139784946201e+000 2.723741366725876e-001 1.781175772869710e-001 2.143508333123683e-001 9.045931989111367e-001 6.297537245549480e-002 4.389561838200305e-001
6.067258064516093e+000 2.869109387816194e-001 1.752363931571148e-001 2.035589503415173e-001 9.233140966025665e-001 6.755389230661138e-002 4.044509038364859e-001
6.075376344085985e+000 3.006959993300152e-001 1.714547917956588e-001 1.929603194146250e-001 9.382361454043501e-001 7.242627216370544e-002 3.726322046835277e-001
6.083494623655877e+000 3.134868796792265e-001 1.671781212684460e-001 1.828530338176852e-001 9.494212987735495e-001 7.758558994426472e-002 3.469340607306505e-001
6.091612903225769e+000 3.251206183649938e-001 1.627440041894699e-001 1.734254739371419e-001 9.570600573207551e-001 8.332565247399919e-002 3.294824042024033e-001
6.099731182795662e+000 3.356186757332820e-001 1.583454938012350e-001 1.647028618002379e-001 9.614066149111540e-001 8.987392673494672e-002 3.207721690339157e-001
6.107849462365554e+000 3.452499955441901e-001 1.540259658923944e-001 1.565435377549817e-001 9.627278863520605e-001 9.720771507608574e-002 3.197675462417932e-001
6.115967741935446e+000 3.544825004474848e-001 1.497203366500319e-001 1.486924788004303e-001 9.612713022096423e-001 1.050784863837712e-001 3.243346705223115e-001
