---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.UpdData = 1301
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FileName = "..\Trials\jw_ngait_og3\FullBody-jw_ngait_og3-euler-rightfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
2.016666666666667e+000 5.797827302985376e-001 2.501235847502041e-001 1.176914550362042e-001 1.433247611973616e+000 -5.154604516784425e-001 -3.198206665296093e+000 4.277683967659075e-001 3.027915583854322e-001 1.654920345335696e-001 3.849211694510695e-001 2.434934435641190e-001 1.780215673226349e-001
2.025000000000000e+000 5.679962148123376e-001 2.502511606805777e-001 1.157875818315619e-001 1.430051079388283e+000 -5.129620270145818e-001 -3.196945194667650e+000 4.158719021370505e-001 3.028405909058639e-001 1.633240285661042e-001 3.729733971724929e-001 2.435230893510943e-001 1.755834242669142e-001
2.033333333333333e+000 5.576793780954958e-001 2.502040640760089e-001 1.133545309062559e-001 1.424085680525970e+000 -5.053522392737353e-001 -3.194732264344036e+000 4.052206688830343e-001 3.026739613765203e-001 1.599423008575921e-001 3.621867729403288e-001 2.433291029339379e-001 1.715789704097255e-001
2.041666666666667e+000 5.486960264839339e-001 2.500125845276117e-001 1.104863870578007e-001 1.416205515473571e+000 -4.929370299700309e-001 -3.191800508435337e+000 3.956973958065230e-001 3.023238768273903e-001 1.554543329221502e-001 3.524710575054502e-001 2.429452110068486e-001 1.661687262459432e-001
2.050000000000000e+000 5.408946599872284e-001 2.497094649488899e-001 1.072956287947405e-001 1.407212470327419e+000 -4.760758356238823e-001 -3.188395164836676e+000 3.871818017464556e-001 3.018283248905361e-001 1.499939905470360e-001 3.437344197717279e-001 2.424113788380400e-001 1.595382046676528e-001
2.058333333333334e+000 5.341144195442252e-001 2.493256094769611e-001 1.039027893999982e-001 1.397763331828887e+000 -4.551761217809176e-001 -3.184756108987940e+000 3.795559229587975e-001 3.012283024377445e-001 1.437142204615126e-001 3.358843374772632e-001 2.417712562826312e-001 1.518869058146312e-001
2.066666666666667e+000 5.281935823645380e-001 2.488878621831578e-001 1.004268280544596e-001 1.388314123653085e+000 -4.306939709376765e-001 -3.181098104986782e+000 3.727103665304055e-001 3.005650084002688e-001 1.367807906889048e-001 3.288316750170697e-001 2.410694450455219e-001 1.434199829607195e-001
2.075000000000000e+000 5.229797898954733e-001 2.484186787883086e-001 9.697716378700830e-002 1.379111607099273e+000 -4.031401092459050e-001 -3.177593553798370e+000 3.665506568600533e-001 2.998772095081274e-001 1.293671992985520e-001 3.224969718238206e-001 2.403486244194061e-001 1.343432312424391e-001
2.083333333333334e+000 5.183402730328768e-001 2.479369457325446e-001 9.364814464186051e-002 1.370225857918672e+000 -3.730871378312946e-001 -3.174361397119989e+000 3.610023111226096e-001 2.991989841787480e-001 1.216506017261593e-001 3.168167203002739e-001 2.396467575945845e-001 1.248609559734161e-001
2.091666666666667e+000 5.141695364464249e-001 2.474590390303482e-001 9.051634547174567e-002 1.361607644276130e+000 -3.411709844874085e-001 -3.171465189486000e+000 3.560128507663719e-001 2.985581569981956e-001 1.138082188206987e-001 3.117466964336431e-001 2.389949191338255e-001 1.151752512075897e-001
2.100000000000000e+000 5.103922069675519e-001 2.469994520977957e-001 8.764037579034141e-002 1.353152767038114e+000 -3.080788100995222e-001 -3.168922137576436e+000 3.515494430062306e-001 2.979758116450557e-001 1.060130607038525e-001 3.072601505640883e-001 2.384164330738821e-001 1.054843821310554e-001
2.108333333333333e+000 5.069602661648243e-001 2.465708584413211e-001 8.506220877192555e-002 1.344762134901422e+000 -2.745185535322630e-001 -3.166721007699773e+000 3.475923671630116e-001 2.974669202019017e-001 9.842754122218327e-002 3.033409048763801e-001 2.379274481209631e-001 9.597808175910456e-002
2.116666666666667e+000 5.038459096592928e-001 2.461839184416274e-001 8.280879005285058e-002 1.336392152225789e+000 -2.411753762301756e-001 -3.164842241561117e+000 3.441263410803745e-001 2.970415688526826e-001 9.119492468841846e-002 2.999739054833492e-001 2.375382318640417e-001 8.682962745797886e-002
2.125000000000000e+000 5.010326854569466e-001 2.458470075695790e-001 8.089298140502658e-002 1.328087737483268e+000 -2.086697386779175e-001 -3.163273257928999e+000 3.411326819436988e-001 2.967060459443903e-001 8.443071211094208e-002 2.971367526689409e-001 2.372542628889144e-001 7.818697920358385e-002
2.133333333333333e+000 4.985076272666176e-001 2.455656423171209e-001 7.931365839276808e-002 1.319987891291068e+000 -1.775291340275629e-001 -3.162016103036346e+000 3.385845542414760e-001 2.964633408390288e-001 7.821664159117724e-002 2.947946921026896e-001 2.370767380293510e-001 7.016556200922351e-002
2.141666666666667e+000 4.962560209274597e-001 2.453414612958820e-001 7.805559247930975e-002 1.312301092448521e+000 -1.481749390714859e-001 -3.161089023629042e+000 3.364458901870966e-001 2.963131464643481e-001 7.259868215115428e-002 2.928997273990677e-001 2.370027960216678e-001 6.284396336237086e-002
2.150000000000000e+000 4.942591379902966e-001 2.451711987018284e-001 7.709007209290057e-002 1.305259827064999e+000 -1.209202135364855e-001 -3.160524001484371e+000 3.346731915921084e-001 2.962517694143559e-001 6.758904823376753e-002 2.913931843447902e-001 2.370259193873498e-001 5.626296492602290e-002
2.158333333333333e+000 4.924944770110853e-001 2.450464529459207e-001 7.637696752721193e-002 1.299070251991429e+000 -9.597540577874764e-002 -3.160360061858647e+000 3.332189002044694e-001 2.962722164276538e-001 6.317165665892689e-002 2.902105080537717e-001 2.371365860630525e-001 5.042819057483676e-002
2.166666666666667e+000 4.909376759171445e-001 2.449547305187661e-001 7.586847729312873e-002 1.293872456873156e+000 -7.345951992814670e-002 -3.160632495631635e+000 3.320351425618438e-001 2.963645428813165e-001 5.930995886273602e-002 2.892869374326639e-001 2.373229942891901e-001 4.531613880099310e-002
2.175000000000000e+000 4.895649654991258e-001 2.448815639992552e-001 7.551427613156886e-002 1.289720251338211e+000 -5.341285117979799e-002 -3.161360644609174e+000 3.310769213738534e-001 2.965165023261910e-001 5.595560900382305e-002 2.885627033405360e-001 2.375717811260226e-001 4.088240066938832e-002
2.183333333333334e+000 4.883550506546802e-001 2.448129124565996e-001 7.526680738516528e-002 1.286579065252072e+000 -3.580965850304674e-002 -3.162538130167903e+000 3.303041175110434e-001 2.967144255461507e-001 5.305636124071419e-002 2.879866146705133e-001 2.378687506669816e-001 3.707024216195820e-002
2.191666666666667e+000 4.872900291776341e-001 2.447374139204074e-001 7.508618413082054e-002 1.284338004544866e+000 -2.056668882691581e-002 -3.164125480461084e+000 3.296822591784099e-001 2.969440199022779e-001 5.056212300261195e-002 2.875179098398043e-001 2.381992948355606e-001 3.381800691572530e-002
2.200000000000000e+000 4.863553675048957e-001 2.446475561564648e-001 7.494268776046856e-002 1.282828026764325e+000 -7.553078846933126e-003 -3.166049674120841e+000 3.291824041218294e-001 2.971910709577954e-001 4.842840707623364e-002 2.871263535957638e-001 2.385487963843585e-001 3.106428461507943e-002
2.208333333333334e+000 4.855393624819529e-001 2.445399274457820e-001 7.481739929527277e-002 1.281844077593422e+000 3.401069415070124e-003 -3.168209293231285e+000 3.287806349474791e-001 2.974420070982360e-001 4.661740360887692e-002 2.867912741735751e-001 2.389029715055962e-001 2.875080360983162e-002
2.216666666666667e+000 4.848323356498582e-001 2.444146286149746e-001 7.470086048467121e-002 1.281166909990089e+000 1.249476071482691e-002 -3.170484947936178e+000 3.284573957747112e-001 2.976844275874561e-001 4.509722653594309e-002 2.864998544448363e-001 2.392483545994424e-001 2.682345842056262e-002
2.225000000000000e+000 4.842257869983993e-001 2.442742987328181e-001 7.459048636243917e-002 1.280582508902783e+000 1.994533875831706e-002 -3.172751965412367e+000 3.281967815164782e-001 2.979076053069771e-001 4.384009903577853e-002 2.862450903462278e-001 2.395728924078994e-001 2.523210664590967e-002
2.233333333333333e+000 4.837116045976286e-001 2.441231130912421e-001 7.448760495466116e-002 1.279898857186735e+000 2.597849810373520e-002 -3.174893226569689e+000 3.279858472529257e-001 2.981029991691834e-001 4.282013197486843e-002 2.860237378604434e-001 2.398666312219225e-001 2.392972897525229e-002
2.241666666666667e+000 4.832814126999475e-001 2.439659622553666e-001 7.439486097609609e-002 1.278960073173120e+000 3.081955090026312e-002 -3.176810704862699e+000 3.278139990531043e-001 2.982647786692860e-001 4.201137326239319e-002 2.858344743441782e-001 2.401224504346208e-001 2.287163255076311e-002
2.250000000000000e+000 4.829262811286642e-001 2.438078796040366e-001 7.431437678309587e-002 1.277656496616066e+000 3.468415397360203e-002 -3.178433504686881e+000 3.276725410905723e-001 2.983901559389562e-001 4.138688430678091e-002 2.856764857478845e-001 2.403365640454949e-001 2.201545416430931e-002
2.258333333333333e+000 4.826368609752089e-001 2.436535746565306e-001 7.424682687753860e-002 1.275928752881063e+000 3.776858225549007e-002 -3.179720870774263e+000 3.275543734415374e-001 2.984792284627468e-001 4.091908780654389e-002 2.855485815993933e-001 2.405084447328506e-001 2.132209346303877e-002
2.266666666666667e+000 4.824036914919835e-001 2.435069843540478e-001 7.419136254353985e-002 1.273765208343854e+000 4.024321886607507e-002 -3.180660750089928e+000 3.274537486499805e-001 2.985343631065850e-001 4.058078017162119e-002 2.854487793676847e-001 2.406402135803882e-001 2.075679197360572e-002
2.275000000000000e+000 4.822175009943833e-001 2.433710572555771e-001 7.414605892851478e-002 1.271194729665250e+000 4.225123536176456e-002 -3.181265111505294e+000 3.273660576132432e-001 2.985594673879411e-001 4.034608383482144e-002 2.853742783751780e-001 2.407358450801550e-001 2.028967135722696e-002
2.283333333333333e+000 4.820694939306483e-001 2.432478944281842e-001 7.410851585495767e-002 1.268278037308442e+000 4.391047268531967e-002 -3.181563388005469e+000 3.272876530731730e-001 2.985593845006109e-001 4.019112719908150e-002 2.853216861085673e-001 2.408004232612244e-001 1.989579485107675e-002
2.291666666666667e+000 4.819515723021891e-001 2.431390581663834e-001 7.407638025311296e-002 1.265099450479388e+000 4.531611923752266e-002 -3.181595793048759e+000 3.272156706454092e-001 2.985394352299081e-001 4.009451146728252e-002 2.852872852568064e-001 2.408395217345206e-001 1.955501334359634e-002
2.300000000000000e+000 4.818564662626622e-001 2.430458770773261e-001 7.404768729694772e-002 1.261759216663934e+000 4.654340816548808e-002 -3.181407520366653e+000 3.271478434063392e-001 2.985050755213256e-001 4.003757456053000e-002 2.852672509304891e-001 2.408587248779365e-001 1.925164823490023e-002
2.308333333333334e+000 4.817778393800727e-001 2.429696843433343e-001 7.402106479914697e-002 1.258366570139408e+000 4.765045495244169e-002 -3.181043928217951e+000 3.270823772626328e-001 2.984616096277706e-001 4.000447068696442e-002 2.852578751674680e-001 2.408632395887285e-001 1.897403333581918e-002
2.316666666666667e+000 4.817103772031149e-001 2.429118705180022e-001 7.399586287610505e-002 1.255032963814593e+000 4.868124979503863e-002 -3.180547069605225e+000 3.270179081937643e-001 2.984139062752194e-001 3.998215233034944e-002 2.852557991821350e-001 2.408575761270895e-001 1.871396922450856e-002
2.325000000000000e+000 4.816497675244327e-001 2.428736914557882e-001 7.397215407457602e-002 1.251864961480260e+000 4.966847761171001e-002 -3.179954100930511e+000 3.269534608802145e-001 2.983661530490145e-001 3.996027580452063e-002 2.852581375719302e-001 2.408453684237352e-001 1.846609398354424e-002
