Time(sec),PM,AM,AL,PL,GON,GRF
0.456667,3.470446,13.761393,3.993403,4.697097,7.780173,0.046912
0.465,3.390024,13.668039,4.471693,4.808288,7.78648,0.04622
0.473333,3.487502,13.507025,4.730339,4.818134,7.784048,0.045543
0.481667,3.700706,13.389537,4.685406,4.759216,7.772536,0.045181
0.49,3.927604,13.330096,4.449177,4.666842,7.757525,0.045123
0.498333,4.065723,13.342165,4.136078,4.57635,7.744659,0.045356
0.506667,4.012593,13.439209,3.860533,4.523078,7.739583,0.045866
0.515,3.72365,13.612799,3.738599,4.539088,7.747266,0.046594
0.523333,3.574632,13.696431,3.894604,4.631864,7.767451,0.047146
0.531667,3.750955,13.637132,4.269661,4.779748,7.786948,0.047174
0.54,3.904106,13.632546,4.544097,4.929246,7.7791,0.046634
0.548333,3.94,13.59,4.58,4.93,7.751,0.046
0.556667,3.978164,13.315646,4.462653,4.688517,7.734817,0.045913
0.565,3.984476,13.259386,4.476144,4.652747,7.744123,0.046021
0.573333,3.946377,13.543077,4.598449,4.904744,7.766637,0.046008
0.581667,3.940498,13.5814,4.343467,4.822945,7.762709,0.045994
0.59,3.961474,13.430644,4.077461,4.602194,7.743845,0.046
0.598333,3.968019,13.387688,4.33424,4.678564,7.737778,0.045994
0.606667,3.94915,13.386114,4.757862,4.851175,7.738134,0.046014
0.615,3.906135,13.348003,5.047297,4.936119,7.737523,0.046079
0.623333,3.848384,13.274302,5.202328,4.9359,7.736022,0.04617
0.631667,3.785848,13.171229,5.242838,4.865477,7.734205,0.046262
0.64,3.728479,13.045001,5.188714,4.739811,7.732647,0.046332
0.648333,3.686228,12.901835,5.05984,4.573863,7.731925,0.046357
0.656667,3.669049,12.747949,4.876101,4.382593,7.732613,0.046314
0.665,3.686892,12.589561,4.657384,4.180963,7.735286,0.046179
0.673333,3.749646,12.432889,4.423562,3.983915,7.740516,0.045928
0.681667,3.858618,12.284341,4.193044,3.80407,7.748301,0.045567
0.69,3.997983,12.150706,3.981317,3.649409,7.757497,0.045153
0.698333,4.149882,12.038816,3.803518,3.527363,7.766823,0.044749
0.706667,4.296457,11.955502,3.674785,3.445363,7.774998,0.044422
0.715,4.419849,11.907598,3.610256,3.410839,7.780743,0.044234
0.723333,4.5022,11.901935,3.62507,3.431223,7.782777,0.04425
0.731667,4.52565,11.945346,3.734365,3.513945,7.77982,0.044535
0.74,4.472528,12.044312,3.95306,3.666129,7.770604,0.045152
0.748333,4.365061,12.130599,4.24974,3.829731,7.7566,0.045874
0.756667,4.312606,11.976156,4.489252,3.80578,7.745314,0.045854
0.765,4.363386,11.597609,4.508619,3.549432,7.742179,0.045144
0.773333,4.45727,11.330299,4.184602,3.241937,7.747772,0.044926
0.781667,4.400119,11.259038,3.947678,3.082522,7.751921,0.044987
0.79,4.104277,11.332488,4.164699,3.165802,7.745656,0.044833
0.798333,3.919253,11.536957,4.283709,3.322605,7.737631,0.045284
0.806667,3.914968,11.725784,4.253493,3.441373,7.73997,0.045999
0.815,3.764573,11.657578,4.675559,3.53437,7.758508,0.045359
0.823333,3.635715,11.6114,4.828227,3.53382,7.762307,0.045124
0.831667,3.686192,11.722232,4.403809,3.442144,7.744835,0.04595
0.84,3.810313,11.702917,4.288363,3.407785,7.749346,0.045436
0.848333,3.826234,11.836097,4.563088,3.626113,7.776154,0.044072
0.856667,3.591489,12.656084,4.666382,4.207048,7.789932,0.044374
0.865,3.457863,13.199898,4.745062,4.602375,7.78049,0.045157
0.873333,3.606622,12.971405,4.89688,4.537933,7.758522,0.045118
0.881667,3.673286,13.056656,4.747117,4.546733,7.751789,0.044931
0.89,3.558733,13.778947,4.482106,4.923786,7.759467,0.045017
0.898333,3.444678,14.559345,4.589548,5.511486,7.762603,0.045168
0.906667,3.455115,14.702239,4.73115,5.681816,7.773369,0.044517
0.915,3.505418,14.331377,4.722873,5.421232,7.786605,0.043272
0.923333,3.370338,14.289013,4.683046,5.340251,7.778856,0.042684
0.931667,3.261924,14.6582,4.691947,5.584405,7.768026,0.043028
0.94,3.446964,15.100936,4.773343,5.980968,7.778435,0.043811
0.948333,3.524433,15.358817,4.850405,6.212005,7.775305,0.043874
0.956667,3.37316,15.449424,4.841423,6.232847,7.752393,0.043175
0.965,3.296647,15.629401,4.703705,6.296596,7.744484,0.0429
0.973333,3.279664,15.789143,4.622059,6.382583,7.752102,0.043024
0.981667,3.173962,15.814834,4.735639,6.417048,7.759603,0.043025
0.99,2.990805,16.03444,4.820193,6.567155,7.764077,0.04297
0.998333,2.838049,16.483055,4.764955,6.837095,7.765878,0.042987
1.006667,2.841157,16.885149,4.616339,7.059936,7.767377,0.043105
1.015,2.848125,16.88869,4.549961,7.034088,7.774005,0.042836
1.023333,2.716077,16.632698,4.630141,6.862289,7.782773,0.042155
1.031667,2.487602,16.981399,4.679597,7.086616,7.777459,0.04198
1.04,2.34645,17.509814,4.626812,7.409673,7.767245,0.042044
1.048333,2.486087,17.179827,4.495731,7.144407,7.774581,0.041452
1.056667,2.603316,17.079827,4.354524,7.037347,7.787917,0.04094
1.065,2.496639,17.83864,4.315936,7.542377,7.788563,0.041006
1.073333,2.454215,18.01015,4.485586,7.724907,7.772873,0.040709
1.081667,2.48768,17.80379,4.604811,7.633905,7.759207,0.040054
1.09,2.484222,18.008064,4.387442,7.695735,7.767626,0.039413
1.098333,2.378143,18.488268,4.153211,7.923056,7.784579,0.038749
1.106667,2.269477,18.880599,4.103106,8.157362,7.787901,0.038051
1.115,2.40109,19.001957,4.054033,8.253885,7.765078,0.037466
1.123333,2.645987,19.117532,4.132114,8.423556,7.737711,0.03683
1.131667,2.808466,19.330449,4.39031,8.715826,7.729893,0.036165
1.14,2.805581,19.164599,4.524593,8.650496,7.748243,0.036039
1.148333,2.71,18.85,4.44,8.37,7.768,0.036
1.156667,2.71862,19.207425,4.332288,8.583255,7.751121,0.034917
1.165,2.866806,19.832948,4.395768,9.091189,7.742102,0.033971
1.173333,3.115168,20.201971,4.592138,9.495306,7.775108,0.034074
1.181667,3.325235,20.406445,4.225693,9.539728,7.788203,0.03351
1.19,3.376212,20.477539,3.74594,9.405996,7.763618,0.031858
1.198333,3.222722,20.388894,4.191565,9.496955,7.739631,0.030148
1.206667,2.946542,20.472115,4.664557,9.692591,7.742899,0.028575
1.215,2.668412,20.828664,4.507477,9.818694,7.773309,0.027271
1.223333,2.524392,21.086122,4.166629,9.82817,7.79082,0.026516
1.231667,2.55435,21.464738,3.945438,10.017021,7.781121,0.025974
1.24,2.745415,22.21038,3.931685,10.59413,7.752678,0.025251
1.248333,3.089269,22.40322,3.965297,10.819414,7.734708,0.025021
1.256667,3.393702,22.166531,3.971357,10.710325,7.743673,0.025099
1.265,3.286691,23.135479,4.042203,11.418179,7.768485,0.024065
1.273333,3.029291,24.30798,4.024383,12.20534,7.778073,0.022928
1.281667,2.978857,24.334883,3.801653,12.117387,7.754959,0.022943
1.29,2.948214,24.37408,3.686032,12.08911,7.741811,0.022877
1.298333,3.058892,25.098998,3.776508,12.677672,7.751697,0.022149
1.306667,3.889369,25.776389,3.763944,13.340369,7.742412,0.021818
1.315,4.466836,26.191007,3.758546,13.759529,7.743076,0.02218
1.323333,4.06493,26.488815,3.935596,13.960251,7.775728,0.022827
1.331667,3.626067,26.856381,4.197476,14.236509,7.790966,0.022993
1.34,3.63181,27.109787,4.294743,14.45989,7.780446,0.022985
1.348333,3.951697,26.898373,4.036069,14.277116,7.774725,0.02369
1.356667,4.305452,26.708802,4.027681,14.218885,7.777259,0.023922
1.365,4.586199,26.880817,4.549264,14.616971,7.781458,0.023182
1.373333,5.050748,27.07003,4.913325,15.005194,7.777854,0.023204
1.381667,5.699293,27.118877,4.956018,15.205855,7.770247,0.023969
1.39,6.287585,27.182336,5.087306,15.441564,7.772347,0.023945
1.398333,6.899364,27.614872,5.313021,15.982825,7.776371,0.024382
1.406667,7.775848,28.432624,5.601929,16.884782,7.778475,0.025659
1.415,9.174731,29.248475,6.029142,17.967748,7.784932,0.026422
1.423333,10.96291,29.886358,6.657792,19.094309,7.78496,0.027137
1.431667,12.977321,30.64195,7.518189,20.443412,7.76994,0.028841
1.44,15.630482,32.689521,8.575408,22.950287,7.766942,0.030887
1.448333,18.71114,36.02575,9.693179,26.510749,7.779037,0.032782
1.456667,21.455283,39.429399,10.746559,30.011866,7.777728,0.034778
1.465,24.772019,43.582355,12.278461,34.380775,7.755468,0.038395
1.473333,29.442733,49.183232,14.651557,40.452912,7.725242,0.044564
1.481667,34.032279,54.869289,16.963862,46.537467,7.732837,0.051128
1.49,38.195402,60.447098,18.832116,52.25888,7.753665,0.057087
1.498333,42.620624,66.663438,20.491341,58.417361,7.724906,0.062897
1.506667,47.751961,73.197188,22.689713,65.189675,7.685165,0.070404
1.515,52.994213,79.200858,25.527826,71.869817,7.6806,0.080743
1.523333,56.357424,83.800989,27.750943,76.86316,7.696795,0.092704
1.531667,58.392794,87.427133,29.577318,80.691278,7.70815,0.104178
1.54,60.787953,90.896737,31.862809,84.674124,7.695576,0.11362
1.548333,63.311472,93.281363,34.086752,87.881588,7.686533,0.124198
1.556667,65.281881,94.375281,35.705121,89.790369,7.692054,0.136688
1.565,66.394819,95.579665,36.795158,91.368278,7.682306,0.146787
1.573333,67.39,96.58,37.6,92.65,7.657,0.154
1.581667,69.045302,96.625497,38.369007,93.370542,7.633328,0.159516
1.59,70.477934,96.522853,39.161754,93.948259,7.637891,0.163679
1.598333,71.097135,96.569273,39.925318,94.444254,7.660837,0.167137
1.606667,71.200796,96.120042,40.550986,94.404675,7.654865,0.17096
1.615,71.587201,95.470441,41.10178,94.25046,7.639809,0.174675
1.623333,72.675982,94.858086,41.85072,94.366733,7.646475,0.177535
1.631667,73.55469,93.309102,43.312307,94.058531,7.652702,0.179934
1.64,73.925725,91.011162,44.810697,93.112873,7.642717,0.181936
1.648333,74.324247,89.422449,44.770048,92.047361,7.621441,0.183176
1.656667,74.43538,88.052025,44.636376,91.033651,7.60841,0.184175
1.665,73.981852,86.266171,45.732302,90.10046,7.616128,0.185445
1.673333,73.420192,84.498054,46.939234,89.20638,7.63012,0.186823
1.681667,73.201831,82.888248,47.822034,88.371897,7.63278,0.187936
1.69,73.534637,81.251679,48.682927,87.627497,7.612261,0.188517
1.698333,73.853858,79.545285,49.409754,86.770793,7.582018,0.189233
1.706667,73.746717,77.980816,49.961292,85.84891,7.566712,0.190541
1.715,73.56645,77.079306,50.655661,85.450647,7.590942,0.191922
1.723333,73.459812,76.252134,51.205904,85.063755,7.608895,0.193137
1.731667,73.390373,74.816992,51.279023,84.046959,7.572795,0.194237
1.74,73.329803,73.828222,51.538578,83.428739,7.552077,0.195382
1.748333,73.22934,73.760036,52.053889,83.569692,7.577726,0.196672
1.756667,73.01985,73.762764,51.829154,83.430752,7.591319,0.198037
1.765,72.760276,73.699068,51.211222,83.068568,7.572352,0.199055
1.773333,72.442773,73.750653,50.902156,82.902593,7.535709,0.199576
1.781667,71.668578,73.787739,50.460907,82.572547,7.531357,0.200782
1.79,70.511208,73.770785,49.80395,82.030283,7.54904,0.20271
1.798333,69.546453,73.766237,49.310649,81.602635,7.529096,0.204213
1.806667,69.213868,73.588267,48.758863,81.167319,7.506054,0.205113
1.815,69.399922,73.108557,47.943046,80.527256,7.517513,0.205724
1.823333,68.873094,72.581535,47.300236,79.766324,7.515089,0.206534
1.831667,67.833247,72.037411,47.033102,79.030179,7.482498,0.207723
1.84,67.452389,71.322849,47.027412,78.421083,7.441283,0.209165
1.848333,66.930616,70.545482,46.747444,77.6223,7.431975,0.210365
1.856667,65.870707,69.737978,46.068046,76.522782,7.456376,0.210941
1.865,65.679441,68.669221,45.679884,75.556206,7.452193,0.210943
1.873333,66.38,67.42,45.42,74.71,7.424,0.211
1.881667,66.863111,66.255135,44.680628,73.666016,7.418756,0.211735
1.89,66.693207,65.045116,44.187171,72.547406,7.408541,0.211893
1.898333,66.180896,63.728999,44.129727,71.464379,7.375933,0.211122
1.906667,66.364013,62.501148,43.449439,70.337019,7.349246,0.211019
1.915,66.785762,61.429706,42.322276,69.185446,7.342766,0.211022
1.923333,66.539007,60.471832,41.419224,68.060905,7.352471,0.209882
1.931667,66.228734,59.428217,40.578569,66.890255,7.334406,0.20851
1.94,66.341579,58.202971,39.674323,65.660253,7.281571,0.207387
1.948333,66.631129,56.91784,38.890966,64.477168,7.245592,0.205829
1.956667,66.626948,55.945547,38.001979,63.408235,7.239619,0.205009
1.965,66.173012,55.410711,36.854722,62.443921,7.249059,0.205792
1.973333,66.111954,54.517455,36.052972,61.450055,7.250005,0.20567
1.981667,66.59983,53.126836,35.469427,60.31164,7.233623,0.204238
1.99,66.987143,51.85198,34.273367,58.985055,7.206992,0.20349
1.998333,67.208579,50.649489,33.027677,57.654224,7.16671,0.20271
2.006667,67.27199,49.268557,32.198706,56.328384,7.121225,0.201292
2.015,66.786862,47.678553,30.82252,54.497459,7.110753,0.201287
2.023333,65.82,46.23,29.3,52.6,7.114,0.202
2.031667,64.915001,45.309285,29.100637,51.65266,7.064098,0.200434
2.04,64.182029,43.822853,28.877325,50.326589,7.013489,0.198547
2.048333,63.383549,41.578951,27.609158,48.002358,7.003212,0.198013
2.056667,61.956111,40.340462,25.959696,46.103578,7.006517,0.198001
2.065,60.276296,39.843148,24.366633,44.704716,6.999732,0.198
2.073333,59.11187,38.465418,22.878262,42.825887,6.973902,0.198007
2.081667,57.597164,36.839186,21.438024,40.712285,6.939113,0.197986
2.09,55.465089,35.479145,20.093789,38.698679,6.902867,0.197429
2.098333,53.940624,33.946075,19.069223,36.830026,6.862523,0.195274
2.106667,52.786607,32.459507,18.19272,35.136069,6.82469,0.192939
2.115,51.289956,31.366112,17.126442,33.565607,6.796775,0.192251
2.123333,50.238348,29.986078,15.780854,31.772347,6.768938,0.191499
2.131667,49.696361,28.334934,14.417089,29.893195,6.739757,0.190235
2.14,48.760858,27.293792,13.546547,28.572776,6.718956,0.189969
2.148333,48.204278,26.504773,12.995566,27.649917,6.696183,0.189872
2.156667,48.727905,25.419463,12.3876,26.728324,6.662842,0.188727
2.165,48.788436,24.67599,11.801923,25.962299,6.63888,0.187536
2.173333,47.838925,24.292477,11.226806,25.237789,6.628249,0.186238
2.181667,46.770735,23.550636,10.575865,24.193671,6.611436,0.183585
2.19,46.287659,22.593482,10.305866,23.28322,6.56389,0.180393
2.198333,46.458383,21.781737,10.426346,22.787673,6.492103,0.177779
2.206667,46.241587,21.229926,9.662201,22.01925,6.466733,0.175756
2.215,45.622694,20.944122,8.537012,21.201941,6.463056,0.173477
2.223333,45.257556,20.801685,8.571938,21.037712,6.405506,0.17001
2.231667,44.83518,20.205618,8.851149,20.634594,6.358066,0.167013
2.24,44.245605,19.235139,8.630575,19.708738,6.355457,0.165477
2.248333,44.097032,19.018715,8.631751,19.519496,6.325453,0.164221
2.256667,44.133056,19.467282,8.898938,19.964707,6.269015,0.162955
2.265,43.746503,19.650007,8.990151,20.048267,6.237149,0.162136
2.273333,43.521373,19.200961,8.859987,19.616979,6.237564,0.162003
2.281667,43.568598,18.537335,8.699187,19.079279,6.23786,0.162057
2.29,43.468044,18.416789,8.75597,18.995579,6.193256,0.161388
2.298333,43.14,18.36,8.87,18.93,6.141,0.16
2.306667,42.708085,17.717414,8.80367,18.337539,6.129593,0.158117
2.315,42.43858,17.341538,8.748423,17.985734,6.108307,0.155276
2.323333,42.036107,17.496439,9.02596,18.132078,6.066864,0.152428
2.331667,40.828539,17.659633,9.891648,18.340758,6.046685,0.151467
2.34,39.313967,17.702878,10.879122,18.440147,6.049447,0.150699
2.348333,38.303574,17.677712,11.666692,18.523362,6.04737,0.148486
2.356667,37.957845,17.574675,12.914924,18.892565,6.002307,0.147011
2.365,38.135532,17.435315,14.193127,19.365205,5.950182,0.146052
2.373333,38.554399,17.327765,14.775699,19.625069,5.946275,0.144364
2.381667,38.785369,17.303489,15.412523,19.928127,5.960194,0.142822
2.39,38.578789,17.331854,16.687783,20.439161,5.947802,0.142164
2.398333,38.220077,17.2173,17.800378,20.738871,5.89792,0.141446
2.406667,37.921392,17.008745,18.417765,20.777368,5.868416,0.140993
2.415,37.815547,16.984187,18.662708,20.842628,5.897407,0.141476
2.423333,38.051593,17.595872,18.835468,21.406164,5.885293,0.142276
2.431667,38.525616,18.466348,19.373453,22.356234,5.821111,0.142949
2.44,38.879923,18.407625,20.576998,22.901223,5.819754,0.14356
2.448333,39.320188,18.320143,21.247604,23.223854,5.839321,0.144048
2.456667,40.028541,19.206802,20.52387,23.714399,5.815856,0.144235
2.465,40.600145,20.418519,19.81972,24.415476,5.774078,0.143757
2.473333,40.923932,21.343445,19.975093,25.218593,5.753282,0.143026
2.481667,41.44143,21.919431,20.35509,25.907325,5.776808,0.143388
2.49,42.163266,22.285561,20.683124,26.469687,5.784909,0.144257
2.498333,42.926513,22.556692,20.836171,26.901995,5.747074,0.14483
2.506667,43.580702,22.715468,20.659255,27.091262,5.724753,0.145112
2.515,44.217725,22.640594,20.150474,26.968245,5.724577,0.144964
2.523333,44.968764,22.295141,19.484492,26.608384,5.709535,0.144315
2.531667,45.38454,22.164544,18.932312,26.375789,5.692056,0.143929
2.54,45.343725,22.197081,18.882968,26.36945,5.684466,0.144005
2.548333,45.278666,21.579836,19.744903,26.270411,5.68486,0.143807
2.556667,45.275219,20.566033,20.270677,25.758726,5.678608,0.14276
2.565,45.184949,19.966922,19.283646,24.894236,5.656736,0.140955
2.573333,45.005014,19.848403,18.917464,24.616176,5.646569,0.139698
2.581667,44.625879,20.046215,19.734634,25.015972,5.65969,0.139701
2.59,43.794197,20.240571,19.448107,24.848091,5.676183,0.140514
2.598333,43.030622,20.223322,18.52229,24.277338,5.663638,0.140984
2.606667,43.048868,19.895404,18.817105,24.17456,5.61173,0.140293
2.615,43.253189,19.194164,19.10219,23.839001,5.591383,0.13991
2.623333,43.152321,18.50112,18.944084,23.250131,5.607043,0.140032
2.631667,42.617868,18.455755,18.968183,23.102616,5.602153,0.139574
2.64,42.136986,18.700269,18.954422,23.159808,5.590281,0.138747
2.648333,42.085176,18.770083,18.670658,23.07753,5.596186,0.138153
2.656667,42.178054,18.827392,18.551402,23.091049,5.604543,0.137939
2.665,42.280909,18.776808,18.541336,23.077813,5.600702,0.137985
2.673333,42.438181,18.32009,18.1861,22.641083,5.576371,0.137997
2.681667,42.507068,18.072355,18.208351,22.486088,5.544861,0.13802
2.69,42.440731,18.386949,18.958126,23.003326,5.52305,0.138049
2.698333,42.531904,18.339118,19.089172,23.047438,5.512977,0.137698
2.706667,42.838912,17.998776,18.719957,22.724709,5.516972,0.137053
2.715,43.252948,17.905283,18.676212,22.727858,5.535361,0.13642
2.723333,43.59135,17.759371,18.680016,22.692885,5.553226,0.135743
2.731667,43.781497,17.40629,18.428096,22.375222,5.561956,0.135115
2.74,43.936367,17.248943,18.080214,22.156757,5.567565,0.134946
2.748333,44.10012,17.270021,17.683144,22.047693,5.559826,0.135007
2.756667,44.260644,17.176892,17.253788,21.834281,5.52832,0.134684
2.765,44.38082,16.768229,17.163888,21.527924,5.523116,0.133519
2.773333,44.352973,16.351047,17.283994,21.275669,5.555508,0.13209
2.781667,44.059853,16.723002,16.716182,21.23954,5.554372,0.132126
2.79,43.895075,17.168346,15.885687,21.174534,5.526703,0.133076
2.798333,44.146102,16.875461,15.43256,20.833978,5.505541,0.133809
2.806667,44.207577,16.482696,15.092936,20.423277,5.507051,0.134086
2.815,43.840368,16.363426,14.614399,20.050602,5.517928,0.134023
2.823333,43.349438,16.32957,13.965752,19.642519,5.506723,0.133909
2.831667,43.216851,15.95288,13.380504,19.098007,5.485952,0.134107
2.84,43.374424,15.178471,12.948487,18.398373,5.481309,0.134696
2.848333,42.712559,14.747838,12.338171,17.687108,5.50831,0.135191
2.856667,41.52567,14.67354,11.7247,17.111231,5.541623,0.134968
2.865,41.213345,14.318253,11.539587,16.707106,5.535405,0.133766
2.873333,41.496453,13.744232,11.090939,16.169797,5.518257,0.132912
2.881667,41.697039,13.140444,10.167906,15.396532,5.520767,0.13301
2.89,41.21326,12.618237,9.897346,14.802794,5.541088,0.132663
2.898333,40.5,12.25,10.09,14.46,5.546,0.132
2.906667,40.347199,12.002589,9.915148,14.171288,5.508539,0.131918
2.915,40.260406,11.497365,9.673903,13.685428,5.495521,0.131993
2.923333,39.983137,10.703046,9.716311,13.071319,5.543744,0.131926
2.931667,40.36498,10.451137,9.867374,13.035219,5.575408,0.132364
2.94,40.523361,10.345943,9.951261,13.025518,5.560408,0.13304
2.948333,39.350244,9.591786,9.896744,12.200597,5.524179,0.133503
2.956667,39.020999,9.035589,9.804338,11.68988,5.525299,0.134944
2.965,39.624465,8.954969,9.724213,11.73189,5.559206,0.137351
2.973333,38.968766,8.811101,9.619188,11.439543,5.563588,0.13932
2.981667,38.032565,8.435432,9.384474,10.864254,5.558073,0.140066
2.99,38.16884,8.018984,9.117563,10.482831,5.570222,0.139885
2.998333,38.157915,7.982988,9.327313,10.540543,5.558575,0.140322
3.006667,37.885745,8.127044,9.706899,10.742187,5.537358,0.141732
3.015,38.839754,7.551921,8.996569,10.248272,5.587882,0.142738
3.023333,39.828683,7.001747,7.959144,9.640311,5.623915,0.143049
3.031667,39.912611,7.05712,7.471478,9.490451,5.58969,0.143008
3.04,40.299646,6.988767,7.21127,9.418436,5.581856,0.143052
3.048333,41.27,6.76,7.01,9.39,5.61,0.143
3.056667,42.316148,6.831309,6.816917,9.595146,5.620933,0.142411
3.065,43.511665,6.946987,6.218835,9.694866,5.646825,0.141892
3.073333,44.956799,6.928672,5.387522,9.656627,5.68989,0.141925
3.081667,46.579341,6.937826,5.389442,10.025433,5.681618,0.142278
3.09,48.549698,6.479926,5.728195,10.277734,5.656118,0.142039
3.098333,50.936268,5.180491,5.407756,9.745189,5.679879,0.14058
3.106667,52.815514,4.666965,4.90796,9.591077,5.718433,0.139829
3.115,54.160554,4.95513,4.750393,10.036549,5.740168,0.140042
3.123333,55.978255,4.225424,5.029217,10.035687,5.745718,0.139368
3.131667,58.37537,3.065349,5.191619,9.806566,5.756331,0.137705
3.14,60.987954,2.77002,4.71123,9.982108,5.789312,0.135835
3.148333,63.589727,2.938833,4.008629,10.396286,5.82506,0.134182
3.156667,65.976439,2.908382,3.650444,10.759115,5.838284,0.133112
3.165,68.051332,2.176915,4.02509,10.848009,5.813557,0.132889
3.173333,70.50586,1.433273,4.210215,10.936721,5.807965,0.133021
3.181667,73.553311,1.345859,3.541752,11.281441,5.860215,0.13301
3.19,75.837633,1.477209,2.987722,11.656808,5.909286,0.133016
3.198333,77.467777,1.283116,2.673735,11.748262,5.917791,0.133023
3.206667,79.827503,0.365065,1.969919,11.325365,5.886447,0.132882
3.215,83.108677,-0.631043,1.366473,11.092904,5.880189,0.133116
3.223333,86.598555,-1.042414,1.315079,11.551017,5.931608,0.133885
3.231667,89.160827,-1.269545,1.021873,11.840707,5.94535,0.133927
3.24,91.405273,-1.324995,0.544765,12.109085,5.932982,0.133048
3.248333,94.369838,-1.07833,0.321037,12.85392,5.954687,0.131732
3.256667,96.928816,-0.96465,0.164974,13.443281,6.004731,0.13062
3.265,98.807857,-1.19901,-0.046128,13.613419,6.046724,0.130065
3.273333,101.413271,-1.490239,-0.15532,13.942293,6.03885,0.129968
3.281667,104.030308,-1.428033,-0.311132,14.506566,6.036387,0.129994
3.29,105.594136,-0.879568,-0.568355,15.147049,6.092889,0.129927
3.298333,107.266561,-0.509589,-0.306505,15.895939,6.122759,0.130132
3.306667,109.138221,-0.295074,0.517118,16.808547,6.108768,0.13091
3.315,109.768094,0.598798,1.09565,17.838727,6.137085,0.132181
3.323333,110.191119,1.257863,1.247191,18.474029,6.168188,0.133045
3.331667,111.622586,0.949644,1.220266,18.55453,6.162868,0.132994
3.34,113.461722,1.008563,1.769684,19.237661,6.196978,0.133258
3.348333,115.2,1.73,2.41,20.42,6.25,0.134
3.356667,116.750909,2.36459,2.027295,21.064524,6.240072,0.134498
3.365,118.316444,2.776625,1.541249,21.503659,6.238451,0.135187
