time(sec),semimem,bifem,vasmed,vaslat,rf,medgas,latgas,tfl,tibant,peronl,soleus,addmagnus,gmax,gmed, sartorius
1.824170,-0.001488,-0.032173,-0.041531,-0.018270,0.004336,-0.015111,-0.052077,0.184075,-0.340386,-0.094191,0.018567,-0.065167,-0.012086,-0.002508,0.001379,
1.825003,-0.000462,-0.037926,0.010871,-0.012597,0.056921,-0.022432,-0.099076,0.165210,-0.526424,-0.093882,0.028617,-0.088340,-0.015178,0.008543,-0.004882,
1.825837,-0.002173,-0.039845,-0.010963,-0.020073,0.081165,-0.033045,-0.104601,0.140170,-0.444068,-0.082768,0.041710,-0.054243,-0.023855,-0.004226,0.002602,
1.826670,0.002531,-0.041317,-0.032873,-0.006570,0.028047,-0.024679,-0.102105,0.119989,-0.054359,-0.025555,0.034835,-0.037966,-0.007474,0.007708,-0.002112,
1.827503,-0.002674,-0.042206,-0.000379,-0.008759,-0.029673,-0.024187,-0.094514,0.029311,0.086819,0.051557,0.018549,-0.046994,-0.012752,-0.039422,0.001575,
1.828337,0.003266,-0.045254,0.001840,-0.003794,-0.064384,-0.014321,-0.035156,-0.089902,0.437174,0.016167,0.002800,-0.047609,0.003317,0.012923,-0.001140,
1.829170,-0.002231,-0.032589,0.016672,-0.006058,-0.095305,-0.006668,-0.024899,-0.162589,1.083886,0.032807,-0.013609,-0.037064,-0.003690,-0.004933,0.000423,
1.830003,0.002807,-0.026603,0.016966,-0.003529,-0.048260,-0.007316,0.035592,-0.170924,0.867737,0.061995,-0.015697,-0.013063,-0.000680,0.010924,0.000160,
1.830837,-0.003899,-0.014886,0.039049,0.003155,-0.023161,-0.022195,0.100701,-0.083803,0.310543,-0.019371,-0.011832,0.003805,0.005616,-0.002676,-0.002999,
1.831670,-0.000222,-0.015531,-0.021283,-0.005864,0.000933,-0.008103,-0.054470,0.000786,0.210723,0.020368,-0.011911,-0.001246,-0.002057,0.002640,0.000558,
1.832503,-0.002033,0.007243,-0.008837,-0.004967,0.019795,-0.000261,-0.119993,-0.040310,-0.021125,0.025139,-0.027813,-0.006683,0.010166,0.003372,-0.003206,
1.833337,-0.000940,0.016444,0.008037,-0.001791,0.048425,0.003949,-0.035565,-0.146821,-0.561356,-0.096131,-0.024118,0.023830,0.002145,0.000590,0.002338,
1.834170,0.000770,0.028030,-0.003305,0.008543,0.043843,0.003637,0.032218,-0.233586,-0.612675,-0.118361,-0.016980,0.041027,0.006224,0.010928,-0.001577,
1.835003,0.000499,0.050034,0.014368,0.008644,0.061788,0.013783,0.027848,-0.238617,-0.431400,0.051535,-0.006687,0.028907,0.008974,-0.004983,0.004274,
1.835837,0.005878,0.054780,0.007045,0.012101,0.106424,0.030135,0.042148,-0.225481,-0.308172,0.238389,-0.001005,0.013430,0.004748,0.014047,0.000816,
1.836670,-0.000947,0.056404,0.038971,0.003518,0.101339,0.033794,0.034715,-0.216678,-0.336162,0.172268,-0.002208,0.000716,0.002552,-0.005530,0.003308,
1.837503,0.004590,0.049050,0.025769,0.007786,0.098138,0.029963,0.045707,-0.187686,-0.413963,-0.005540,-0.002653,0.000240,0.001628,0.012581,0.000152,
1.838337,-0.001010,0.050812,-0.022034,0.002196,0.105847,0.023385,0.034560,-0.158366,-0.185167,-0.046636,-0.007366,0.010027,-0.009156,-0.045298,0.001572,
1.839170,0.003920,0.029273,-0.039281,0.009512,0.106017,0.020170,0.027079,-0.186710,-0.219536,-0.029623,0.005786,0.040308,-0.002019,0.008669,0.002379,
1.840003,-0.001831,0.010601,-0.009495,0.006271,0.106897,0.000637,0.053794,-0.101665,-0.244364,-0.060569,0.008123,0.051868,-0.015404,-0.001450,-0.001852,
1.840837,0.001266,-0.017189,0.034359,-0.026412,0.093689,0.015900,0.075492,0.065192,-0.057707,-0.084262,0.016126,0.041803,-0.016034,0.001095,0.001694,
1.841670,-0.001284,-0.025659,0.029258,-0.042565,0.026871,0.011172,0.078742,0.213774,0.188099,-0.077076,0.010110,0.022923,-0.014577,0.003489,-0.003309,
1.842503,-0.001243,-0.031696,0.005714,-0.013154,-0.039390,0.005056,0.008450,0.237270,0.704366,-0.066502,0.010824,0.012455,-0.013766,-0.004034,0.002822,
1.843337,0.000169,-0.021834,-0.018124,0.023264,-0.110742,0.004706,-0.031338,0.231495,0.477761,-0.043259,0.006814,-0.003961,-0.000311,0.007976,-0.003717,
1.844170,-0.003155,-0.010387,-0.014795,0.042476,-0.164297,-0.001953,-0.029811,0.274542,-0.208181,0.027725,0.010737,-0.032909,-0.006699,-0.008391,0.002098,
1.845003,0.001147,-0.008934,-0.004908,0.073521,-0.179910,-0.010215,-0.007445,0.298765,0.189860,0.047703,0.004723,-0.020094,0.013470,0.012629,-0.002468,
1.845837,-0.003254,0.002216,0.006037,0.075405,-0.134224,-0.009121,-0.021187,0.283483,0.305522,-0.020580,0.005390,-0.015287,0.007109,-0.007241,0.001199,
1.846670,0.003326,0.000022,0.005828,0.051838,-0.103671,-0.008617,0.016362,0.164196,0.356776,0.012524,0.011953,-0.015618,0.014665,0.013178,-0.000326,
1.847503,-0.006120,-0.002253,0.029097,-0.008421,-0.132475,-0.004154,0.062745,0.015378,0.102932,0.044762,0.002571,-0.021119,0.007765,-0.012328,-0.004299,
1.848337,-0.001533,0.006663,-0.032652,-0.065501,-0.088005,-0.002171,0.012340,-0.132316,-0.168281,0.074899,0.011858,-0.028465,0.013884,0.005660,-0.002020,
1.849170,-0.003513,0.051154,-0.021338,-0.115844,-0.044381,-0.013683,-0.029145,-0.187838,-0.275168,0.020523,0.014764,-0.039977,0.015633,-0.001829,-0.002949,
1.850003,0.000913,0.050008,-0.017987,-0.152239,0.006527,-0.012624,-0.034272,-0.042158,-0.271927,-0.002259,0.012179,-0.031117,0.009351,0.002132,0.000849,
1.850837,0.001368,0.033546,-0.023360,-0.171136,0.059730,-0.001156,-0.023358,0.100617,-0.177193,0.015091,-0.002026,-0.020231,0.014724,0.003505,-0.002680,
1.851670,-0.000164,0.020335,-0.006480,-0.163502,0.088575,-0.002037,-0.030298,0.109910,-0.118687,0.039912,0.001269,-0.002617,0.008405,-0.003815,0.004318,
1.852503,0.003338,0.011849,-0.011440,-0.125189,0.094788,-0.009029,-0.062580,0.027554,-0.047735,-0.006838,-0.007715,0.016509,0.007937,0.009165,-0.001350,
1.853337,-0.000638,-0.022029,-0.000086,-0.046112,0.081771,-0.005059,-0.096558,-0.120197,-0.000188,-0.057105,-0.011147,0.015145,0.006754,-0.007757,0.003817,
1.854170,0.004847,-0.060149,0.003632,0.065495,0.071842,-0.004480,-0.111934,-0.205466,0.047465,-0.034588,-0.020489,0.026834,0.000575,0.014082,0.000745,
1.855003,-0.001570,-0.047942,0.010251,0.190246,0.049317,0.000328,-0.103664,0.016804,0.060298,-0.014964,-0.028280,0.016761,-0.007555,-0.033807,0.002254,
1.855837,0.003305,-0.073970,0.009558,0.265102,0.039246,-0.002995,0.005324,0.136158,0.056331,-0.018667,-0.019120,0.016182,-0.010780,0.013370,-0.000050,
1.856670,-0.002193,-0.101822,0.008276,0.265612,0.019367,-0.004531,0.046900,-0.002875,0.032680,-0.036526,-0.018806,0.005849,0.001878,-0.005369,-0.000214,
1.857503,0.002534,-0.099204,-0.001980,0.238415,-0.004822,-0.005494,0.044131,-0.130498,0.016210,-0.004738,-0.012236,0.010307,-0.000415,0.007024,0.001457,
1.858337,-0.001739,-0.021461,-0.008839,0.173833,-0.031955,-0.009079,0.037784,-0.162445,0.038205,-0.011325,-0.012531,0.022976,-0.015072,0.002023,-0.001751,
1.859170,0.000094,0.083904,-0.008176,0.066139,-0.022680,-0.013441,0.028959,-0.134211,-0.100012,-0.057330,0.000302,0.036210,-0.006244,0.003279,0.002523,
1.860003,0.000099,0.142534,0.012224,-0.020671,0.001765,-0.020698,0.033248,-0.114997,-0.275931,-0.082605,-0.001197,0.032907,-0.015747,-0.006450,-0.002354,
1.860837,-0.000504,0.125094,0.014981,-0.083647,0.024251,-0.001381,0.080741,-0.020787,-0.173577,-0.008388,-0.000078,0.018244,-0.014596,-0.004124,0.003454,
1.861670,0.001643,0.090904,0.016579,-0.080778,0.037559,0.003639,0.058243,-0.003135,0.018403,0.048926,-0.000600,0.000760,-0.011948,0.008272,-0.003094,
1.862503,-0.002923,0.087544,0.004963,-0.104337,0.039037,-0.002104,-0.024460,-0.038864,0.174512,0.046182,0.003967,-0.001847,-0.011316,-0.009088,0.001959,
1.863337,0.002586,0.074402,-0.002473,-0.126810,0.020991,-0.002868,-0.007282,0.001576,0.266891,0.083809,0.003266,-0.007730,-0.000189,0.007882,-0.001835,
1.864170,-0.003349,0.064281,0.000524,-0.089397,0.023483,0.012665,0.013657,0.020555,0.250873,0.096524,0.004641,-0.026189,-0.012286,-0.008262,0.000172,
1.865003,0.002924,0.018875,-0.002225,-0.019658,0.026905,0.012935,0.025548,-0.037124,0.208112,0.085568,0.011011,-0.027757,0.003817,0.011906,0.000349,
1.865837,-0.001483,-0.061050,0.007428,0.027703,0.023553,0.001934,0.017102,-0.052540,0.212918,0.048365,0.005460,-0.052847,0.001585,-0.006840,-0.000998,
1.866670,0.002197,-0.151064,-0.002265,-0.029168,0.017163,0.014783,0.022800,0.011608,0.205759,0.022314,0.001740,-0.042380,0.011999,0.003857,0.002080,
1.867503,-0.000990,-0.165697,0.004391,-0.106702,-0.021637,0.017017,0.025697,0.082613,0.211311,0.004070,-0.007759,-0.010203,0.008210,0.000815,-0.001709,
1.868337,0.001011,-0.172356,0.000220,-0.123146,-0.033254,0.015523,0.018305,0.115547,0.018032,-0.055188,0.008871,-0.003120,0.002585,0.000818,0.002589,
1.869170,-0.000195,-0.205942,0.002755,-0.070884,-0.050563,0.019932,-0.011143,0.104397,-0.215153,-0.157897,0.014873,0.021492,0.018476,0.007067,-0.003034,
1.870003,-0.001707,-0.212231,0.002978,-0.023003,-0.051798,0.009047,-0.001630,0.078095,-0.157515,-0.148567,0.011936,0.000210,-0.001634,-0.004087,0.002022,
1.870837,0.000135,-0.128453,0.008959,0.006328,-0.045707,-0.003997,0.008676,0.024829,0.054749,-0.047492,0.006939,-0.032726,0.009095,0.013435,-0.004063,
1.871670,-0.004893,-0.013594,-0.003123,-0.016120,-0.039955,-0.003171,-0.000845,-0.001599,-0.547083,0.017149,0.010876,-0.048873,0.000469,-0.006591,-0.000539,
1.872503,0.000759,0.075493,0.014019,-0.030786,-0.022970,0.003138,-0.021670,-0.014378,-1.341615,0.005525,0.011239,-0.021308,0.003011,0.014113,-0.002360,
1.873337,-0.003053,0.117662,0.023594,-0.071785,-0.035356,-0.005057,-0.033680,0.009308,-0.809179,0.007960,0.006658,-0.017105,-0.003262,-0.043625,0.000241,
1.874170,0.004881,0.140740,0.009109,-0.116004,-0.028131,-0.001665,-0.030939,0.042068,-0.075817,0.057247,0.008118,-0.013308,-0.015905,0.009862,0.002074,
1.875003,-0.000768,0.158659,0.012970,-0.080965,-0.036074,0.001411,-0.027504,0.048722,0.471244,0.098136,0.002799,-0.009548,-0.005771,-0.004258,0.001157,
1.875837,0.003498,0.138344,-0.027393,0.032655,-0.025897,-0.006059,-0.033000,0.029330,0.866071,0.098565,0.006871,0.005986,-0.015886,0.003888,0.003287,
1.876670,-0.000479,0.119186,-0.031269,0.147731,-0.021980,-0.016148,-0.035074,-0.005526,0.702196,0.035470,-0.003019,0.030908,-0.003375,0.000580,-0.001912,
1.877503,-0.000491,0.061517,-0.026433,0.141361,-0.007188,-0.003229,-0.035410,-0.042222,0.329368,-0.001296,-0.008112,0.042074,-0.005164,-0.002889,0.001430,
1.878337,0.000257,0.025601,-0.015480,0.088853,0.008766,-0.003171,-0.019667,-0.083925,0.181402,-0.030988,-0.014520,0.037695,0.002394,0.006756,-0.003776,
1.879170,-0.002505,0.015379,0.002508,0.062453,0.007630,-0.003168,-0.010119,-0.075523,0.132252,-0.032576,-0.003789,0.019330,0.001290,-0.005577,0.001084,
1.880003,0.002052,0.008073,-0.008779,0.085880,0.022277,-0.000180,-0.004774,-0.058650,0.201742,-0.011278,-0.006600,0.006990,0.006775,0.011993,-0.002146,
1.880837,-0.002699,0.024837,-0.015912,0.162090,0.026223,0.034620,0.011635,-0.026275,0.247178,0.009378,-0.005416,0.021133,0.016096,-0.007367,0.002250,
1.881670,0.003077,0.045461,-0.018268,0.194850,0.032355,0.003105,0.015164,-0.001738,0.203689,0.017154,-0.003451,0.041162,0.018103,0.013403,-0.000224,
1.882503,-0.002440,0.093825,-0.002097,0.199920,0.033877,-0.019053,0.025053,0.013585,0.045467,-0.030549,-0.005442,0.037922,0.018430,-0.012823,0.000047,
1.883337,0.003028,0.127425,-0.005679,0.207852,0.032687,-0.006537,0.033535,0.019378,-0.099935,-0.009551,-0.009721,0.037332,0.030189,0.006729,0.001079,
1.884170,-0.001880,0.128322,-0.001068,0.134146,0.032663,-0.018868,0.031471,0.022488,-0.222133,0.000624,-0.018886,0.040887,0.014455,-0.005147,0.000278,
1.885003,0.002365,0.068661,0.010388,0.028729,0.029899,-0.003413,0.022537,0.013275,-0.346432,-0.013319,-0.007767,0.042290,0.021569,0.003276,0.002681,
1.885837,0.000355,0.015961,0.016811,-0.052519,0.030552,-0.006417,0.020024,-0.009517,-0.367488,-0.042243,-0.006732,0.020740,0.000554,0.000111,-0.001631,
1.886670,0.000328,-0.002532,-0.000846,-0.140383,0.038638,0.009343,0.021045,-0.073551,-0.265378,-0.023294,0.000238,-0.000625,-0.000232,-0.004266,0.003364,
1.887503,0.000759,-0.040582,0.001845,-0.206437,0.018798,-0.011530,0.006539,-0.023542,-0.337829,0.001708,-0.001813,-0.020644,0.000582,0.005252,-0.003390,
1.888337,-0.002625,-0.144761,0.004921,-0.277938,0.013639,-0.000683,-0.005477,0.137549,-0.332299,-0.004318,0.005885,-0.033584,-0.016237,-0.009785,0.001148,
1.889170,0.001316,-0.209491,0.014203,-0.332241,-0.020453,0.001746,-0.000500,0.100209,-0.100885,-0.000634,0.008224,-0.032490,-0.007515,0.009370,-0.002857,
1.890003,-0.002676,-0.246354,-0.004466,-0.368505,-0.040120,0.003992,-0.020636,-0.009446,0.002800,0.002390,0.009175,-0.042454,-0.026661,-0.010677,0.000768,
1.890837,0.003252,-0.262334,-0.020703,-0.361012,-0.039858,-0.005546,-0.022089,-0.050959,-0.047984,-0.005310,0.011027,-0.035310,-0.009742,0.011556,-0.001251,
1.891670,-0.003636,-0.274605,0.021661,-0.341408,-0.036289,-0.004898,-0.015688,0.034791,-0.089824,-0.026012,0.006001,-0.043317,-0.030910,-0.007244,-0.000520,
1.892503,0.001836,-0.255463,0.004079,-0.254822,-0.022394,0.002881,-0.019743,0.121835,-0.012074,-0.006294,0.004933,-0.032502,-0.014628,0.008303,0.000214,
1.893337,-0.002149,-0.156120,0.005293,-0.098265,-0.021219,-0.003880,-0.004500,0.080234,0.106259,-0.001530,-0.003009,-0.024281,-0.031228,-0.002230,-0.001185,
1.894170,0.000734,-0.081122,0.016154,0.049910,0.001101,0.007318,-0.013447,-0.008158,0.161310,0.014851,0.001711,-0.015493,-0.032173,0.002967,0.001846,
1.895003,-0.001110,0.000342,0.013165,0.132699,-0.005041,0.016942,0.000712,-0.006551,0.172814,0.011283,-0.000744,-0.015181,-0.022478,-0.004335,-0.002901,
1.895837,-0.001882,0.078046,-0.001541,0.159598,0.013437,0.004237,-0.010244,0.037218,0.149521,0.034175,0.000464,-0.016051,-0.029437,-0.003386,0.001055,
1.896670,-0.000210,0.161601,0.002240,0.266417,0.010122,-0.009436,0.007389,-0.056976,0.121837,0.005422,0.001977,-0.009125,-0.013965,0.010086,-0.004444,
1.897503,-0.003112,0.212397,0.027703,0.333190,0.018554,0.011931,0.011944,-0.133555,0.113292,-0.035127,0.005783,-0.006628,-0.010979,-0.006493,0.002880,
1.898337,0.004214,0.204168,0.013186,0.326579,0.022834,-0.001855,0.027217,-0.143133,0.163727,-0.034507,0.003335,-0.004147,0.018605,0.006082,-0.000014,
1.899170,0.000099,0.187999,-0.006385,0.364419,0.024755,0.003220,0.030309,-0.085442,0.298008,-0.016348,-0.003991,0.005027,0.016830,-0.009566,0.003660,
1.900003,0.005602,0.158184,-0.020655,0.413433,0.027637,0.033715,0.043027,0.003633,0.451566,0.021502,-0.001701,0.041342,0.033765,0.010039,0.002458,
1.900837,-0.001557,0.135394,-0.009505,0.419248,0.006720,0.002652,0.017904,0.051905,0.394707,0.049305,-0.006427,0.045293,0.032198,-0.008651,0.000498,
1.901670,0.002886,0.108989,0.001251,0.393212,-0.000960,-0.003758,0.010012,0.030079,0.172833,0.075921,0.001362,0.020855,0.032439,0.005620,0.000834,
1.902503,-0.001977,0.087831,0.008080,0.320399,-0.017111,-0.008101,0.008352,-0.018188,-0.472631,0.058639,-0.020298,0.005580,0.040146,-0.004217,-0.002031,
1.903337,0.001557,0.045806,0.003019,0.185857,-0.012938,0.000152,-0.000971,-0.025270,-0.586899,0.040037,-0.009763,0.016113,0.028928,0.000442,0.002129,
1.904170,0.001583,0.038866,-0.002513,0.000404,-0.013201,-0.001278,-0.008508,0.002466,-0.109516,0.040569,0.000617,0.005934,0.027475,0.003116,-0.001184,
1.905003,-0.000982,0.048471,0.001681,-0.246354,-0.016567,-0.007050,-0.026168,0.027846,-0.118656,0.010648,0.004431,0.005885,0.018695,-0.005962,0.002221,
1.905837,0.000116,0.037896,-0.004412,-0.415571,-0.005070,-0.010142,-0.026643,0.006989,-0.452116,-0.043463,0.004423,0.015072,0.009600,0.007540,-0.002917,
1.906670,-0.002447,0.017697,-0.011507,-0.468021,-0.009873,-0.009789,-0.030382,-0.002807,-0.532056,-0.014340,0.009744,0.016275,-0.000737,-0.008108,0.001865,
1.907503,0.000483,-0.009826,0.002195,-0.423043,-0.009037,-0.011023,-0.019684,-0.024804,-0.028444,-0.024353,0.010626,0.000972,-0.009279,0.013929,-0.003423,
1.908337,-0.006505,-0.042539,0.015619,-0.327092,-0.008999,-0.013838,-0.010109,-0.026564,0.283998,-0.089671,0.007980,-0.015706,-0.015282,-0.011799,-0.003370,
1.909170,-0.002203,-0.084117,-0.011684,-0.223676,-0.006579,-0.020058,0.000181,-0.021112,0.294911,-0.046713,0.004093,-0.020004,-0.011595,0.001987,-0.003471,
1.910003,-0.003090,-0.086356,-0.013198,-0.114590,0.000487,-0.010602,-0.017030,-0.001637,0.173614,-0.030967,0.012692,-0.025476,-0.021891,-0.006662,-0.000065,
1.910837,0.006397,-0.089400,-0.014261,-0.053907,-0.004143,0.007215,-0.041284,0.000831,0.077669,-0.052495,0.022330,-0.021875,-0.009881,0.004672,0.004865,
1.911670,0.001232,-0.083336,-0.006636,-0.048791,-0.000344,0.014175,-0.068445,0.007906,0.047891,-0.067645,0.001113,-0.050682,-0.022126,-0.001852,0.000788,
1.912503,0.002015,-0.090135,-0.025572,-0.043782,0.004859,0.016544,-0.052261,0.012356,0.019343,-0.034135,-0.010527,-0.035883,-0.014250,0.001844,0.003420,
1.913337,0.000048,-0.084905,-0.024373,-0.056297,-0.007310,0.014639,-0.011483,0.000994,0.084849,-0.005970,-0.023273,-0.006603,-0.012367,-0.009266,-0.002651,
1.914170,-0.002535,-0.068528,-0.020276,-0.078518,-0.007861,-0.002669,0.024305,0.013879,0.077211,0.009388,-0.012408,0.031383,-0.008413,-0.004815,0.000428,
1.915003,0.000371,-0.043848,-0.014491,-0.079839,-0.014342,-0.003175,0.065800,0.024378,0.062987,0.017137,-0.014858,0.055662,0.004457,0.010467,-0.002909,
1.915837,-0.000085,-0.020403,-0.002429,-0.098882,0.005298,0.000620,0.065563,0.047659,0.071952,0.042771,-0.015669,0.054045,-0.001696,-0.007365,0.003970,
1.916670,0.007234,-0.022965,0.009822,-0.110605,0.013680,0.004757,0.066940,0.045774,0.068874,0.060355,0.002707,0.052640,0.012019,0.011576,0.001380,
1.917503,-0.000863,-0.014182,0.036468,-0.063080,0.012494,-0.002962,0.048881,0.021961,0.049033,0.043038,0.005332,0.012853,-0.002778,-0.008547,0.002902,
1.918337,0.004460,-0.006271,0.025189,0.027892,0.013959,-0.005746,-0.021567,-0.019183,0.020225,0.046969,0.006093,-0.006404,0.011580,0.009324,0.001363,
1.919170,-0.001361,0.009330,0.024372,0.091125,0.007712,0.011671,-0.029815,-0.085589,-0.000446,0.072600,-0.003853,-0.017027,-0.004117,-0.005307,0.000426,
1.920003,0.004102,0.019988,0.019998,0.133713,0.007656,0.003213,-0.009587,-0.159416,-0.010667,0.064834,0.002048,-0.005123,0.008721,0.007223,0.002990,
1.920837,-0.001274,0.049715,0.024291,0.141219,-0.012743,0.003216,-0.001332,-0.198120,-0.025051,-0.002590,0.000611,-0.020889,0.008896,0.000677,-0.002084,
1.921670,-0.000706,0.097667,-0.000879,0.162662,0.010318,0.002986,0.001957,-0.070366,0.009552,-0.015711,0.002981,-0.006493,-0.007404,0.002828,0.001379,
1.922503,-0.002584,0.098015,-0.013841,0.180505,0.023450,-0.006785,0.028335,0.258575,-0.052358,-0.026284,-0.005483,-0.007098,-0.010113,0.006960,-0.005998,
1.923337,-0.007519,0.029955,-0.005728,0.160842,0.038731,0.001371,0.039176,0.417539,-0.105253,-0.031132,-0.004173,-0.008209,-0.016006,-0.004933,-0.003005,
1.924170,-0.004674,-0.027968,-0.003994,0.144184,0.022614,-0.005659,0.039185,0.329533,-0.074708,-0.026322,-0.003152,-0.022339,0.001480,0.011094,-0.008714,
1.925003,-0.008851,-0.058694,-0.002369,0.112859,0.005639,0.013169,0.047102,0.139266,-0.019025,-0.007311,-0.000123,-0.031330,-0.007232,-0.009201,-0.003287,
1.925837,-0.000364,-0.100852,-0.006338,0.102240,-0.008506,0.001089,0.041384,-0.025652,-0.006396,-0.000531,-0.000115,-0.020233,-0.010844,0.010019,-0.005033,
1.926670,-0.002405,-0.125314,-0.007038,0.093631,-0.031849,-0.014741,-0.051392,-0.021290,-0.245519,0.031061,-0.004647,-0.030706,-0.004761,-0.009067,0.001462,
1.927503,0.006239,-0.102649,-0.021859,0.109171,-0.023167,-0.007471,-0.021442,-0.037733,-0.319915,0.054471,0.010854,-0.013162,-0.009866,0.013496,0.004145,
1.928337,0.002070,0.002679,-0.007764,0.114947,-0.032173,-0.004267,0.045147,-0.122698,-0.147402,-0.027837,0.011450,0.015305,0.004074,-0.038107,0.002407,
1.929170,0.002789,0.049961,-0.000300,0.067227,-0.025421,0.010735,0.006297,-0.153611,-0.068135,-0.037517,0.009351,0.025697,-0.002899,0.004124,0.002203,
1.930003,-0.001823,0.055037,0.012285,0.032095,-0.028671,0.003042,-0.019905,-0.153301,-0.087630,-0.024949,-0.000932,0.009617,0.004791,-0.000955,-0.002571,
1.930837,-0.000476,0.043811,0.008326,-0.018707,-0.017783,0.013696,-0.058034,-0.085993,-0.091604,-0.028456,0.001810,0.022291,0.006259,-0.003296,0.002278,
1.931670,0.000577,0.042475,0.010865,-0.076548,-0.015309,-0.000034,-0.085818,-0.054290,0.066119,-0.017994,0.000946,0.042046,0.011902,0.005497,-0.002016,
1.932503,-0.000343,0.058138,0.008151,-0.145797,-0.021069,0.014639,-0.093028,-0.052139,0.206254,-0.003951,0.003492,0.040793,0.007697,-0.006774,0.004382,
1.933337,0.005768,0.100638,0.011322,-0.192855,-0.010164,0.030549,-0.052494,-0.071021,0.199866,-0.016393,0.002428,0.024321,0.003886,0.012079,0.001028,
1.934170,0.002735,0.100295,0.013050,-0.195429,-0.019342,0.011529,-0.050106,-0.067304,0.120952,-0.015495,0.000036,0.015506,0.011467,-0.008744,0.006537,
1.935003,0.006579,0.058368,-0.005895,-0.144972,0.000856,-0.007790,-0.088740,-0.067986,0.334638,-0.024904,0.006536,0.015710,0.003443,0.010716,0.002902,
1.935837,-0.000859,0.037129,-0.006302,-0.109382,0.013065,-0.029547,-0.059266,-0.066933,0.455753,-0.014093,-0.002036,-0.006361,0.005458,-0.007819,0.002483,
