Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
4.208300	1.580000	18.030000	99.880000	-23.660000	36.280000	-17.810000	2.876900	0.001400	
4.216600	-0.270000	18.790000	117.640000	-30.580000	40.600000	-21.620000	2.886100	0.001900	
4.225000	-1.940000	20.030000	127.430000	-39.330000	47.280000	-25.360000	2.890300	0.002000	
4.233300	-3.150000	23.170000	131.030000	-46.290000	56.320000	-27.480000	2.892300	0.002000	
4.241600	-2.280000	25.800000	132.440000	-46.290000	63.260000	-26.360000	2.893900	0.002100	
4.250000	-0.000000	25.490000	129.210000	-39.530000	66.960000	-22.540000	2.893000	0.002500	
4.258300	1.920000	22.500000	119.170000	-31.940000	66.320000	-18.430000	2.892200	0.002900	
4.266600	3.170000	18.580000	103.080000	-26.450000	61.480000	-14.910000	2.883300	0.004300	
4.275000	5.690000	18.170000	87.900000	-25.010000	54.190000	-11.840000	2.871900	0.006100	
4.283300	9.150000	20.020000	76.550000	-22.830000	46.590000	-8.080000	2.850600	0.018400	
4.291600	12.000000	22.440000	71.650000	-17.990000	38.480000	-3.370000	2.818500	0.042100	
4.300000	12.870000	22.420000	73.750000	-12.190000	29.260000	1.070000	2.790500	0.066300	
4.308300	12.080000	19.470000	82.070000	-6.900000	18.950000	4.660000	2.808700	0.095300	
4.316600	12.150000	16.130000	97.370000	-4.210000	9.390000	7.290000	2.827000	0.124300	
4.325000	13.800000	15.030000	122.290000	-3.890000	1.790000	9.540000	2.824300	0.167800	
4.333300	15.180000	16.400000	155.130000	-6.740000	-2.210000	11.640000	2.805100	0.222800	
4.341600	13.370000	15.930000	188.880000	-10.520000	-2.960000	13.820000	2.788500	0.275100	
4.350000	8.590000	13.290000	223.260000	-15.530000	-0.620000	15.650000	2.785300	0.313200	
4.358300	3.180000	9.080000	254.770000	-24.700000	4.470000	15.500000	2.782100	0.351300	
4.366600	-1.620000	4.610000	281.350000	-39.570000	12.480000	13.170000	2.794300	0.365500	
4.375000	-3.520000	0.820000	304.160000	-55.250000	24.390000	10.620000	2.815200	0.366400	
4.383300	-4.240000	-2.390000	324.910000	-69.260000	39.520000	8.580000	2.826200	0.370100	
4.391600	-4.220000	-4.840000	342.800000	-81.390000	57.170000	7.590000	2.806000	0.382800	
4.400000	-2.330000	-6.960000	357.940000	-90.320000	74.710000	8.070000	2.785800	0.395500	
4.408300	2.260000	-9.040000	371.020000	-95.600000	91.020000	9.780000	2.811700	0.403600	
4.416600	7.220000	-9.170000	383.160000	-100.040000	103.660000	10.770000	2.839400	0.411600	
4.425000	11.780000	-6.260000	395.250000	-102.640000	113.180000	12.400000	2.849500	0.416900	
4.433300	16.220000	-2.350000	404.840000	-102.620000	120.060000	14.820000	2.837000	0.419000	
4.441600	18.140000	-0.260000	408.840000	-103.670000	123.580000	16.300000	2.825300	0.420900	
4.450000	17.450000	0.150000	407.010000	-105.840000	123.780000	16.730000	2.832800	0.417300	
4.458300	14.710000	0.060000	398.660000	-108.330000	121.960000	15.230000	2.840400	0.413700	
4.466600	10.480000	-0.760000	384.800000	-111.390000	119.010000	11.140000	2.847700	0.408500	
4.475000	6.050000	-1.360000	370.710000	-114.980000	115.970000	4.910000	2.854800	0.401900	
4.483300	3.750000	-3.110000	356.530000	-116.000000	115.610000	-1.030000	2.860400	0.395100	
4.491600	3.670000	-6.070000	340.390000	-113.410000	117.760000	-5.920000	2.855100	0.387200	
4.500000	5.640000	-8.270000	322.340000	-106.690000	121.700000	-8.980000	2.849800	0.379300	
4.508300	9.380000	-7.850000	304.650000	-96.570000	126.990000	-10.330000	2.843800	0.372100	
4.516600	13.340000	-5.270000	289.470000	-85.130000	131.680000	-11.120000	2.837500	0.365000	
4.525000	17.250000	-1.900000	278.450000	-73.540000	134.990000	-11.110000	2.839400	0.358700	
4.533300	21.170000	1.600000	272.500000	-62.690000	136.680000	-10.360000	2.851700	0.353600	
4.541600	23.910000	3.580000	267.150000	-53.310000	135.590000	-9.260000	2.864000	0.348400	
4.550000	25.270000	3.850000	261.380000	-45.390000	131.570000	-7.880000	2.876500	0.344200	
4.558300	25.730000	4.860000	251.300000	-38.610000	126.930000	-5.520000	2.889000	0.340000	
4.566600	25.190000	6.690000	239.310000	-34.300000	121.930000	-3.130000	2.898100	0.336800	
4.575000	24.350000	8.460000	228.870000	-32.870000	115.990000	-1.280000	2.904000	0.334400	
4.583300	25.180000	9.880000	220.380000	-32.660000	110.600000	0.820000	2.910000	0.332000	
4.591600	27.120000	11.110000	214.080000	-33.840000	105.960000	2.890000	2.934600	0.331600	
4.600000	28.620000	13.110000	209.970000	-36.200000	102.430000	4.140000	2.959200	0.331200	
4.608300	29.640000	16.490000	207.220000	-38.920000	100.240000	4.620000	2.968200	0.332100	
4.616600	30.400000	19.820000	206.240000	-40.460000	99.410000	4.450000	2.966900	0.333800	
4.625000	30.420000	20.030000	213.020000	-41.460000	97.830000	2.250000	2.967100	0.336100	
4.633300	29.460000	17.900000	225.970000	-42.780000	95.710000	-1.960000	2.970500	0.339500	
4.641600	26.450000	15.530000	239.200000	-45.310000	93.940000	-7.550000	2.973900	0.342900	
4.650000	20.950000	13.490000	250.390000	-48.760000	92.920000	-14.150000	2.959500	0.345500	
4.658300	15.430000	13.070000	256.120000	-52.540000	92.840000	-19.620000	2.936700	0.347700	
4.666600	11.380000	13.960000	255.510000	-55.930000	93.620000	-23.130000	2.930000	0.349500	
4.675000	9.550000	15.380000	253.700000	-57.570000	95.730000	-25.040000	2.947500	0.350700	
4.683300	10.220000	18.250000	253.670000	-58.070000	99.420000	-25.740000	2.965000	0.352000	
4.691600	12.780000	23.120000	254.220000	-58.340000	104.300000	-25.240000	2.957100	0.354900	
4.700000	15.570000	28.740000	252.890000	-58.270000	108.620000	-23.420000	2.949200	0.357800	
4.708300	18.960000	33.910000	252.080000	-56.540000	112.040000	-20.320000	2.943800	0.362700	
4.716600	22.330000	39.220000	255.100000	-55.380000	115.940000	-17.480000	2.940000	0.369000	
4.725000	23.630000	43.520000	266.520000	-56.110000	120.680000	-17.350000	2.937700	0.374700	
4.733300	23.060000	46.120000	284.710000	-57.490000	125.690000	-19.300000	2.941300	0.378300	
4.741600	20.380000	46.060000	300.370000	-57.760000	128.980000	-21.350000	2.944900	0.381900	
4.750000	15.080000	43.880000	310.070000	-57.820000	130.230000	-23.240000	2.961600	0.384400	
4.758300	8.810000	41.130000	316.650000	-59.050000	129.710000	-25.830000	2.984500	0.386500	
4.766600	3.870000	38.730000	324.720000	-61.200000	128.940000	-29.550000	2.994300	0.388200	
4.775000	0.060000	36.310000	332.050000	-63.480000	128.270000	-33.750000	2.970500	0.389000	
4.783300	-2.350000	32.630000	331.350000	-62.320000	127.000000	-35.720000	2.946700	0.389800	
4.791600	-2.980000	27.580000	321.650000	-56.770000	124.490000	-34.750000	2.939400	0.389400	
4.800000	-1.090000	23.810000	311.520000	-48.970000	121.470000	-31.800000	2.937300	0.388500	
4.808300	2.810000	23.070000	305.120000	-42.110000	119.460000	-28.490000	2.941500	0.388000	
4.816600	7.730000	24.420000	298.730000	-37.620000	117.630000	-26.380000	2.956900	0.388000	
4.825000	12.060000	25.960000	288.790000	-34.610000	115.730000	-25.370000	2.969700	0.388100	
4.833300	15.460000	27.370000	275.250000	-32.120000	113.610000	-24.820000	2.953900	0.389300	
4.841600	18.400000	29.700000	263.190000	-28.400000	109.870000	-23.430000	2.938100	0.390600	
4.850000	21.230000	33.610000	256.580000	-24.810000	103.880000	-22.380000	2.927100	0.390500	
4.858300	23.700000	39.100000	256.160000	-22.530000	97.870000	-20.910000	2.918300	0.389700	
4.866600	24.830000	44.250000	255.390000	-21.010000	92.420000	-18.490000	2.913300	0.387700	
4.875000	24.310000	48.450000	253.040000	-19.860000	86.700000	-15.670000	2.927900	0.379800	
4.883300	22.140000	50.670000	248.900000	-16.410000	78.820000	-12.710000	2.942500	0.371900	
4.891600	18.770000	51.340000	244.740000	-9.980000	69.180000	-8.860000	2.912200	0.356400	
4.900000	16.410000	52.330000	246.390000	-3.480000	58.500000	-4.280000	2.867800	0.338600	
4.908300	15.230000	53.320000	252.250000	0.090000	47.890000	-0.870000	2.830400	0.318100	
4.916600	13.580000	53.290000	255.720000	1.560000	36.640000	1.910000	2.815400	0.289400	
4.925000	10.330000	51.290000	250.290000	2.820000	21.950000	3.760000	2.800400	0.260600	
4.933300	5.540000	47.270000	235.550000	4.280000	3.120000	4.480000	2.773700	0.225400	
4.941600	0.300000	43.060000	219.920000	2.150000	-15.880000	3.020000	2.744700	0.189000	
4.950000	-4.340000	40.720000	207.940000	-5.080000	-32.070000	1.050000	2.701500	0.145800	
4.958300	-7.580000	39.280000	198.300000	-15.220000	-45.560000	-1.020000	2.646900	0.097400	
4.966600	-11.250000	36.200000	183.880000	-24.580000	-56.930000	-3.210000	2.592400	0.048900	
4.975000	-15.940000	31.400000	162.430000	-33.120000	-66.240000	-5.610000	2.538800	0.027200	
4.983300	-20.560000	26.910000	137.350000	-42.950000	-72.730000	-8.990000	2.485300	0.007900	
4.991600	-23.810000	23.530000	113.810000	-54.700000	-75.840000	-13.770000	2.436100	0.001000	
5.000000	-24.610000	20.970000	95.700000	-64.330000	-74.830000	-18.150000	2.389500	0.001000	
5.008300	-23.300000	17.900000	77.320000	-66.880000	-72.570000	-19.820000	2.341900	0.001000	
5.016600	-20.300000	14.410000	58.620000	-63.330000	-69.100000	-19.150000	2.291500	0.001000	
5.025000	-16.830000	11.740000	41.600000	-57.500000	-64.060000	-17.160000	2.241100	0.001000	
5.033300	-13.340000	10.450000	27.010000	-50.640000	-57.390000	-14.070000	2.190700	0.000700	
5.041600	-9.510000	10.510000	17.630000	-43.840000	-50.370000	-11.080000	2.140200	0.000200	
5.050000	-4.790000	11.010000	17.110000	-36.180000	-43.380000	-8.280000	2.109300	0.000000	
5.058300	-0.430000	11.710000	23.960000	-27.510000	-37.010000	-5.190000	2.103300	0.000000	
5.066600	1.320000	12.710000	32.970000	-21.740000	-32.520000	-3.170000	2.097200	0.000000	
5.075000	0.380000	14.090000	42.320000	-20.360000	-30.010000	-2.940000	2.096700	0.000400	
5.083300	-0.440000	15.410000	49.320000	-21.500000	-28.270000	-4.160000	2.097600	0.000800	
5.091600	-0.690000	16.430000	53.260000	-23.530000	-27.580000	-6.210000	2.082000	0.000800	
5.100000	-1.560000	17.010000	54.470000	-27.280000	-27.640000	-9.600000	2.051100	0.000400	
5.108300	-3.930000	16.730000	51.390000	-31.810000	-26.990000	-13.450000	2.024200	0.000000	
5.116600	-7.600000	15.670000	44.060000	-36.340000	-25.390000	-17.170000	2.025800	0.000400	
5.125000	-10.240000	14.640000	35.840000	-39.500000	-22.520000	-20.160000	2.027400	0.000800	
5.133300	-10.710000	13.850000	28.080000	-41.420000	-17.850000	-22.860000	2.043700	0.001000	
5.141600	-9.060000	13.140000	20.000000	-41.440000	-11.550000	-25.190000	2.070000	0.001000	
5.150000	-7.640000	12.660000	13.230000	-39.790000	-5.050000	-26.970000	2.097800	0.001000	
5.158300	-7.320000	12.030000	7.770000	-37.150000	1.110000	-28.380000	2.132000	0.001000	
5.166600	-9.170000	10.350000	3.250000	-34.470000	5.170000	-29.370000	2.166100	0.001000	
5.175000	-12.400000	7.720000	0.000000	-31.190000	6.940000	-29.590000	2.180100	0.000700	
5.183300	-12.680000	5.510000	0.000000	-26.610000	8.680000	-27.850000	2.184700	0.000300	
5.191600	-11.060000	3.130000	0.000000	-22.290000	10.670000	-25.230000	2.203100	0.000100	
5.200000	-9.460000	0.410000	0.000000	-18.730000	11.970000	-22.670000	2.257100	0.000600	
5.208300	-9.440000	-2.590000	0.000000	-17.070000	11.970000	-20.860000	2.311000	0.001000	
5.216600	-10.880000	-5.630000	0.000000	-17.440000	10.890000	-19.660000	2.332700	0.000600	
5.225000	-9.940000	-6.560000	0.000000	-16.520000	11.970000	-16.920000	2.354300	0.000200	
5.233300	-4.400000	-4.320000	0.000000	-12.570000	16.650000	-12.170000	2.388700	0.000200	
5.241600	4.150000	-0.390000	0.000000	-5.760000	23.440000	-5.990000	2.431600	0.000600	
5.250000	10.360000	3.050000	0.000000	2.730000	29.460000	-0.100000	2.472700	0.001000	
5.258300	13.720000	6.140000	2.330000	10.850000	34.310000	4.430000	2.493900	0.000600	
5.266600	14.870000	9.380000	10.510000	13.880000	37.930000	5.810000	2.515200	0.000100	
5.275000	15.090000	12.920000	20.400000	12.170000	40.920000	4.660000	2.541000	0.000000	
5.283300	15.480000	15.760000	33.790000	11.130000	43.720000	3.980000	2.568900	0.000000	
5.291600	13.260000	16.020000	44.560000	8.930000	43.740000	2.250000	2.603000	0.000100	
5.300000	8.740000	14.120000	52.180000	4.920000	41.190000	-0.790000	2.653000	0.000500	
5.308300	4.020000	12.250000	59.950000	-1.870000	37.920000	-5.030000	2.703000	0.001000	
5.316600	-0.130000	11.090000	69.870000	-11.330000	34.650000	-10.200000	2.746700	0.001000	
5.325000	-1.880000	10.820000	80.150000	-19.460000	35.330000	-14.060000	2.789600	0.001000	
5.333300	0.110000	11.120000	90.040000	-20.930000	41.090000	-13.850000	2.832000	0.001000	
5.341600	5.040000	12.300000	100.540000	-15.790000	50.610000	-9.950000	2.873700	0.001000	
5.350000	10.560000	15.620000	110.640000	-9.780000	61.500000	-6.070000	2.915300	0.001000	
5.358300	16.430000	21.130000	119.910000	-3.700000	73.550000	-2.620000	2.917400	0.001000	
5.366600	21.570000	26.820000	126.580000	2.170000	83.840000	1.020000	2.917800	0.001000	
5.375000	25.450000	31.960000	131.600000	8.970000	91.970000	5.300000	2.921300	0.001000	
5.383300	28.790000	36.380000	133.810000	14.970000	98.770000	9.700000	2.928800	0.001000	
5.391600	30.670000	39.660000	134.070000	17.220000	101.110000	12.730000	2.935600	0.001000	
5.400000	30.790000	41.630000	132.550000	16.240000	98.770000	14.400000	2.924700	0.001000	
5.408300	29.250000	41.460000	128.590000	14.080000	92.780000	15.220000	2.913900	0.001000	
5.416600	27.050000	38.750000	120.880000	10.810000	84.860000	15.730000	2.890300	0.001000	
5.425000	23.780000	34.660000	113.640000	5.800000	73.570000	15.090000	2.859400	0.001000	
5.433300	20.220000	30.820000	109.350000	-0.060000	61.580000	12.900000	2.833700	0.000900	
5.441600	16.580000	27.010000	107.530000	-6.470000	49.260000	9.520000	2.824000	0.000500	
5.450000	12.600000	22.870000	108.360000	-11.010000	36.660000	6.200000	2.814400	0.000000	
5.458300	7.870000	18.450000	112.450000	-12.800000	23.230000	3.210000	2.809300	0.000400	
5.466600	2.500000	12.920000	118.850000	-14.710000	7.580000	-0.260000	2.804300	0.000700	
5.475000	-2.780000	6.770000	127.210000	-18.680000	-10.000000	-4.340000	2.806900	0.001000	
5.483300	-6.970000	2.580000	141.790000	-25.090000	-24.610000	-8.330000	2.825300	0.001000	
5.491600	-9.080000	0.670000	160.880000	-33.440000	-31.970000	-11.020000	2.843400	0.001000	
5.500000	-8.980000	0.590000	183.540000	-43.350000	-32.180000	-12.310000	2.853000	0.001000	
5.508300	-6.170000	-0.350000	204.690000	-52.380000	-26.830000	-12.070000	2.862500	0.001000	
5.516600	-1.110000	-1.650000	225.340000	-61.210000	-16.740000	-11.010000	2.850300	0.001000	
5.525000	4.470000	-1.520000	246.110000	-70.690000	-3.450000	-9.340000	2.825700	0.001000	
5.533300	10.330000	1.370000	267.930000	-78.760000	14.250000	-6.290000	2.803600	0.001000	
