---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss9\PS_ngait_og_ss9-output-euler-leftlegtd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
4.330990990990992e+000 4.187720086805593e-001 1.105049225060040e-001 1.884090355054529e-001 2.541435580433297e-001 -2.027036474150429e-002 3.360166504609469e-001
4.339054054054055e+000 4.065650769499120e-001 1.016544467709406e-001 1.943918245401437e-001 2.561118414358761e-001 -8.026823821765946e-003 3.306961244345279e-001
4.347117117117119e+000 3.946709205605412e-001 9.268819044904153e-002 1.992190509251960e-001 2.566718258345785e-001 3.605877562255866e-003 3.261047939452774e-001
4.355180180180182e+000 3.833241535204956e-001 8.343640230176708e-002 2.028360823968769e-001 2.562774491059768e-001 1.459576889939961e-002 3.223602863924158e-001
4.363243243243245e+000 3.724656797772432e-001 7.381242085367412e-002 2.053682232712027e-001 2.552164510718501e-001 2.491643757522472e-002 3.194106794796330e-001
4.371306306306308e+000 3.618355914524245e-001 6.382996631500837e-002 2.070430659964606e-001 2.536323886721697e-001 3.456321792937719e-002 3.170835083263824e-001
4.379369369369371e+000 3.510915356954778e-001 5.361901798254820e-002 2.080842852298137e-001 2.515582007452319e-001 4.355910333709556e-002 3.151612833068083e-001
4.387432432432434e+000 3.399242548993065e-001 4.342361916375115e-002 2.086312184295545e-001 2.489562236044603e-001 5.194888917469989e-002 3.134271936494190e-001
4.395495495495498e+000 3.281598147548245e-001 3.356311206072316e-002 2.087264072213806e-001 2.457810292810368e-001 5.979495512598384e-002 3.116625990880835e-001
4.403558558558561e+000 3.158034007752207e-001 2.433793936336426e-002 2.083537129934558e-001 2.420290288773356e-001 6.717683242906861e-002 3.096895300085161e-001
4.411621621621624e+000 3.029849260712674e-001 1.590237764387981e-002 2.074705887543084e-001 2.377254985911187e-001 7.417983103166698e-002 3.074969131551729e-001
4.419684684684687e+000 2.898599543976106e-001 8.201348447621992e-003 2.060079473882432e-001 2.328817505650958e-001 8.087495214428990e-002 3.053243574939099e-001
4.427747747747750e+000 2.765584773145256e-001 1.037783562684025e-003 2.038663924431275e-001 2.274915961347551e-001 8.730972515850465e-002 3.035904790063882e-001
4.435810810810813e+000 2.631971216106397e-001 -5.785139771832704e-003 2.009561661963565e-001 2.215708204395621e-001 9.351317616574091e-002 3.026815256777700e-001
4.443873873873876e+000 2.499055394649811e-001 -1.234445175890553e-002 1.972726889933531e-001 2.152034646874023e-001 9.950559158813033e-002 3.026957017584424e-001
4.451936936936940e+000 2.368235408885195e-001 -1.855778387539675e-002 1.929350995961707e-001 2.085666943835484e-001 1.053115321464861e-001 3.033057081201442e-001
4.460000000000003e+000 2.240665206304406e-001 -2.424648057597856e-002 1.881522874944143e-001 2.019049627492547e-001 1.109711066234661e-001 3.038796426911398e-001
4.468063063063066e+000 2.117030275743330e-001 -2.926395218801048e-002 1.831658290749455e-001 1.954558582278474e-001 1.165379256758080e-001 3.037869415383254e-001
4.476126126126129e+000 1.997722516537460e-001 -3.358973286835321e-002 1.782163117951329e-001 1.893806650307345e-001 1.220675750186799e-001 3.026453740198523e-001
4.484189189189192e+000 1.882952124207552e-001 -3.732768388560892e-002 1.735119304161383e-001 1.837352123930340e-001 1.276104940408060e-001 3.003839693195555e-001
4.492252252252255e+000 1.772360486869575e-001 -4.064054641095494e-002 1.691684534705568e-001 1.784700340278377e-001 1.332066928502162e-001 2.972217103262904e-001
4.500315315315318e+000 1.664659264307936e-001 -4.369311132154663e-002 1.651414423753074e-001 1.734574077871993e-001 1.388739116262010e-001 2.936801633918147e-001
4.508378378378382e+000 1.558168529301202e-001 -4.664020866880847e-002 1.612031696332014e-001 1.685664430798455e-001 1.446020941135072e-001 2.905575829426468e-001
4.516441441441445e+000 1.452160936258548e-001 -4.963402758236724e-002 1.570079265681534e-001 1.637667539574086e-001 1.503681609199349e-001 2.887009471934765e-001
4.524504504504508e+000 1.347705112144041e-001 -5.281239219277589e-002 1.522508491051522e-001 1.591746065364157e-001 1.561590116353603e-001 2.886177521947527e-001
4.532567567567571e+000 1.247008846673630e-001 -5.625945051605341e-002 1.468604654398837e-001 1.549939688128356e-001 1.619902233087406e-001 2.901684500773630e-001
4.540630630630634e+000 1.151974592539008e-001 -5.997062806095643e-002 1.410844927947517e-001 1.514152419491630e-001 1.679140010152558e-001 2.925673339744990e-001
4.548693693693697e+000 1.064089354939908e-001 -6.388121058121254e-002 1.353807083946232e-001 1.485608366956709e-001 1.739986627662563e-001 2.947846406108308e-001
4.556756756756760e+000 9.816454868443614e-002 -6.792427867463413e-002 1.299819939396774e-001 1.464347788724536e-001 1.803109113613867e-001 2.960951730868527e-001
4.564819819819824e+000 9.047846939185586e-002 -7.212100870316784e-002 1.249545784836211e-001 1.450122900233525e-001 1.868777027107116e-001 2.964057551396322e-001
4.572882882882887e+000 8.327762004238390e-002 -7.654727433695885e-002 1.201216903166952e-001 1.442189973313073e-001 1.937005815654152e-001 2.961124994096827e-001
4.580945945945950e+000 7.648214878155259e-002 -8.130044228136857e-002 1.152864732927905e-001 1.439570430391042e-001 2.007530701229227e-001 2.957861454489664e-001
4.589009009009013e+000 6.999874872780348e-002 -8.647079689795056e-002 1.103575032246113e-001 1.441229680637445e-001 2.079849491542613e-001 2.959111888279213e-001
4.597072072072076e+000 6.371157601734184e-002 -9.213831045841925e-002 1.053564493868440e-001 1.446052787315091e-001 2.153264397654528e-001 2.967927505299016e-001
4.605135135135139e+000 5.746831598798714e-002 -9.836850627109706e-002 1.003703053218866e-001 1.452547799552792e-001 2.226872204778045e-001 2.985563276702181e-001
4.613198198198202e+000 5.107793242495489e-002 -1.051887899057049e-001 9.551194107161549e-002 1.458726676813048e-001 2.299607497732686e-001 3.011492626093642e-001
4.621261261261266e+000 4.434378749032552e-002 -1.125634466034169e-001 9.088314454302615e-002 1.462489716764525e-001 2.370471415279801e-001 3.043628983490467e-001
4.629324324324329e+000 3.712025820540559e-002 -1.203906081960799e-001 8.652596649158993e-002 1.462225110999786e-001 2.438839108073798e-001 3.079168182714473e-001
4.637387387387392e+000 2.934765323960932e-002 -1.285213906223734e-001 8.239799137463194e-002 1.457166664470724e-001 2.504572284310232e-001 3.115718014557892e-001
4.645450450450455e+000 2.104174172743245e-002 -1.367804337361003e-001 7.840959788892392e-002 1.447404138685944e-001 2.567893268851784e-001 3.152023970706370e-001
4.653513513513518e+000 1.225918167988922e-002 -1.449632539603944e-001 7.450360472129912e-002 1.433725336230726e-001 2.629279787319696e-001 3.187771950349858e-001
4.661576576576581e+000 3.071973048147045e-003 -1.528138398184853e-001 7.071946351089631e-002 1.417489863242557e-001 2.689544260670694e-001 3.222558689264974e-001
4.669639639639645e+000 -6.434433260079615e-003 -1.600180601396701e-001 6.720151240920601e-002 1.400593623328506e-001 2.749950070002510e-001 3.255007094011131e-001
4.677702702702708e+000 -1.614593867671801e-002 -1.662337696243548e-001 6.415593745966411e-002 1.385415457437526e-001 2.812129579991403e-001 3.282826620346707e-001
4.685765765765771e+000 -2.590576508381931e-002 -1.711396017077000e-001 6.179443358412007e-002 1.374677656089123e-001 2.877782501789956e-001 3.303364086900240e-001
4.693828828828834e+000 -3.553505753315725e-002 -1.744702234198940e-001 6.028745031509553e-002 1.371311416010425e-001 2.948429584477183e-001 3.314097474567470e-001
4.701891891891897e+000 -4.475455963842549e-002 -1.760914455680547e-001 5.978073925870107e-002 1.378396813868164e-001 3.024940129104959e-001 3.312937880972615e-001
4.709954954954960e+000 -5.341449313094450e-002 -1.759405639423173e-001 6.028532031370956e-002 1.398864976438833e-001 3.107773117054038e-001 3.299346730223323e-001
4.718018018018023e+000 -6.139431630683637e-002 -1.741013436800296e-001 6.172139134610557e-002 1.435384876064578e-001 3.196488702384874e-001 3.274515574454608e-001
4.726081081081087e+000 -6.866587271448663e-002 -1.707789955617933e-001 6.391204338370954e-002 1.490316539715342e-001 3.289757775267572e-001 3.240711042519736e-001
4.734144144144150e+000 -7.528230186368154e-002 -1.662594661401449e-001 6.662502648317538e-002 1.565806621470606e-001 3.385469422628391e-001 3.200358419535033e-001
4.742207207207213e+000 -8.131211356825401e-002 -1.608501664453972e-001 6.961789409257110e-002 1.663861558049236e-001 3.480947226610949e-001 3.155716373921970e-001
4.750270270270276e+000 -8.673569548647318e-002 -1.548288168253595e-001 7.267750989311916e-002 1.786476020988380e-001 3.573271795193843e-001 3.109003031486270e-001
4.758333333333339e+000 -9.135861018084647e-002 -1.484110223987882e-001 7.566167349146641e-002 1.935891174737976e-001 3.659686038896028e-001 3.062407308178478e-001
4.766396396396402e+000 -9.477944916170103e-002 -1.417371149591034e-001 7.852488091446040e-002 2.114908291192751e-001 3.737906571312105e-001 3.017947425924630e-001
4.774459459459465e+000 -9.640657836173955e-002 -1.348731935031053e-001 8.129673774923633e-002 2.327197344989721e-001 3.806147803916940e-001 2.977435053642600e-001
4.782522522522529e+000 -9.550759247713538e-002 -1.278121081393997e-001 8.401945222430808e-002 2.577462813454607e-001 3.862756560250987e-001 2.942583411806123e-001
4.790585585585592e+000 -9.129261858341489e-002 -1.204594239232391e-001 8.668492937812335e-002 2.871244882648633e-001 3.905485598101668e-001 2.914989266699150e-001
4.798648648648655e+000 -8.305772084505070e-002 -1.125993020569365e-001 8.921776713266857e-002 3.214158317813425e-001 3.930604027828729e-001 2.895361995977480e-001
4.806711711711718e+000 -7.039020376749018e-002 -1.038630392065212e-001 9.152906830882626e-002 3.610368884498376e-001 3.932101971219895e-001 2.881959730659126e-001
4.814774774774781e+000 -5.335615646741083e-002 -9.377260438634338e-002 9.358168863476025e-002 4.060529770986072e-001 3.901251276024437e-001 2.869804173647325e-001
4.822837837837844e+000 -3.255480402502050e-002 -8.191973163752753e-002 9.537871484648833e-002 4.560123382355854e-001 3.826859107730029e-001 2.852212128098974e-001
4.830900900900907e+000 -8.986263902228951e-003 -6.820152175164118e-002 9.691124938198537e-002 5.099179452447401e-001 3.696495565631189e-001 2.823901287192373e-001
4.838963963963971e+000 1.621248728408107e-002 -5.293194889106334e-002 9.815910864439871e-002 5.663628974314955e-001 3.498606737444144e-001 2.783549978490255e-001
4.847027027027034e+000 4.204092023898989e-002 -3.674486841248670e-002 9.913597955428115e-002 6.237759371565619e-001 3.225074552989689e-001 2.734590086787743e-001
4.855090090090097e+000 6.779725910560237e-002 -2.036448459850737e-002 9.991581346006521e-002 6.806661913649346e-001 2.873897656862418e-001 2.684484958153503e-001
4.863153153153160e+000 9.307624805178154e-002 -4.375541185369425e-003 1.006207926169823e-001 7.357733988467438e-001 2.451888318130875e-001 2.643179675222204e-001
4.871216216216223e+000 1.176568960842183e-001 1.090296436569527e-002 1.013863475288953e-001 7.881239143218183e-001 1.976979726637218e-001 2.620944143341940e-001
4.879279279279286e+000 1.413965120791066e-001 2.539951432477317e-002 1.023343832351687e-001 8.370534497590704e-001 1.479250268523152e-001 2.625655333006108e-001
4.887342342342349e+000 1.642088451137473e-001 3.916462572383006e-002 1.035805650046424e-001 8.822321868357465e-001 9.993725956175886e-002 2.660160718098020e-001
4.895405405405413e+000 1.861075058290017e-001 5.223371192622084e-002 1.052525603082083e-001 9.236640603262105e-001 5.826941167746544e-002 2.720752022716909e-001
4.903468468468476e+000 2.072280914830246e-001 6.456269617590316e-002 1.074704302139046e-001 9.615862728131889e-001 2.680819489034768e-002 2.797533453010629e-001
4.911531531531539e+000 2.277708662495648e-001 7.603594540777681e-002 1.102912800777520e-001 9.962367089290645e-001 7.471124151476937e-003 2.877140093050636e-001
4.919594594594602e+000 2.478933045882145e-001 8.649597795598885e-002 1.136714758976616e-001 1.027601438224961e+000 -5.772911373458281e-004 2.946874476095104e-001
4.927657657657665e+000 2.676235381946892e-001 9.578613398691749e-002 1.174817004510806e-001 1.055341795663255e+000 -5.412290864793807e-004 2.997563990428580e-001
4.935720720720728e+000 2.868435934259666e-001 1.038158993426053e-001 1.215643155876581e-001 1.078968855062126e+000 3.457786843182312e-003 3.023818488329680e-001
4.943783783783792e+000 3.053492117333626e-001 1.106139596332905e-001 1.257967130015657e-001 1.098108301009075e+000 8.040321187474019e-003 3.023436563072137e-001
4.951846846846855e+000 3.229408992319341e-001 1.163283084924578e-001 1.301238416992200e-001 1.112648689996205e+000 1.149547540640813e-002 2.997529223553435e-001
4.959909909909918e+000 3.394860142241264e-001 1.211758707092425e-001 1.345462497572745e-001 1.122716865331436e+000 1.367482733854607e-002 2.950557132352299e-001
4.967972972972981e+000 3.549440216782199e-001 1.253738551008872e-001 1.390817458656589e-001 1.128567979726506e+000 1.526521306046436e-002 2.889163812071723e-001
4.976036036036044e+000 3.693715953159462e-001 1.290893728699321e-001 1.437337600426012e-001 1.130488850928101e+000 1.705939996275974e-002 2.820303705993769e-001
4.984099099099107e+000 3.828982390458945e-001 1.324237707191507e-001 1.484855923456053e-001 1.128749606989638e+000 1.957101317380295e-002 2.749735614660563e-001
4.992162162162170e+000 3.956724968490079e-001 1.354226458461396e-001 1.533117336698332e-001 1.123587337915170e+000 2.297240730790938e-002 2.681099771439405e-001
5.000225225225234e+000 4.078129197536227e-001 1.380975826373017e-001 1.581848419684960e-001 1.115198970296928e+000 2.716993173522130e-002 2.615797427883597e-001
5.008288288288297e+000 4.193932635050516e-001 1.404481724759732e-001 1.630685555958681e-001 1.103742992683593e+000 3.188819125564823e-002 2.554165664212817e-001
5.016351351351360e+000 4.304534668777311e-001 1.424723332855089e-001 1.679066696423870e-001 1.089355249672640e+000 3.675605811443025e-002 2.497193578356121e-001
5.024414414414423e+000 4.410081324662992e-001 1.441632045312629e-001 1.726206133845430e-001 1.072166992360286e+000 4.142605339487383e-002 2.447044213939509e-001
5.032477477477486e+000 4.510443663887589e-001 1.455095717273554e-001 1.771040293784947e-001 1.052311497281348e+000 4.568547622420207e-002 2.405807093519852e-001
5.040540540540549e+000 4.605262172618582e-001 1.465108727407367e-001 1.812073306940021e-001 1.029916305689089e+000 4.946249454519839e-002 2.373979215031267e-001
5.048603603603612e+000 4.694134198977844e-001 1.471925747592819e-001 1.847395374597799e-001 1.005083220845935e+000 5.271847631532082e-002 2.350348858950392e-001
5.056666666666676e+000 4.776781294402869e-001 1.476117117483711e-001 1.875086927865396e-001 9.778742356376836e-001 5.534872907754265e-002 2.333111060446294e-001
5.064729729729739e+000 4.853051138609576e-001 1.478559292838233e-001 1.893771315744870e-001 9.483225489283018e-001 5.718782794541343e-002 2.321021520680964e-001
5.072792792792802e+000 4.922716281561048e-001 1.480299788509505e-001 1.902942517213428e-001 9.164493242041923e-001 5.806934317720573e-002 2.313918157687292e-001
5.080855855855865e+000 4.985143964525904e-001 1.482263733461000e-001 1.902998380121580e-001 8.822573065874938e-001 5.785848853073086e-002 2.312692890799348e-001
5.088918918918928e+000 5.039107508432488e-001 1.484976533194236e-001 1.895140576825725e-001 8.457126984563392e-001 5.645943191214458e-002 2.319086426331115e-001
5.096981981981991e+000 5.082979455015926e-001 1.488556089896251e-001 1.881198662166179e-001 8.067469278478560e-001 5.382346849550496e-002 2.335429161382799e-001
5.105045045045054e+000 5.115210417075081e-001 1.493022575756262e-001 1.863253865540974e-001 7.652846140739291e-001 4.995899579477524e-002 2.364233128560829e-001
5.113108108108118e+000 5.134718043962013e-001 1.498626442056994e-001 1.843073767007641e-001 7.212731356343607e-001 4.493113110542827e-002 2.407731587518853e-001
5.121171171171181e+000 5.140916348135863e-001 1.505939460175518e-001 1.821711324361019e-001 6.746966009717897e-001 3.883366254386524e-002 2.467534579874978e-001
5.129234234234244e+000 5.133531017697374e-001 1.515823746045457e-001 1.799554426404527e-001 6.255887457822015e-001 3.173406195187945e-002 2.544344218798142e-001
5.137297297297307e+000 5.112547087370422e-001 1.529406529101092e-001 1.776648426148298e-001 5.740612352984214e-001 2.362288468426916e-002 2.637607208384113e-001
5.145360360360370e+000 5.078361355117558e-001 1.547998348492039e-001 1.752974870669519e-001 5.203376234590357e-001 1.440741444904342e-002 2.745136172846450e-001
5.153423423423433e+000 5.031929978778663e-001 1.572948134299708e-001 1.728647112810497e-001 4.647747993131310e-001 3.966306277229044e-003 2.862819003663318e-001
5.161486486486496e+000 4.974820871894597e-001 1.605433027328307e-001 1.704107931197383e-001 4.078718038328928e-001 -7.760966367448269e-003 2.984461425453994e-001
5.169549549549560e+000 4.909270123177081e-001 1.646111642834027e-001 1.680297190705850e-001 3.502844138409375e-001 -2.068534660042891e-002 3.101695089128279e-001
5.177612612612623e+000 4.838270272982947e-001 1.694798057596254e-001 1.658736659299906e-001 2.928634514512111e-001 -3.447908881999507e-002 3.203824132918949e-001
5.185675675675686e+000 4.765648308117662e-001 1.750393865239568e-001 1.641480494348240e-001 2.367137812866960e-001 -4.848847154242007e-002 3.277736660485653e-001
5.193738738738749e+000 4.696152597411208e-001 1.810896220946279e-001 1.630677386096905e-001 1.832443059283528e-001 -6.170384629780047e-002 3.308894327189052e-001
5.201801801801812e+000 4.635486650541267e-001 1.873221535201191e-001 1.627466842569494e-001 1.341659864455946e-001 -7.284922052640447e-002 3.284830157177605e-001
5.209864864864875e+000 4.590026865423940e-001 1.933101386033858e-001 1.630508895101055e-001 9.139897822487830e-002 -8.060549514943569e-002 3.200887517097713e-001
5.217927927927939e+000 4.565981291251093e-001 1.985435979136301e-001 1.635172053947266e-001 5.686734241043299e-002 -8.394194051953507e-002 3.065386240001625e-001
5.225990990991002e+000 4.568045422530302e-001 2.025106371034209e-001 1.634506207797288e-001 3.219525771326767e-002 -8.248317357178059e-002 2.900703015340884e-001
5.234054054054065e+000 4.597967276818289e-001 2.048051648689515e-001 1.622291682034605e-001 1.837558537152715e-002 -7.676479939542062e-002 2.738203533727943e-001
5.242117117117128e+000 4.653631556161474e-001 2.052396081968961e-001 1.596926319711574e-001 1.552737933102753e-002 -6.820427668850224e-002 2.607912838419245e-001
5.250180180180191e+000 4.729074751905585e-001 2.039237884600018e-001 1.563419977819959e-001 2.283167925673489e-002 -5.866682031507953e-002 2.528428217110204e-001
